	C21D00958	C21D00961	C21D00964	D21D00987T	M21D00956	M21D01001	M21D01009	N21D00959	P21D00955	P21D00957M	P21D00966	P21D00968M	P21D00969M	P21D00970	P21D00971	P21D00973M	P21D00974M	P21D00979M	P21D00981M	P21D00983	P21D00984	P21D00985	P21D00991M	P21D00994M	P21D00995M	P21D00996M	P21D00998	P21D01005	P21D01016M	P21D01019	X21D00967
NF1_E22_STA100850	33043.0	49158.0	29517.0	24086.0	52947.0	15190.0	31181.0	40449.0	4371.0	23000.0	10481.0	20655.0	40108.0	24630.0	18204.0	31055.0	26348.0	27823.0	64118.0	24657.0	45788.0	18138.0	25027.0	36198.0	44151.0	11178.0	23221.0	5534.0	40966.0	25527.0	36395.0
NF1_E22_STA100851	1909.0	4436.0	3201.0	1979.0	4427.0	1317.0	3473.0	2663.0	430.0	1841.0	574.0	1435.0	3096.0	2133.0	1985.0	2107.0	2343.0	2690.0	9653.0	2886.0	4143.0	1602.0	2170.0	4500.0	4365.0	1295.0	1759.0	299.0	4388.0	2066.0	2813.0
NF1_E23_STA100852	1778.0	3649.0	1907.0	1377.0	2671.0	1145.0	2548.0	1917.0	184.0	1429.0	652.0	1201.0	2073.0	1836.0	1052.0	1225.0	1598.0	2062.0	5299.0	1915.0	2942.0	1405.0	1976.0	2726.0	2861.0	769.0	1300.0	198.0	3006.0	1499.0	2071.0
NF1_E23_STA100853	790.0	2274.0	1626.0	1284.0	2303.0	774.0	1700.0	1307.0	230.0	1104.0	498.0	984.0	1849.0	896.0	752.0	998.0	1321.0	1380.0	3707.0	1343.0	2701.0	986.0	1074.0	1898.0	2151.0	649.0	1136.0	189.0	2400.0	1210.0	1833.0
NF1_E23_STA100854	5240.0	8318.0	5050.0	4030.0	8532.0	2278.0	5504.0	5544.0	587.0	3313.0	1647.0	2958.0	5831.0	4132.0	2948.0	4274.0	4362.0	4853.0	12856.0	4712.0	8044.0	3059.0	4611.0	6834.0	7041.0	2006.0	3708.0	758.0	7148.0	3674.0	5605.0
NF1_E24_STA100855	8803.0	14897.0	9487.0	6729.0	15680.0	4460.0	10343.0	11576.0	1487.0	6066.0	3312.0	5436.0	10448.0	8102.0	5261.0	7943.0	7694.0	9131.0	23174.0	8707.0	12844.0	5643.0	8399.0	12354.0	12906.0	3572.0	6949.0	1279.0	13016.0	6968.0	10710.0
NF1_E24_STA103211	3480.0	5284.0	2834.0	2593.0	6357.0	1480.0	3291.0	3872.0	405.0	2431.0	890.0	2323.0	4029.0	1960.0	1532.0	2509.0	2870.0	2880.0	7161.0	2506.0	5771.0	2192.0	1873.0	3655.0	4261.0	997.0	2614.0	405.0	5279.0	2247.0	4621.0
NF1_E25_STA100857	1821.0	3820.0	2288.0	1838.0	3015.0	943.0	2051.0	2586.0	324.0	1316.0	599.0	1089.0	2061.0	1613.0	1314.0	1380.0	1625.0	2312.0	5486.0	1833.0	2923.0	1413.0	1735.0	2726.0	2964.0	751.0	1499.0	326.0	2949.0	1709.0	2250.0
NF1_E25_STA100858	8002.0	10790.0	7107.0	7004.0	12718.0	3619.0	6142.0	8461.0	833.0	5809.0	2292.0	5984.0	8858.0	4463.0	4217.0	6160.0	7319.0	8782.0	18434.0	5614.0	13902.0	4411.0	5163.0	8361.0	10202.0	3132.0	7343.0	1172.0	12006.0	6799.0	10618.0
NF1_E26_STA100859	1508.0	3292.0	1951.0	1469.0	2581.0	901.0	1728.0	2345.0	224.0	1220.0	326.0	1044.0	1945.0	1275.0	1190.0	1344.0	1574.0	1757.0	4792.0	1614.0	2699.0	1399.0	1599.0	2513.0	2552.0	732.0	1508.0	259.0	2972.0	1416.0	1839.0
NF1_E26_STA100860	17657.0	21526.0	14727.0	13432.0	26886.0	8047.0	14476.0	20198.0	1615.0	12266.0	5024.0	10232.0	17508.0	10707.0	8189.0	16092.0	16490.0	17067.0	31373.0	11677.0	24419.0	9172.0	10134.0	17299.0	23295.0	6458.0	14707.0	1768.0	23484.0	11702.0	20832.0
NF1_E26_STA100861	3430.0	5390.0	3563.0	2320.0	6440.0	2183.0	3700.0	3990.0	442.0	3061.0	835.0	2334.0	3804.0	2235.0	2054.0	3177.0	3753.0	3905.0	9036.0	3415.0	6456.0	2370.0	2166.0	4549.0	5476.0	1697.0	3169.0	419.0	6265.0	2952.0	4895.0
NF1_E27_STA100862	2583.0	5484.0	3658.0	2326.0	4351.0	1718.0	3174.0	3570.0	394.0	2237.0	607.0	1717.0	3119.0	2448.0	1700.0	2272.0	2664.0	2851.0	8987.0	2605.0	4610.0	2188.0	2166.0	4377.0	4427.0	1284.0	2580.0	362.0	5106.0	2686.0	3367.0
NF1_E27_STA100863	9131.0	15413.0	9108.0	8287.0	14063.0	4293.0	9242.0	10546.0	1416.0	6660.0	2558.0	5401.0	10082.0	7501.0	4835.0	7700.0	7855.0	8218.0	23809.0	8470.0	13228.0	5560.0	7863.0	13320.0	13133.0	3550.0	7375.0	1193.0	14803.0	7600.0	11054.0
NF1_E27_STA100864	1867.0	3111.0	1812.0	1650.0	3151.0	1109.0	1877.0	2176.0	201.0	1742.0	573.0	1516.0	2168.0	1253.0	1101.0	1377.0	1903.0	1876.0	4028.0	1551.0	3667.0	1360.0	1545.0	2053.0	2357.0	925.0	1781.0	242.0	4029.0	1963.0	2190.0
NF1_E27_STA100865	8677.0	12437.0	7219.0	7403.0	11943.0	4405.0	8302.0	11561.0	1146.0	6333.0	3286.0	4764.0	10080.0	7182.0	4559.0	7856.0	7021.0	8100.0	17148.0	7123.0	11518.0	4682.0	7786.0	11141.0	11538.0	3315.0	6303.0	1301.0	10617.0	6317.0	8927.0
NF1_E28_STA100866	1399.0	3607.0	2223.0	1554.0	2622.0	1010.0	2367.0	2067.0	278.0	1486.0	327.0	891.0	1868.0	1614.0	1284.0	1335.0	1504.0	1735.0	6695.0	1648.0	3108.0	1511.0	1646.0	2961.0	2852.0	718.0	1288.0	148.0	3055.0	1693.0	1697.0
NF1_E28_STA100867	11333.0	21521.0	11355.0	9485.0	16700.0	5498.0	10802.0	13487.0	1632.0	7572.0	2896.0	5756.0	12611.0	9300.0	6123.0	9342.0	11515.0	10585.0	28366.0	10441.0	16340.0	6814.0	10147.0	16424.0	16230.0	4870.0	9473.0	1469.0	15479.0	9301.0	12781.0
NF1_E29_STA100868	12747.0	17858.0	11720.0	9090.0	17317.0	4997.0	11673.0	15985.0	2343.0	8605.0	3641.0	6724.0	13064.0	8803.0	5686.0	10935.0	9822.0	11113.0	25856.0	10325.0	16588.0	6340.0	9758.0	15371.0	15317.0	4530.0	10074.0	1521.0	14663.0	8518.0	13624.0
NF1_E29_STA100869	1802.0	2632.0	1672.0	1629.0	2550.0	837.0	1390.0	2349.0	271.0	1202.0	549.0	1234.0	2297.0	1068.0	866.0	1291.0	1611.0	2581.0	4069.0	1353.0	3350.0	1368.0	1704.0	1851.0	2094.0	882.0	2070.0	163.0	3250.0	1729.0	2678.0
NF1_E30_STA100870	1724.0	3592.0	2064.0	1795.0	2446.0	837.0	1989.0	2517.0	307.0	1411.0	640.0	1164.0	2031.0	1337.0	900.0	1420.0	1343.0	2466.0	4780.0	1575.0	3118.0	1546.0	1935.0	2743.0	2670.0	970.0	1475.0	275.0	2449.0	1727.0	1962.0
NF1_E30_STA100871	1690.0	2337.0	1430.0	1401.0	2664.0	750.0	1485.0	1621.0	166.0	1219.0	383.0	1454.0	1882.0	916.0	797.0	1254.0	1266.0	2087.0	3960.0	1239.0	3485.0	1591.0	989.0	1906.0	2332.0	832.0	1486.0	167.0	3213.0	1392.0	2800.0
NF1_E30_STA100872	1177.0	1840.0	1407.0	1161.0	2118.0	622.0	1496.0	1557.0	330.0	1081.0	500.0	835.0	1611.0	861.0	650.0	949.0	1322.0	1530.0	3496.0	1106.0	2192.0	983.0	913.0	1518.0	1673.0	528.0	1032.0	208.0	2093.0	1188.0	1846.0
NF1_E31_STA100873	1975.0	2326.0	1693.0	1479.0	2991.0	1073.0	2127.0	1596.0	304.0	1478.0	669.0	1217.0	2010.0	1178.0	969.0	1386.0	1840.0	2193.0	4931.0	1652.0	2886.0	1435.0	1459.0	2542.0	2782.0	913.0	1480.0	196.0	2704.0	1460.0	2221.0
NF1_E32_STA100874	16343.0	20592.0	12915.0	16089.0	23928.0	7820.0	17222.0	16952.0	2179.0	10787.0	7340.0	9115.0	16774.0	13597.0	8648.0	14739.0	13976.0	14393.0	30319.0	10710.0	21764.0	7012.0	15693.0	18536.0	20959.0	5643.0	6758.0	2559.0	17932.0	11492.0	16645.0
NF1_E32_STA100875	13366.0	17391.0	11044.0	11267.0	20760.0	5627.0	13861.0	14985.0	1926.0	8039.0	5353.0	7198.0	13897.0	10865.0	6955.0	12132.0	10838.0	11210.0	27886.0	9865.0	18778.0	7019.0	10207.0	17089.0	16951.0	4311.0	8874.0	1709.0	14611.0	9354.0	13760.0
NF1_E32_STA100876	9699.0	13846.0	8908.0	8976.0	16269.0	3919.0	11083.0	11123.0	1747.0	6707.0	3807.0	5420.0	10483.0	8414.0	5582.0	9135.0	7746.0	9552.0	20709.0	7578.0	13016.0	5279.0	9089.0	13219.0	13889.0	3912.0	5866.0	1345.0	12151.0	7219.0	10753.0
NF1_E33_STA101832	8021.0	11514.0	6980.0	7926.0	13383.0	4246.0	9206.0	7981.0	1017.0	5600.0	2733.0	4869.0	9358.0	5497.0	4056.0	5558.0	6602.0	9721.0	19759.0	6326.0	13972.0	5800.0	7031.0	10822.0	10271.0	3408.0	6408.0	1102.0	11789.0	6169.0	9958.0
NF1_E33_STA101823	13462.0	18635.0	11569.0	13205.0	22092.0	7129.0	15280.0	12645.0	1640.0	9368.0	4468.0	7974.0	15566.0	9251.0	6664.0	9354.0	10999.0	15523.0	33263.0	10409.0	23559.0	9418.0	11696.0	17968.0	17247.0	5779.0	10876.0	1817.0	20027.0	10550.0	16574.0
NF1_E33_STA100879	3069.0	3812.0	2736.0	3603.0	6148.0	1632.0	3885.0	3018.0	394.0	2411.0	1518.0	1908.0	3826.0	2522.0	1680.0	2442.0	2804.0	3302.0	7533.0	3056.0	4865.0	2052.0	2668.0	4252.0	4340.0	1480.0	2553.0	364.0	4487.0	2252.0	3550.0
NF1_E34_STA100880	3980.0	7189.0	4331.0	3347.0	6271.0	1990.0	4615.0	4729.0	565.0	2886.0	1473.0	2225.0	4465.0	3458.0	2526.0	2872.0	3805.0	4043.0	10398.0	4168.0	5843.0	2718.0	3936.0	6212.0	6186.0	1667.0	2944.0	514.0	5812.0	3187.0	4686.0
NF1_E34_STA100881	5424.0	6786.0	3731.0	4723.0	7726.0	2709.0	5093.0	4553.0	462.0	4100.0	1718.0	3124.0	5701.0	3229.0	2182.0	4223.0	5240.0	5215.0	10211.0	3107.0	9146.0	3393.0	3676.0	4894.0	6365.0	1631.0	4171.0	565.0	7061.0	4209.0	6296.0
NF1_E34_STA100882	6722.0	7831.0	6317.0	6106.0	10745.0	2917.0	7355.0	7809.0	822.0	4802.0	2795.0	3689.0	7187.0	4249.0	3435.0	5612.0	6009.0	7113.0	13028.0	5804.0	10346.0	3869.0	5274.0	8564.0	8652.0	2874.0	5058.0	738.0	8396.0	4510.0	8009.0
NF1_E35_STA100883	1546.0	3264.0	1998.0	1252.0	2804.0	951.0	1958.0	2251.0	214.0	1169.0	397.0	1060.0	1762.0	1483.0	1017.0	1200.0	1378.0	1880.0	4985.0	1670.0	2867.0	1193.0	1862.0	2830.0	2353.0	790.0	1186.0	302.0	2696.0	1540.0	1831.0
NF1_E35_STA100884	5710.0	9142.0	4915.0	4306.0	9428.0	2687.0	5426.0	7420.0	830.0	3809.0	1713.0	3353.0	6550.0	4999.0	2578.0	5240.0	4917.0	5548.0	12472.0	5105.0	8508.0	3499.0	4774.0	8363.0	7410.0	1977.0	4629.0	700.0	6917.0	3919.0	7201.0
NF1_E35_STA100885	6804.0	7382.0	7673.0	5622.0	10461.0	3492.0	6835.0	6436.0	965.0	5243.0	2191.0	4110.0	7085.0	3875.0	3506.0	5423.0	6737.0	7167.0	15796.0	5338.0	10289.0	4272.0	3725.0	8856.0	8825.0	2920.0	5221.0	961.0	10362.0	5196.0	8426.0
NF1_E36_STA101837	7269.0	11269.0	6392.0	5786.0	11630.0	3113.0	8090.0	8314.0	1155.0	3981.0	2502.0	3737.0	8290.0	5159.0	3683.0	5770.0	5681.0	6869.0	18051.0	6412.0	9577.0	4589.0	6208.0	9400.0	9206.0	2856.0	4455.0	851.0	8906.0	4744.0	8380.0
NF1_E36_STA100887	3153.0	5260.0	3392.0	2651.0	5103.0	1723.0	3648.0	3803.0	516.0	1796.0	1076.0	2048.0	3884.0	2495.0	1804.0	2737.0	2818.0	3590.0	8426.0	3117.0	4426.0	2287.0	2707.0	5451.0	4373.0	1227.0	2458.0	494.0	4273.0	2007.0	4159.0
NF1_E37_STA100888	1305.0	4562.0	2384.0	1510.0	2951.0	1031.0	2904.0	2223.0	204.0	1474.0	570.0	1012.0	2234.0	1837.0	1206.0	1231.0	1476.0	1911.0	6429.0	1927.0	3300.0	1598.0	2485.0	3219.0	2859.0	1137.0	1635.0	392.0	3502.0	1905.0	2233.0
NF1_E37_STA100889	723.0	1350.0	908.0	502.0	1108.0	456.0	938.0	752.0	108.0	728.0	186.0	514.0	878.0	509.0	530.0	648.0	906.0	982.0	1882.0	855.0	1530.0	654.0	620.0	1090.0	1082.0	516.0	716.0	86.0	1691.0	750.0	975.0
NF1_E37_STA100890	3444.0	7679.0	4464.0	3048.0	5784.0	1869.0	3879.0	4886.0	479.0	3078.0	1064.0	2447.0	4185.0	3481.0	2008.0	3430.0	3780.0	4123.0	9323.0	3418.0	6367.0	2800.0	3603.0	6238.0	5538.0	1756.0	2824.0	482.0	5942.0	3065.0	5108.0
NF1_E37_STA100891	9462.0	13303.0	10981.0	8841.0	15203.0	5489.0	10148.0	11378.0	1315.0	8896.0	3258.0	7202.0	12033.0	6223.0	5310.0	9572.0	9468.0	11405.0	21271.0	9255.0	19512.0	6916.0	6818.0	12251.0	14944.0	4542.0	9067.0	1336.0	15680.0	9284.0	15855.0
NF1_E37_STA100893	3898.0	6193.0	4337.0	3248.0	5557.0	1701.0	4804.0	5461.0	701.0	3118.0	1419.0	2196.0	4272.0	3496.0	2139.0	3518.0	4058.0	4305.0	8200.0	3686.0	6031.0	2659.0	3639.0	5294.0	5387.0	1674.0	3025.0	729.0	5049.0	3352.0	5320.0
NF1_E38_STA100894	6000.0	7874.0	4914.0	5794.0	8168.0	2703.0	5718.0	6488.0	738.0	4933.0	2188.0	3938.0	5916.0	3677.0	2372.0	4930.0	5308.0	6452.0	10603.0	4386.0	9952.0	4205.0	4459.0	6076.0	6253.0	2569.0	5450.0	745.0	7713.0	4332.0	8637.0
NF1_E38_STA100895	4026.0	6349.0	4145.0	3613.0	5185.0	1925.0	4579.0	5032.0	568.0	3304.0	1269.0	2470.0	4302.0	3225.0	1940.0	3428.0	3794.0	4494.0	9358.0	3564.0	6838.0	2766.0	3711.0	5089.0	5137.0	1891.0	3385.0	621.0	5828.0	3616.0	5373.0
NF1_E38_STA100896	5365.0	9249.0	5605.0	4228.0	7443.0	2530.0	6479.0	6855.0	750.0	4249.0	1862.0	3258.0	6041.0	5198.0	3241.0	4579.0	5062.0	6158.0	12550.0	5085.0	8817.0	3473.0	5343.0	7760.0	7643.0	2617.0	4547.0	929.0	7002.0	4867.0	7505.0
NF1_E38_STA100897	3868.0	6824.0	3924.0	3807.0	5797.0	2041.0	4454.0	4040.0	529.0	4019.0	1319.0	3099.0	4718.0	2475.0	1925.0	3111.0	3852.0	5550.0	9472.0	3654.0	8731.0	3101.0	3184.0	4991.0	5134.0	2663.0	4269.0	579.0	8155.0	4037.0	6353.0
NF1_E38_STA100898	2854.0	3887.0	4295.0	2708.0	5340.0	1650.0	4131.0	3325.0	517.0	3287.0	850.0	2370.0	3039.0	1898.0	2134.0	2649.0	3022.0	4226.0	8329.0	3050.0	6324.0	2673.0	1874.0	4897.0	4864.0	1735.0	2527.0	303.0	5592.0	2824.0	4568.0
NF1_E39_STA100899	6484.0	9431.0	4753.0	6115.0	9094.0	2999.0	6672.0	6908.0	1044.0	3986.0	2654.0	3640.0	5990.0	5994.0	3107.0	4810.0	4977.0	5982.0	12777.0	5438.0	8297.0	3961.0	6027.0	7612.0	8319.0	2391.0	4295.0	960.0	7057.0	4315.0	5864.0
NF1_E39_STA100900	12700.0	15732.0	10663.0	10396.0	19581.0	5297.0	11692.0	12487.0	1917.0	8734.0	4743.0	7749.0	13000.0	8301.0	6153.0	11383.0	10686.0	12112.0	24234.0	8421.0	17727.0	6646.0	8688.0	14461.0	15951.0	4430.0	7842.0	1687.0	15319.0	8701.0	14693.0
NF1_E39_STA101822	9398.0	12069.0	7512.0	7497.0	14756.0	3848.0	8734.0	9621.0	1608.0	6154.0	3462.0	5427.0	9774.0	6189.0	4409.0	7968.0	7606.0	9324.0	19086.0	6479.0	12844.0	4977.0	6991.0	10860.0	11697.0	3180.0	5880.0	1199.0	11408.0	5984.0	10234.0
NF1_E39_STA100902	11640.0	16219.0	11115.0	8920.0	17518.0	4480.0	12410.0	13413.0	2006.0	7073.0	5150.0	6070.0	12638.0	9299.0	6181.0	10066.0	9547.0	10893.0	23193.0	9340.0	15800.0	6097.0	9798.0	14844.0	14362.0	4595.0	6371.0	1664.0	12474.0	7193.0	12695.0
NF1_E40_STA100903	8377.0	16557.0	8965.0	7248.0	12720.0	4325.0	9248.0	11956.0	1281.0	6185.0	3367.0	5105.0	9717.0	7206.0	4993.0	7670.0	7153.0	8778.0	20779.0	8412.0	12398.0	4948.0	8341.0	12596.0	12491.0	3494.0	7060.0	1223.0	10759.0	6789.0	10158.0
NF1_E40_STA100904	3456.0	4751.0	3245.0	3076.0	4747.0	1513.0	3765.0	3398.0	416.0	2494.0	1165.0	1823.0	4071.0	2563.0	1794.0	2681.0	3122.0	3783.0	8702.0	3493.0	5295.0	2538.0	2919.0	4905.0	4602.0	1602.0	2704.0	514.0	4604.0	2841.0	4296.0
NF1_E40_STA100905	1174.0	2408.0	1625.0	880.0	1773.0	606.0	1722.0	1444.0	170.0	971.0	303.0	725.0	1364.0	1217.0	1235.0	1046.0	1173.0	1359.0	5092.0	1261.0	2292.0	1077.0	1400.0	2400.0	2217.0	742.0	700.0	264.0	2188.0	1305.0	1525.0
NF1_E40_STA100906	9906.0	13375.0	8346.0	7928.0	13420.0	4594.0	10588.0	11021.0	1247.0	6897.0	3557.0	4963.0	10130.0	8332.0	4976.0	8303.0	8645.0	8620.0	19153.0	7556.0	13791.0	5972.0	8215.0	12489.0	12136.0	3628.0	7044.0	1295.0	12470.0	6478.0	10974.0
NF1_E41_STA100907	6179.0	9223.0	6145.0	5756.0	10565.0	3196.0	8409.0	7697.0	1043.0	4685.0	2488.0	4179.0	8749.0	4403.0	3371.0	5048.0	6424.0	8860.0	14769.0	4995.0	10993.0	4904.0	5664.0	8026.0	7764.0	2706.0	5252.0	983.0	9336.0	4983.0	8601.0
NF1_E41_STA100908	7859.0	18076.0	9218.0	7552.0	14035.0	4797.0	11887.0	11286.0	991.0	6702.0	3334.0	4688.0	10108.0	7346.0	5851.0	6705.0	6592.0	10137.0	25276.0	7554.0	14651.0	6195.0	9284.0	13937.0	13786.0	4576.0	5832.0	2033.0	13059.0	8343.0	10512.0
NF1_E41_STA100909	3294.0	4477.0	3805.0	3193.0	6295.0	1879.0	3784.0	3626.0	470.0	2573.0	1257.0	2372.0	4354.0	2161.0	2016.0	3009.0	2995.0	4062.0	8796.0	3523.0	5947.0	2651.0	2908.0	5170.0	5172.0	1686.0	2734.0	246.0	5676.0	3044.0	4589.0
NF1_E42_STA100910	4205.0	5802.0	4405.0	3962.0	7113.0	2156.0	4992.0	4388.0	485.0	3871.0	1639.0	2629.0	4774.0	2576.0	2296.0	3528.0	4380.0	5670.0	10978.0	3959.0	6775.0	2957.0	3508.0	6338.0	5884.0	1887.0	3307.0	532.0	6902.0	3278.0	5564.0
NF1_E42_STA100911	2749.0	4055.0	2192.0	2353.0	4294.0	1535.0	2796.0	3079.0	362.0	2159.0	964.0	1815.0	2782.0	1773.0	1167.0	2179.0	2503.0	3259.0	6179.0	2222.0	4620.0	2044.0	2246.0	3102.0	3289.0	1098.0	2030.0	359.0	3928.0	1975.0	3917.0
NF1_E42_STA100912	17799.0	31595.0	19018.0	15067.0	27963.0	8243.0	19351.0	22850.0	2448.0	13777.0	7037.0	10630.0	21508.0	15848.0	10822.0	16476.0	15756.0	17575.0	41939.0	16069.0	26498.0	11307.0	15405.0	27135.0	26776.0	6487.0	12251.0	2663.0	22656.0	13825.0	22834.0
NF1_E42_STA100913	13037.0	19874.0	12274.0	11041.0	20560.0	5784.0	13694.0	16672.0	1937.0	7927.0	4638.0	6752.0	14525.0	10259.0	7079.0	11235.0	10993.0	12688.0	29551.0	11942.0	17700.0	7336.0	11681.0	17905.0	17139.0	4760.0	8844.0	1667.0	16785.0	9778.0	14405.0
NF1_E42_STA100914	6698.0	10387.0	6451.0	5786.0	10279.0	2934.0	7340.0	8508.0	990.0	3793.0	2249.0	3354.0	7230.0	5224.0	3504.0	5395.0	5704.0	6159.0	14735.0	5811.0	8839.0	3551.0	6479.0	9174.0	8576.0	2379.0	4273.0	791.0	7797.0	4970.0	7239.0
NF1_E43_STA101828	6092.0	8168.0	5411.0	5744.0	10681.0	3115.0	6952.0	5927.0	926.0	4696.0	2651.0	3664.0	6703.0	4705.0	3008.0	4719.0	5624.0	6327.0	13580.0	5293.0	9270.0	3928.0	4926.0	7470.0	8573.0	2364.0	4086.0	726.0	8174.0	4467.0	6826.0
NF1_E43_STA100916	4991.0	7183.0	3976.0	4117.0	8226.0	2773.0	5198.0	4947.0	574.0	3777.0	1046.0	2850.0	4911.0	3186.0	2419.0	3039.0	4254.0	4335.0	11884.0	3873.0	7810.0	3225.0	4113.0	5973.0	6243.0	2217.0	3613.0	787.0	8563.0	3855.0	6316.0
NF1_E43_STA100917	3137.0	6194.0	3238.0	2833.0	6042.0	1934.0	4062.0	3801.0	448.0	2794.0	815.0	1903.0	3729.0	2764.0	2047.0	2326.0	2779.0	3329.0	8979.0	3012.0	5786.0	2406.0	3089.0	4960.0	4462.0	1587.0	2330.0	557.0	5766.0	2726.0	4074.0
NF1_E43_STA100918	1635.0	2617.0	1764.0	1604.0	3239.0	952.0	1975.0	2217.0	230.0	1480.0	694.0	984.0	2144.0	1256.0	768.0	1458.0	1563.0	2389.0	4195.0	1474.0	3048.0	1338.0	1342.0	2240.0	1993.0	900.0	1404.0	266.0	2789.0	1353.0	2346.0
NF1_E44_STA101827	2788.0	4676.0	2709.0	2358.0	5261.0	1372.0	3212.0	3615.0	419.0	1442.0	876.0	1501.0	3253.0	2578.0	1577.0	2233.0	2339.0	2821.0	7156.0	3073.0	4047.0	1695.0	2426.0	4082.0	3920.0	955.0	1760.0	501.0	3978.0	1856.0	3440.0
NF1_E45_STA100920	10649.0	14054.0	10153.0	9763.0	20310.0	5873.0	12178.0	11355.0	1561.0	8153.0	4745.0	6568.0	12193.0	7163.0	6455.0	8049.0	9319.0	10881.0	24595.0	8428.0	15951.0	6095.0	8767.0	14694.0	14782.0	4103.0	8101.0	1293.0	15479.0	7948.0	13410.0
NF1_E45_STA100921	7056.0	11248.0	7686.0	6585.0	12020.0	3770.0	8435.0	8204.0	1089.0	4304.0	2113.0	3804.0	7765.0	6114.0	3686.0	5899.0	6078.0	6470.0	18784.0	6463.0	10923.0	4109.0	6631.0	10686.0	10396.0	2291.0	4663.0	888.0	10106.0	5561.0	7978.0
NF1_E46_STA101835	10431.0	16307.0	9872.0	9029.0	20102.0	4972.0	13002.0	12612.0	1516.0	6517.0	4119.0	6302.0	12662.0	8251.0	5339.0	7831.0	8508.0	9872.0	24326.0	8428.0	14762.0	6403.0	9771.0	14957.0	14673.0	4074.0	6858.0	1600.0	14118.0	7289.0	12543.0
NF1_E46_STA100923	3199.0	4434.0	2477.0	2439.0	5964.0	1350.0	3121.0	3343.0	355.0	1790.0	995.0	1762.0	3445.0	2024.0	1410.0	2052.0	2529.0	2970.0	6485.0	2467.0	4329.0	1986.0	2477.0	3773.0	3789.0	1085.0	1902.0	474.0	4118.0	1923.0	3926.0
NF1_E47_STA100924	6329.0	9789.0	6193.0	4536.0	9081.0	2717.0	5331.0	8400.0	696.0	3639.0	1985.0	3067.0	6608.0	5125.0	2996.0	4583.0	5167.0	6162.0	13566.0	5261.0	8200.0	3332.0	4728.0	8466.0	8034.0	2264.0	4024.0	691.0	7537.0	4567.0	7381.0
NF1_E47_STA101816	24422.0	29294.0	20168.0	19906.0	36610.0	11284.0	21362.0	28138.0	3243.0	16734.0	7139.0	15453.0	28960.0	15030.0	11045.0	20471.0	19573.0	24742.0	45356.0	17600.0	37076.0	13375.0	15257.0	28030.0	28456.0	9641.0	17275.0	2927.0	30451.0	17070.0	30870.0
NF1_E47_STA100926	6354.0	7688.0	5172.0	5817.0	9204.0	2700.0	6954.0	6642.0	961.0	4544.0	2899.0	3356.0	6916.0	3891.0	2899.0	5699.0	5836.0	5981.0	13312.0	5268.0	9195.0	3756.0	5067.0	8256.0	8514.0	2533.0	4425.0	834.0	7999.0	4219.0	7446.0
NF1_E48_STA100927	9519.0	11564.0	8226.0	8930.0	10971.0	3929.0	12365.0	10178.0	1349.0	5867.0	4364.0	4980.0	8418.0	7509.0	3786.0	8253.0	8168.0	9702.0	16592.0	7470.0	13067.0	4786.0	9092.0	11367.0	9933.0	3565.0	5981.0	1344.0	9241.0	6623.0	10630.0
NF1_E48_STA100928	1552.0	2539.0	1627.0	1351.0	1824.0	540.0	2054.0	1555.0	210.0	971.0	529.0	682.0	1422.0	1072.0	720.0	1212.0	1323.0	1540.0	3007.0	1284.0	2273.0	1280.0	1585.0	2151.0	1648.0	660.0	1203.0	196.0	1641.0	1018.0	1595.0
NF1_E49_STA100929	14988.0	16140.0	12492.0	12369.0	21671.0	5455.0	13334.0	15015.0	2505.0	9387.0	5921.0	8440.0	14044.0	9554.0	7244.0	12752.0	11610.0	14384.0	25945.0	10914.0	21397.0	7983.0	10120.0	15996.0	18231.0	4875.0	10295.0	1659.0	17508.0	10181.0	16502.0
NF1_E49_STA100930	10211.0	15571.0	8043.0	9251.0	16321.0	4488.0	9518.0	13559.0	1517.0	6934.0	4182.0	5702.0	11284.0	7716.0	5001.0	9377.0	8965.0	11164.0	21719.0	8117.0	15645.0	6377.0	9250.0	11888.0	13144.0	4109.0	8226.0	1230.0	14491.0	7437.0	13886.0
NF1_E49_STA100931	7654.0	11990.0	6197.0	7110.0	12270.0	3364.0	7242.0	10501.0	1223.0	5260.0	3176.0	4271.0	8327.0	6165.0	3979.0	7119.0	6882.0	8331.0	16856.0	6191.0	11517.0	4666.0	7219.0	9273.0	9896.0	3140.0	6180.0	952.0	10571.0	5668.0	10302.0
NF1_E49_STA100932	6373.0	9863.0	5695.0	4909.0	9315.0	3081.0	6144.0	7152.0	700.0	4024.0	1926.0	3832.0	6077.0	4708.0	3407.0	5683.0	5191.0	5296.0	13057.0	4550.0	8985.0	3510.0	5391.0	7378.0	8672.0	2402.0	4454.0	844.0	7573.0	4383.0	6720.0
NF1_E50_STA101821	8205.0	10115.0	5762.0	6090.0	11096.0	3267.0	6876.0	8969.0	926.0	4717.0	2322.0	3911.0	8235.0	4694.0	3211.0	5852.0	5972.0	7449.0	14787.0	5837.0	11422.0	4640.0	5447.0	8806.0	8356.0	2791.0	5695.0	778.0	10252.0	5386.0	9522.0
NF1_E50_STA100934	966.0	1235.0	749.0	706.0	1662.0	422.0	911.0	1024.0	124.0	509.0	520.0	567.0	1034.0	732.0	480.0	865.0	832.0	652.0	1814.0	848.0	1417.0	558.0	666.0	1303.0	1208.0	346.0	753.0	106.0	1087.0	485.0	1262.0
