	C21D00633	D21D00614T	D21D00615T	D21D00631T	D21D00632T	D21D00635	D21D00644T	D21D00647T	D21D00654T	M21D00642	M21D00670	M21D00671	M21D00673	M21D00676	N21D00620	N21D00643	N21D00645	N21D00657	N21D00675	P21D00617	P21D00634	P21D00636	P21D00639	P21D00640	P21D00641	P21D00646	P21D00651	P21D00661	P21D00669	P21D00674	P21D00678	P21D00679
DDR2_E6_STA100392	681.0	3393.0	1984.0	162.0	3689.0	2712.0	3669.0	3128.0	2731.0	3303.0	790.0	409.0	177.0	2099.0	5393.0	1643.0	1555.0	4188.0	2514.0	1128.0	1003.0	5556.0	1474.0	2566.0	1242.0	821.0	5339.0	3058.0	1888.0	3926.0	3736.0	4592.0
DDR2_E6_STA100393	8860.0	33336.0	15885.0	3776.0	49938.0	23548.0	33372.0	25659.0	27060.0	36333.0	8330.0	3658.0	2136.0	18201.0	50320.0	15658.0	19772.0	51413.0	27800.0	8724.0	9043.0	44337.0	17149.0	30105.0	12259.0	6900.0	50057.0	32605.0	22879.0	46554.0	32030.0	45090.0
DDR2_E6_STA100394	4969.0	11675.0	6154.0	1751.0	19277.0	9331.0	10486.0	6428.0	6978.0	11101.0	2345.0	1624.0	1151.0	4959.0	15024.0	5140.0	6688.0	11973.0	6933.0	3113.0	3054.0	13694.0	4861.0	8624.0	4198.0	1953.0	12974.0	9129.0	6393.0	14493.0	8896.0	12562.0
DDR2_E7_STA100395	1966.0	6409.0	3564.0	841.0	8998.0	3689.0	6703.0	5225.0	4622.0	7075.0	2084.0	866.0	498.0	3957.0	9843.0	3436.0	4329.0	10412.0	4926.0	2273.0	1570.0	9206.0	3114.0	5966.0	2995.0	1521.0	8299.0	6018.0	4272.0	8168.0	6441.0	8477.0
DDR2_E7_STA100396	3694.0	17309.0	9647.0	1549.0	20974.0	9208.0	18215.0	14692.0	13156.0	17540.0	4922.0	2102.0	798.0	11486.0	24222.0	8889.0	9316.0	21165.0	13259.0	5422.0	5272.0	24768.0	8899.0	12157.0	7106.0	4848.0	24717.0	14638.0	12316.0	17943.0	19623.0	20098.0
DDR2_E7_STA100397	183.0	1084.0	725.0	103.0	1386.0	740.0	1708.0	1082.0	932.0	1181.0	390.0	169.0	54.0	846.0	1796.0	835.0	744.0	1516.0	882.0	480.0	365.0	2234.0	602.0	863.0	449.0	311.0	1917.0	1046.0	803.0	1229.0	1518.0	1599.0
DDR2_E8_STA100398	206.0	1221.0	675.0	96.0	1254.0	376.0	1235.0	860.0	923.0	1114.0	408.0	104.0	34.0	756.0	1686.0	720.0	893.0	1893.0	989.0	351.0	370.0	1860.0	582.0	992.0	529.0	253.0	1333.0	1283.0	750.0	1085.0	1321.0	1116.0
DDR2_E8_STA100399	2150.0	9646.0	6545.0	1154.0	14199.0	6985.0	12706.0	8532.0	9712.0	9426.0	3911.0	2001.0	1477.0	7785.0	18515.0	5483.0	7695.0	16413.0	9073.0	3761.0	2828.0	16819.0	5574.0	8423.0	4223.0	2415.0	18854.0	9206.0	7476.0	15101.0	12768.0	16004.0
DDR2_E9_STA100400	4460.0	13058.0	9291.0	1606.0	15765.0	10713.0	14205.0	10530.0	9586.0	12881.0	4135.0	2268.0	727.0	10279.0	20454.0	6936.0	7378.0	14954.0	10454.0	3657.0	3927.0	20221.0	5702.0	9756.0	6538.0	2939.0	19640.0	11719.0	8815.0	15296.0	13589.0	16113.0
DDR2_E9_STA100401	5591.0	13580.0	9358.0	1938.0	17129.0	13563.0	15310.0	10727.0	10300.0	13591.0	4405.0	2494.0	897.0	10479.0	21285.0	7588.0	8243.0	15831.0	10107.0	4286.0	4236.0	20882.0	6503.0	9599.0	6829.0	3044.0	20651.0	12229.0	9035.0	17342.0	14422.0	17518.0
DDR2_E9_STA100402	5067.0	13815.0	10535.0	2249.0	22562.0	15575.0	16560.0	12448.0	12040.0	14076.0	4799.0	2943.0	2047.0	12346.0	24448.0	7895.0	10020.0	16996.0	11905.0	4856.0	3946.0	24589.0	7601.0	10404.0	6405.0	3182.0	23960.0	12733.0	10354.0	23855.0	16028.0	21936.0
DDR2_E9_STA100403	3041.0	5561.0	4179.0	1454.0	11208.0	4668.0	6029.0	4716.0	4149.0	5753.0	1838.0	1364.0	1050.0	4417.0	9082.0	3316.0	4519.0	8781.0	4252.0	1869.0	1708.0	7592.0	3250.0	5414.0	3058.0	1486.0	8206.0	5412.0	4298.0	9059.0	5973.0	9025.0
DDR2_E10_STA100404	1058.0	3236.0	2236.0	384.0	4938.0	1952.0	3153.0	2309.0	2592.0	3329.0	1092.0	487.0	133.0	2003.0	5131.0	1711.0	1898.0	5072.0	2608.0	965.0	867.0	4707.0	1358.0	2781.0	1675.0	849.0	3949.0	2901.0	2234.0	4040.0	3069.0	3556.0
DDR2_E10_STA100405	2208.0	6323.0	4891.0	1005.0	9829.0	6154.0	7562.0	5677.0	5689.0	6867.0	2207.0	1570.0	538.0	5256.0	11365.0	4252.0	4704.0	9792.0	5171.0	2111.0	1957.0	10854.0	3088.0	5498.0	3522.0	1642.0	9837.0	6564.0	4203.0	10912.0	8225.0	9976.0
DDR2_E10_STA100406	7468.0	24987.0	14567.0	2336.0	34388.0	18347.0	27043.0	19462.0	20518.0	26132.0	8154.0	3650.0	2023.0	17870.0	38753.0	12312.0	16198.0	31090.0	18836.0	6982.0	6931.0	37687.0	11969.0	18715.0	10485.0	5666.0	36476.0	20577.0	15459.0	34869.0	26094.0	33628.0
DDR2_E10_STA100407	3015.0	11372.0	7456.0	840.0	12739.0	7955.0	12535.0	9227.0	8823.0	12010.0	3722.0	1556.0	515.0	9314.0	18561.0	6323.0	7292.0	12257.0	9364.0	3250.0	3384.0	18030.0	5665.0	6973.0	5540.0	2753.0	16204.0	10309.0	7720.0	13891.0	13441.0	14312.0
DDR2_E10_STA100408	2962.0	10969.0	7452.0	791.0	12374.0	7837.0	13365.0	9087.0	8656.0	11861.0	3627.0	1671.0	499.0	9296.0	18220.0	6642.0	7023.0	12003.0	9195.0	3966.0	3393.0	17786.0	5543.0	6709.0	6008.0	2614.0	16063.0	10399.0	7505.0	13271.0	13232.0	13985.0
DDR2_E10_STA100409	8428.0	18541.0	11804.0	3100.0	33551.0	15085.0	16971.0	12528.0	11082.0	18413.0	5511.0	3325.0	3604.0	11400.0	25710.0	7907.0	13196.0	21794.0	12514.0	5015.0	4603.0	23768.0	8562.0	13252.0	7943.0	4047.0	23656.0	16016.0	12277.0	29328.0	17003.0	23847.0
DDR2_E11_STA100410	1739.0	7356.0	4366.0	621.0	8957.0	2962.0	6178.0	4755.0	5536.0	6586.0	2380.0	1007.0	723.0	4790.0	9992.0	3123.0	4879.0	9068.0	4558.0	2070.0	1649.0	8887.0	2995.0	5894.0	3474.0	1246.0	8189.0	5515.0	3828.0	7628.0	6399.0	8363.0
DDR2_E12_STA100411	4825.0	10818.0	7629.0	1718.0	15695.0	7440.0	10830.0	8136.0	6928.0	11584.0	4013.0	1819.0	1163.0	7499.0	17045.0	5405.0	7757.0	13991.0	7908.0	3411.0	2788.0	15272.0	5396.0	8536.0	6493.0	2297.0	13938.0	9750.0	7925.0	14371.0	11213.0	13084.0
DDR2_E12_STA100412	377.0	1830.0	937.0	134.0	1791.0	575.0	1633.0	1108.0	1127.0	1408.0	556.0	175.0	20.0	1273.0	2341.0	812.0	992.0	2282.0	1466.0	463.0	472.0	2077.0	671.0	1320.0	1076.0	543.0	1841.0	1948.0	899.0	1481.0	1498.0	1487.0
DDR2_E13_STA100413	3987.0	11863.0	8176.0	1786.0	16912.0	10990.0	12908.0	9973.0	9470.0	12358.0	4176.0	2534.0	2389.0	10509.0	20355.0	6539.0	9206.0	15249.0	10015.0	3664.0	3137.0	18121.0	5992.0	9042.0	5622.0	2757.0	19738.0	10281.0	8378.0	20098.0	12881.0	19152.0
DDR2_E13_STA100414	1967.0	7479.0	5768.0	970.0	11741.0	8192.0	10184.0	8154.0	7798.0	8476.0	3377.0	1615.0	1021.0	7257.0	14498.0	3076.0	5945.0	10918.0	6991.0	3293.0	2675.0	15823.0	5121.0	5612.0	3409.0	1906.0	15380.0	7198.0	5770.0	12816.0	6722.0	14717.0
DDR2_E13_STA100415	5568.0	12822.0	9203.0	1830.0	19628.0	15046.0	14004.0	10102.0	9414.0	14684.0	3928.0	2351.0	1749.0	9347.0	19982.0	6865.0	7438.0	14578.0	8941.0	4182.0	3827.0	20834.0	7023.0	9347.0	5640.0	2975.0	19857.0	11002.0	8338.0	18931.0	12435.0	18311.0
DDR2_E14_STA100416	2449.0	10465.0	6677.0	792.0	12654.0	8573.0	11749.0	8007.0	7593.0	10668.0	3076.0	1350.0	510.0	7539.0	15798.0	5141.0	5847.0	11085.0	7581.0	2835.0	3253.0	15878.0	4790.0	7055.0	4606.0	2288.0	14818.0	8519.0	6831.0	12554.0	11259.0	12280.0
DDR2_E14_STA101731	5045.0	24986.0	17318.0	1943.0	37640.0	25829.0	35435.0	24986.0	27046.0	29576.0	10340.0	4327.0	3106.0	24613.0	49035.0	13856.0	15317.0	38658.0	25826.0	9141.0	7810.0	48846.0	15612.0	22185.0	10982.0	6673.0	51707.0	27244.0	21257.0	41633.0	34476.0	47648.0
DDR2_E14_STA100418	10634.0	37918.0	22266.0	3969.0	58476.0	28501.0	34459.0	24281.0	26294.0	38851.0	11909.0	5451.0	4732.0	26124.0	53909.0	18061.0	21338.0	48667.0	26449.0	10803.0	9451.0	50073.0	16611.0	30725.0	15955.0	8624.0	46625.0	30631.0	23267.0	54986.0	33389.0	46747.0
DDR2_E14_STA100419	6226.0	18433.0	10425.0	1895.0	27734.0	11898.0	16261.0	12145.0	12403.0	19482.0	6056.0	2645.0	2373.0	12796.0	25851.0	8709.0	11494.0	23628.0	12361.0	5378.0	4570.0	24471.0	8374.0	14833.0	7473.0	3698.0	23265.0	14643.0	10969.0	25134.0	15869.0	21146.0
DDR2_E15_STA100420	4414.0	12077.0	8025.0	1934.0	15074.0	6535.0	10879.0	8233.0	8088.0	11314.0	4481.0	2364.0	1129.0	8992.0	16130.0	5405.0	8261.0	13288.0	8540.0	3698.0	2727.0	16100.0	5352.0	9397.0	6532.0	2732.0	13230.0	9381.0	7308.0	13264.0	10764.0	14184.0
DDR2_E15_STA100421	1084.0	3645.0	2592.0	507.0	4486.0	1944.0	3477.0	2506.0	2775.0	3501.0	1622.0	765.0	288.0	3004.0	5037.0	1822.0	3020.0	4667.0	2527.0	1212.0	831.0	4974.0	1847.0	3286.0	2053.0	826.0	4451.0	3318.0	2371.0	4282.0	3408.0	4702.0
DDR2_E16_STA100422	3561.0	9778.0	5819.0	1688.0	11287.0	6789.0	9366.0	7323.0	7265.0	9034.0	3607.0	2379.0	1577.0	8043.0	13511.0	5273.0	6892.0	11394.0	6286.0	3280.0	2480.0	12925.0	4478.0	7341.0	5241.0	2127.0	12697.0	7726.0	6085.0	11685.0	9304.0	12828.0
DDR2_E16_STA100423	1975.0	8608.0	5294.0	921.0	9299.0	5117.0	9527.0	7222.0	7467.0	8112.0	3951.0	1740.0	1199.0	6999.0	13570.0	4382.0	6465.0	11120.0	6610.0	2651.0	2177.0	12902.0	4008.0	6612.0	3707.0	2140.0	12000.0	6846.0	5192.0	9922.0	9628.0	12239.0
DDR2_E16_STA100424	5077.0	20208.0	11992.0	1966.0	21825.0	7924.0	15354.0	13486.0	12415.0	17583.0	6623.0	3191.0	1176.0	12007.0	22069.0	9002.0	12512.0	24410.0	12567.0	5855.0	4882.0	24656.0	9288.0	14547.0	9324.0	4648.0	21909.0	16903.0	11955.0	20260.0	18200.0	21587.0
DDR2_E17_STA100425	1655.0	7215.0	4973.0	777.0	6988.0	3827.0	7351.0	5557.0	5420.0	7251.0	2815.0	1227.0	377.0	5755.0	10281.0	4282.0	4828.0	8752.0	5001.0	2465.0	2315.0	10364.0	3404.0	5601.0	3679.0	1903.0	9441.0	6081.0	4708.0	6350.0	8202.0	8156.0
DDR2_E17_STA100426	11291.0	29839.0	19002.0	3981.0	38950.0	15656.0	24541.0	20337.0	19370.0	27451.0	10650.0	5080.0	4158.0	19408.0	38501.0	13596.0	20032.0	34897.0	20392.0	8237.0	6271.0	35653.0	13326.0	22778.0	13191.0	6713.0	35789.0	23983.0	17955.0	38849.0	26089.0	37269.0
DDR2_E17_STA100427	18353.0	37564.0	23156.0	6853.0	55848.0	26898.0	33174.0	27159.0	24006.0	37277.0	13393.0	8456.0	4820.0	25430.0	51785.0	17031.0	25068.0	42260.0	28217.0	11378.0	9401.0	45198.0	17903.0	29910.0	19384.0	9358.0	44595.0	33720.0	25154.0	58716.0	32515.0	50498.0
DDR2_E18_STA100428	2944.0	10325.0	6178.0	1120.0	11254.0	5057.0	8434.0	6015.0	6110.0	9058.0	3249.0	1631.0	854.0	6678.0	12568.0	4724.0	5954.0	11415.0	6343.0	2663.0	2452.0	12053.0	4280.0	7465.0	4820.0	2009.0	9987.0	7446.0	5445.0	10359.0	7956.0	10567.0
DDR2_E18_STA100429	6886.0	25646.0	16895.0	3076.0	29263.0	16089.0	25779.0	20742.0	20060.0	24331.0	10319.0	5363.0	2927.0	19267.0	35568.0	13319.0	16407.0	29844.0	18657.0	8506.0	6981.0	36405.0	12417.0	18638.0	11461.0	5903.0	33443.0	21892.0	16253.0	29743.0	26470.0	34171.0
DDR2_E18_STA100430	4074.0	13792.0	9105.0	1935.0	17083.0	10375.0	16227.0	12596.0	11360.0	14308.0	6545.0	3364.0	2219.0	10778.0	21706.0	8531.0	10529.0	18410.0	10961.0	5221.0	3865.0	21181.0	7781.0	10472.0	6855.0	3207.0	21802.0	13106.0	10160.0	19664.0	15859.0	21815.0
DDR2_E19_STA100431	3691.0	12819.0	8624.0	1442.0	16063.0	6658.0	10946.0	8979.0	8767.0	11072.0	4944.0	2268.0	1059.0	7689.0	15678.0	6417.0	8258.0	16555.0	8341.0	4350.0	3220.0	17276.0	6863.0	9647.0	5916.0	2666.0	16089.0	11335.0	7772.0	13593.0	12783.0	15568.0
DDR2_E19_STA100432	11961.0	37477.0	23050.0	4243.0	54945.0	22379.0	35523.0	28944.0	29096.0	38615.0	14195.0	5720.0	2975.0	27070.0	54728.0	18081.0	26719.0	50560.0	29889.0	12251.0	9882.0	49537.0	17480.0	31860.0	18624.0	9217.0	45817.0	35019.0	26721.0	53075.0	33762.0	49891.0
DDR2_E19_STA100433	2768.0	8474.0	5691.0	793.0	9204.0	7208.0	9615.0	7602.0	5917.0	9062.0	3296.0	1499.0	339.0	5900.0	13600.0	4759.0	5562.0	8452.0	6958.0	3333.0	2823.0	15071.0	5237.0	5809.0	4897.0	2229.0	12217.0	7376.0	5856.0	9366.0	8956.0	10256.0
H3F3A_E2_STA100009	2953.0	14246.0	7871.0	2049.0	18770.0	5497.0	13240.0	10277.0	10552.0	14070.0	5145.0	2298.0	386.0	9018.0	18440.0	7569.0	8804.0	19676.0	10495.0	4425.0	3613.0	19885.0	7505.0	12544.0	6705.0	3734.0	15536.0	15096.0	9240.0	14766.0	15851.0	9467.0
H3F3A_E2_STA101614	5010.0	20251.0	12622.0	3563.0	28473.0	13040.0	22675.0	16812.0	16874.0	21014.0	9291.0	6393.0	2209.0	16725.0	35368.0	11759.0	14673.0	28019.0	16484.0	7388.0	5406.0	31694.0	10477.0	17008.0	8382.0	4913.0	26124.0	18314.0	14009.0	33555.0	24978.0	18023.0
H3F3A_E2_STA100011	3299.0	9684.0	5604.0	1885.0	13970.0	5786.0	8851.0	6202.0	6344.0	9714.0	3328.0	2597.0	1127.0	6419.0	14860.0	4864.0	6448.0	11933.0	6784.0	2996.0	2403.0	11881.0	4095.0	8018.0	4372.0	2014.0	9908.0	8036.0	6062.0	13925.0	9902.0	7128.0
ALK_E29_STA100103	8336.0	17373.0	4370.0	2072.0	35108.0	17536.0	16181.0	12251.0	14397.0	7175.0	4400.0	942.0	2262.0	12330.0	12907.0	4042.0	12112.0	10790.0	13156.0	4385.0	2109.0	19728.0	25.0	6679.0	1258.0	4218.0	10184.0	12761.0	9207.0	31159.0	15099.0	16836.0
ALK_E29_STA101368	7110.0	15880.0	9348.0	1594.0	36188.0	16512.0	16473.0	10338.0	14636.0	14132.0	4205.0	1676.0	2441.0	10003.0	26942.0	7445.0	10278.0	22113.0	11007.0	4053.0	3659.0	21562.0	6970.0	12496.0	6509.0	3206.0	18485.0	10698.0	8794.0	26576.0	12639.0	14262.0
ALK_E29_STA100104	2558.0	10768.0	6108.0	869.0	19599.0	12717.0	13977.0	9657.0	12090.0	9208.0	3160.0	1273.0	1229.0	8248.0	21548.0	5601.0	7035.0	16207.0	9712.0	3172.0	2860.0	17706.0	4720.0	7856.0	3666.0	2453.0	16336.0	7894.0	6991.0	19516.0	12279.0	11532.0
ALK_E29_STA100105	4100.0	11125.0	8498.0	1304.0	24043.0	15123.0	18652.0	8847.0	10436.0	14210.0	3016.0	1732.0	1437.0	7682.0	30940.0	7017.0	7361.0	29807.0	17152.0	3827.0	3359.0	15194.0	8090.0	15406.0	8107.0	2757.0	18886.0	9291.0	7062.0	27384.0	10053.0	11436.0
ALK_E29_STA100106	5303.0	15455.0	9134.0	1464.0	31762.0	14617.0	15557.0	11059.0	14442.0	13698.0	3650.0	1325.0	2004.0	10684.0	23822.0	6779.0	9592.0	23366.0	13019.0	3847.0	3734.0	19292.0	6125.0	12892.0	6398.0	3927.0	18344.0	11829.0	8776.0	27597.0	14457.0	14470.0
ALK_E29_STA100107	3522.0	15682.0	9143.0	1063.0	28174.0	19297.0	19477.0	13896.0	17249.0	12842.0	4402.0	1450.0	2569.0	12315.0	26551.0	7908.0	9843.0	21102.0	13994.0	5226.0	3637.0	25190.0	7535.0	10307.0	5376.0	3404.0	23407.0	11470.0	9788.0	27450.0	16861.0	17968.0
ALK_E29_STA100108	4727.0	18065.0	10075.0	1007.0	32578.0	21032.0	21416.0	14483.0	19297.0	14831.0	5130.0	1772.0	2372.0	13022.0	30510.0	9188.0	10493.0	24271.0	14883.0	6023.0	4252.0	27751.0	8214.0	12653.0	6599.0	3803.0	25790.0	12785.0	10853.0	29829.0	18697.0	19260.0
ALK_E29_STA100109	5909.0	18386.0	10065.0	1790.0	32357.0	16237.0	22619.0	11900.0	16421.0	15085.0	3822.0	1623.0	2043.0	11866.0	31466.0	8233.0	12214.0	25100.0	14635.0	5630.0	3859.0	24157.0	6790.0	15323.0	7993.0	4081.0	20137.0	11834.0	10101.0	28803.0	16394.0	15730.0
ALK_E29_STA101369	1140.0	4019.0	2011.0	436.0	5389.0	2982.0	4411.0	2881.0	3600.0	2909.0	975.0	370.0	338.0	2662.0	6109.0	1892.0	2576.0	4249.0	2571.0	1303.0	990.0	5785.0	1534.0	2586.0	1541.0	1073.0	4722.0	2363.0	2131.0	4725.0	4130.0	3256.0
ALK_E28_STA100110	6948.0	17436.0	9627.0	3138.0	28318.0	10582.0	16337.0	14251.0	16343.0	13914.0	5813.0	3508.0	1682.0	13769.0	24645.0	8835.0	13570.0	22825.0	12710.0	5170.0	4329.0	20729.0	6255.0	13514.0	9048.0	4239.0	19110.0	13132.0	10645.0	22846.0	15266.0	15281.0
ALK_E28_STA100111	4093.0	14417.0	8232.0	1737.0	24591.0	7078.0	12621.0	10359.0	13110.0	10566.0	4838.0	1886.0	1879.0	11498.0	22051.0	7029.0	11693.0	19956.0	10487.0	4336.0	2786.0	16942.0	5058.0	11619.0	7595.0	3407.0	15417.0	10145.0	7548.0	19044.0	13925.0	12442.0
ALK_E28_STA100112	2543.0	11990.0	7515.0	1036.0	15793.0	5479.0	13294.0	10502.0	11197.0	10156.0	4261.0	1605.0	517.0	10130.0	17685.0	7235.0	7525.0	14953.0	9211.0	4348.0	3283.0	18131.0	5148.0	8240.0	6343.0	3042.0	13983.0	9471.0	6871.0	12124.0	14168.0	9713.0
ALK_E27_STA101615	799.0	4009.0	3290.0	348.0	6450.0	3155.0	5104.0	3905.0	3985.0	4116.0	1493.0	810.0	304.0	2939.0	7620.0	2501.0	2677.0	5276.0	2849.0	1837.0	1336.0	7287.0	2711.0	3161.0	2104.0	960.0	6739.0	2897.0	2142.0	4950.0	4657.0	4024.0
ALK_E27_STA100114	905.0	6513.0	4024.0	310.0	9606.0	1881.0	5641.0	3934.0	5445.0	5420.0	1979.0	428.0	71.0	4681.0	9333.0	3272.0	3523.0	9284.0	5361.0	1770.0	1297.0	8749.0	2739.0	4807.0	3594.0	1589.0	6630.0	5369.0	3397.0	6908.0	6221.0	3808.0
ALK_E27_STA100115	2602.0	9508.0	5373.0	706.0	16466.0	4215.0	8119.0	7954.0	7603.0	7845.0	2999.0	1398.0	645.0	6642.0	12809.0	4852.0	6023.0	13607.0	7725.0	2760.0	2066.0	12250.0	3753.0	6706.0	4914.0	2329.0	11124.0	7482.0	6884.0	13480.0	8846.0	8367.0
ALK_E26_STA100116	497.0	2329.0	1532.0	185.0	4458.0	1671.0	2750.0	2113.0	2203.0	2184.0	915.0	439.0	214.0	1366.0	3705.0	1519.0	1351.0	2649.0	1606.0	1160.0	646.0	3912.0	1203.0	1409.0	894.0	356.0	3354.0	1530.0	1403.0	3150.0	2277.0	2109.0
ALK_E26_STA100117	1294.0	8061.0	5203.0	377.0	11635.0	5221.0	9884.0	7495.0	9046.0	6592.0	3383.0	1261.0	793.0	7345.0	14028.0	4018.0	5704.0	12000.0	6947.0	3051.0	1795.0	12395.0	3901.0	6228.0	3574.0	1951.0	12247.0	5538.0	4670.0	13159.0	9481.0	8175.0
ALK_E25_STA100118	2619.0	8476.0	4708.0	766.0	18374.0	6980.0	9287.0	6413.0	7531.0	8255.0	1833.0	813.0	765.0	5795.0	13909.0	4047.0	5119.0	12032.0	6735.0	1990.0	1854.0	11345.0	3380.0	7599.0	3186.0	2032.0	9649.0	6895.0	4958.0	13165.0	8010.0	7603.0
ALK_E25_STA100119	1151.0	4440.0	2745.0	326.0	5887.0	3754.0	5397.0	3292.0	4005.0	3603.0	1180.0	488.0	280.0	3414.0	7305.0	2556.0	2753.0	4983.0	3162.0	693.0	992.0	6806.0	1539.0	3113.0	1545.0	961.0	5218.0	2914.0	2418.0	5854.0	4173.0	3884.0
ALK_E24_STA100120	3274.0	7539.0	4062.0	767.0	15865.0	9312.0	8366.0	6348.0	6443.0	6885.0	1422.0	1017.0	1186.0	5314.0	12185.0	3494.0	4646.0	9194.0	5766.0	1715.0	1510.0	9445.0	2715.0	5479.0	2897.0	1516.0	9633.0	5449.0	4109.0	13736.0	7050.0	8248.0
ALK_E24_STA100121	6001.0	16501.0	9944.0	1292.0	33724.0	16268.0	17999.0	11739.0	16665.0	15198.0	3157.0	1149.0	1391.0	10694.0	29110.0	8580.0	9786.0	24436.0	13114.0	4094.0	4003.0	22869.0	6778.0	13519.0	6227.0	4029.0	19940.0	14122.0	9557.0	28326.0	16112.0	17252.0
ALK_E24_STA100122	2191.0	4918.0	2904.0	570.0	11849.0	5920.0	5426.0	3717.0	5028.0	5028.0	841.0	495.0	606.0	2996.0	9105.0	2823.0	3212.0	8024.0	3453.0	1251.0	1306.0	6353.0	1868.0	4520.0	2152.0	1123.0	6565.0	3963.0	2494.0	10164.0	4654.0	5037.0
ALK_E23_STA100123	643.0	2432.0	1340.0	172.0	3466.0	2145.0	2785.0	1852.0	2252.0	2045.0	401.0	236.0	100.0	1175.0	3392.0	1548.0	1168.0	3366.0	1549.0	850.0	544.0	3898.0	1116.0	1287.0	798.0	536.0	3515.0	2006.0	1220.0	3019.0	2631.0	2215.0
ALK_E23_STA100124	3032.0	8668.0	4231.0	795.0	20682.0	8095.0	9288.0	6905.0	8059.0	8003.0	1868.0	733.0	1144.0	5303.0	15580.0	4458.0	5168.0	14441.0	7166.0	2178.0	1929.0	11105.0	3239.0	7422.0	3350.0	2233.0	11501.0	7146.0	5137.0	15076.0	8128.0	9276.0
ALK_E22_STA100125	228.0	780.0	362.0	52.0	1397.0	591.0	961.0	476.0	642.0	726.0	140.0	57.0	25.0	485.0	696.0	419.0	319.0	1077.0	801.0	169.0	148.0	976.0	250.0	601.0	316.0	148.0	826.0	763.0	381.0	1241.0	871.0	681.0
ALK_E21_STA100126	713.0	3838.0	1918.0	255.0	8997.0	5377.0	6010.0	4017.0	5416.0	4054.0	941.0	498.0	650.0	3240.0	8713.0	2708.0	2461.0	7037.0	3630.0	1243.0	1071.0	6648.0	1828.0	2958.0	1283.0	912.0	7877.0	3427.0	2426.0	8034.0	5361.0	5661.0
ALK_E20_STA101611	220.0	1782.0	1098.0	129.0	3209.0	1835.0	3051.0	1555.0	2658.0	1821.0	487.0	188.0	118.0	1454.0	4611.0	1493.0	895.0	3384.0	1611.0	502.0	481.0	3541.0	920.0	1429.0	724.0	470.0	3674.0	1688.0	1086.0	2678.0	2764.0	2135.0
ALK_E20_STA100128	1767.0	6639.0	5408.0	836.0	34619.0	10499.0	15061.0	7708.0	10873.0	9397.0	1437.0	1114.0	452.0	6630.0	25390.0	7253.0	3879.0	21269.0	9152.0	2450.0	2315.0	13691.0	3725.0	10673.0	5354.0	3636.0	19232.0	9425.0	6576.0	26576.0	14518.0	12197.0
ALK_E20_STA100129	10423.0	27377.0	13696.0	3106.0	69327.0	33678.0	32955.0	22261.0	26600.0	28468.0	5352.0	2434.0	3332.0	17288.0	58134.0	14317.0	15590.0	47313.0	24568.0	6967.0	6948.0	36219.0	10406.0	23292.0	12745.0	7142.0	40164.0	25400.0	17049.0	56494.0	28809.0	31737.0
ALK_E20_STA100130	2724.0	10845.0	5211.0	954.0	22750.0	9167.0	12339.0	8033.0	10852.0	10286.0	1810.0	777.0	435.0	6355.0	20149.0	5873.0	6734.0	17250.0	9326.0	2106.0	2655.0	13781.0	4133.0	9116.0	4546.0	2539.0	13668.0	10616.0	6085.0	18473.0	11172.0	9808.0
ALK_E19_STA101370	5049.0	11240.0	6085.0	1166.0	26512.0	18224.0	14572.0	10440.0	12287.0	11694.0	1883.0	1258.0	1747.0	6524.0	21172.0	6550.0	6450.0	16936.0	9173.0	2773.0	3247.0	15727.0	4170.0	8390.0	4193.0	2938.0	18052.0	10540.0	6954.0	24043.0	14027.0	13345.0
ALK_E18_STA101371	1356.0	3746.0	1355.0	377.0	7839.0	3113.0	4556.0	2658.0	3311.0	3634.0	435.0	192.0	127.0	1851.0	7386.0	2207.0	2046.0	6027.0	3303.0	934.0	841.0	4794.0	1166.0	3259.0	1621.0	1034.0	4072.0	3613.0	1874.0	5590.0	3772.0	3369.0
ALK_E17_STA101372	3979.0	12394.0	5357.0	1004.0	26195.0	13759.0	15817.0	11122.0	13913.0	12216.0	1633.0	1097.0	1250.0	7375.0	26410.0	8107.0	6580.0	18610.0	11217.0	2331.0	2914.0	15462.0	4611.0	8741.0	4481.0	2779.0	19576.0	10882.0	6962.0	22529.0	15269.0	14352.0
ALK_E15_STA101374	1303.0	4936.0	2965.0	464.0	12258.0	9026.0	9421.0	5898.0	7541.0	5507.0	980.0	432.0	592.0	3078.0	11159.0	3316.0	2811.0	9698.0	5340.0	1239.0	1909.0	7832.0	2848.0	3418.0	2071.0	1473.0	10840.0	4631.0	3221.0	9690.0	6273.0	6804.0
ALK_E14_STA101375	1080.0	2891.0	1553.0	230.0	6688.0	2255.0	3136.0	2420.0	2961.0	2805.0	749.0	315.0	347.0	1628.0	5271.0	1877.0	1862.0	4294.0	2338.0	853.0	692.0	3383.0	1289.0	2436.0	1536.0	513.0	3394.0	2174.0	1404.0	5038.0	3008.0	2818.0
ALK_E13_STA101376	165.0	1179.0	710.0	36.0	1681.0	681.0	1805.0	1045.0	1472.0	904.0	227.0	69.0	26.0	1034.0	2060.0	738.0	577.0	1894.0	1148.0	326.0	308.0	2030.0	573.0	851.0	396.0	367.0	1646.0	876.0	606.0	1078.0	1578.0	856.0
