	C21D00633	D21D00614T	D21D00615T	D21D00631T	D21D00632T	D21D00635	D21D00644T	D21D00647T	D21D00654T	M21D00642	M21D00670	M21D00671	M21D00673	M21D00676	N21D00620	N21D00643	N21D00645	N21D00657	N21D00675	P21D00617	P21D00634	P21D00636	P21D00639	P21D00640	P21D00641	P21D00646	P21D00651	P21D00661	P21D00669	P21D00674	P21D00678	P21D00679
NF1_E38_STA100895	880.0	4808.0	2539.0	495.0	7276.0	2430.0	6353.0	3534.0	4082.0	3513.0	1441.0	779.0	266.0	2643.0	7196.0	2238.0	3249.0	5925.0	3483.0	1420.0	1173.0	6707.0	2057.0	3658.0	2680.0	1142.0	5117.0	3539.0	2568.0	6233.0	5195.0	2970.0
NF1_E38_STA100896	1384.0	6941.0	3393.0	582.0	11477.0	3400.0	8463.0	4726.0	5431.0	5799.0	2116.0	1122.0	445.0	3559.0	9879.0	2989.0	5051.0	8275.0	5052.0	1971.0	1573.0	9079.0	2830.0	5374.0	3832.0	1946.0	7020.0	5282.0	3684.0	8974.0	6831.0	4076.0
NF1_E38_STA100897	519.0	4222.0	2956.0	286.0	6817.0	3515.0	8792.0	4206.0	5517.0	3274.0	1667.0	884.0	192.0	2947.0	8280.0	2878.0	2826.0	6045.0	4058.0	1466.0	1275.0	9341.0	2183.0	3284.0	2200.0	1051.0	6693.0	3224.0	2623.0	6404.0	6860.0	3813.0
NF1_E38_STA100898	629.0	4683.0	2438.0	243.0	3999.0	2393.0	6884.0	3176.0	4174.0	3104.0	1560.0	672.0	182.0	2391.0	6699.0	2290.0	2983.0	4487.0	3274.0	1392.0	1057.0	6802.0	1671.0	2658.0	2555.0	927.0	4563.0	2566.0	1797.0	4263.0	4895.0	2938.0
NF1_E39_STA100899	2188.0	6337.0	4036.0	1156.0	11799.0	5146.0	8217.0	3928.0	5225.0	4768.0	2405.0	1845.0	941.0	4447.0	9184.0	3138.0	5105.0	8012.0	4191.0	1766.0	1311.0	8670.0	2445.0	5080.0	3910.0	1332.0	6512.0	4023.0	3092.0	9847.0	5986.0	4348.0
NF1_E39_STA100900	3867.0	15006.0	9845.0	1679.0	20824.0	9130.0	18955.0	10457.0	12983.0	11295.0	6590.0	4369.0	1732.0	10115.0	22089.0	7081.0	10150.0	16987.0	11002.0	4840.0	3737.0	20203.0	6369.0	9990.0	8552.0	3265.0	16864.0	10189.0	8292.0	16057.0	15477.0	9922.0
NF1_E39_STA101822	3094.0	10831.0	6821.0	1238.0	15976.0	6714.0	13670.0	7419.0	9430.0	7886.0	4788.0	2904.0	1400.0	7419.0	15775.0	5160.0	7853.0	13282.0	7925.0	3188.0	2548.0	14593.0	4411.0	7723.0	6390.0	2370.0	11787.0	7486.0	5710.0	12900.0	11316.0	7131.0
NF1_E39_STA100902	4190.0	12380.0	7993.0	1821.0	20683.0	8519.0	14976.0	8082.0	10612.0	8428.0	4680.0	3036.0	1581.0	9233.0	18116.0	5340.0	9885.0	15360.0	8885.0	3258.0	2415.0	15929.0	4154.0	9389.0	7624.0	2529.0	11921.0	7676.0	5580.0	16912.0	11788.0	9062.0
NF1_E40_STA100903	2399.0	10198.0	6237.0	1003.0	16922.0	5374.0	13211.0	6711.0	9917.0	7123.0	4509.0	2175.0	685.0	6573.0	17364.0	5171.0	7268.0	14833.0	7882.0	2812.0	2428.0	15054.0	3688.0	9249.0	6433.0	2473.0	10141.0	7087.0	5418.0	12275.0	10504.0	6725.0
NF1_E40_STA100904	877.0	3283.0	2227.0	407.0	4907.0	2293.0	4645.0	2442.0	3004.0	2326.0	1657.0	855.0	339.0	2290.0	5191.0	1718.0	2505.0	4406.0	2471.0	1182.0	883.0	5134.0	1205.0	2392.0	2482.0	767.0	3819.0	2131.0	1738.0	4289.0	3648.0	2272.0
NF1_E40_STA100905	285.0	1511.0	929.0	118.0	1692.0	522.0	2016.0	928.0	1182.0	1025.0	604.0	166.0	24.0	872.0	1940.0	697.0	1064.0	1736.0	1186.0	402.0	376.0	2025.0	420.0	1146.0	1329.0	417.0	1130.0	1203.0	762.0	1126.0	1423.0	706.0
NF1_E40_STA100906	3234.0	11366.0	7452.0	1793.0	20141.0	6772.0	12807.0	7169.0	8988.0	8023.0	4405.0	2955.0	1292.0	6809.0	15864.0	5838.0	8760.0	13720.0	7831.0	3264.0	2377.0	14331.0	4084.0	7939.0	7464.0	2314.0	11433.0	6722.0	5621.0	14102.0	9987.0	7712.0
NF1_E41_STA100907	1496.0	6467.0	3939.0	887.0	9622.0	5070.0	11165.0	5382.0	7869.0	4566.0	2707.0	1894.0	892.0	5284.0	12531.0	3850.0	5134.0	10278.0	5551.0	2072.0	1574.0	10851.0	2553.0	4417.0	3414.0	1452.0	8618.0	4631.0	3918.0	10002.0	9056.0	5603.0
NF1_E41_STA100908	1619.0	10687.0	5662.0	1317.0	16004.0	4415.0	14095.0	7120.0	9368.0	7974.0	3940.0	1784.0	294.0	6959.0	16221.0	5481.0	7651.0	15878.0	8029.0	3021.0	2292.0	14212.0	3957.0	9750.0	6623.0	2693.0	10257.0	8037.0	5734.0	11624.0	11017.0	6133.0
NF1_E41_STA100909	668.0	4356.0	2738.0	358.0	5077.0	2403.0	5744.0	3149.0	3744.0	3552.0	1791.0	931.0	271.0	3287.0	6618.0	2003.0	3203.0	5047.0	3337.0	1509.0	1327.0	6417.0	1477.0	2894.0	2815.0	938.0	4823.0	2682.0	2113.0	4094.0	5147.0	2622.0
NF1_E42_STA100910	1086.0	5104.0	3370.0	527.0	6756.0	3273.0	7374.0	3640.0	4892.0	3520.0	2284.0	1183.0	377.0	3731.0	7468.0	3041.0	3750.0	5906.0	4528.0	1524.0	1257.0	6962.0	1812.0	3386.0	3168.0	1037.0	5389.0	2847.0	2516.0	6139.0	6167.0	3202.0
NF1_E42_STA100911	759.0	2653.0	1993.0	356.0	4831.0	2195.0	4551.0	2495.0	3077.0	2155.0	1570.0	829.0	317.0	2469.0	4916.0	1867.0	2235.0	3957.0	2332.0	1085.0	769.0	4923.0	1279.0	2120.0	1738.0	639.0	3777.0	1757.0	1321.0	4211.0	3296.0	2160.0
NF1_E42_STA100912	5763.0	23180.0	14316.0	2285.0	34325.0	13055.0	25908.0	14987.0	18995.0	17742.0	9697.0	4694.0	2008.0	13720.0	30667.0	10558.0	17024.0	26115.0	16811.0	7089.0	5801.0	29738.0	8506.0	17452.0	15071.0	5193.0	21973.0	15690.0	11813.0	26410.0	21401.0	15062.0
NF1_E42_STA100913	4242.0	16197.0	10283.0	2172.0	24911.0	8779.0	19085.0	9811.0	12659.0	11076.0	5978.0	3165.0	1806.0	10210.0	22047.0	7999.0	11892.0	19411.0	10564.0	4603.0	3398.0	20512.0	5532.0	11560.0	10353.0	3072.0	14804.0	9836.0	7402.0	19647.0	14253.0	9707.0
NF1_E42_STA100914	2003.0	7765.0	4944.0	1295.0	11198.0	4532.0	9519.0	4953.0	6356.0	5688.0	2744.0	1528.0	715.0	4919.0	11403.0	4020.0	5811.0	9517.0	5291.0	2043.0	1697.0	10208.0	2683.0	5891.0	5119.0	1269.0	7278.0	4791.0	3815.0	9592.0	6728.0	4867.0
NF1_E43_STA101828	1762.0	6448.0	4183.0	970.0	9387.0	4480.0	7998.0	4929.0	6723.0	4729.0	3060.0	1857.0	720.0	4961.0	10306.0	3329.0	5527.0	7973.0	4857.0	2407.0	1372.0	9440.0	2381.0	4334.0	3985.0	1594.0	7755.0	4070.0	3558.0	8755.0	6834.0	4354.0
NF1_E43_STA100916	626.0	5562.0	3839.0	530.0	7016.0	2880.0	7958.0	4677.0	6288.0	3779.0	2462.0	1201.0	374.0	4285.0	7983.0	2708.0	3834.0	7451.0	4337.0	2044.0	1489.0	9322.0	2222.0	3971.0	3426.0	1190.0	7386.0	3367.0	2752.0	5981.0	6517.0	3781.0
NF1_E43_STA100917	532.0	3523.0	2562.0	379.0	5350.0	1881.0	5440.0	2667.0	3719.0	2625.0	1627.0	867.0	205.0	2745.0	5757.0	1925.0	3010.0	5315.0	2946.0	1339.0	965.0	5938.0	1500.0	3225.0	2574.0	954.0	4311.0	2492.0	2099.0	4312.0	4565.0	2361.0
NF1_E43_STA100918	316.0	1413.0	1233.0	217.0	2492.0	1499.0	2829.0	1353.0	1824.0	1200.0	830.0	619.0	204.0	1544.0	2972.0	1114.0	1512.0	2312.0	1164.0	644.0	378.0	3026.0	690.0	1128.0	882.0	376.0	2130.0	1027.0	959.0	2510.0	2257.0	1437.0
NF1_E44_STA101827	756.0	3331.0	1952.0	655.0	5726.0	1873.0	4342.0	2427.0	3165.0	2332.0	1245.0	826.0	484.0	2524.0	5106.0	1414.0	3436.0	5155.0	2438.0	976.0	685.0	4294.0	1216.0	2670.0	2144.0	1005.0	3901.0	2115.0	1766.0	4831.0	3772.0	2112.0
NF1_E45_STA100920	2982.0	12315.0	7998.0	1616.0	15431.0	8118.0	17472.0	9129.0	11395.0	8613.0	4873.0	3443.0	1224.0	8983.0	20085.0	5876.0	9226.0	14606.0	10129.0	4162.0	3289.0	18064.0	4545.0	8582.0	8359.0	3494.0	13574.0	7261.0	5984.0	13686.0	13433.0	8330.0
NF1_E45_STA100921	2262.0	10332.0	5741.0	1339.0	14968.0	4163.0	11046.0	5311.0	7928.0	6399.0	3708.0	2542.0	656.0	6864.0	14047.0	4114.0	6506.0	12424.0	6787.0	2867.0	2149.0	12003.0	3317.0	6999.0	6592.0	2480.0	9391.0	6241.0	4741.0	10380.0	9186.0	5439.0
NF1_E46_STA101835	3127.0	12454.0	7621.0	2150.0	20958.0	7351.0	15287.0	8764.0	12494.0	8510.0	5308.0	3240.0	1265.0	10233.0	20860.0	5467.0	10274.0	16554.0	9755.0	3430.0	2799.0	17179.0	4487.0	9229.0	6336.0	2705.0	13679.0	8129.0	6536.0	17712.0	13258.0	8828.0
NF1_E46_STA100923	651.0	3039.0	2246.0	360.0	4694.0	2235.0	4957.0	2629.0	3355.0	2224.0	1265.0	821.0	264.0	2796.0	5678.0	1710.0	2314.0	4111.0	2491.0	1027.0	939.0	5374.0	1164.0	2204.0	1323.0	692.0	3682.0	1820.0	1226.0	4095.0	3955.0	2405.0
NF1_E47_STA100924	1759.0	7043.0	5113.0	758.0	11542.0	4224.0	9250.0	4571.0	6342.0	5583.0	2829.0	1272.0	597.0	4414.0	11046.0	4167.0	4961.0	10533.0	5480.0	2382.0	1695.0	9547.0	2991.0	5759.0	4984.0	1384.0	6787.0	4797.0	3458.0	9309.0	6977.0	4799.0
NF1_E47_STA101816	4449.0	26028.0	17608.0	3191.0	41084.0	17018.0	41427.0	22844.0	27674.0	19925.0	11417.0	7873.0	4455.0	21262.0	44158.0	13852.0	20956.0	33641.0	22752.0	9279.0	6045.0	39562.0	10119.0	17383.0	15338.0	6306.0	34371.0	20022.0	15368.0	37806.0	33526.0	21711.0
NF1_E47_STA100926	2010.0	7090.0	4612.0	1102.0	9449.0	4997.0	9482.0	4699.0	6453.0	5013.0	2749.0	2046.0	905.0	4236.0	10207.0	3532.0	4681.0	7514.0	5008.0	2339.0	1594.0	10077.0	2385.0	4491.0	4041.0	1405.0	7860.0	4241.0	3514.0	8478.0	7467.0	4971.0
NF1_E48_STA100927	4057.0	10241.0	5698.0	2181.0	20457.0	8479.0	13088.0	6146.0	7902.0	7416.0	2391.0	3091.0	1863.0	6587.0	16152.0	4604.0	7302.0	12285.0	7668.0	2532.0	2252.0	12051.0	3490.0	7630.0	6335.0	2176.0	10738.0	6536.0	5942.0	16757.0	9477.0	7169.0
NF1_E48_STA100928	430.0	1650.0	896.0	195.0	2592.0	985.0	2340.0	882.0	1609.0	1068.0	538.0	276.0	60.0	895.0	2640.0	718.0	1134.0	2032.0	1343.0	361.0	388.0	2036.0	476.0	1200.0	960.0	375.0	1693.0	984.0	749.0	2232.0	1579.0	1101.0
NF1_E49_STA100929	4266.0	15424.0	9848.0	1878.0	22320.0	11489.0	19662.0	11525.0	13614.0	11259.0	6268.0	4396.0	2232.0	10963.0	23021.0	7937.0	10450.0	17109.0	11000.0	5232.0	3573.0	21327.0	6002.0	10033.0	10137.0	3753.0	17222.0	9413.0	7919.0	19152.0	16345.0	10272.0
NF1_E49_STA100930	2638.0	11418.0	7284.0	1557.0	19055.0	7248.0	15749.0	8058.0	11373.0	8797.0	4904.0	3146.0	1840.0	8433.0	18734.0	5833.0	8913.0	15893.0	8018.0	3890.0	2555.0	15986.0	4282.0	9004.0	6741.0	2339.0	12529.0	7323.0	6077.0	16220.0	12143.0	8728.0
NF1_E49_STA100931	2150.0	8583.0	5505.0	1263.0	14628.0	5628.0	11562.0	5824.0	8283.0	6645.0	3680.0	2307.0	1295.0	6140.0	13694.0	4367.0	6669.0	12028.0	5805.0	2872.0	1904.0	11678.0	3115.0	6863.0	5197.0	1818.0	9035.0	5365.0	4412.0	12180.0	8772.0	6409.0
NF1_E49_STA100932	1821.0	7018.0	4163.0	1003.0	11143.0	3553.0	8660.0	4901.0	6376.0	4992.0	2859.0	1485.0	517.0	4751.0	9771.0	3445.0	5135.0	9355.0	5676.0	2008.0	1476.0	9173.0	2485.0	5739.0	4755.0	1750.0	7090.0	5124.0	3840.0	7980.0	6604.0	4647.0
NF1_E50_STA101821	1537.0	7865.0	5869.0	1155.0	12432.0	5092.0	12843.0	7133.0	9720.0	5620.0	4526.0	2781.0	1352.0	7285.0	14219.0	3732.0	7146.0	11914.0	6705.0	2800.0	1908.0	12857.0	3180.0	6107.0	4452.0	2074.0	11758.0	6002.0	5073.0	12164.0	11047.0	7199.0
NF1_E50_STA100934	524.0	1238.0	901.0	132.0	3351.0	1063.0	1546.0	656.0	1133.0	1172.0	526.0	340.0	353.0	736.0	2023.0	559.0	930.0	1489.0	629.0	396.0	260.0	1806.0	570.0	1045.0	630.0	254.0	1140.0	498.0	542.0	1743.0	1008.0	890.0
NF1_E51_STA100935	1833.0	6302.0	4124.0	1199.0	12528.0	7253.0	11367.0	6708.0	7687.0	5801.0	2421.0	2052.0	1001.0	4975.0	12353.0	4132.0	5316.0	8489.0	5644.0	2369.0	1671.0	11118.0	2989.0	4788.0	3514.0	1595.0	9471.0	5034.0	4368.0	11068.0	8642.0	6020.0
NF1_E51_STA100936	5074.0	26553.0	13687.0	2585.0	44470.0	14642.0	34055.0	19978.0	24835.0	21983.0	9211.0	4031.0	1373.0	14994.0	38586.0	12047.0	18005.0	33809.0	23003.0	7556.0	6195.0	36164.0	9965.0	20728.0	15432.0	6519.0	29091.0	20198.0	15330.0	35407.0	26798.0	17451.0
NF1_E51_STA100937	2573.0	11685.0	5847.0	1009.0	19443.0	9041.0	15704.0	7821.0	10554.0	9536.0	3965.0	2381.0	1136.0	6527.0	17459.0	5460.0	7032.0	13577.0	8559.0	3612.0	2423.0	16506.0	4189.0	7998.0	5650.0	2367.0	12342.0	6496.0	6211.0	16666.0	11475.0	7713.0
NF1_E51_STA100938	1206.0	4153.0	2460.0	602.0	5576.0	3377.0	6568.0	2916.0	3910.0	3046.0	1695.0	886.0	331.0	2845.0	6848.0	1972.0	2864.0	4562.0	3074.0	1513.0	1032.0	5698.0	1385.0	2863.0	2023.0	1033.0	4900.0	2666.0	2110.0	5372.0	5026.0	2639.0
NF1_E52_STA100939	1229.0	6629.0	3602.0	500.0	7278.0	2142.0	7237.0	3734.0	5304.0	4032.0	2211.0	1027.0	213.0	3993.0	8513.0	2486.0	4916.0	7729.0	4539.0	1440.0	1259.0	8051.0	1926.0	4423.0	3997.0	1427.0	5446.0	4509.0	2814.0	5573.0	6480.0	3279.0
NF1_E52_STA100940	417.0	1956.0	1379.0	210.0	3359.0	962.0	2529.0	1174.0	1797.0	1431.0	953.0	477.0	176.0	1469.0	3206.0	1051.0	1571.0	3045.0	1452.0	591.0	396.0	2584.0	730.0	1858.0	1385.0	471.0	2062.0	1175.0	1015.0	2465.0	2053.0	1193.0
NF1_E53_STA100941	883.0	3719.0	2595.0	522.0	4916.0	2171.0	5225.0	2390.0	2977.0	2760.0	1534.0	926.0	439.0	2163.0	5235.0	1793.0	2319.0	4423.0	2474.0	1116.0	885.0	5268.0	1230.0	2305.0	2348.0	312.0	3820.0	1892.0	1827.0	4543.0	4250.0	2204.0
NF1_E53_STA100942	2808.0	10564.0	6874.0	1518.0	19575.0	6104.0	11677.0	5872.0	7387.0	6992.0	3902.0	2595.0	1090.0	5920.0	13251.0	4716.0	6674.0	12756.0	6529.0	3627.0	1908.0	13779.0	4062.0	6914.0	6327.0	1807.0	9037.0	6094.0	4899.0	13095.0	9755.0	6462.0
NF1_E54_STA100943	246.0	1846.0	1139.0	116.0	2399.0	566.0	2260.0	994.0	1459.0	1129.0	695.0	166.0	36.0	1056.0	2329.0	854.0	1067.0	2488.0	1320.0	519.0	426.0	2609.0	660.0	1459.0	1464.0	448.0	1385.0	1213.0	858.0	1359.0	1731.0	862.0
NF1_E54_STA100944	4925.0	25636.0	16307.0	2235.0	29560.0	13093.0	36869.0	20255.0	25018.0	20199.0	11413.0	5217.0	1657.0	19332.0	40340.0	12849.0	16625.0	28824.0	21054.0	9021.0	6830.0	38453.0	10194.0	16231.0	17282.0	6772.0	27643.0	16841.0	14848.0	27186.0	30577.0	17914.0
NF1_E54_STA100945	348.0	1147.0	899.0	270.0	2047.0	1035.0	1873.0	1009.0	1214.0	943.0	546.0	412.0	169.0	901.0	2116.0	824.0	1167.0	1736.0	833.0	458.0	342.0	2024.0	452.0	977.0	764.0	283.0	1510.0	754.0	561.0	1749.0	1322.0	994.0
NF1_E55_STA101834	1174.0	5036.0	3287.0	570.0	7948.0	3874.0	7981.0	4287.0	5716.0	3734.0	2435.0	1565.0	602.0	4452.0	8687.0	2460.0	3965.0	7170.0	3581.0	1874.0	1306.0	8823.0	2176.0	3879.0	2857.0	1101.0	7035.0	2921.0	2228.0	7162.0	6277.0	4247.0
NF1_E55_STA100947	934.0	5196.0	3271.0	571.0	6060.0	2502.0	7478.0	3635.0	5163.0	3614.0	2132.0	948.0	243.0	4091.0	7729.0	2495.0	3864.0	7746.0	3919.0	1624.0	1342.0	8160.0	1890.0	3783.0	3599.0	1208.0	5320.0	3433.0	2403.0	5720.0	6419.0	3066.0
NF1_E55_STA100948	853.0	4768.0	2749.0	496.0	6667.0	889.0	5415.0	2767.0	3705.0	3130.0	1576.0	752.0	206.0	2998.0	6813.0	2178.0	2751.0	6282.0	3145.0	1570.0	1101.0	6117.0	1710.0	3742.0	3465.0	880.0	3987.0	3121.0	2150.0	4480.0	4478.0	2456.0
NF1_E56_STA100949	1802.0	5449.0	3846.0	891.0	7724.0	3947.0	8449.0	4370.0	5231.0	4531.0	2425.0	1494.0	467.0	4206.0	9083.0	3096.0	3785.0	7452.0	4378.0	2074.0	1507.0	8893.0	2168.0	3987.0	3821.0	1373.0	7260.0	3467.0	2492.0	7268.0	6053.0	4462.0
NF1_E57_STA100950	2649.0	8671.0	5655.0	1327.0	13256.0	6826.0	11975.0	6177.0	7401.0	6187.0	3499.0	2312.0	1009.0	5271.0	13203.0	4811.0	6176.0	10663.0	6103.0	2717.0	1959.0	12425.0	3151.0	5555.0	4761.0	2011.0	9314.0	5320.0	4619.0	12176.0	8580.0	6699.0
NF1_E57_STA100951	1318.0	9115.0	5727.0	936.0	13270.0	5564.0	13972.0	8145.0	9387.0	7177.0	4343.0	2460.0	1025.0	6682.0	14384.0	5275.0	6148.0	11331.0	6823.0	3826.0	2406.0	16516.0	4234.0	6231.0	5092.0	1909.0	12240.0	5963.0	5340.0	10561.0	11291.0	7267.0
NF1_E57_STA100952	2394.0	13512.0	8035.0	1042.0	15709.0	5531.0	14182.0	7992.0	9502.0	8914.0	4071.0	2072.0	548.0	7610.0	15113.0	5935.0	8192.0	14134.0	8664.0	3553.0	2928.0	15836.0	4452.0	8567.0	9628.0	2795.0	11126.0	8435.0	6457.0	12523.0	12069.0	7099.0
NF1_E57_STA100953	4166.0	17069.0	10393.0	2306.0	27559.0	9790.0	19067.0	11825.0	13000.0	11938.0	6765.0	3899.0	1943.0	9752.0	23426.0	7730.0	12351.0	20929.0	12152.0	5149.0	3945.0	20682.0	6395.0	13561.0	10354.0	3763.0	16701.0	11417.0	9332.0	21392.0	15838.0	11720.0
NF1_E58_STA100954	990.0	4824.0	2987.0	870.0	7468.0	4040.0	7514.0	4342.0	4613.0	3834.0	2154.0	1135.0	397.0	3353.0	7414.0	2988.0	3228.0	4806.0	3354.0	1919.0	1512.0	7849.0	2187.0	3063.0	2758.0	1047.0	5965.0	2841.0	2248.0	6806.0	5328.0	3584.0
NF1_E58_STA100955	1721.0	8580.0	4763.0	785.0	11157.0	4748.0	11369.0	7007.0	7462.0	6669.0	3969.0	1490.0	566.0	5615.0	11267.0	4834.0	5806.0	8738.0	6332.0	3121.0	2132.0	11536.0	3255.0	6197.0	5020.0	2053.0	9565.0	5062.0	4696.0	11035.0	9286.0	5362.0
NF1_E58_STA100956	3443.0	14878.0	8362.0	1173.0	18185.0	6694.0	17374.0	9093.0	10958.0	10861.0	5229.0	2126.0	836.0	7440.0	15673.0	7491.0	8948.0	13923.0	8734.0	4294.0	3320.0	18576.0	4971.0	9794.0	9784.0	3019.0	12677.0	9494.0	6804.0	15569.0	13807.0	8837.0
RAD51D_E10_STA100957	2353.0	10107.0	4503.0	876.0	18184.0	7233.0	14135.0	6907.0	9534.0	8186.0	1943.0	966.0	592.0	4144.0	15270.0	5116.0	6654.0	13632.0	8011.0	2159.0	2758.0	13559.0	3549.0	8259.0	4420.0	2546.0	11191.0	7436.0	5490.0	15519.0	9422.0	8532.0
RAD51D_E9_STA100958	568.0	3108.0	1536.0	405.0	5757.0	4793.0	6505.0	3134.0	4009.0	2782.0	672.0	469.0	321.0	1661.0	6389.0	1848.0	1844.0	4551.0	2640.0	920.0	1065.0	6037.0	1702.0	2190.0	1095.0	843.0	5476.0	2366.0	2046.0	5126.0	4141.0	4030.0
RAD51D_E9_STA100959	2109.0	11143.0	5445.0	938.0	20517.0	10726.0	17362.0	8541.0	11737.0	8727.0	2554.0	1226.0	1026.0	5652.0	20425.0	5390.0	5911.0	16356.0	9107.0	3220.0	2718.0	16877.0	4486.0	7621.0	3843.0	2935.0	14700.0	7421.0	6521.0	18083.0	12118.0	10164.0
RAD51D_E8_STA100960	480.0	2751.0	1333.0	178.0	4666.0	2303.0	4605.0	1737.0	2576.0	2015.0	533.0	322.0	109.0	1046.0	4483.0	1259.0	1342.0	3789.0	1954.0	641.0	633.0	4279.0	1114.0	1917.0	1088.0	675.0	3344.0	1857.0	1434.0	3651.0	3141.0	2087.0
RAD51D_E8_STA100961	489.0	2817.0	1501.0	190.0	4017.0	2851.0	5780.0	2172.0	2980.0	2128.0	591.0	303.0	107.0	1225.0	5170.0	1498.0	1176.0	3427.0	2197.0	746.0	787.0	5776.0	1216.0	1631.0	1225.0	779.0	4075.0	2141.0	1669.0	3656.0	3912.0	2538.0
RAD51D_E8_STA100962	41.0	344.0	222.0	14.0	605.0	372.0	1178.0	429.0	615.0	280.0	112.0	19.0	10.0	237.0	835.0	193.0	254.0	735.0	352.0	125.0	156.0	1296.0	230.0	297.0	152.0	97.0	755.0	318.0	268.0	402.0	942.0	399.0
RAD51D_E7_STA100963	2328.0	13885.0	6010.0	1008.0	30030.0	9589.0	20158.0	10660.0	13455.0	11245.0	2708.0	1118.0	643.0	4745.0	22709.0	6520.0	7293.0	22414.0	11316.0	3103.0	3957.0	20899.0	5923.0	11543.0	5468.0	3047.0	18488.0	11431.0	8912.0	20116.0	15395.0	12638.0
RAD51D_E7_STA101783	2245.0	11782.0	5307.0	760.0	23887.0	8858.0	16492.0	7962.0	10857.0	9655.0	1987.0	900.0	951.0	4947.0	18594.0	5587.0	6386.0	16207.0	9650.0	2708.0	2784.0	15689.0	4394.0	9993.0	4978.0	2648.0	13638.0	8271.0	6996.0	18149.0	12784.0	9538.0
RAD51D_E6_STA100965	512.0	2941.0	1469.0	194.0	4380.0	2426.0	4482.0	2088.0	2495.0	2261.0	564.0	294.0	182.0	1298.0	4491.0	1659.0	1503.0	3202.0	1895.0	846.0	767.0	4196.0	1109.0	2184.0	1276.0	508.0	2813.0	1488.0	1319.0	3053.0	2647.0	2086.0
RAD51D_E6_STA100966	870.0	6966.0	3893.0	386.0	12002.0	7274.0	16377.0	7252.0	9836.0	6493.0	1777.0	834.0	492.0	4844.0	16388.0	4590.0	5326.0	11220.0	7315.0	2052.0	1728.0	14125.0	3361.0	5824.0	3365.0	2129.0	11347.0	5921.0	4014.0	11675.0	11264.0	8653.0
RAD51D_E5_STA100967	3174.0	14919.0	8035.0	1349.0	28532.0	12822.0	24087.0	12345.0	14857.0	13266.0	3964.0	2590.0	1605.0	6105.0	24870.0	7835.0	9243.0	20247.0	13125.0	4081.0	4467.0	21201.0	7046.0	11601.0	6346.0	3795.0	20925.0	10761.0	9326.0	21805.0	16214.0	13980.0
RAD51D_E5_STA100968	7425.0	29851.0	12649.0	2344.0	65843.0	26048.0	38136.0	20691.0	24528.0	23953.0	5962.0	3689.0	3436.0	10831.0	43968.0	13128.0	16783.0	41618.0	23100.0	6988.0	6998.0	39552.0	11358.0	22551.0	12119.0	7172.0	34589.0	22576.0	17669.0	47126.0	27944.0	25803.0
RAD51D_E5_STA100969	3653.0	14236.0	6002.0	1244.0	29440.0	11985.0	19771.0	10489.0	12497.0	12361.0	3080.0	1514.0	795.0	5393.0	21854.0	6976.0	7412.0	20362.0	11286.0	3494.0	3433.0	18640.0	5840.0	11757.0	6526.0	2947.0	16235.0	10404.0	8618.0	20450.0	13108.0	12340.0
RAD51D_E4_STA100970	7034.0	31274.0	13779.0	1795.0	57684.0	21178.0	38423.0	20042.0	26783.0	23701.0	6923.0	2957.0	2238.0	10744.0	44229.0	12585.0	16975.0	40385.0	22374.0	7788.0	7549.0	43406.0	11901.0	21161.0	11239.0	6123.0	33855.0	21318.0	16604.0	42410.0	31639.0	26763.0
RAD51D_E4_STA100971	837.0	4885.0	2553.0	366.0	8662.0	4777.0	8127.0	4590.0	5907.0	4510.0	1555.0	941.0	669.0	2522.0	8251.0	2944.0	2942.0	7118.0	4026.0	1447.0	1274.0	8461.0	2457.0	3692.0	2190.0	1323.0	7235.0	3677.0	2859.0	8100.0	6128.0	5073.0
RAD51D_E3_STA100972	4293.0	16131.0	6590.0	1044.0	38745.0	13153.0	21719.0	14388.0	15220.0	14258.0	3255.0	2398.0	1769.0	3867.0	25988.0	7765.0	9469.0	21888.0	12515.0	3503.0	4183.0	19662.0	6744.0	13523.0	7170.0	3424.0	23664.0	12634.0	9210.0	27934.0	16088.0	15037.0
RAD51D_E3_STA100973	631.0	3607.0	1736.0	339.0	8113.0	4794.0	7864.0	3746.0	4122.0	3430.0	922.0	572.0	254.0	1873.0	7894.0	2349.0	2106.0	5330.0	3347.0	993.0	1191.0	7166.0	1704.0	2733.0	1346.0	821.0	6643.0	2917.0	2128.0	7137.0	5208.0	4543.0
RAD51D_E3_STA100974	3119.0	12308.0	5165.0	1113.0	24255.0	15626.0	19601.0	9481.0	13039.0	11071.0	2396.0	1507.0	1526.0	4971.0	21754.0	6487.0	6682.0	14830.0	9264.0	3142.0	3776.0	17504.0	5343.0	8214.0	5046.0	3140.0	18263.0	9281.0	6706.0	21122.0	14155.0	13323.0
RAD51D_E2_STA100975	1433.0	5537.0	2155.0	549.0	12833.0	4865.0	7965.0	3604.0	5595.0	4552.0	1076.0	611.0	481.0	2415.0	9295.0	2491.0	3016.0	7787.0	4624.0	1222.0	1411.0	6987.0	2102.0	4752.0	1936.0	1456.0	7090.0	4750.0	3339.0	10462.0	6419.0	5148.0
