	C21D01093	D21D01026T	D21D01032T	D21D01039T	D21D01059T	D21D01061T	D21D01081	D21D01082	D21D01087T	D21D01090	D21D01094T	D21D01102T	E21D01053T	M21D01116	N19D01411	N21D01072	N21D01084	N21D01085	N21D01113	O21D01018T	P21D01091M	P21D01092M	P21D01098	P21D01099	P21D01104	T21D01047	U21D01089	U21D01103	X21D01017	X21D01086	X21D01095
BRCA1_E22_STA100979	2987.0	1374.0	2797.0	4092.0	3348.0	724.0	3043.0	2949.0	8544.0	733.0	6152.0	1348.0	5638.0	4197.0	3351.0	275.0	2136.0	1772.0	2649.0	981.0	3311.0	1125.0	2454.0	4505.0	3943.0	557.0	2327.0	1258.0	3962.0	12252.0	4756.0
BRCA1_E21_STA100980	4120.0	3075.0	4783.0	5579.0	4582.0	1888.0	3946.0	4223.0	12150.0	1401.0	9309.0	2571.0	6954.0	8403.0	3997.0	324.0	3412.0	2719.0	3339.0	1075.0	5730.0	1725.0	5024.0	8542.0	7093.0	663.0	3235.0	1891.0	3617.0	13482.0	6575.0
BRCA1_E20_STA101745	4074.0	2681.0	4888.0	5094.0	4290.0	1322.0	3550.0	3756.0	10516.0	1294.0	8623.0	2032.0	6405.0	6283.0	2777.0	378.0	3394.0	2287.0	3409.0	686.0	5146.0	1762.0	4566.0	6998.0	6049.0	631.0	3184.0	2152.0	3130.0	10646.0	6731.0
BRCA1_E19_STA101746	5793.0	3506.0	6397.0	6943.0	6667.0	1261.0	6207.0	5562.0	17839.0	1936.0	12738.0	3292.0	8846.0	9715.0	6330.0	452.0	3888.0	3523.0	4495.0	1772.0	7048.0	2480.0	5605.0	9843.0	8857.0	911.0	5293.0	3106.0	5645.0	22278.0	9939.0
BRCA1_E19_STA100983	202.0	140.0	264.0	546.0	339.0	82.0	232.0	418.0	1219.0	81.0	618.0	112.0	756.0	374.0	273.0	34.0	236.0	242.0	218.0	148.0	424.0	68.0	268.0	453.0	441.0	59.0	196.0	90.0	438.0	1218.0	440.0
BRCA1_E18_STA101750	5499.0	4589.0	6361.0	7572.0	6428.0	2879.0	6263.0	5451.0	13546.0	1928.0	11533.0	3031.0	9687.0	10572.0	4008.0	750.0	4713.0	3544.0	4179.0	1507.0	7169.0	2114.0	6063.0	9746.0	7646.0	970.0	4335.0	2855.0	5017.0	16505.0	7897.0
BRCA1_E17_STA100985	1786.0	2469.0	3217.0	3990.0	3016.0	1325.0	2300.0	2563.0	6332.0	806.0	4371.0	1147.0	4810.0	4141.0	1431.0	299.0	2376.0	1542.0	1979.0	666.0	3137.0	922.0	2927.0	4886.0	2687.0	416.0	1738.0	979.0	2078.0	8035.0	2841.0
BRCA1_E17_STA100986	1580.0	2452.0	3094.0	3736.0	3041.0	1161.0	2421.0	2476.0	5286.0	747.0	3489.0	1111.0	4128.0	3581.0	1609.0	250.0	2238.0	1757.0	1606.0	673.0	2811.0	721.0	2264.0	4779.0	2459.0	464.0	1460.0	800.0	1990.0	7740.0	2469.0
BRCA1_E16_STA101747	1255.0	1159.0	1914.0	2227.0	2504.0	573.0	1851.0	1266.0	3459.0	487.0	2494.0	833.0	2635.0	2129.0	1397.0	282.0	1212.0	1370.0	1549.0	620.0	1936.0	642.0	1321.0	3000.0	1807.0	304.0	1136.0	733.0	1696.0	5514.0	1827.0
BRCA1_E16_STA100988	3213.0	2060.0	3810.0	4907.0	2903.0	1114.0	3916.0	3034.0	8921.0	906.0	6426.0	1237.0	4810.0	4510.0	1988.0	392.0	2584.0	1888.0	2146.0	804.0	3596.0	1265.0	3190.0	5536.0	4131.0	669.0	2640.0	1953.0	2626.0	9985.0	5111.0
BRCA1_E15_STA100989	6002.0	7324.0	9917.0	10684.0	10269.0	4721.0	7332.0	7059.0	14931.0	2431.0	13966.0	5005.0	14050.0	14562.0	6734.0	1172.0	8277.0	6108.0	7223.0	1930.0	9119.0	2959.0	8179.0	14073.0	9471.0	1467.0	5167.0	3501.0	6651.0	25360.0	10332.0
BRCA1_E15_STA100990	2022.0	1815.0	2467.0	2994.0	2848.0	1138.0	2370.0	2335.0	5613.0	741.0	4942.0	1411.0	3542.0	4741.0	2395.0	298.0	1866.0	1700.0	2610.0	829.0	2916.0	830.0	2774.0	4195.0	3680.0	479.0	2129.0	1120.0	2160.0	6828.0	3485.0
BRCA1_E15_STA100991	9636.0	9301.0	12208.0	14124.0	13190.0	5419.0	13128.0	10026.0	20684.0	3244.0	19319.0	6157.0	15701.0	20505.0	9962.0	1260.0	9417.0	7585.0	9603.0	2837.0	10026.0	4107.0	10822.0	17379.0	14257.0	2611.0	8113.0	5019.0	8497.0	29704.0	14355.0
BRCA1_E15_STA100992	3869.0	3593.0	4845.0	4781.0	5227.0	2129.0	4651.0	4071.0	10311.0	1591.0	8671.0	2880.0	6793.0	8483.0	3585.0	460.0	3734.0	2710.0	3937.0	1146.0	4719.0	1577.0	4844.0	8616.0	6571.0	1046.0	3646.0	2197.0	3817.0	12685.0	6698.0
BRCA1_E14_STA100993	4849.0	3776.0	6717.0	8165.0	6662.0	2694.0	6704.0	5580.0	13250.0	1761.0	11948.0	3674.0	8451.0	8803.0	4525.0	554.0	4839.0	3547.0	4852.0	1368.0	6775.0	2075.0	5958.0	8556.0	7404.0	1006.0	4313.0	3013.0	5010.0	15165.0	8508.0
BRCA1_E14_STA100994	5850.0	4052.0	6106.0	7377.0	5732.0	2094.0	5951.0	5230.0	15429.0	1362.0	12721.0	3350.0	8833.0	9784.0	3883.0	614.0	4338.0	3324.0	4297.0	1240.0	6893.0	2353.0	6271.0	9725.0	8118.0	756.0	4650.0	2859.0	4493.0	15929.0	8548.0
BRCA1_E14_STA100995	5049.0	4119.0	5651.0	6401.0	5806.0	2308.0	5254.0	5412.0	13924.0	1948.0	11868.0	2995.0	8770.0	10300.0	4544.0	438.0	4093.0	3713.0	4322.0	1800.0	5903.0	2334.0	5805.0	8215.0	8637.0	958.0	4436.0	2609.0	4679.0	14966.0	8862.0
BRCA1_E13_STA100996	4698.0	5199.0	8079.0	8768.0	5670.0	3169.0	6933.0	5430.0	14821.0	1674.0	12764.0	3017.0	9662.0	9885.0	4491.0	614.0	5572.0	3614.0	4681.0	1297.0	6543.0	2144.0	5559.0	9649.0	7207.0	1218.0	3864.0	2924.0	5065.0	16961.0	7505.0
BRCA1_E13_STA100997	1473.0	2094.0	2588.0	2988.0	2664.0	1603.0	2116.0	1723.0	3780.0	637.0	3416.0	1233.0	3626.0	3475.0	1428.0	358.0	1744.0	1527.0	1557.0	610.0	2631.0	834.0	2149.0	4510.0	2347.0	342.0	1286.0	839.0	1876.0	6886.0	1955.0
BRCA1_E12_STA100998	3207.0	3205.0	4691.0	5064.0	3681.0	2098.0	3932.0	4174.0	8508.0	1310.0	7014.0	1975.0	5601.0	6555.0	2722.0	350.0	3629.0	2561.0	2849.0	946.0	4145.0	1373.0	4308.0	6585.0	5314.0	741.0	3053.0	1826.0	2988.0	10150.0	5209.0
BRCA1_E12_STA100999	2727.0	2633.0	3579.0	3673.0	3295.0	1485.0	2852.0	3068.0	6596.0	1164.0	6488.0	2078.0	4712.0	6231.0	2122.0	316.0	2737.0	2090.0	3397.0	961.0	3958.0	1180.0	3989.0	6103.0	5323.0	614.0	3015.0	1448.0	2819.0	8447.0	4645.0
BRCA1_E12_STA101000	6485.0	5802.0	8082.0	8894.0	7929.0	4066.0	7133.0	7387.0	17646.0	2791.0	14552.0	5044.0	10142.0	12870.0	5595.0	868.0	6448.0	4999.0	6474.0	2046.0	8148.0	2522.0	9505.0	13149.0	10124.0	1329.0	6250.0	3695.0	5432.0	18343.0	11823.0
BRCA1_E11_STA101001	9508.0	5734.0	11005.0	13775.0	9959.0	3104.0	9809.0	10247.0	22803.0	2845.0	19179.0	4864.0	15229.0	14587.0	7705.0	1014.0	7282.0	5990.0	8948.0	2239.0	10832.0	4363.0	10785.0	13364.0	12757.0	1525.0	7163.0	4153.0	7333.0	24534.0	15382.0
BRCA1_E11_STA101002	4005.0	4360.0	6676.0	6888.0	7704.0	3355.0	5843.0	4980.0	10966.0	1710.0	9121.0	3245.0	9080.0	9046.0	4191.0	785.0	4699.0	4198.0	4467.0	2102.0	5841.0	2105.0	6294.0	9719.0	5843.0	1101.0	3455.0	2563.0	5239.0	16973.0	6247.0
BRCA1_E10_STA101003	3521.0	2976.0	4490.0	5797.0	3553.0	2057.0	3743.0	4090.0	10258.0	1138.0	8432.0	1874.0	6609.0	5865.0	2380.0	440.0	3601.0	2105.0	2772.0	720.0	4395.0	1591.0	4383.0	6455.0	5389.0	837.0	3206.0	1771.0	2944.0	9213.0	5740.0
BRCA1_E10_STA101004	1193.0	1444.0	1836.0	1413.0	1656.0	974.0	966.0	1604.0	3707.0	592.0	2209.0	848.0	2995.0	2750.0	650.0	196.0	1073.0	860.0	1728.0	456.0	2174.0	656.0	1875.0	3291.0	1942.0	150.0	1012.0	652.0	1412.0	4201.0	1715.0
BRCA1_E10_STA101005	7649.0	5848.0	7403.0	9069.0	6396.0	3165.0	5731.0	7184.0	17927.0	3153.0	14956.0	4232.0	11273.0	12810.0	3508.0	949.0	5794.0	3669.0	6307.0	1855.0	9333.0	2766.0	9587.0	13776.0	11061.0	1009.0	6122.0	3276.0	5538.0	16505.0	11498.0
BRCA1_E10_STA101006	6545.0	6768.0	9389.0	10917.0	7548.0	3829.0	7314.0	7455.0	17768.0	2412.0	15834.0	3862.0	12001.0	12743.0	4435.0	674.0	6438.0	4758.0	5136.0	1799.0	8741.0	2948.0	9204.0	13693.0	9917.0	922.0	6453.0	3705.0	5503.0	17688.0	10989.0
BRCA1_E10_STA101007	1423.0	1026.0	1851.0	2821.0	1232.0	648.0	1356.0	1685.0	4128.0	570.0	3443.0	646.0	2368.0	2276.0	777.0	188.0	1265.0	902.0	1163.0	292.0	1847.0	556.0	1662.0	2235.0	1890.0	202.0	1393.0	700.0	1228.0	3309.0	2157.0
BRCA1_E10_STA101008	4971.0	6538.0	8115.0	9212.0	8258.0	3948.0	5139.0	5902.0	12309.0	2148.0	9868.0	3714.0	10744.0	10516.0	3405.0	756.0	5754.0	3892.0	5109.0	1491.0	7583.0	2408.0	7561.0	13410.0	7757.0	785.0	4237.0	2377.0	5381.0	18313.0	7523.0
BRCA1_E10_STA101009	11270.0	9222.0	11941.0	14895.0	10168.0	5504.0	9205.0	11111.0	27897.0	4502.0	27768.0	7037.0	17418.0	22060.0	6124.0	1305.0	9105.0	5774.0	8754.0	1964.0	14737.0	4517.0	16014.0	25966.0	17389.0	1828.0	10630.0	6145.0	8251.0	28627.0	19572.0
BRCA1_E10_STA101010	4885.0	5236.0	7792.0	9230.0	4413.0	2986.0	5358.0	6375.0	11704.0	1896.0	11525.0	2269.0	9365.0	9879.0	3386.0	556.0	5360.0	3358.0	4163.0	1144.0	6741.0	2058.0	6256.0	10142.0	7629.0	916.0	4425.0	2695.0	3983.0	14701.0	8508.0
BRCA1_E10_STA101011	8995.0	8331.0	13927.0	16299.0	10020.0	6561.0	7791.0	10952.0	21022.0	3300.0	19487.0	5008.0	19669.0	15762.0	5336.0	1286.0	8853.0	6128.0	7785.0	2051.0	12756.0	3923.0	11639.0	19556.0	12108.0	1534.0	6775.0	5205.0	8168.0	26942.0	13097.0
BRCA1_E10_STA101012	1803.0	3929.0	8607.0	12711.0	6693.0	3890.0	1498.0	9375.0	15175.0	1796.0	20452.0	592.0	3634.0	9035.0	5491.0	538.0	4821.0	1016.0	5763.0	982.0	11124.0	860.0	11149.0	2623.0	12384.0	942.0	7342.0	2690.0	7145.0	22155.0	2895.0
BRCA1_E10_STA101013	5058.0	5146.0	7221.0	9247.0	5667.0	3162.0	4762.0	5247.0	10476.0	1864.0	9068.0	2534.0	9961.0	9286.0	3032.0	654.0	4791.0	3886.0	3925.0	1158.0	6890.0	1741.0	6631.0	11887.0	6665.0	804.0	3538.0	2113.0	4755.0	16881.0	6768.0
BRCA1_E10_STA101014	7251.0	5939.0	8990.0	9712.0	6151.0	3262.0	6534.0	7709.0	19536.0	3085.0	18251.0	3605.0	11844.0	12778.0	4369.0	738.0	6027.0	3942.0	5125.0	1750.0	10066.0	2512.0	9735.0	15621.0	10627.0	1256.0	6650.0	3339.0	6042.0	20332.0	11143.0
BRCA1_E10_STA101015	2643.0	2519.0	3960.0	5139.0	2922.0	1804.0	3208.0	3278.0	6977.0	1130.0	5859.0	1606.0	4589.0	5366.0	1942.0	396.0	3166.0	2216.0	2250.0	724.0	3188.0	1010.0	3550.0	5660.0	3863.0	770.0	2322.0	1400.0	2343.0	7535.0	4471.0
BRCA1_E10_STA101016	8409.0	7726.0	11323.0	12289.0	8397.0	4413.0	9017.0	8431.0	20552.0	2949.0	21414.0	5216.0	13018.0	16128.0	4745.0	1132.0	8326.0	5527.0	6344.0	1812.0	11421.0	3630.0	12504.0	20377.0	13477.0	1590.0	8062.0	5085.0	6155.0	22011.0	14258.0
BRCA1_E10_STA101017	8754.0	6307.0	9446.0	11088.0	8183.0	4244.0	6639.0	8191.0	21049.0	3880.0	20882.0	4694.0	13823.0	14866.0	4425.0	928.0	6595.0	4553.0	7069.0	1924.0	10540.0	3348.0	12665.0	16863.0	12459.0	1058.0	6722.0	3956.0	6895.0	23064.0	13998.0
BRCA1_E10_STA101018	6466.0	6909.0	9982.0	11055.0	8590.0	3934.0	6199.0	7622.0	15931.0	2778.0	14516.0	3940.0	13471.0	11677.0	4410.0	955.0	6776.0	4788.0	5619.0	2084.0	9800.0	2782.0	8893.0	14985.0	8001.0	838.0	4786.0	3331.0	6309.0	20913.0	9400.0
BRCA1_E10_STA101019	7053.0	10207.0	11441.0	13569.0	10545.0	5218.0	8369.0	9434.0	17967.0	3766.0	15092.0	4223.0	16830.0	15065.0	5444.0	1087.0	8953.0	6687.0	6734.0	2432.0	11131.0	3053.0	11086.0	18967.0	11594.0	1065.0	6342.0	3567.0	8222.0	26342.0	12639.0
BRCA1_E10_STA101020	2726.0	1999.0	3028.0	4564.0	2408.0	1134.0	2413.0	3110.0	7438.0	1156.0	6701.0	1278.0	5217.0	4416.0	1286.0	264.0	2078.0	1540.0	1821.0	588.0	3724.0	1008.0	3455.0	5375.0	3782.0	400.0	2285.0	1381.0	1996.0	6458.0	4651.0
BRCA1_E10_STA101021	2426.0	1773.0	2581.0	3575.0	2125.0	972.0	2058.0	2616.0	6534.0	1019.0	5899.0	1126.0	4504.0	3842.0	1078.0	226.0	1826.0	1378.0	1630.0	484.0	3358.0	892.0	2995.0	4862.0	3275.0	354.0	1987.0	1185.0	1690.0	5668.0	4139.0
BRCA1_E10_STA101022	4550.0	4414.0	6175.0	7145.0	4763.0	2430.0	5053.0	5279.0	10942.0	1660.0	11161.0	1795.0	8045.0	8345.0	3236.0	487.0	4807.0	2660.0	3174.0	1011.0	6411.0	1766.0	6069.0	10108.0	6825.0	925.0	4238.0	2311.0	3857.0	13388.0	6893.0
BRCA1_E10_STA101023	4338.0	3109.0	5503.0	6722.0	3775.0	1698.0	3777.0	3966.0	11007.0	1518.0	10197.0	1792.0	6726.0	6658.0	2707.0	462.0	3830.0	2281.0	2452.0	942.0	5793.0	1456.0	5448.0	8876.0	5787.0	618.0	3841.0	2005.0	3110.0	11410.0	5958.0
BRCA1_E10_STA101024	3483.0	2593.0	3691.0	4496.0	2682.0	1262.0	2819.0	3610.0	8043.0	1281.0	7179.0	1341.0	5017.0	5598.0	1547.0	421.0	2570.0	1751.0	2125.0	654.0	3926.0	1293.0	4336.0	6148.0	4664.0	477.0	2622.0	1549.0	2432.0	6660.0	5151.0
BRCA1_E10_STA101025	3094.0	3745.0	5610.0	7023.0	5694.0	1699.0	3532.0	3808.0	8970.0	1472.0	8415.0	2054.0	7742.0	6073.0	2448.0	556.0	3438.0	2920.0	2781.0	1195.0	5707.0	1455.0	5068.0	9078.0	4975.0	658.0	2865.0	1590.0	3362.0	12777.0	4991.0
BRCA1_E10_STA101748	7287.0	8999.0	11968.0	13494.0	10942.0	4948.0	8856.0	9507.0	18526.0	3088.0	16916.0	4242.0	17264.0	14667.0	5516.0	1148.0	8925.0	5578.0	6555.0	2570.0	11244.0	3214.0	11395.0	19984.0	11924.0	1365.0	6581.0	4029.0	7765.0	25870.0	11791.0
BRCA1_E10_STA101027	3535.0	3446.0	5827.0	6520.0	4509.0	2352.0	4016.0	4382.0	8743.0	1248.0	9046.0	1848.0	7330.0	6184.0	2613.0	525.0	4074.0	2414.0	3087.0	1106.0	4732.0	1475.0	5286.0	8954.0	5232.0	780.0	4005.0	1922.0	3231.0	11135.0	5392.0
BRCA1_E10_STA101028	7776.0	6615.0	10139.0	11517.0	6683.0	3651.0	8019.0	7545.0	19189.0	2767.0	17879.0	3954.0	12503.0	13694.0	5137.0	774.0	5991.0	4389.0	6344.0	1616.0	9326.0	2850.0	9626.0	15823.0	11066.0	1361.0	6625.0	3856.0	6077.0	20788.0	11127.0
BRCA1_E10_STA101029	3671.0	4362.0	5073.0	5940.0	4961.0	2430.0	3973.0	4553.0	10706.0	1745.0	10003.0	2428.0	7255.0	7038.0	2528.0	510.0	3423.0	2600.0	3401.0	1209.0	5133.0	1523.0	5750.0	9490.0	5941.0	638.0	3857.0	2180.0	3660.0	13093.0	6237.0
BRCA1_E10_STA101030	5784.0	4520.0	6544.0	8791.0	6010.0	3006.0	5385.0	6137.0	14923.0	2458.0	13960.0	2690.0	10069.0	9684.0	3424.0	548.0	4638.0	3202.0	4471.0	1327.0	7396.0	2692.0	8231.0	12713.0	9201.0	940.0	5419.0	3159.0	4738.0	15792.0	9740.0
BRCA1_E10_STA101031	7133.0	6517.0	9412.0	11380.0	7650.0	3559.0	7405.0	8046.0	19417.0	2914.0	16686.0	3861.0	12862.0	12763.0	4520.0	828.0	6771.0	4534.0	6099.0	1640.0	10106.0	2842.0	10446.0	16184.0	10653.0	1493.0	6534.0	3708.0	5869.0	22597.0	11255.0
BRCA1_E10_STA101032	4688.0	5793.0	7328.0	9118.0	6230.0	3725.0	5494.0	6379.0	11878.0	2096.0	10465.0	3255.0	10261.0	10046.0	3666.0	703.0	5352.0	3980.0	4693.0	1372.0	6755.0	1823.0	7275.0	11586.0	7525.0	1129.0	4314.0	2761.0	4748.0	18025.0	7246.0
BRCA1_E10_STA101033	4207.0	4841.0	6272.0	7236.0	5041.0	3042.0	4258.0	5390.0	10962.0	1646.0	9912.0	2504.0	8787.0	8743.0	3083.0	641.0	4489.0	3431.0	3927.0	1225.0	6065.0	1711.0	6482.0	10170.0	6747.0	787.0	4199.0	2405.0	4197.0	14805.0	6891.0
BRCA1_E10_STA101034	4795.0	4186.0	6113.0	7436.0	4536.0	2379.0	4172.0	5505.0	12864.0	1661.0	11712.0	2399.0	8314.0	8156.0	2858.0	533.0	4101.0	2917.0	3999.0	1244.0	6657.0	1881.0	7109.0	10328.0	7915.0	778.0	4608.0	2347.0	3867.0	13366.0	8282.0
BRCA1_E10_STA101035	762.0	763.0	1214.0	1836.0	944.0	582.0	930.0	1076.0	2734.0	334.0	2164.0	336.0	1888.0	1342.0	418.0	112.0	806.0	580.0	822.0	234.0	1186.0	382.0	1268.0	1984.0	1299.0	248.0	718.0	348.0	887.0	3038.0	1468.0
BRCA1_E10_STA101036	12805.0	9197.0	14509.0	16929.0	11441.0	5340.0	12076.0	12681.0	30554.0	4377.0	29294.0	5931.0	19631.0	19728.0	6620.0	1279.0	10616.0	6561.0	9735.0	3064.0	14773.0	4923.0	15711.0	24723.0	18782.0	2278.0	9524.0	6031.0	9871.0	30469.0	20509.0
BRCA1_E10_STA101037	11407.0	8699.0	15314.0	16992.0	11470.0	5485.0	11291.0	11383.0	26892.0	3889.0	25831.0	5870.0	18434.0	19571.0	6551.0	1042.0	9625.0	7089.0	7562.0	2601.0	13512.0	3595.0	13894.0	22859.0	16025.0	1941.0	9880.0	5127.0	8740.0	27192.0	16607.0
BRCA1_E10_STA101038	7036.0	4761.0	8958.0	10756.0	6773.0	2912.0	6925.0	7066.0	17177.0	2488.0	16043.0	3522.0	10592.0	12140.0	3751.0	544.0	5576.0	4019.0	4766.0	1620.0	8095.0	2077.0	8183.0	13112.0	9973.0	1256.0	5705.0	3048.0	5195.0	16281.0	10086.0
BRCA1_E10_STA101039	6225.0	5792.0	8381.0	10175.0	6398.0	4042.0	7200.0	6702.0	15554.0	2510.0	12892.0	4549.0	10844.0	11890.0	3633.0	866.0	6524.0	4629.0	5411.0	1616.0	7464.0	2553.0	8654.0	11975.0	9218.0	1216.0	5489.0	3430.0	5350.0	17361.0	9925.0
BRCA1_E10_STA101040	2621.0	2474.0	3543.0	3793.0	3217.0	1724.0	2855.0	2612.0	7304.0	1090.0	6301.0	1999.0	4838.0	5003.0	1758.0	336.0	2597.0	1886.0	2483.0	798.0	3638.0	1050.0	4424.0	6503.0	4057.0	653.0	2254.0	1474.0	2327.0	8114.0	4357.0
BRCA1_E9_STA101041	348.0	248.0	545.0	653.0	394.0	294.0	410.0	330.0	1158.0	169.0	757.0	256.0	820.0	694.0	201.0	78.0	256.0	394.0	418.0	168.0	660.0	175.0	350.0	790.0	412.0	62.0	372.0	250.0	380.0	1643.0	540.0
BRCA1_E8_STA101042	852.0	568.0	888.0	1652.0	942.0	494.0	602.0	1023.0	3168.0	278.0	1602.0	387.0	1815.0	1422.0	454.0	148.0	556.0	574.0	892.0	251.0	1127.0	336.0	1043.0	1401.0	786.0	160.0	496.0	400.0	856.0	3045.0	1018.0
BRCA1_E7_STA101043	2310.0	1630.0	2508.0	3599.0	3037.0	1326.0	3334.0	2309.0	6906.0	779.0	4658.0	1530.0	3532.0	4828.0	2148.0	338.0	1942.0	1714.0	2106.0	886.0	2531.0	924.0	2589.0	4092.0	3431.0	722.0	2050.0	1374.0	2040.0	8184.0	3761.0
BRCA1_E7_STA101044	4792.0	3212.0	4981.0	5849.0	6097.0	2594.0	6529.0	5243.0	12885.0	1596.0	9485.0	3761.0	7521.0	9820.0	4217.0	436.0	4062.0	3631.0	4504.0	1617.0	5266.0	1704.0	4381.0	7162.0	7342.0	1236.0	3706.0	2347.0	4353.0	14373.0	7911.0
BRCA1_E6_STA102042	168.0	3681.0	8121.0	10159.0	13965.0	2593.0	445.0	8529.0	10970.0	1509.0	13098.0	145.0	464.0	6914.0	8705.0	847.0	4091.0	224.0	5992.0	2322.0	9125.0	401.0	7736.0	380.0	10923.0	1156.0	5909.0	2350.0	10059.0	29152.0	334.0
BRCA1_E6_STA101046	1674.0	1294.0	2239.0	2853.0	2556.0	726.0	2492.0	2010.0	5167.0	739.0	3739.0	1026.0	3296.0	3314.0	1635.0	238.0	1353.0	1559.0	1706.0	800.0	2450.0	679.0	2218.0	3284.0	2771.0	476.0	1834.0	1114.0	2317.0	7068.0	2812.0
BRCA1_E6_STA101047	1930.0	1879.0	2469.0	3224.0	3051.0	1333.0	3061.0	2103.0	5759.0	688.0	4734.0	1515.0	3435.0	4266.0	2115.0	328.0	1964.0	1619.0	1901.0	717.0	2548.0	750.0	2450.0	4020.0	3426.0	722.0	2060.0	1216.0	2298.0	7339.0	2987.0
BRCA1_E5_STA101048	1874.0	1539.0	2535.0	3404.0	2294.0	1298.0	2350.0	2733.0	5947.0	694.0	4470.0	1181.0	3618.0	3941.0	1567.0	268.0	2326.0	1286.0	1816.0	590.0	2582.0	730.0	2446.0	3466.0	2991.0	383.0	1554.0	940.0	2194.0	5773.0	3129.0
BRCA1_E4_STA101753	820.0	738.0	1113.0	1326.0	833.0	501.0	973.0	715.0	2642.0	288.0	2238.0	467.0	1631.0	1789.0	636.0	90.0	801.0	435.0	896.0	167.0	1181.0	307.0	1261.0	1917.0	1088.0	226.0	788.0	551.0	810.0	2856.0	1242.0
BRCA1_E3_STA101050	890.0	678.0	1006.0	1186.0	1347.0	526.0	993.0	911.0	2490.0	284.0	2037.0	724.0	1711.0	1568.0	702.0	117.0	984.0	721.0	921.0	333.0	1182.0	284.0	1063.0	1777.0	1295.0	289.0	686.0	477.0	994.0	3193.0	1320.0
BRCA1_E2_STA101051	2339.0	2707.0	3714.0	4258.0	3309.0	1906.0	3362.0	3253.0	6774.0	1110.0	6050.0	1965.0	4822.0	5381.0	2130.0	348.0	2252.0	1908.0	3069.0	712.0	3500.0	870.0	3050.0	5381.0	3933.0	712.0	2646.0	1423.0	2713.0	9046.0	3965.0
RAD51C_E1_STA102056	4416.0	4629.0	7237.0	7726.0	7170.0	1293.0	5986.0	5453.0	15960.0	2034.0	14343.0	3687.0	8973.0	13009.0	4974.0	431.0	4918.0	3835.0	4620.0	1576.0	7006.0	3012.0	5962.0	9714.0	10242.0	1029.0	5129.0	4340.0	5801.0	87844.0	10635.0
RAD51C_E1_STA101053	751.0	933.0	1337.0	1184.0	1519.0	240.0	1129.0	937.0	2754.0	316.0	2432.0	768.0	1793.0	2914.0	986.0	106.0	862.0	1038.0	840.0	518.0	1293.0	496.0	1056.0	1800.0	1705.0	314.0	1099.0	746.0	1261.0	17430.0	1906.0
RAD51C_E2_STA101054	2034.0	2866.0	5008.0	4981.0	3994.0	1895.0	4544.0	3097.0	8155.0	1200.0	5338.0	1719.0	5701.0	5661.0	2977.0	574.0	3055.0	2418.0	2598.0	900.0	3894.0	1459.0	3664.0	5784.0	4535.0	828.0	2776.0	1543.0	3056.0	51687.0	4618.0
RAD51C_E2_STA101055	4690.0	6681.0	11261.0	10050.0	9345.0	4419.0	10242.0	7678.0	18942.0	2226.0	15967.0	5760.0	11286.0	16149.0	5474.0	1008.0	6813.0	5770.0	5937.0	2180.0	8619.0	2788.0	9361.0	14704.0	12916.0	1955.0	7038.0	4269.0	6562.0	112446.0	12669.0
RAD51C_E2_STA101056	2325.0	3523.0	6258.0	6516.0	5762.0	2765.0	4690.0	4360.0	9318.0	1462.0	7003.0	2733.0	7528.0	7520.0	2898.0	658.0	3613.0	3289.0	3505.0	1501.0	4139.0	1726.0	5006.0	7736.0	5211.0	874.0	2582.0	2084.0	3932.0	66682.0	5381.0
RAD51C_E2_STA101057	1764.0	2803.0	4913.0	5097.0	4901.0	2381.0	3708.0	3300.0	6950.0	1172.0	5182.0	2191.0	6084.0	6040.0	2175.0	515.0	2913.0	2776.0	2802.0	1234.0	3342.0	1400.0	3940.0	6334.0	4040.0	715.0	2005.0	1628.0	3054.0	55003.0	4067.0
RAD51C_E3_STA101058	1724.0	1818.0	3262.0	3260.0	2675.0	1239.0	2467.0	2355.0	6898.0	818.0	5098.0	1343.0	4526.0	4560.0	1702.0	232.0	1802.0	1739.0	2116.0	751.0	2825.0	836.0	3019.0	4530.0	3302.0	584.0	1992.0	1341.0	2563.0	36928.0	3889.0
RAD51C_E3_STA101059	2890.0	4402.0	7202.0	7489.0	6930.0	2958.0	5485.0	4952.0	11823.0	1793.0	8204.0	2728.0	9365.0	8661.0	3437.0	746.0	4968.0	3519.0	3763.0	1535.0	6085.0	2155.0	5443.0	9918.0	6468.0	863.0	3090.0	1919.0	5433.0	84151.0	7071.0
RAD51C_E3_STA101060	2242.0	2566.0	4271.0	4414.0	4212.0	1829.0	3668.0	3414.0	9163.0	1125.0	7264.0	2130.0	5959.0	6784.0	2687.0	523.0	3120.0	2438.0	3083.0	998.0	3928.0	1578.0	4344.0	6709.0	5236.0	703.0	2805.0	1669.0	3507.0	52384.0	5426.0
RAD51C_E4_STA101061	607.0	709.0	1354.0	1772.0	1256.0	562.0	1421.0	1080.0	2680.0	287.0	1655.0	753.0	1620.0	1772.0	836.0	128.0	842.0	804.0	993.0	310.0	1064.0	276.0	888.0	1480.0	1400.0	330.0	712.0	559.0	984.0	15081.0	1408.0
