	C21D01093	D21D01026T	D21D01032T	D21D01039T	D21D01059T	D21D01061T	D21D01081	D21D01082	D21D01087T	D21D01090	D21D01094T	D21D01102T	E21D01053T	M21D01116	N19D01411	N21D01072	N21D01084	N21D01085	N21D01113	O21D01018T	P21D01091M	P21D01092M	P21D01098	P21D01099	P21D01104	T21D01047	U21D01089	U21D01103	X21D01017	X21D01086	X21D01095
EGFR_E23_STA100262	7485.0	8104.0	9862.0	10364.0	6965.0	2284.0	7557.0	7091.0	19854.0	2701.0	29097.0	3908.0	13310.0	14276.0	6637.0	3074.0	7644.0	22536.0	8396.0	1601.0	10590.0	3605.0	9201.0	13216.0	11618.0	1022.0	6565.0	4390.0	73081.0	27115.0	12973.0
EGFR_E24_STA100263	2840.0	3465.0	4739.0	4877.0	3228.0	990.0	4627.0	2727.0	7568.0	858.0	11359.0	1438.0	4718.0	5471.0	2068.0	1245.0	2597.0	11208.0	2304.0	834.0	4300.0	1387.0	3263.0	4566.0	4081.0	747.0	2948.0	1714.0	26651.0	9050.0	4933.0
EGFR_E24_STA100264	6189.0	10107.0	13364.0	12049.0	9866.0	3272.0	9534.0	7312.0	17861.0	2279.0	25420.0	3733.0	15818.0	14366.0	6679.0	3898.0	9732.0	31730.0	6994.0	2064.0	11607.0	3144.0	8154.0	13345.0	9513.0	1381.0	6263.0	4512.0	84248.0	31702.0	10757.0
EGFR_E25_STA100265	4485.0	6844.0	7928.0	9252.0	5854.0	1908.0	7823.0	6300.0	16157.0	1841.0	20290.0	3100.0	9471.0	11039.0	4664.0	2436.0	6748.0	23084.0	5430.0	1220.0	6924.0	2356.0	6091.0	7903.0	8236.0	1038.0	4873.0	3415.0	55469.0	20041.0	9226.0
EGFR_E25_STA100266	9841.0	10251.0	13527.0	13468.0	9847.0	2556.0	11825.0	9685.0	28327.0	3326.0	36913.0	5653.0	17480.0	18599.0	8241.0	3649.0	9606.0	28678.0	10924.0	2304.0	14132.0	4453.0	12107.0	14478.0	13988.0	1357.0	7850.0	5701.0	109039.0	34884.0	18751.0
EGFR_E25_STA100267	498.0	937.0	1157.0	1101.0	1080.0	340.0	1017.0	569.0	1371.0	250.0	2024.0	582.0	1242.0	1430.0	606.0	467.0	919.0	3318.0	816.0	286.0	909.0	225.0	853.0	1320.0	815.0	156.0	461.0	391.0	7916.0	3121.0	932.0
EGFR_E26_STA101508	10670.0	13761.0	17044.0	16788.0	11750.0	5810.0	15867.0	10984.0	27466.0	3770.0	37015.0	6305.0	18037.0	23243.0	5489.0	4379.0	11932.0	43700.0	8916.0	2464.0	13833.0	4073.0	13212.0	17396.0	17191.0	1626.0	9369.0	6494.0	94805.0	33494.0	18213.0
EGFR_E27_STA101647	2233.0	2356.0	3111.0	3599.0	2726.0	442.0	3875.0	2498.0	7588.0	802.0	9604.0	1485.0	4140.0	5620.0	2054.0	1194.0	2780.0	10096.0	2298.0	630.0	3198.0	1355.0	2245.0	3773.0	4102.0	418.0	2123.0	1824.0	25817.0	7537.0	4267.0
EGFR_E28_STA101510	3201.0	4179.0	4721.0	4989.0	6138.0	1068.0	5051.0	3273.0	8641.0	1204.0	9621.0	2400.0	7157.0	8139.0	2833.0	1852.0	3820.0	18401.0	3056.0	1428.0	5387.0	1461.0	3716.0	5962.0	5096.0	687.0	2664.0	1899.0	44685.0	15242.0	5095.0
MET_E2_STA100268	6060.0	9101.0	10547.0	10414.0	8061.0	3679.0	8470.0	7180.0	14355.0	2325.0	15742.0	4032.0	10618.0	10519.0	9794.0	678.0	6846.0	4666.0	6063.0	1621.0	9478.0	2187.0	9036.0	11457.0	8565.0	1198.0	5364.0	3310.0	4474.0	39536.0	9222.0
MET_E2_STA100269	5987.0	8286.0	10703.0	9772.0	7555.0	3362.0	9369.0	7446.0	16986.0	2394.0	17557.0	3909.0	11081.0	13099.0	10048.0	872.0	6308.0	5533.0	6930.0	1929.0	10911.0	3012.0	9423.0	12313.0	9718.0	1143.0	6221.0	3278.0	4050.0	43738.0	10477.0
MET_E2_STA101511	5999.0	8286.0	10718.0	9783.0	7556.0	3364.0	9379.0	7452.0	17002.0	2399.0	17568.0	3916.0	11090.0	13112.0	10062.0	872.0	6320.0	5547.0	6942.0	1931.0	10919.0	3014.0	9434.0	12321.0	9728.0	1145.0	6228.0	3282.0	4065.0	43784.0	10490.0
MET_E2_STA100270	13510.0	17861.0	21581.0	20392.0	14963.0	7233.0	19425.0	15950.0	36013.0	5141.0	37552.0	8391.0	23116.0	28744.0	19790.0	1599.0	13777.0	11465.0	14338.0	3817.0	23668.0	6311.0	20352.0	26579.0	21184.0	2482.0	13510.0	7314.0	7915.0	90274.0	24264.0
MET_E2_STA100271	10160.0	10734.0	16888.0	16399.0	9770.0	3826.0	13566.0	10881.0	27043.0	3608.0	27088.0	5789.0	16518.0	16417.0	12758.0	1130.0	10370.0	6509.0	9155.0	2326.0	16571.0	4642.0	13844.0	18433.0	15592.0	1350.0	8569.0	4932.0	5202.0	60979.0	17170.0
MET_E2_STA100272	3404.0	5509.0	6808.0	6919.0	4557.0	2322.0	4503.0	4417.0	8970.0	1435.0	9514.0	2522.0	7349.0	7134.0	5404.0	474.0	4655.0	2806.0	4383.0	1070.0	6684.0	1572.0	5483.0	7671.0	5003.0	484.0	2790.0	1718.0	2874.0	28545.0	5115.0
MET_E2_STA100273	6574.0	8300.0	9965.0	10641.0	6949.0	2599.0	8304.0	7758.0	15574.0	2074.0	16100.0	3308.0	10148.0	10378.0	9214.0	678.0	7226.0	4228.0	6410.0	1263.0	9658.0	2970.0	7720.0	11707.0	8566.0	1230.0	4707.0	3565.0	3933.0	40858.0	9712.0
MET_E2_STA100274	8543.0	12328.0	15072.0	13276.0	11178.0	4598.0	13185.0	10194.0	21438.0	3112.0	22164.0	5553.0	14845.0	16601.0	13206.0	962.0	10572.0	6771.0	8523.0	2440.0	13582.0	4428.0	10691.0	15586.0	12198.0	1646.0	7467.0	4740.0	5021.0	57892.0	13783.0
MET_E2_STA100275	2431.0	4500.0	5606.0	5212.0	3752.0	2157.0	4110.0	3074.0	6362.0	1117.0	6044.0	1424.0	5276.0	5506.0	3337.0	686.0	3311.0	2766.0	2600.0	980.0	4730.0	1128.0	3738.0	5557.0	3375.0	483.0	2162.0	1222.0	1789.0	20812.0	3590.0
MET_E2_STA100276	3314.0	5178.0	5988.0	6139.0	3781.0	2216.0	5480.0	4617.0	9282.0	1294.0	10475.0	2118.0	6167.0	7180.0	3861.0	528.0	3977.0	2945.0	2970.0	944.0	5802.0	1602.0	5170.0	6289.0	5378.0	737.0	3208.0	1970.0	1889.0	19931.0	6042.0
MET_E2_STA100277	3292.0	4528.0	5140.0	5532.0	3744.0	2366.0	5123.0	3534.0	8527.0	1237.0	9027.0	2285.0	5708.0	7187.0	3585.0	466.0	3663.0	2703.0	3330.0	938.0	5627.0	1452.0	5070.0	7007.0	4841.0	764.0	3104.0	1881.0	2047.0	20723.0	5873.0
MET_E2_STA100278	3718.0	6113.0	6630.0	6139.0	4605.0	3091.0	6370.0	5206.0	11700.0	1648.0	11681.0	3278.0	6895.0	9045.0	4145.0	440.0	4605.0	3525.0	3686.0	1049.0	7540.0	1943.0	6532.0	7569.0	6355.0	930.0	4066.0	2324.0	2585.0	24656.0	7055.0
MET_E2_STA100279	2107.0	4356.0	4716.0	5667.0	3114.0	2286.0	2957.0	3158.0	7442.0	1372.0	6697.0	2110.0	5531.0	5358.0	3178.0	432.0	2877.0	2052.0	2956.0	686.0	5305.0	1207.0	4184.0	5681.0	3138.0	494.0	1902.0	1456.0	1753.0	19661.0	3299.0
MET_E2_STA100280	2637.0	3764.0	4874.0	4866.0	3229.0	2238.0	4319.0	3186.0	7387.0	1038.0	7836.0	2390.0	4504.0	5258.0	4280.0	298.0	2965.0	2019.0	3403.0	684.0	4973.0	1158.0	4288.0	5953.0	4315.0	584.0	2557.0	1489.0	2066.0	18910.0	4423.0
MET_E2_STA101512	4932.0	6271.0	7358.0	7666.0	5551.0	3697.0	7011.0	4653.0	13264.0	1880.0	13608.0	4329.0	8333.0	10274.0	5811.0	668.0	4870.0	3441.0	5075.0	1430.0	8619.0	1938.0	7345.0	10342.0	7253.0	949.0	4593.0	3013.0	2962.0	29303.0	8137.0
MET_E3_STA101513	5193.0	8202.0	9018.0	8428.0	5968.0	4560.0	8326.0	5985.0	15575.0	2622.0	15842.0	4680.0	9466.0	13705.0	7470.0	703.0	6613.0	5113.0	7537.0	1904.0	10115.0	2556.0	9702.0	13789.0	8958.0	1302.0	5514.0	3356.0	3317.0	34369.0	10236.0
MET_E4_STA101514	705.0	1296.0	1334.0	1710.0	1053.0	590.0	780.0	1126.0	2580.0	413.0	2117.0	548.0	1782.0	1952.0	742.0	98.0	790.0	564.0	894.0	209.0	1638.0	439.0	1255.0	1910.0	993.0	148.0	602.0	392.0	605.0	4884.0	1424.0
MET_E5_STA101515	9704.0	11410.0	14050.0	12182.0	11018.0	3035.0	13062.0	10180.0	27288.0	3630.0	28194.0	5958.0	16924.0	19037.0	13771.0	1086.0	10039.0	5972.0	9999.0	2798.0	16404.0	4333.0	12345.0	17694.0	15863.0	1687.0	8613.0	6053.0	5702.0	68049.0	16233.0
MET_E6_STA101516	3967.0	5485.0	6864.0	7525.0	4868.0	2260.0	5779.0	4170.0	10569.0	1336.0	11515.0	2120.0	6875.0	6955.0	4596.0	596.0	4645.0	3214.0	3206.0	899.0	5902.0	1724.0	4887.0	8432.0	5223.0	844.0	3330.0	2029.0	2256.0	23851.0	6389.0
MET_E7_STA101517	624.0	802.0	831.0	1194.0	810.0	560.0	860.0	784.0	2018.0	296.0	1926.0	453.0	1368.0	1253.0	584.0	64.0	556.0	504.0	789.0	250.0	1241.0	222.0	891.0	1502.0	940.0	136.0	544.0	298.0	460.0	4611.0	1160.0
MET_E8_STA101518	2667.0	5610.0	6453.0	5467.0	4709.0	2571.0	5478.0	3255.0	7221.0	991.0	7019.0	2042.0	6456.0	6706.0	3972.0	545.0	3800.0	3705.0	2557.0	1140.0	4642.0	1300.0	3584.0	7135.0	3747.0	688.0	2270.0	1745.0	2148.0	24429.0	4126.0
MET_E9_STA101519	4617.0	7214.0	9255.0	9187.0	5311.0	3295.0	7562.0	5659.0	14288.0	1800.0	15380.0	3118.0	9374.0	10975.0	5693.0	562.0	5668.0	3477.0	4493.0	1288.0	8217.0	1978.0	8046.0	11414.0	7703.0	1010.0	4745.0	3090.0	2736.0	31082.0	7439.0
MET_E10_STA100281	2674.0	3594.0	4191.0	4251.0	2689.0	1734.0	3664.0	3636.0	8902.0	886.0	8238.0	1627.0	5573.0	5708.0	2530.0	312.0	2840.0	2089.0	2396.0	640.0	5081.0	1401.0	4103.0	4900.0	4450.0	462.0	2365.0	1716.0	1646.0	15180.0	5212.0
MET_E10_STA100282	4775.0	5742.0	8717.0	8220.0	4977.0	2913.0	6736.0	5330.0	12421.0	1368.0	12080.0	2328.0	8263.0	8131.0	4846.0	715.0	5093.0	3680.0	3790.0	1097.0	6649.0	1916.0	6346.0	8691.0	6415.0	746.0	4176.0	2411.0	2747.0	26119.0	8366.0
MET_E10_STA100283	715.0	867.0	1155.0	1416.0	712.0	382.0	1128.0	1040.0	2120.0	250.0	2065.0	499.0	1319.0	1476.0	930.0	102.0	755.0	722.0	777.0	186.0	1037.0	269.0	926.0	1158.0	878.0	168.0	634.0	378.0	420.0	3702.0	1023.0
MET_E11_STA101520	2474.0	4910.0	5727.0	5610.0	3432.0	2058.0	3398.0	3192.0	7009.0	1392.0	7163.0	1306.0	6590.0	5368.0	2450.0	421.0	3190.0	2086.0	2422.0	696.0	4761.0	941.0	4670.0	7091.0	3630.0	410.0	2242.0	1316.0	1745.0	20173.0	3974.0
MET_E12_STA101521	8930.0	9791.0	13125.0	14264.0	7901.0	5154.0	11346.0	9543.0	23943.0	3226.0	25689.0	4508.0	14429.0	14346.0	7512.0	787.0	7566.0	5245.0	6556.0	1851.0	14077.0	3562.0	12504.0	16902.0	12540.0	973.0	7709.0	4728.0	4446.0	41655.0	15175.0
MET_E13_STA101522	3517.0	5301.0	6580.0	6844.0	4435.0	3298.0	5891.0	4837.0	9072.0	1320.0	9878.0	2426.0	6432.0	6392.0	4026.0	527.0	4106.0	2833.0	2866.0	1192.0	5337.0	1321.0	5037.0	7321.0	5787.0	836.0	2876.0	2163.0	1909.0	21449.0	5562.0
MET_E14_STA100284	3752.0	5936.0	6326.0	6807.0	4810.0	3187.0	6665.0	4829.0	8700.0	1448.0	9633.0	3299.0	6305.0	7816.0	4155.0	663.0	4170.0	3487.0	4081.0	1441.0	5344.0	1490.0	5320.0	7613.0	5218.0	1042.0	3274.0	1999.0	54.0	20761.0	5784.0
MET_E14_STA100285	1237.0	1428.0	1784.0	2417.0	1252.0	932.0	1361.0	1598.0	3909.0	488.0	3971.0	754.0	2781.0	2130.0	1256.0	124.0	1338.0	1050.0	1325.0	370.0	2263.0	618.0	1984.0	2498.0	1921.0	183.0	992.0	780.0	766.0	7155.0	2220.0
MET_E14_STA100286	2456.0	4670.0	5590.0	5426.0	3222.0	2990.0	3544.0	3079.0	6630.0	1016.0	7320.0	1614.0	5495.0	4932.0	3068.0	368.0	3045.0	2387.0	2790.0	747.0	4957.0	1073.0	4184.0	6865.0	3315.0	530.0	2153.0	1511.0	1937.0	19110.0	3893.0
MET_E14_STA100287	626.0	1428.0	1382.0	1383.0	978.0	975.0	1298.0	755.0	1535.0	266.0	1760.0	554.0	1434.0	1568.0	812.0	122.0	887.0	778.0	906.0	219.0	1226.0	288.0	1110.0	1654.0	700.0	218.0	642.0	323.0	538.0	5716.0	910.0
MET_E15_STA101628	3000.0	7356.0	7444.0	7567.0	6204.0	4053.0	5941.0	4542.0	9277.0	1421.0	8420.0	2698.0	7729.0	7898.0	4443.0	560.0	4514.0	3482.0	3517.0	1131.0	7468.0	1612.0	4904.0	8829.0	4929.0	927.0	2699.0	1775.0	3004.0	29457.0	5307.0
MET_E15_STA100289	5557.0	7220.0	7929.0	8753.0	5192.0	3112.0	7431.0	6042.0	15742.0	1898.0	16040.0	3684.0	9160.0	10552.0	7715.0	401.0	5599.0	3897.0	5772.0	1397.0	8415.0	2436.0	8338.0	10061.0	8540.0	622.0	4512.0	2985.0	2739.0	27965.0	9933.0
MET_E15_STA100290	3661.0	4293.0	6462.0	6162.0	3763.0	2078.0	5183.0	4286.0	9813.0	1122.0	9469.0	2003.0	5880.0	6311.0	3634.0	376.0	3617.0	2460.0	3049.0	908.0	5617.0	1423.0	5235.0	6707.0	5060.0	481.0	3423.0	1727.0	1674.0	18184.0	5423.0
MET_E16_STA100291	3938.0	7285.0	6875.0	6492.0	4676.0	4114.0	7020.0	4632.0	10659.0	1581.0	11633.0	3424.0	7433.0	10233.0	4576.0	558.0	4484.0	4022.0	3944.0	1234.0	6273.0	1781.0	5940.0	9282.0	6123.0	1098.0	3810.0	2475.0	2227.0	24696.0	6726.0
MET_E16_STA100292	4952.0	6250.0	8305.0	9369.0	4451.0	3856.0	7320.0	5240.0	11140.0	1833.0	11565.0	3190.0	8469.0	8486.0	4178.0	447.0	4792.0	3311.0	3695.0	994.0	6780.0	1577.0	5896.0	7792.0	6634.0	833.0	3917.0	2431.0	2481.0	23254.0	6812.0
MET_E17_STA100293	5462.0	8935.0	10837.0	9799.0	5605.0	4241.0	9287.0	7378.0	15028.0	2012.0	15279.0	2855.0	10275.0	11673.0	6778.0	828.0	6297.0	5306.0	5244.0	1370.0	8539.0	2516.0	8750.0	11393.0	8507.0	998.0	5577.0	3229.0	3454.0	34281.0	9194.0
MET_E17_STA100294	8884.0	16398.0	17541.0	16551.0	12734.0	8985.0	13676.0	10412.0	21913.0	4001.0	23303.0	6908.0	18102.0	19147.0	10445.0	1326.0	11849.0	8424.0	9894.0	2846.0	14821.0	4255.0	14471.0	20407.0	12466.0	1854.0	7487.0	4324.0	5731.0	57695.0	14344.0
MET_E17_STA100295	5769.0	7300.0	8446.0	7937.0	5560.0	3926.0	7183.0	6266.0	14652.0	2487.0	16038.0	4177.0	8093.0	11583.0	6822.0	650.0	5456.0	4238.0	6160.0	1566.0	9419.0	2581.0	9082.0	11925.0	8692.0	982.0	4890.0	2848.0	2725.0	28703.0	10030.0
MET_E18_STA100296	5829.0	6423.0	9152.0	9107.0	6636.0	3182.0	9441.0	5714.0	16125.0	1791.0	16696.0	4310.0	9767.0	10701.0	5446.0	646.0	5187.0	4213.0	4899.0	1454.0	9198.0	2444.0	7075.0	10222.0	7652.0	1152.0	4974.0	3137.0	2849.0	28951.0	9847.0
MET_E18_STA100297	3272.0	5925.0	7124.0	6251.0	5750.0	3481.0	5921.0	4120.0	8617.0	1349.0	8490.0	3272.0	7675.0	8191.0	4744.0	706.0	4158.0	4371.0	3870.0	1486.0	5618.0	1580.0	5218.0	7595.0	4516.0	1018.0	2856.0	2099.0	2758.0	25781.0	5501.0
MET_E19_STA100298	6380.0	11142.0	11457.0	10991.0	9848.0	6097.0	12445.0	7905.0	17152.0	2524.0	17742.0	6032.0	13027.0	15759.0	8274.0	946.0	8823.0	7279.0	6254.0	2676.0	10314.0	2847.0	9027.0	13269.0	10251.0	1766.0	5456.0	4122.0	4458.0	41408.0	10957.0
MET_E19_STA100299	4154.0	6482.0	6975.0	6751.0	6161.0	3851.0	7121.0	4939.0	11503.0	2170.0	11969.0	4202.0	8098.0	11258.0	4704.0	594.0	5379.0	4665.0	4776.0	1580.0	6754.0	1772.0	7085.0	9284.0	7278.0	922.0	4486.0	2841.0	2731.0	26624.0	8090.0
MET_E19_STA100300	2779.0	4661.0	5303.0	4645.0	4162.0	2689.0	5899.0	3918.0	7720.0	1266.0	8535.0	2933.0	5816.0	6762.0	3977.0	473.0	4283.0	3001.0	3203.0	928.0	4758.0	1272.0	4804.0	6623.0	4697.0	950.0	3004.0	1594.0	2001.0	19852.0	4975.0
MET_E20_STA101619	8416.0	10774.0	13816.0	12332.0	8470.0	5530.0	11675.0	10105.0	22400.0	3284.0	20842.0	5172.0	14495.0	16810.0	8936.0	668.0	8523.0	5695.0	7478.0	1913.0	13992.0	2996.0	11827.0	15496.0	12276.0	1329.0	6574.0	3422.0	4677.0	44114.0	12634.0
MET_E20_STA100302	1382.0	1711.0	2232.0	2449.0	1341.0	1084.0	1603.0	1703.0	4360.0	568.0	4039.0	858.0	2830.0	2707.0	1608.0	198.0	1220.0	1137.0	1515.0	350.0	2578.0	618.0	2256.0	3020.0	2223.0	258.0	1281.0	722.0	798.0	8536.0	2610.0
MET_E21_STA101523	11067.0	14090.0	16792.0	17707.0	11550.0	7942.0	13832.0	13076.0	26025.0	4068.0	28716.0	6170.0	19007.0	19430.0	15888.0	1147.0	11550.0	7173.0	9846.0	2559.0	15282.0	4518.0	15879.0	19973.0	14817.0	1713.0	7746.0	5277.0	6718.0	61159.0	18441.0
BRAF_E15_STA100303	1502.0	1877.0	2260.0	2920.0	1389.0	740.0	1709.0	1870.0	3478.0	557.0	3627.0	842.0	3028.0	2971.0	1377.0	202.0	1582.0	1088.0	1162.0	402.0	1964.0	456.0	1746.0	2026.0	2041.0	306.0	1023.0	696.0	741.0	6386.0	2124.0
BRAF_E15_STA100304	2145.0	3325.0	3912.0	3868.0	2723.0	1272.0	3294.0	2280.0	6777.0	821.0	6365.0	1682.0	4057.0	4382.0	2479.0	296.0	2806.0	1683.0	2030.0	607.0	3267.0	818.0	2883.0	4529.0	2759.0	494.0	1700.0	1313.0	1128.0	12995.0	3190.0
BRAF_E11_STA100305	4030.0	5602.0	6445.0	5870.0	4675.0	2597.0	5965.0	4273.0	11229.0	1595.0	10339.0	2980.0	7083.0	10480.0	5610.0	596.0	4798.0	4241.0	4641.0	1278.0	6707.0	2045.0	5698.0	8579.0	6253.0	1121.0	3840.0	2472.0	2765.0	29681.0	7867.0
BRAF_E11_STA100306	3873.0	6439.0	7420.0	8016.0	7280.0	3500.0	6674.0	4869.0	10589.0	1845.0	9589.0	3168.0	9342.0	9696.0	5091.0	761.0	4821.0	4541.0	4051.0	1668.0	7183.0	1771.0	6032.0	8968.0	5619.0	918.0	3133.0	2379.0	3027.0	32277.0	6864.0
FGFR1_E19_STA101524	3287.0	1759.0	4088.0	5320.0	5279.0	530.0	3666.0	3659.0	11875.0	966.0	9493.0	2012.0	6276.0	9278.0	4998.0	449.0	3439.0	2874.0	2847.0	1051.0	4870.0	1225.0	2114.0	3760.0	6472.0	1179.0	3303.0	2424.0	4558.0	31590.0	8263.0
FGFR1_E18_STA101525	2626.0	1056.0	3094.0	4162.0	3003.0	267.0	2761.0	3329.0	12046.0	752.0	8858.0	1345.0	5834.0	6236.0	3329.0	423.0	2390.0	1789.0	1884.0	696.0	3945.0	1240.0	1590.0	3448.0	4728.0	594.0	2803.0	1917.0	3518.0	22032.0	6193.0
FGFR1_E17_STA101526	1413.0	529.0	1851.0	2459.0	1942.0	195.0	1365.0	2020.0	7044.0	441.0	4177.0	693.0	3611.0	3394.0	1696.0	234.0	1076.0	1002.0	1186.0	518.0	2655.0	642.0	804.0	1252.0	2847.0	300.0	1380.0	873.0	2197.0	12449.0	3572.0
FGFR1_E16_STA101527	2924.0	1194.0	3292.0	4542.0	4111.0	571.0	2934.0	2844.0	12381.0	1031.0	8814.0	1809.0	5888.0	5867.0	3929.0	457.0	2830.0	1982.0	2051.0	531.0	4638.0	1429.0	1814.0	3858.0	4941.0	542.0	3193.0	2232.0	4203.0	25326.0	7118.0
FGFR1_E15_STA101528	3016.0	1697.0	3964.0	5163.0	6824.0	932.0	3747.0	3532.0	13082.0	781.0	7904.0	2451.0	7368.0	8603.0	4330.0	415.0	3396.0	3648.0	3347.0	1422.0	5866.0	1728.0	2048.0	4081.0	5871.0	704.0	2836.0	2257.0	6512.0	38807.0	7151.0
FGFR1_E14_STA103263	868.0	247.0	852.0	1322.0	1167.0	118.0	592.0	935.0	3760.0	250.0	2731.0	395.0	1866.0	1465.0	1105.0	96.0	665.0	434.0	596.0	195.0	1297.0	330.0	549.0	1042.0	1262.0	172.0	796.0	424.0	1122.0	6528.0	1732.0
FGFR1_E13_STA101530	5365.0	2318.0	7066.0	9230.0	8481.0	1520.0	6505.0	7227.0	25377.0	1636.0	17040.0	3861.0	12532.0	14021.0	8585.0	836.0	5377.0	4737.0	5246.0	1923.0	9385.0	2963.0	5686.0	7348.0	11731.0	1386.0	6244.0	4037.0	8473.0	62428.0	15096.0
FGFR1_E12_STA101531	3319.0	1562.0	4663.0	5724.0	5812.0	919.0	4141.0	4655.0	15809.0	1445.0	11292.0	2597.0	7160.0	8178.0	5027.0	526.0	3684.0	2836.0	3419.0	1189.0	5955.0	2126.0	3012.0	4776.0	6968.0	681.0	4178.0	2763.0	4807.0	33834.0	9263.0
FGFR1_E11_STA101532	3034.0	2028.0	4395.0	5161.0	5920.0	1260.0	3529.0	4459.0	12413.0	1137.0	8236.0	2767.0	7302.0	8826.0	4321.0	749.0	4380.0	3098.0	3517.0	1138.0	5335.0	1456.0	2837.0	4755.0	5501.0	998.0	3675.0	2521.0	4378.0	35982.0	6649.0
FGFR1_E10_STA101533	5108.0	3604.0	8599.0	10526.0	11171.0	1846.0	6639.0	7610.0	23291.0	2568.0	15470.0	4492.0	13969.0	14828.0	8624.0	930.0	7471.0	5452.0	5770.0	2271.0	9762.0	3568.0	5502.0	9287.0	11396.0	1229.0	6340.0	4528.0	9676.0	67838.0	14410.0
FGFR1_E9_STA101534	4992.0	2554.0	6564.0	9022.0	8069.0	1170.0	6744.0	7596.0	25238.0	2059.0	17937.0	3927.0	12640.0	13602.0	9424.0	863.0	5119.0	4380.0	4893.0	1871.0	9687.0	3100.0	5144.0	8439.0	11260.0	1111.0	6873.0	4303.0	9021.0	59862.0	16119.0
FGFR1_E8_STA101535	2636.0	979.0	2737.0	3969.0	2714.0	284.0	2076.0	3123.0	9428.0	618.0	6971.0	1525.0	4147.0	4856.0	2469.0	236.0	2090.0	1358.0	2139.0	497.0	3924.0	899.0	1813.0	2662.0	4659.0	426.0	2189.0	1407.0	3270.0	18085.0	6133.0
FGFR1_E7_STA101536	2376.0	1048.0	2897.0	4970.0	2819.0	840.0	2238.0	4215.0	12790.0	1062.0	9723.0	1670.0	6444.0	5374.0	3551.0	220.0	2420.0	1852.0	2874.0	916.0	4795.0	1311.0	2607.0	3228.0	5496.0	550.0	3290.0	1872.0	4564.0	24193.0	7115.0
FGFR1_E6_STA101537	2250.0	1782.0	4402.0	3165.0	5675.0	806.0	3092.0	3255.0	11184.0	1169.0	7121.0	2244.0	6796.0	6645.0	4442.0	528.0	3395.0	2860.0	3003.0	1123.0	5143.0	1662.0	2758.0	4902.0	4783.0	588.0	2701.0	1935.0	4602.0	32453.0	5799.0
FGFR1_E5_STA101538	5131.0	2349.0	6921.0	8449.0	5323.0	1472.0	5381.0	7242.0	21183.0	1704.0	17299.0	3233.0	10753.0	12117.0	7031.0	588.0	5145.0	4351.0	4505.0	1152.0	8157.0	2626.0	5101.0	7179.0	10106.0	984.0	6140.0	3876.0	5871.0	40257.0	13507.0
FGFR1_E4_STA101539	5106.0	2670.0	6463.0	8080.0	7879.0	636.0	5984.0	5906.0	21849.0	1476.0	16960.0	3392.0	10537.0	11863.0	6532.0	722.0	4893.0	3836.0	3759.0	1421.0	10123.0	2706.0	3473.0	7423.0	10796.0	1319.0	6131.0	3793.0	7546.0	44298.0	14366.0
FGFR1_E3_STA101540	8107.0	2946.0	9559.0	11041.0	10693.0	1144.0	7612.0	9915.0	34112.0	2699.0	26802.0	5449.0	16594.0	16307.0	9213.0	837.0	6470.0	5462.0	6438.0	1929.0	10884.0	3998.0	7456.0	12199.0	15265.0	1783.0	8851.0	5913.0	10535.0	70686.0	20935.0
TYRP1_E8_STA100307	1110.0	2332.0	2116.0	2593.0	2051.0	1020.0	2138.0	1639.0	3288.0	508.0	4039.0	1130.0	2707.0	2571.0	422.0	244.0	1611.0	576.0	1170.0	480.0	1770.0	585.0	2148.0	2666.0	1921.0	470.0	1290.0	715.0	2203.0	9351.0	2068.0
TYRP1_E8_STA100308	770.0	2029.0	1769.0	2338.0	1580.0	960.0	1126.0	1460.0	3417.0	492.0	2975.0	894.0	2554.0	2376.0	286.0	168.0	1074.0	426.0	1145.0	296.0	1844.0	509.0	1861.0	2684.0	1498.0	216.0	916.0	698.0	1513.0	7585.0	1667.0
TYRP1_E8_STA100309	2798.0	8641.0	6426.0	7807.0	6506.0	4392.0	5268.0	4770.0	9488.0	1730.0	9531.0	3488.0	9786.0	8654.0	1336.0	662.0	5485.0	2199.0	4449.0	1306.0	5961.0	1980.0	6126.0	9250.0	6018.0	1230.0	3080.0	2119.0	7002.0	31489.0	5896.0
CDKN2A_E2_STA101212	1656.0	3311.0	3591.0	4030.0	4264.0	444.0	3495.0	2871.0	9001.0	854.0	7426.0	2131.0	5131.0	6536.0	1209.0	256.0	2342.0	871.0	1900.0	1026.0	4132.0	1370.0	2819.0	4043.0	4537.0	738.0	2980.0	2030.0	2350.0	21206.0	2989.0
CDKN2A_E2_STA101631	112.0	24.0	38.0	39.0	34.0	10.0	32.0	18.0	380.0	58.0	352.0	131.0	52.0	286.0	6.0	0.0	29.0	8.0	94.0	14.0	214.0	60.0	83.0	205.0	183.0	20.0	148.0	108.0	18.0	163.0	154.0
CDKN2A_E2_STA101214	743.0	774.0	733.0	1463.0	825.0	127.0	674.0	933.0	2896.0	312.0	2436.0	389.0	1320.0	1408.0	258.0	32.0	670.0	162.0	516.0	145.0	1043.0	309.0	871.0	950.0	1275.0	146.0	783.0	639.0	462.0	3886.0	674.0
