	D20D02433	D20D02436T	D20D02444	D20D02445T	G20D02417	G20D02460	K20D02437	M20D02448	M20D02474	N20D02449	N20D02451	N20D02452	P20D02439	P20D02450	P20D02453	P20D02454	P20D02455	P20D02456	P20D02459	P20D02464	P20D02465	P20D02469	P20D02471	S20D02363	S20D02435	S20D02473	T20D02402	U20D02442	U20D02443	X20D02423	X20D02457
BRCA2_E3_STA100516	25583.0	8169.0	13625.0	24373.0	11655.0	24961.0	6357.0	12416.0	19449.0	3501.0	9946.0	10048.0	13661.0	19109.0	18188.0	3921.0	24209.0	9502.0	14579.0	13612.0	21719.0	15053.0	6002.0	6737.0	11361.0	3247.0	8934.0	721.0	10298.0	62029.0	25540.0
BRCA2_E3_STA100517	11396.0	5137.0	7458.0	9695.0	5095.0	12810.0	2714.0	5407.0	9161.0	1015.0	4380.0	4187.0	5680.0	8970.0	7535.0	2093.0	10489.0	5386.0	7317.0	5885.0	9223.0	6263.0	2790.0	2969.0	6533.0	941.0	3963.0	168.0	4565.0	21690.0	10346.0
BRCA2_E3_STA101751	17632.0	7097.0	9403.0	14902.0	8575.0	22140.0	4401.0	7592.0	16112.0	1542.0	6131.0	6881.0	10776.0	15934.0	14054.0	3452.0	19136.0	7863.0	12445.0	10928.0	14686.0	9888.0	4146.0	4325.0	8414.0	2013.0	7793.0	288.0	8326.0	37490.0	15864.0
BRCA2_E3_STA100519	17258.0	7891.0	8925.0	15164.0	8297.0	18745.0	4092.0	7739.0	14544.0	1811.0	7342.0	7319.0	8613.0	11368.0	13119.0	3085.0	16842.0	5919.0	12143.0	9818.0	15562.0	9880.0	4150.0	5003.0	7822.0	1605.0	6475.0	375.0	7124.0	36172.0	15914.0
BRCA2_E4_STA100520	5190.0	2277.0	3487.0	5047.0	2067.0	6309.0	882.0	2406.0	3855.0	470.0	2115.0	2329.0	2508.0	4127.0	3767.0	1098.0	5244.0	1972.0	2713.0	2913.0	5469.0	2656.0	1320.0	1261.0	2595.0	502.0	1799.0	78.0	1840.0	10925.0	4524.0
BRCA2_E4_STA100521	2523.0	1107.0	1594.0	2221.0	1760.0	4272.0	858.0	1268.0	2797.0	327.0	1114.0	1107.0	1928.0	3161.0	2654.0	704.0	4048.0	1475.0	1659.0	1964.0	3365.0	1779.0	722.0	754.0	1299.0	298.0	1220.0	216.0	1440.0	6708.0	2942.0
BRCA2_E5_STA100522	6014.0	2493.0	3595.0	5543.0	2358.0	6014.0	1246.0	2456.0	4346.0	620.0	1985.0	2273.0	2422.0	3810.0	3887.0	996.0	4940.0	2154.0	3151.0	3210.0	5007.0	2969.0	1447.0	1647.0	2786.0	518.0	1799.0	98.0	2230.0	12148.0	5009.0
BRCA2_E6_STA100523	11830.0	6109.0	7505.0	12077.0	6738.0	17220.0	3492.0	6379.0	10737.0	1358.0	5082.0	5034.0	7368.0	9798.0	9347.0	2479.0	13649.0	5144.0	8221.0	7226.0	11566.0	8781.0	2763.0	3622.0	5509.0	1370.0	4978.0	243.0	5509.0	25974.0	14620.0
BRCA2_E7_STA100524	14183.0	7263.0	7667.0	12884.0	7395.0	15358.0	3273.0	7946.0	10443.0	1575.0	6115.0	6766.0	6698.0	10341.0	12143.0	2265.0	12533.0	4425.0	9330.0	7558.0	11946.0	7813.0	2945.0	4176.0	5704.0	1623.0	4345.0	280.0	6088.0	29933.0	15395.0
BRCA2_E7_STA100525	11612.0	4776.0	5873.0	9575.0	4666.0	12015.0	2668.0	5072.0	8578.0	1131.0	3934.0	5108.0	5578.0	7749.0	7629.0	2033.0	10249.0	3839.0	6459.0	5898.0	10129.0	5952.0	2287.0	2825.0	6033.0	1148.0	3689.0	174.0	4398.0	26029.0	9877.0
BRCA2_E8_STA100526	5713.0	3411.0	3326.0	6571.0	3536.0	8143.0	1640.0	3066.0	5034.0	594.0	2427.0	2379.0	3258.0	4567.0	4470.0	1056.0	6562.0	2191.0	4096.0	3379.0	5922.0	3225.0	1228.0	2164.0	2853.0	693.0	2137.0	248.0	2796.0	11168.0	6400.0
BRCA2_E9_STA100527	4654.0	1917.0	2317.0	2881.0	2322.0	6955.0	878.0	1666.0	4262.0	414.0	1721.0	2128.0	2983.0	4080.0	4101.0	1109.0	4518.0	1974.0	2430.0	2916.0	4239.0	2337.0	1088.0	888.0	2453.0	310.0	1492.0	108.0	1840.0	10552.0	3874.0
BRCA2_E9_STA100528	19588.0	3177.0	11647.0	17795.0	7831.0	25648.0	4287.0	8206.0	17655.0	1385.0	7918.0	9366.0	11316.0	19335.0	16550.0	4065.0	20663.0	8711.0	12168.0	13345.0	16158.0	13387.0	5272.0	3948.0	10217.0	1898.0	8071.0	651.0	9101.0	37473.0	23420.0
BRCA2_E9_STA100529	26896.0	3177.0	12775.0	18831.0	7418.0	26912.0	4504.0	8790.0	19248.0	1996.0	7781.0	10317.0	12864.0	16470.0	17334.0	4484.0	21287.0	9705.0	12730.0	13131.0	17261.0	13282.0	5865.0	3540.0	14419.0	1856.0	7016.0	422.0	11500.0	61240.0	21993.0
BRCA2_E10_STA100530	5804.0	2374.0	3486.0	5512.0	3119.0	8264.0	1396.0	2464.0	5349.0	614.0	2238.0	2340.0	3492.0	5471.0	4465.0	1379.0	6753.0	2123.0	4160.0	3905.0	5875.0	3590.0	1563.0	2007.0	2797.0	1032.0	2539.0	108.0	2642.0	14141.0	5792.0
BRCA2_E10_STA100531	9443.0	4102.0	5975.0	9401.0	5526.0	12850.0	2671.0	4363.0	9187.0	787.0	3804.0	4288.0	5578.0	8700.0	8088.0	1965.0	10425.0	3278.0	7137.0	5863.0	9586.0	6483.0	2511.0	3147.0	4209.0	1161.0	4037.0	322.0	4780.0	19627.0	10353.0
BRCA2_E10_STA100532	2979.0	1105.0	1908.0	3312.0	1570.0	3674.0	640.0	1405.0	2470.0	224.0	1683.0	1204.0	1626.0	2376.0	2206.0	522.0	2780.0	1261.0	2207.0	1868.0	2568.0	1595.0	719.0	1086.0	1461.0	374.0	1189.0	68.0	1146.0	5497.0	3105.0
BRCA2_E10_STA100533	21759.0	9621.0	11714.0	21153.0	12410.0	27464.0	5424.0	9821.0	20526.0	1118.0	9222.0	9415.0	13504.0	19415.0	17944.0	4662.0	23816.0	8380.0	16773.0	13394.0	16828.0	15028.0	4774.0	7391.0	11366.0	2798.0	9477.0	512.0	10537.0	43264.0	25503.0
BRCA2_E10_STA100534	10039.0	4668.0	5444.0	7859.0	6690.0	14980.0	2497.0	4528.0	10643.0	940.0	3931.0	4769.0	6437.0	7525.0	9675.0	2629.0	11726.0	4766.0	7594.0	6568.0	8768.0	5743.0	2427.0	2539.0	5137.0	1496.0	4337.0	198.0	4924.0	22790.0	10502.0
BRCA2_E10_STA100535	15572.0	7594.0	11111.0	15769.0	7094.0	21588.0	3229.0	6138.0	14792.0	852.0	6868.0	6967.0	9019.0	11551.0	11835.0	3444.0	15229.0	5681.0	13018.0	11043.0	14112.0	9811.0	4601.0	4983.0	7103.0	1756.0	7306.0	262.0	7278.0	27325.0	19677.0
BRCA2_E10_STA100536	15978.0	8052.0	9583.0	16303.0	7661.0	21068.0	3187.0	7227.0	13674.0	912.0	6405.0	6882.0	8821.0	12626.0	12437.0	3134.0	17259.0	6671.0	11631.0	9785.0	12388.0	9524.0	4650.0	4826.0	8482.0	1640.0	7164.0	385.0	6992.0	26389.0	17437.0
BRCA2_E10_STA100537	13423.0	5234.0	8221.0	11583.0	5575.0	15632.0	2515.0	5287.0	10515.0	1023.0	4603.0	5727.0	7075.0	9597.0	9235.0	2266.0	12146.0	4799.0	8542.0	7210.0	10307.0	8101.0	3008.0	3251.0	6699.0	1061.0	4581.0	104.0	5410.0	25364.0	12483.0
BRCA2_E10_STA100538	8843.0	4526.0	5409.0	9895.0	4516.0	12363.0	2012.0	4675.0	8186.0	626.0	3848.0	5091.0	5822.0	8585.0	7961.0	2027.0	9616.0	3414.0	6837.0	6736.0	8576.0	5882.0	2234.0	3086.0	4571.0	862.0	3970.0	294.0	3689.0	16253.0	11362.0
BRCA2_E10_STA100539	8972.0	3458.0	4653.0	6114.0	4691.0	11287.0	2049.0	4000.0	7461.0	1213.0	2794.0	3841.0	4520.0	6526.0	7111.0	1934.0	8555.0	3637.0	5964.0	5059.0	7162.0	4898.0	1740.0	2212.0	3898.0	1083.0	3192.0	166.0	3673.0	19368.0	7447.0
BRCA2_E10_STA100540	19757.0	7734.0	10559.0	15601.0	10196.0	26477.0	4663.0	8023.0	17685.0	2056.0	7271.0	8550.0	11648.0	17209.0	16019.0	4507.0	20891.0	8842.0	13194.0	12478.0	17223.0	12386.0	4957.0	4920.0	9095.0	2750.0	7666.0	388.0	8810.0	41202.0	17657.0
BRCA2_E10_STA100541	31547.0	13376.0	17232.0	28225.0	14908.0	33661.0	7912.0	14386.0	23968.0	3898.0	11258.0	12326.0	16041.0	22918.0	21585.0	5356.0	28114.0	11375.0	20144.0	16641.0	27357.0	17492.0	6575.0	7617.0	15669.0	3130.0	10566.0	504.0	12964.0	70995.0	30380.0
BRCA2_E10_STA100542	12717.0	3266.0	8113.0	12240.0	5642.0	15857.0	3162.0	5944.0	9570.0	1436.0	5470.0	5236.0	7093.0	9542.0	9235.0	2388.0	12501.0	5984.0	8005.0	6890.0	11503.0	7918.0	2892.0	3297.0	6665.0	1560.0	4385.0	240.0	5331.0	26864.0	13075.0
BRCA2_E10_STA100543	6162.0	2763.0	3850.0	6348.0	2932.0	8205.0	1794.0	2666.0	4777.0	782.0	2625.0	2844.0	3368.0	4524.0	4871.0	1151.0	6162.0	3310.0	3901.0	3525.0	6098.0	4003.0	1483.0	1643.0	3001.0	814.0	2571.0	101.0	2520.0	13120.0	6716.0
BRCA2_E11_STA100544	13208.0	4497.0	6576.0	9777.0	4543.0	13500.0	1913.0	4423.0	8910.0	650.0	3838.0	5352.0	5596.0	8953.0	8412.0	2150.0	11183.0	4517.0	5682.0	6859.0	11209.0	6265.0	2828.0	2185.0	7398.0	1088.0	3633.0	144.0	5034.0	26727.0	10564.0
BRCA2_E11_STA100545	12225.0	4279.0	6232.0	9716.0	4468.0	13362.0	1982.0	4753.0	8665.0	852.0	3673.0	4641.0	5738.0	9661.0	8227.0	2067.0	10881.0	4418.0	6027.0	6936.0	10611.0	6558.0	2725.0	2392.0	5826.0	1041.0	4071.0	170.0	4880.0	24950.0	10354.0
BRCA2_E11_STA100546	14770.0	5976.0	6851.0	14173.0	8464.0	22381.0	4094.0	5995.0	14191.0	1125.0	5734.0	6769.0	9579.0	14191.0	13644.0	3807.0	15702.0	5435.0	10917.0	9660.0	12739.0	8781.0	4445.0	3720.0	6851.0	1605.0	6130.0	448.0	8473.0	33428.0	15264.0
BRCA2_E11_STA100547	15445.0	6967.0	9092.0	15374.0	7445.0	18404.0	3079.0	7336.0	12981.0	984.0	6427.0	6980.0	8733.0	12061.0	11847.0	3392.0	12883.0	5181.0	10666.0	9455.0	12916.0	8914.0	3811.0	3941.0	8852.0	1510.0	5993.0	273.0	6243.0	26954.0	15645.0
BRCA2_E11_STA100548	15524.0	6799.0	8341.0	13623.0	6918.0	17401.0	3279.0	6828.0	12329.0	1211.0	5645.0	6233.0	7682.0	10777.0	10238.0	2448.0	14781.0	5542.0	9505.0	9142.0	10988.0	8099.0	3324.0	4395.0	8881.0	1894.0	5256.0	242.0	6071.0	31849.0	14323.0
BRCA2_E11_STA100549	9002.0	4053.0	5625.0	8323.0	4321.0	9934.0	1765.0	3690.0	7629.0	752.0	3445.0	3353.0	4225.0	6220.0	5921.0	1489.0	7731.0	3535.0	5675.0	5134.0	7075.0	5177.0	2019.0	2219.0	4714.0	806.0	3215.0	118.0	3771.0	16643.0	8075.0
BRCA2_E11_STA100550	16856.0	7651.0	9316.0	14835.0	9943.0	21697.0	3989.0	7053.0	15868.0	1756.0	6574.0	7508.0	10117.0	14272.0	14657.0	3927.0	17300.0	6882.0	12228.0	10999.0	16108.0	10436.0	3410.0	4420.0	9162.0	2387.0	6546.0	448.0	7898.0	42918.0	15851.0
BRCA2_E11_STA100551	18884.0	8582.0	11874.0	19955.0	9399.0	24344.0	4750.0	9528.0	17738.0	1526.0	8242.0	7942.0	11283.0	15182.0	16625.0	3794.0	19948.0	7245.0	13752.0	11686.0	14870.0	11836.0	4541.0	5432.0	10147.0	2285.0	7979.0	609.0	8914.0	42165.0	21837.0
BRCA2_E11_STA100552	10093.0	4899.0	6413.0	9808.0	4578.0	13142.0	2187.0	4857.0	9476.0	796.0	3445.0	4029.0	5405.0	7470.0	7107.0	1670.0	9576.0	3689.0	6658.0	6014.0	9249.0	5618.0	2220.0	2972.0	6204.0	1170.0	3987.0	156.0	3993.0	20213.0	9861.0
BRCA2_E11_STA100553	26100.0	12690.0	15417.0	22001.0	11245.0	29929.0	6102.0	10948.0	21198.0	1883.0	8661.0	9422.0	13222.0	17762.0	17712.0	4592.0	23715.0	7624.0	17299.0	12841.0	19345.0	13534.0	5513.0	8712.0	15049.0	2375.0	9541.0	452.0	11123.0	59055.0	24510.0
BRCA2_E11_STA100554	13467.0	5577.0	7671.0	11811.0	7394.0	16006.0	3416.0	5925.0	11424.0	1191.0	4633.0	4770.0	8091.0	10848.0	9440.0	2391.0	14529.0	4829.0	9395.0	7782.0	11572.0	8449.0	3155.0	4162.0	7009.0	1561.0	5844.0	165.0	6313.0	28597.0	14967.0
BRCA2_E11_STA100555	15655.0	6960.0	8425.0	13890.0	6695.0	17065.0	3839.0	6222.0	12846.0	1115.0	5748.0	5947.0	7887.0	10844.0	10343.0	2507.0	14035.0	5271.0	10283.0	7764.0	11638.0	8629.0	2831.0	4859.0	7151.0	1420.0	5342.0	232.0	6542.0	28660.0	13742.0
BRCA2_E11_STA100556	4431.0	2244.0	2663.0	4758.0	2840.0	6962.0	1145.0	2502.0	4703.0	498.0	2182.0	2053.0	2721.0	4483.0	3816.0	1019.0	6128.0	1891.0	3905.0	3114.0	4843.0	3212.0	1175.0	1520.0	2684.0	610.0	1959.0	162.0	2413.0	9448.0	5570.0
BRCA2_E11_STA100557	6662.0	2776.0	3533.0	5746.0	3792.0	8931.0	1888.0	3427.0	6818.0	937.0	2927.0	3010.0	4081.0	6012.0	5449.0	1551.0	7672.0	2879.0	4914.0	4128.0	5621.0	3760.0	1780.0	1658.0	3041.0	1004.0	2781.0	206.0	3056.0	15949.0	6298.0
BRCA2_E11_STA100558	12575.0	5590.0	6824.0	12817.0	5766.0	15881.0	3103.0	6398.0	11323.0	1131.0	4234.0	5067.0	6036.0	9060.0	9550.0	2488.0	11381.0	4071.0	8823.0	6824.0	10173.0	7337.0	2794.0	4415.0	6857.0	1651.0	5184.0	265.0	4924.0	24130.0	12739.0
BRCA2_E11_STA100559	7822.0	4472.0	5428.0	9714.0	4157.0	11035.0	2096.0	4298.0	7696.0	557.0	3019.0	3628.0	4438.0	7159.0	6751.0	1388.0	9271.0	3714.0	6671.0	4553.0	6990.0	5212.0	2524.0	2477.0	3980.0	1032.0	3941.0	365.0	3866.0	13383.0	9423.0
BRCA2_E11_STA100560	17134.0	8615.0	10196.0	17814.0	8314.0	20235.0	4292.0	7605.0	15958.0	1315.0	5768.0	6747.0	10010.0	12468.0	13456.0	2624.0	16688.0	6171.0	13551.0	8090.0	14289.0	9055.0	3845.0	4938.0	9725.0	1304.0	5678.0	350.0	6538.0	31654.0	17208.0
BRCA2_E11_STA100561	8827.0	3919.0	4872.0	14040.0	9614.0	12872.0	2283.0	621.0	1845.0	1256.0	3287.0	7327.0	6962.0	1584.0	8943.0	4032.0	10953.0	7121.0	13518.0	11721.0	12777.0	6762.0	2841.0	2374.0	1258.0	1375.0	3739.0	478.0	4905.0	32957.0	1974.0
BRCA2_E11_STA100562	39153.0	19430.0	23880.0	39970.0	21387.0	46600.0	10405.0	20732.0	36443.0	2278.0	14777.0	18169.0	24210.0	31596.0	30987.0	8123.0	41588.0	14086.0	31770.0	22216.0	27312.0	24447.0	9545.0	13159.0	17860.0	4640.0	17088.0	1034.0	16856.0	71102.0	44482.0
BRCA2_E11_STA100563	18637.0	7805.0	10744.0	16113.0	7708.0	22483.0	4159.0	8253.0	16268.0	1296.0	6375.0	7775.0	7736.0	13346.0	13393.0	1818.0	18819.0	7641.0	12914.0	5848.0	14658.0	11049.0	4366.0	4566.0	9000.0	2388.0	7451.0	247.0	8135.0	39347.0	18084.0
BRCA2_E11_STA100564	19014.0	7308.0	9582.0	14872.0	5843.0	23088.0	4647.0	8199.0	17181.0	1325.0	6423.0	7455.0	5501.0	13353.0	14634.0	196.0	17979.0	7153.0	13323.0	461.0	14090.0	10572.0	4422.0	2937.0	7960.0	2639.0	7969.0	154.0	8701.0	48263.0	18089.0
BRCA2_E11_STA100565	11929.0	5821.0	7060.0	12998.0	6398.0	15900.0	2647.0	5588.0	10146.0	999.0	4933.0	4699.0	6263.0	9151.0	8990.0	2490.0	13906.0	4474.0	8627.0	7618.0	11365.0	7456.0	2955.0	4245.0	6673.0	1337.0	5300.0	214.0	4779.0	22878.0	12694.0
BRCA2_E11_STA100566	9857.0	4332.0	6160.0	10523.0	5946.0	15567.0	2936.0	5252.0	10825.0	1363.0	4286.0	4353.0	6591.0	8818.0	8600.0	2279.0	12205.0	4012.0	7480.0	6088.0	9251.0	6688.0	2852.0	3103.0	4022.0	1587.0	3819.0	258.0	4513.0	24332.0	10530.0
BRCA2_E11_STA100567	16462.0	7718.0	9845.0	17675.0	8420.0	22316.0	4222.0	8603.0	14364.0	1770.0	7426.0	6734.0	9002.0	12224.0	13109.0	2824.0	18740.0	6619.0	12216.0	8990.0	14361.0	11195.0	4822.0	5395.0	6925.0	1967.0	7373.0	438.0	6953.0	29613.0	18335.0
BRCA2_E11_STA100568	12936.0	6301.0	8688.0	14517.0	6289.0	16967.0	3266.0	6720.0	11147.0	1320.0	5981.0	5323.0	6839.0	9531.0	10207.0	2150.0	14207.0	5216.0	9572.0	7030.0	11055.0	8767.0	3699.0	4384.0	5576.0	1673.0	5756.0	348.0	5368.0	22816.0	14599.0
BRCA2_E11_STA100569	30973.0	13895.0	17455.0	29687.0	13830.0	32447.0	7930.0	12803.0	24829.0	1928.0	10499.0	11314.0	16121.0	19768.0	20690.0	5322.0	29164.0	11247.0	21188.0	14860.0	25838.0	18257.0	6296.0	8479.0	13637.0	3524.0	11865.0	778.0	12776.0	54899.0	32755.0
BRCA2_E11_STA100570	25908.0	11884.0	16825.0	25945.0	11403.0	32647.0	6646.0	11482.0	22698.0	2342.0	8289.0	10379.0	12929.0	17933.0	18956.0	4998.0	24803.0	9278.0	18238.0	14734.0	21506.0	15237.0	5811.0	8050.0	13277.0	3114.0	9833.0	569.0	11157.0	45689.0	24825.0
BRCA2_E11_STA100571	34730.0	17094.0	21276.0	42624.0	19584.0	48876.0	10952.0	16297.0	35807.0	2856.0	15349.0	16016.0	25049.0	32495.0	30229.0	8081.0	41030.0	13930.0	30705.0	21802.0	30551.0	25953.0	11321.0	15446.0	16615.0	4255.0	17915.0	1087.0	16385.0	72748.0	48337.0
BRCA2_E11_STA100572	12302.0	4823.0	7380.0	10644.0	5197.0	13013.0	2353.0	5237.0	9192.0	1686.0	4105.0	4593.0	6205.0	7420.0	7180.0	1856.0	10806.0	4846.0	7398.0	6654.0	9638.0	6458.0	2084.0	3364.0	6050.0	1240.0	4044.0	174.0	4442.0	25169.0	10316.0
BRCA2_E11_STA100573	16135.0	7178.0	9943.0	15898.0	10062.0	24293.0	4148.0	8052.0	16426.0	1316.0	6319.0	7746.0	10478.0	13697.0	13846.0	3376.0	20276.0	7059.0	12759.0	11104.0	12688.0	11687.0	4290.0	5190.0	7526.0	1864.0	7440.0	346.0	8028.0	31685.0	19015.0
BRCA2_E11_STA100574	23357.0	10284.0	14339.0	22301.0	14746.0	34605.0	5922.0	11550.0	24090.0	1960.0	8958.0	11107.0	15249.0	19803.0	21853.0	4985.0	29049.0	10360.0	18221.0	16271.0	18683.0	16833.0	6322.0	7270.0	10994.0	2963.0	10783.0	501.0	11833.0	48737.0	26800.0
BRCA2_E11_STA100575	24465.0	11259.0	13992.0	24635.0	14227.0	31775.0	6675.0	10544.0	26895.0	1561.0	9264.0	11095.0	17437.0	24390.0	22582.0	6463.0	27854.0	10623.0	19467.0	17646.0	21248.0	17027.0	6468.0	7614.0	10281.0	3091.0	11253.0	466.0	13726.0	48818.0	26872.0
BRCA2_E11_STA100576	28799.0	13501.0	17035.0	27563.0	13968.0	35750.0	6787.0	12471.0	26500.0	1728.0	10939.0	12500.0	15702.0	21181.0	20810.0	5810.0	29887.0	12497.0	21342.0	18123.0	22702.0	18094.0	6902.0	8558.0	14517.0	3517.0	11634.0	391.0	13032.0	47941.0	30088.0
BRCA2_E11_STA100577	7264.0	3467.0	4564.0	7320.0	3984.0	8820.0	1496.0	3853.0	6910.0	677.0	2943.0	2936.0	3982.0	5684.0	5376.0	1391.0	8207.0	3316.0	5635.0	4575.0	7354.0	4961.0	1963.0	2321.0	4314.0	973.0	3271.0	183.0	2851.0	15191.0	7231.0
BRCA2_E11_STA100578	4668.0	2188.0	2944.0	5151.0	3055.0	6836.0	1084.0	2298.0	4436.0	542.0	2230.0	2139.0	2942.0	3980.0	3930.0	1127.0	5549.0	2136.0	3570.0	3166.0	4358.0	3395.0	1402.0	1559.0	2846.0	627.0	2197.0	142.0	1923.0	9694.0	5067.0
BRCA2_E11_STA100579	11629.0	5095.0	7474.0	11046.0	5745.0	14842.0	2387.0	5944.0	10772.0	1041.0	3728.0	4726.0	5858.0	8980.0	8516.0	2012.0	12041.0	5017.0	7799.0	6417.0	9549.0	6755.0	2497.0	3946.0	6697.0	1419.0	5033.0	215.0	4605.0	24298.0	11422.0
BRCA2_E11_STA101754	4537.0	1770.0	2727.0	4172.0	2711.0	6683.0	1026.0	2063.0	4063.0	555.0	1753.0	1657.0	2585.0	3735.0	3743.0	1018.0	5619.0	2052.0	3448.0	2271.0	4296.0	2438.0	1342.0	1437.0	2548.0	462.0	1800.0	87.0	1980.0	10237.0	4016.0
BRCA2_E11_STA100581	5078.0	1988.0	3069.0	4898.0	3147.0	8036.0	1372.0	2390.0	5119.0	632.0	2320.0	1997.0	3287.0	4504.0	4668.0	1275.0	7104.0	2490.0	4174.0	2882.0	4935.0	2911.0	1769.0	1545.0	2491.0	607.0	2194.0	153.0	2450.0	11634.0	5099.0
BRCA2_E11_STA100582	17506.0	8245.0	10323.0	17605.0	10620.0	26275.0	5225.0	7991.0	19311.0	1616.0	7315.0	6849.0	11839.0	18230.0	14977.0	3942.0	23749.0	7318.0	13327.0	12019.0	16518.0	11003.0	5416.0	5515.0	7853.0	2478.0	8155.0	472.0	8712.0	40694.0	20059.0
BRCA2_E11_STA100583	19340.0	9368.0	11676.0	19056.0	11066.0	26760.0	5320.0	8497.0	20185.0	1711.0	7686.0	7516.0	11843.0	19186.0	15378.0	4063.0	24041.0	7913.0	13982.0	12608.0	17570.0	12183.0	5416.0	5916.0	9301.0	2519.0	8720.0	426.0	8925.0	42832.0	21378.0
BRCA2_E11_STA100584	22402.0	12528.0	14426.0	25595.0	14526.0	33085.0	6608.0	11359.0	20607.0	1780.0	10132.0	10349.0	15290.0	19373.0	19260.0	4496.0	26422.0	8611.0	19841.0	15160.0	19759.0	15923.0	6212.0	8247.0	10416.0	2904.0	11272.0	542.0	11095.0	44883.0	30534.0
BRCA2_E11_STA100585	11291.0	6206.0	6715.0	13657.0	7308.0	18263.0	3211.0	6155.0	12219.0	1121.0	5406.0	5675.0	8083.0	11473.0	11065.0	2859.0	13987.0	5214.0	10026.0	7766.0	9958.0	8877.0	4142.0	4013.0	5427.0	1721.0	5771.0	374.0	5475.0	20055.0	16227.0
BRCA2_E11_STA100586	8005.0	3458.0	5139.0	8705.0	4294.0	9135.0	2119.0	3966.0	7300.0	630.0	2743.0	3233.0	4673.0	5736.0	5593.0	1548.0	7981.0	3720.0	6004.0	4332.0	6678.0	5233.0	1791.0	2464.0	3717.0	867.0	3722.0	254.0	3495.0	13885.0	8265.0
BRCA2_E11_STA100587	13983.0	6206.0	9005.0	14359.0	7075.0	18427.0	3607.0	7352.0	12406.0	1340.0	5606.0	5545.0	8037.0	10219.0	9613.0	2571.0	14670.0	7030.0	10405.0	8385.0	12026.0	8658.0	3393.0	4268.0	7051.0	1344.0	5977.0	296.0	5625.0	27095.0	13902.0
BRCA2_E11_STA100588	21074.0	9481.0	11768.0	18750.0	11123.0	26125.0	5266.0	8909.0	20682.0	1722.0	7139.0	7992.0	12860.0	17560.0	14972.0	4039.0	23048.0	9032.0	15506.0	12758.0	18257.0	12498.0	4626.0	5589.0	10139.0	2514.0	8524.0	345.0	9273.0	47096.0	20459.0
BRCA2_E11_STA100589	35318.0	14332.0	16635.0	30209.0	14061.0	33175.0	7625.0	12499.0	29235.0	2627.0	10339.0	12595.0	17311.0	23182.0	22547.0	5787.0	29343.0	11420.0	24049.0	16788.0	25229.0	20820.0	7816.0	9565.0	15206.0	2945.0	11324.0	657.0	14736.0	72522.0	31954.0
BRCA2_E11_STA100590	11196.0	5048.0	6270.0	9846.0	6591.0	16973.0	2789.0	5448.0	11360.0	1102.0	4242.0	4873.0	7728.0	9358.0	11202.0	2752.0	14810.0	5004.0	8940.0	7086.0	9947.0	7446.0	3398.0	3004.0	5609.0	1397.0	4663.0	230.0	5668.0	25265.0	11831.0
BRCA2_E11_STA100591	17382.0	9098.0	12077.0	17192.0	9525.0	21527.0	4047.0	8562.0	15770.0	1134.0	7186.0	7363.0	9394.0	12788.0	13634.0	3313.0	18071.0	7480.0	14512.0	9738.0	14744.0	10328.0	4648.0	6145.0	9151.0	1906.0	6882.0	474.0	7861.0	31882.0	20095.0
BRCA2_E11_STA100592	14761.0	6526.0	8575.0	15391.0	7909.0	21104.0	3660.0	7245.0	14352.0	1403.0	6541.0	5839.0	9129.0	12523.0	12412.0	2738.0	17246.0	5695.0	12219.0	8486.0	12791.0	10104.0	4027.0	4846.0	8141.0	2474.0	7042.0	384.0	6349.0	27912.0	18485.0
BRCA2_E11_STA100593	23249.0	11598.0	14621.0	23405.0	10919.0	28840.0	5926.0	10973.0	20938.0	1715.0	8368.0	10034.0	13900.0	18966.0	17129.0	3950.0	24490.0	9064.0	17826.0	13049.0	9131.0	14120.0	5994.0	7070.0	12094.0	2642.0	9135.0	522.0	10586.0	47293.0	23684.0
BRCA2_E11_STA100594	4389.0	2072.0	2906.0	4636.0	2305.0	5802.0	1186.0	2561.0	4362.0	476.0	2153.0	2241.0	2581.0	3863.0	3692.0	814.0	5375.0	1980.0	3609.0	3216.0	4186.0	2671.0	1089.0	1665.0	2383.0	540.0	1486.0	88.0	2038.0	10480.0	4829.0
BRCA2_E11_STA100595	9672.0	5283.0	6778.0	11641.0	4988.0	14702.0	2622.0	5022.0	9482.0	871.0	4235.0	4399.0	5607.0	7779.0	7690.0	2059.0	10292.0	4750.0	6939.0	5826.0	8672.0	7127.0	2980.0	3751.0	5344.0	1091.0	4792.0	246.0	4287.0	19499.0	11645.0
BRCA2_E11_STA100596	17430.0	6702.0	11061.0	15933.0	7115.0	19315.0	3739.0	7006.0	14025.0	1302.0	6005.0	6477.0	8311.0	11533.0	11080.0	2919.0	15481.0	6726.0	11348.0	9148.0	13783.0	10014.0	3281.0	4953.0	8538.0	1543.0	5755.0	188.0	6401.0	32513.0	14930.0
BRCA2_E11_STA100597	9666.0	3920.0	5396.0	8468.0	4191.0	10649.0	2161.0	4560.0	7365.0	1211.0	3215.0	3278.0	3813.0	5932.0	6042.0	1475.0	8470.0	3312.0	5782.0	4798.0	7335.0	5160.0	1683.0	2564.0	5651.0	886.0	3419.0	119.0	3276.0	19185.0	7677.0
