	D20D02433	D20D02436T	D20D02444	D20D02445T	G20D02417	G20D02460	K20D02437	M20D02448	M20D02474	N20D02449	N20D02451	N20D02452	P20D02439	P20D02450	P20D02453	P20D02454	P20D02455	P20D02456	P20D02459	P20D02464	P20D02465	P20D02469	P20D02471	S20D02363	S20D02435	S20D02473	T20D02402	U20D02442	U20D02443	X20D02423	X20D02457
KIT_E11_STA100223	11501.0	6169.0	7981.0	8520.0	6994.0	19275.0	2068.0	4749.0	13311.0	520.0	4953.0	14351.0	13016.0	10567.0	13555.0	2749.0	13971.0	6605.0	9897.0	8767.0	14392.0	11147.0	5669.0	3762.0	7564.0	1389.0	4925.0	218.0	5420.0	26981.0	15299.0
KIT_E11_STA100224	11093.0	6276.0	7155.0	9048.0	7706.0	18643.0	2212.0	5600.0	13456.0	747.0	5556.0	15286.0	13979.0	11572.0	15659.0	3180.0	15235.0	7626.0	10488.0	9603.0	13265.0	11892.0	5638.0	3607.0	6680.0	1599.0	5614.0	300.0	5642.0	24710.0	16264.0
KIT_E12_STA101447	9688.0	5270.0	6415.0	6607.0	7611.0	18518.0	1875.0	4133.0	13271.0	371.0	4842.0	13684.0	14528.0	11510.0	14347.0	3416.0	14982.0	6768.0	10344.0	10538.0	10025.0	10516.0	6372.0	2853.0	5613.0	1803.0	5461.0	313.0	5442.0	28149.0	13120.0
KIT_E13_STA100225	24883.0	14601.0	17311.0	18195.0	17220.0	37618.0	4361.0	11146.0	28031.0	788.0	10681.0	31306.0	29974.0	22646.0	30302.0	6231.0	28633.0	13890.0	23102.0	19945.0	24707.0	24407.0	11705.0	8038.0	17332.0	2366.0	12320.0	667.0	12493.0	65574.0	32107.0
KIT_E13_STA101622	7138.0	4101.0	4463.0	4577.0	5220.0	10538.0	1305.0	3157.0	8125.0	241.0	3917.0	8750.0	9030.0	7306.0	8686.0	1898.0	9419.0	5093.0	6440.0	6077.0	8846.0	7157.0	3396.0	2352.0	4611.0	669.0	3714.0	214.0	3531.0	17367.0	9227.0
KIT_E14_STA100227	3265.0	2283.0	2454.0	2848.0	2609.0	5604.0	688.0	1877.0	3581.0	230.0	2182.0	5134.0	4556.0	3843.0	4544.0	850.0	5188.0	2049.0	3889.0	3274.0	4398.0	3958.0	2314.0	1248.0	2238.0	554.0	1980.0	137.0	1902.0	7841.0	5043.0
KIT_E14_STA100228	21966.0	12436.0	13308.0	13104.0	13015.0	27202.0	3111.0	9661.0	19798.0	1716.0	7987.0	21279.0	21617.0	15850.0	19978.0	4453.0	22403.0	10318.0	18141.0	14282.0	22473.0	18348.0	8016.0	5960.0	11355.0	2461.0	8539.0	273.0	9570.0	58054.0	21421.0
KIT_E14_STA100229	16363.0	8745.0	10578.0	11553.0	10589.0	24066.0	3054.0	7070.0	16014.0	941.0	7155.0	17669.0	17592.0	14076.0	17149.0	3611.0	17959.0	7941.0	13334.0	11104.0	17599.0	15141.0	6743.0	5224.0	9719.0	1564.0	6889.0	396.0	7520.0	37243.0	18685.0
KIT_E15_STA101448	10512.0	5417.0	6019.0	6481.0	7382.0	18032.0	2172.0	4328.0	12669.0	623.0	4056.0	13644.0	14598.0	9871.0	14837.0	3193.0	13027.0	6219.0	11376.0	8995.0	12127.0	10509.0	4754.0	3329.0	6285.0	1309.0	4532.0	254.0	5633.0	28549.0	13062.0
KIT_E16_STA101449	13376.0	8052.0	8609.0	10824.0	8865.0	24382.0	3479.0	6189.0	17962.0	684.0	7679.0	22234.0	19571.0	16263.0	21122.0	4367.0	21171.0	8425.0	14026.0	12461.0	14368.0	15325.0	9389.0	4701.0	8996.0	1982.0	8148.0	302.0	8373.0	28887.0	22448.0
KIT_E17_STA100230	5385.0	3109.0	4190.0	4865.0	4160.0	9619.0	898.0	3272.0	5849.0	378.0	2958.0	6292.0	5516.0	5266.0	6452.0	984.0	7457.0	3518.0	4777.0	4146.0	7165.0	4922.0	2552.0	2224.0	3308.0	734.0	2366.0	72.0	2573.0	12267.0	6941.0
KIT_E17_STA100231	11297.0	7533.0	8902.0	11300.0	9300.0	20897.0	2356.0	6689.0	13463.0	750.0	6795.0	15103.0	14406.0	12377.0	14898.0	2707.0	17253.0	7473.0	11800.0	9522.0	14558.0	12133.0	6878.0	4998.0	6763.0	1877.0	6046.0	264.0	6207.0	24983.0	17875.0
KIT_E17_STA100232	14555.0	4484.0	9028.0	10198.0	4708.0	17685.0	2473.0	6873.0	12347.0	1132.0	5450.0	15689.0	13801.0	6246.0	14631.0	2438.0	14174.0	6659.0	12722.0	9137.0	14704.0	12572.0	5867.0	3924.0	7446.0	1252.0	3187.0	256.0	6450.0	36452.0	14926.0
KIT_E18_STA100233	4500.0	2678.0	3715.0	3788.0	3706.0	8038.0	904.0	2485.0	5357.0	292.0	2121.0	6855.0	6193.0	5364.0	5970.0	1549.0	6732.0	3206.0	4718.0	4471.0	5635.0	5388.0	2835.0	1511.0	2865.0	540.0	2629.0	193.0	2524.0	10228.0	6367.0
KIT_E18_STA100234	7392.0	4033.0	4713.0	4213.0	6043.0	13313.0	1053.0	3389.0	9120.0	444.0	3713.0	9465.0	9875.0	7340.0	10180.0	2680.0	10718.0	3915.0	6622.0	6059.0	8417.0	7158.0	3741.0	2006.0	4132.0	1119.0	3574.0	122.0	3856.0	18699.0	9285.0
KIT_E19_STA101450	10268.0	6281.0	7254.0	8205.0	7417.0	18633.0	2121.0	4627.0	13137.0	485.0	6320.0	14857.0	13908.0	11180.0	14132.0	3025.0	14490.0	7412.0	10402.0	9449.0	12402.0	11157.0	6616.0	4048.0	6368.0	1213.0	5598.0	149.0	5709.0	21833.0	16819.0
KIT_E20_STA101451	12354.0	7545.0	8470.0	10356.0	7390.0	23781.0	2004.0	4254.0	15013.0	485.0	7048.0	18202.0	17650.0	13722.0	18188.0	3665.0	16287.0	7960.0	11276.0	11170.0	14678.0	14186.0	8380.0	3441.0	7932.0	1676.0	6400.0	164.0	6305.0	24486.0	16646.0
KIT_E21_STA101452	25297.0	14098.0	17169.0	15949.0	11878.0	31432.0	3068.0	10973.0	22792.0	1319.0	9766.0	30500.0	27545.0	22079.0	28094.0	5800.0	26224.0	11237.0	18115.0	17625.0	24724.0	22810.0	9837.0	4729.0	15990.0	2009.0	7474.0	496.0	11865.0	94354.0	30349.0
TERT_E16_STA101810	868.0	422.0	717.0	632.0	251.0	1982.0	39.0	334.0	373.0	166.0	673.0	873.0	677.0	1039.0	642.0	242.0	729.0	400.0	287.0	1487.0	1597.0	617.0	545.0	52.0	517.0	34.0	224.0	16.0	533.0	4177.0	571.0
TERT_E16_STA101158	637.0	348.0	592.0	680.0	230.0	2530.0	28.0	233.0	615.0	107.0	610.0	1008.0	1104.0	1844.0	1137.0	335.0	872.0	551.0	157.0	2175.0	1657.0	662.0	602.0	60.0	747.0	70.0	236.0	36.0	592.0	4825.0	731.0
TERT_E15_STA102081	1471.0	702.0	1339.0	1285.0	228.0	2898.0	46.0	562.0	1016.0	115.0	1000.0	1459.0	1749.0	2525.0	1798.0	366.0	1184.0	1007.0	246.0	2299.0	2871.0	1188.0	1000.0	95.0	1716.0	19.0	364.0	71.0	714.0	8681.0	1354.0
TERT_E15_STA101160	4398.0	2240.0	3438.0	4849.0	1156.0	11063.0	228.0	1414.0	3542.0	427.0	3325.0	5445.0	6485.0	9969.0	5807.0	1805.0	4142.0	2671.0	936.0	9509.0	9581.0	4325.0	3288.0	399.0	3300.0	300.0	780.0	173.0	2782.0	24833.0	4687.0
TERT_E15_STA101161	982.0	467.0	707.0	1060.0	223.0	2958.0	94.0	337.0	918.0	55.0	817.0	1286.0	1723.0	2514.0	2089.0	557.0	1128.0	567.0	232.0	2474.0	2346.0	1118.0	904.0	51.0	764.0	48.0	191.0	46.0	663.0	4798.0	1028.0
TERT_E14_STA101162	2170.0	1429.0	1822.0	2790.0	797.0	5009.0	152.0	1152.0	1545.0	359.0	1705.0	3405.0	2743.0	4526.0	3355.0	827.0	1979.0	1375.0	684.0	5156.0	5466.0	2225.0	1395.0	254.0	1711.0	283.0	536.0	84.0	1381.0	12838.0	2511.0
TERT_E14_STA101163	4332.0	2968.0	4057.0	4808.0	1438.0	8556.0	251.0	2272.0	2621.0	475.0	3099.0	4708.0	4367.0	7746.0	5573.0	1313.0	2888.0	2369.0	1021.0	8082.0	9411.0	4085.0	2216.0	350.0	4075.0	419.0	827.0	76.0	2350.0	24713.0	4148.0
TERT_E13_STA101164	4832.0	2207.0	2867.0	3624.0	1179.0	10374.0	282.0	1824.0	2542.0	587.0	2879.0	4855.0	5751.0	8583.0	6804.0	1341.0	3980.0	2035.0	1225.0	8201.0	8516.0	3440.0	2739.0	259.0	4002.0	192.0	830.0	161.0	2698.0	28418.0	3250.0
TERT_E12_STA101165	1173.0	738.0	1286.0	2039.0	602.0	3648.0	106.0	615.0	1103.0	132.0	1510.0	2271.0	1615.0	3742.0	2378.0	582.0	1451.0	772.0	337.0	3556.0	3268.0	1657.0	1343.0	168.0	1043.0	116.0	524.0	118.0	1105.0	5726.0	2513.0
TERT_E12_STA101166	8374.0	4360.0	5703.0	7437.0	2555.0	14452.0	350.0	3526.0	4570.0	879.0	3576.0	7495.0	7019.0	11606.0	9174.0	2401.0	5487.0	3740.0	1698.0	13442.0	12976.0	6298.0	3572.0	588.0	7511.0	320.0	1359.0	288.0	4512.0	38718.0	7464.0
TERT_E11_STA101167	3547.0	2013.0	2740.0	3515.0	984.0	8034.0	157.0	1275.0	2141.0	582.0	2027.0	4032.0	3436.0	5262.0	4752.0	1046.0	3316.0	1694.0	803.0	6490.0	6733.0	2916.0	2257.0	388.0	3428.0	168.0	660.0	75.0	2016.0	16596.0	3143.0
TERT_E11_STA101168	4488.0	2644.0	3384.0	4989.0	1576.0	12690.0	257.0	1729.0	3217.0	561.0	3135.0	5605.0	5594.0	8524.0	7601.0	2041.0	5079.0	2780.0	1377.0	10304.0	10063.0	4541.0	3633.0	392.0	3367.0	266.0	1162.0	168.0	3070.0	24383.0	5048.0
TERT_E11_STA101169	5491.0	3635.0	4416.0	7515.0	1972.0	15338.0	379.0	2125.0	5595.0	486.0	5367.0	7507.0	9208.0	15648.0	12533.0	3027.0	6939.0	3870.0	1577.0	14272.0	13141.0	7534.0	5980.0	521.0	4541.0	529.0	1740.0	273.0	4717.0	31229.0	7938.0
TERT_E11_STA101170	943.0	763.0	978.0	1801.0	417.0	3213.0	98.0	508.0	961.0	97.0	1555.0	1534.0	1502.0	2712.0	2291.0	482.0	1414.0	756.0	323.0	2598.0	2438.0	1415.0	1118.0	90.0	927.0	86.0	371.0	36.0	731.0	3729.0	2203.0
TERT_E10_STA101171	984.0	595.0	821.0	1574.0	425.0	2928.0	36.0	392.0	836.0	97.0	925.0	1464.0	1356.0	2524.0	1739.0	325.0	1165.0	535.0	356.0	2465.0	2044.0	1185.0	862.0	184.0	861.0	79.0	329.0	37.0	599.0	4414.0	1472.0
TERT_E10_STA101172	6322.0	3513.0	4581.0	6251.0	2138.0	12011.0	260.0	2741.0	4280.0	576.0	3256.0	5938.0	7101.0	9656.0	7559.0	1898.0	5308.0	2914.0	1743.0	10586.0	9934.0	5046.0	4637.0	617.0	5659.0	360.0	1011.0	216.0	3093.0	25301.0	5971.0
TERT_E9_STA101173	1714.0	1024.0	1122.0	1913.0	704.0	3690.0	110.0	646.0	1325.0	144.0	1047.0	2109.0	2035.0	3206.0	2442.0	521.0	1821.0	959.0	548.0	3295.0	3014.0	1811.0	1312.0	167.0	1379.0	151.0	477.0	67.0	1041.0	8031.0	2061.0
TERT_E9_STA101174	3933.0	2362.0	2647.0	4184.0	1122.0	7699.0	221.0	1626.0	2516.0	263.0	1913.0	3727.0	4043.0	7123.0	5064.0	1184.0	3652.0	1997.0	1210.0	6961.0	5832.0	3441.0	2659.0	429.0	3147.0	198.0	944.0	103.0	2191.0	16424.0	4422.0
TERT_E8_STA101814	425.0	262.0	306.0	407.0	138.0	1009.0	60.0	206.0	214.0	61.0	362.0	453.0	395.0	724.0	455.0	128.0	474.0	232.0	111.0	807.0	1009.0	306.0	255.0	57.0	472.0	50.0	101.0	11.0	255.0	2466.0	442.0
TERT_E8_STA101176	3727.0	1736.0	2944.0	3614.0	984.0	10298.0	260.0	1237.0	3144.0	366.0	2553.0	4184.0	5870.0	8702.0	6643.0	1947.0	4205.0	2333.0	933.0	9142.0	8462.0	3442.0	2727.0	233.0	4084.0	243.0	778.0	207.0	2373.0	23972.0	3461.0
TERT_E7_STA101177	1346.0	849.0	1414.0	1347.0	361.0	2847.0	136.0	508.0	614.0	156.0	896.0	1602.0	1642.0	2313.0	1795.0	304.0	1334.0	637.0	401.0	2697.0	3007.0	1498.0	922.0	99.0	1337.0	34.0	287.0	58.0	643.0	6885.0	1076.0
TERT_E6_STA101178	7173.0	2951.0	4781.0	4850.0	2320.0	12007.0	423.0	2590.0	4423.0	1480.0	4057.0	6940.0	7105.0	11558.0	9659.0	1989.0	4915.0	3587.0	1751.0	13158.0	13521.0	5076.0	3441.0	537.0	5869.0	469.0	1741.0	222.0	4126.0	42244.0	5215.0
TERT_E6_STA101179	6326.0	2853.0	3689.0	4993.0	1701.0	13148.0	348.0	2277.0	3976.0	942.0	3227.0	7052.0	6583.0	9608.0	8791.0	2380.0	5444.0	2755.0	1350.0	11775.0	12276.0	4930.0	3377.0	465.0	5207.0	405.0	1438.0	170.0	3970.0	42633.0	5053.0
TERT_E5_STA101180	2713.0	1486.0	2242.0	2882.0	687.0	5836.0	75.0	968.0	1723.0	314.0	2191.0	3287.0	2521.0	4700.0	4022.0	806.0	2307.0	1547.0	548.0	5815.0	6065.0	2754.0	2182.0	220.0	2780.0	154.0	701.0	89.0	1803.0	12652.0	3320.0
TERT_E5_STA101181	1893.0	863.0	1488.0	1816.0	403.0	3907.0	115.0	639.0	1070.0	252.0	1469.0	1960.0	1777.0	3475.0	2355.0	455.0	1421.0	1203.0	352.0	3657.0	4421.0	1576.0	1126.0	157.0	1967.0	147.0	352.0	80.0	888.0	10212.0	1838.0
TERT_E5_STA101182	5355.0	2659.0	3667.0	5100.0	1189.0	11656.0	268.0	1861.0	3180.0	569.0	3893.0	6321.0	5520.0	10061.0	7005.0	1437.0	4299.0	2887.0	1152.0	10488.0	11951.0	4794.0	3577.0	525.0	5382.0	339.0	1128.0	180.0	2921.0	27662.0	5477.0
TERT_E4_STA101183	3237.0	1991.0	3056.0	3895.0	1001.0	8506.0	110.0	1103.0	2136.0	288.0	2922.0	4631.0	3958.0	7160.0	4662.0	1383.0	3004.0	1922.0	688.0	7120.0	6666.0	3493.0	2461.0	417.0	3009.0	183.0	883.0	176.0	2050.0	17101.0	3501.0
TERT_E4_STA101184	3335.0	2018.0	3157.0	4095.0	1120.0	10557.0	164.0	1491.0	2265.0	435.0	3171.0	4928.0	4519.0	8270.0	5157.0	1389.0	3357.0	2211.0	883.0	8222.0	7741.0	3540.0	3179.0	420.0	3209.0	242.0	1002.0	224.0	2173.0	18693.0	4084.0
TERT_E4_STA101185	7631.0	3961.0	4969.0	6273.0	2329.0	13243.0	446.0	3067.0	4281.0	1230.0	5139.0	7370.0	7296.0	12917.0	9922.0	2105.0	4961.0	3918.0	1799.0	14884.0	13841.0	6203.0	3791.0	611.0	6102.0	431.0	1405.0	282.0	4574.0	45571.0	6955.0
TERT_E3_STA101186	8955.0	4017.0	6020.0	7568.0	2542.0	15206.0	398.0	2829.0	4373.0	664.0	4658.0	7857.0	7099.0	13101.0	8931.0	1917.0	4916.0	4392.0	1645.0	11986.0	16013.0	6721.0	4086.0	547.0	8191.0	324.0	1548.0	160.0	3970.0	42994.0	6973.0
TERT_E3_STA101187	11761.0	5177.0	7904.0	10480.0	4261.0	24874.0	461.0	4694.0	7485.0	926.0	7230.0	12514.0	12781.0	21192.0	16709.0	4004.0	7927.0	5664.0	2652.0	21442.0	24043.0	10530.0	6798.0	905.0	10126.0	729.0	2625.0	379.0	6849.0	64685.0	10731.0
TERT_E3_STA101188	11199.0	4522.0	6552.0	9498.0	3490.0	20249.0	518.0	4233.0	7457.0	964.0	6590.0	11717.0	10975.0	20242.0	13198.0	3394.0	8205.0	4784.0	2758.0	18538.0	22190.0	8555.0	5482.0	1326.0	9719.0	690.0	2442.0	276.0	6304.0	59949.0	12432.0
TERT_E2_STA101189	6421.0	2508.0	3326.0	3957.0	1514.0	10323.0	391.0	2306.0	3515.0	1085.0	1590.0	6385.0	5217.0	6506.0	8174.0	1633.0	3637.0	2225.0	1371.0	7884.0	11182.0	4021.0	1590.0	433.0	6174.0	200.0	949.0	105.0	3691.0	52631.0	4523.0
TERT_E2_STA101190	1832.0	795.0	1343.0	1255.0	222.0	3725.0	71.0	591.0	909.0	187.0	1215.0	2071.0	2013.0	3319.0	2023.0	634.0	1349.0	929.0	421.0	3021.0	4292.0	1504.0	1151.0	115.0	2007.0	96.0	351.0	50.0	858.0	9407.0	1615.0
TERT_E2_STA101191	1014.0	379.0	776.0	964.0	203.0	2123.0	45.0	292.0	731.0	70.0	660.0	1131.0	1131.0	2035.0	1370.0	323.0	836.0	641.0	174.0	2294.0	1981.0	949.0	724.0	108.0	1112.0	30.0	233.0	21.0	592.0	3790.0	1056.0
TERT_E2_STA103246	6140.0	2269.0	3594.0	4506.0	950.0	10996.0	305.0	1751.0	4086.0	1012.0	3069.0	6461.0	7630.0	10920.0	8662.0	1805.0	4623.0	2840.0	1358.0	11285.0	11723.0	4212.0	3436.0	411.0	4730.0	389.0	1171.0	127.0	3821.0	33778.0	4832.0
TERT_E2_STA101193	441.0	158.0	263.0	511.0	72.0	1037.0	22.0	121.0	289.0	92.0	483.0	686.0	436.0	1072.0	606.0	228.0	379.0	300.0	67.0	997.0	1196.0	431.0	401.0	70.0	334.0	20.0	146.0	18.0	227.0	1437.0	615.0
TERT_E2_STA101812	3823.0	1329.0	2747.0	3109.0	536.0	8643.0	216.0	1163.0	2178.0	339.0	2767.0	4450.0	5156.0	8220.0	5710.0	1301.0	3804.0	2236.0	785.0	7903.0	9010.0	3254.0	2403.0	352.0	3684.0	96.0	806.0	157.0	2039.0	21646.0	3728.0
TERT_E2_STA101811	3975.0	1391.0	2542.0	3247.0	707.0	7583.0	242.0	1104.0	2729.0	561.0	2576.0	5539.0	4718.0	8178.0	6225.0	1418.0	3541.0	2170.0	916.0	7638.0	9464.0	3569.0	2635.0	365.0	3596.0	231.0	866.0	208.0	2542.0	27048.0	3755.0
TERT_E2_STA102079	4050.0	1617.0	2543.0	3067.0	557.0	8083.0	238.0	920.0	2116.0	438.0	2419.0	4311.0	4706.0	6755.0	4592.0	1086.0	3130.0	2447.0	897.0	8142.0	8821.0	2493.0	2856.0	207.0	4260.0	236.0	803.0	192.0	2174.0	20604.0	3469.0
TERT_E2_STA101197	1336.0	505.0	1106.0	1242.0	201.0	3954.0	84.0	306.0	813.0	142.0	986.0	1596.0	2020.0	3205.0	2228.0	625.0	1393.0	839.0	267.0	3417.0	3186.0	1350.0	1539.0	129.0	1429.0	105.0	244.0	30.0	935.0	7149.0	1896.0
TERT_E2_STA102080	1056.0	358.0	902.0	901.0	116.0	2577.0	69.0	216.0	518.0	78.0	733.0	1134.0	1389.0	2254.0	1482.0	418.0	923.0	621.0	206.0	2298.0	2280.0	993.0	1153.0	102.0	1042.0	75.0	174.0	26.0	595.0	4867.0	1406.0
TERT_E2_STA103243	531.0	229.0	452.0	577.0	103.0	1948.0	34.0	156.0	340.0	88.0	359.0	1000.0	833.0	1317.0	928.0	293.0	613.0	458.0	104.0	1118.0	1315.0	448.0	447.0	53.0	751.0	40.0	120.0	19.0	309.0	2384.0	494.0
TERT_E2_STA103247	2295.0	510.0	1874.0	1959.0	271.0	6823.0	165.0	445.0	1447.0	270.0	1784.0	2942.0	3249.0	4475.0	3188.0	789.0	2428.0	1823.0	516.0	4935.0	5221.0	2049.0	1961.0	241.0	3263.0	155.0	512.0	88.0	1338.0	12240.0	2347.0
TERT_E2_STA102076	2111.0	795.0	1490.0	1799.0	209.0	6454.0	122.0	593.0	1468.0	299.0	1599.0	3199.0	3532.0	5527.0	3269.0	996.0	2574.0	1357.0	542.0	5143.0	5484.0	2657.0	2212.0	350.0	2447.0	151.0	642.0	101.0	1642.0	12125.0	2793.0
TERT_E2_STA101206	809.0	385.0	624.0	942.0	62.0	3025.0	53.0	180.0	462.0	103.0	989.0	1470.0	1480.0	2382.0	1514.0	324.0	1022.0	605.0	252.0	2450.0	2437.0	916.0	1363.0	175.0	1038.0	62.0	192.0	34.0	421.0	3640.0	1441.0
RICTOR_E38_STA101453	551.0	254.0	463.0	715.0	492.0	1488.0	102.0	254.0	663.0	84.0	548.0	516.0	521.0	832.0	1205.0	208.0	949.0	570.0	540.0	650.0	1136.0	723.0	695.0	185.0	438.0	106.0	317.0	18.0	286.0	1443.0	940.0
RICTOR_E37_STA101454	2919.0	1435.0	2412.0	3214.0	2020.0	6209.0	362.0	1140.0	2895.0	334.0	1585.0	2276.0	2579.0	3086.0	4355.0	742.0	3938.0	2304.0	2361.0	2374.0	4827.0	3152.0	2322.0	955.0	2162.0	418.0	1342.0	46.0	1286.0	6820.0	3523.0
RICTOR_E36_STA101455	326.0	326.0	404.0	645.0	537.0	1070.0	30.0	222.0	648.0	56.0	156.0	365.0	496.0	598.0	632.0	84.0	665.0	432.0	291.0	326.0	807.0	489.0	441.0	162.0	172.0	70.0	134.0	20.0	217.0	1003.0	509.0
RICTOR_E35_STA101456	6229.0	3237.0	4703.0	6886.0	5631.0	13463.0	823.0	2533.0	7058.0	562.0	2817.0	4686.0	5286.0	6960.0	8281.0	1465.0	8000.0	4994.0	5434.0	4661.0	10195.0	7484.0	4128.0	2214.0	4860.0	916.0	3844.0	154.0	3277.0	13836.0	7228.0
RICTOR_E34_STA101457	1891.0	1386.0	1854.0	3763.0	1714.0	4812.0	238.0	1056.0	2502.0	136.0	1381.0	2055.0	1897.0	3103.0	3277.0	622.0	3147.0	1744.0	2313.0	2193.0	3454.0	3472.0	2384.0	877.0	1708.0	485.0	1462.0	132.0	1246.0	2707.0	3982.0
RICTOR_E33_STA101458	7635.0	4690.0	6111.0	9593.0	8398.0	19273.0	1209.0	3466.0	10167.0	799.0	4625.0	6782.0	7863.0	11982.0	12604.0	2771.0	13091.0	5640.0	7527.0	8054.0	12941.0	9788.0	7172.0	3490.0	4543.0	1816.0	4584.0	345.0	5884.0	19282.0	10795.0
RICTOR_E32_STA101737	2553.0	1173.0	2161.0	2657.0	2052.0	4453.0	327.0	1343.0	2390.0	274.0	1200.0	1649.0	2017.0	2783.0	2602.0	655.0	3336.0	1926.0	2105.0	2035.0	3816.0	2431.0	1572.0	1049.0	2052.0	328.0	1295.0	38.0	1042.0	5783.0	2791.0
RICTOR_E31_STA101460	11187.0	6093.0	7619.0	11352.0	9639.0	19745.0	1163.0	5613.0	12632.0	1508.0	5373.0	9105.0	8401.0	10515.0	14062.0	2587.0	13710.0	7340.0	9744.0	8587.0	15172.0	12387.0	6767.0	3675.0	7329.0	1644.0	4982.0	238.0	5381.0	24469.0	13913.0
RICTOR_E31_STA101461	3356.0	1855.0	2769.0	3931.0	3068.0	8080.0	580.0	1382.0	4538.0	339.0	1982.0	3255.0	3180.0	4032.0	5401.0	948.0	5354.0	2462.0	3266.0	2627.0	6062.0	3910.0	2456.0	1606.0	2359.0	674.0	1979.0	102.0	1709.0	8150.0	4714.0
RICTOR_E30_STA101462	8732.0	5611.0	6893.0	10467.0	7872.0	14833.0	1127.0	4783.0	9110.0	623.0	3715.0	7152.0	6941.0	8897.0	9713.0	1906.0	10704.0	7203.0	7754.0	6592.0	11992.0	9282.0	6298.0	3116.0	6279.0	1508.0	3860.0	178.0	4393.0	16594.0	10592.0
RICTOR_E29_STA101740	27160.0	13187.0	18989.0	28440.0	19623.0	41457.0	3704.0	11203.0	24765.0	2212.0	9487.0	16462.0	19682.0	25854.0	28322.0	5333.0	28292.0	15769.0	21185.0	15411.0	31446.0	23632.0	14784.0	9515.0	19475.0	3636.0	11511.0	536.0	12915.0	67592.0	29094.0
RICTOR_E28_STA101464	2201.0	1164.0	1911.0	2300.0	2161.0	4815.0	412.0	1163.0	2589.0	456.0	1599.0	1615.0	2181.0	2832.0	3337.0	551.0	3261.0	1813.0	2098.0	2009.0	3508.0	2423.0	1508.0	765.0	1318.0	466.0	1263.0	76.0	1189.0	6316.0	2818.0
RICTOR_E26_STA101466	8674.0	4468.0	6367.0	8699.0	7441.0	14048.0	1220.0	4114.0	8091.0	722.0	3677.0	5858.0	6360.0	8606.0	10305.0	1938.0	9509.0	5970.0	7830.0	5361.0	13019.0	8644.0	5291.0	3282.0	6325.0	1232.0	3808.0	220.0	3894.0	21310.0	9816.0
RICTOR_E25_STA101467	3467.0	1567.0	3080.0	4334.0	2618.0	7428.0	454.0	1696.0	3399.0	475.0	1890.0	2748.0	2847.0	4002.0	4467.0	901.0	4577.0	2372.0	2886.0	2436.0	6057.0	3696.0	2590.0	1254.0	2896.0	530.0	1780.0	68.0	1617.0	9650.0	4005.0
RICTOR_E24_STA101468	1638.0	983.0	1487.0	2224.0	1534.0	3279.0	152.0	1039.0	1579.0	378.0	1054.0	1149.0	1292.0	1911.0	2238.0	520.0	2136.0	1621.0	1237.0	1435.0	3316.0	1941.0	1229.0	662.0	1519.0	355.0	907.0	20.0	761.0	4886.0	1738.0
RICTOR_E23_STA101469	10357.0	5268.0	8321.0	10529.0	7274.0	17408.0	1235.0	4227.0	9554.0	1103.0	4194.0	7134.0	6818.0	9376.0	11830.0	2495.0	10423.0	6086.0	8121.0	6880.0	15705.0	9443.0	5474.0	3137.0	6572.0	1269.0	4209.0	288.0	4472.0	23817.0	12009.0
RICTOR_E22_STA101470	9428.0	5046.0	6543.0	11712.0	8502.0	19149.0	1555.0	5358.0	10258.0	1251.0	4924.0	7338.0	8790.0	11539.0	12996.0	2376.0	13205.0	5010.0	8413.0	7641.0	15103.0	10876.0	7017.0	4148.0	6671.0	1533.0	5355.0	316.0	4493.0	24484.0	13117.0
RICTOR_E21_STA101471	17045.0	8753.0	13148.0	20999.0	15247.0	32317.0	2050.0	8463.0	19633.0	1500.0	8601.0	13863.0	14136.0	18473.0	23625.0	4616.0	20530.0	11203.0	14622.0	12695.0	23332.0	18732.0	13361.0	5914.0	10081.0	3029.0	8649.0	237.0	8548.0	40079.0	23894.0
RICTOR_E20_STA101472	16210.0	8452.0	12102.0	15342.0	11185.0	27310.0	1702.0	6570.0	15173.0	1392.0	7380.0	12188.0	12457.0	15520.0	18717.0	4289.0	17870.0	11087.0	12357.0	11825.0	22586.0	14562.0	10271.0	4245.0	11892.0	2264.0	6834.0	236.0	7414.0	35566.0	18106.0
RICTOR_E19_STA101744	1825.0	910.0	1310.0	2160.0	1861.0	3863.0	290.0	1068.0	2101.0	388.0	1432.0	1116.0	1902.0	2390.0	2657.0	516.0	2592.0	1105.0	1509.0	1321.0	3373.0	1633.0	1440.0	863.0	1268.0	336.0	982.0	20.0	902.0	6559.0	2027.0
RICTOR_E18_STA101474	9348.0	4995.0	7078.0	9597.0	6932.0	15734.0	1220.0	4330.0	9895.0	1053.0	3775.0	5172.0	6746.0	7934.0	9745.0	1522.0	10405.0	5053.0	7414.0	5849.0	13645.0	9034.0	6352.0	3309.0	6257.0	1422.0	3679.0	282.0	4700.0	23472.0	10250.0
RICTOR_E17_STA101475	9069.0	5504.0	6862.0	9216.0	7411.0	14300.0	1156.0	4863.0	8935.0	735.0	3934.0	6102.0	6987.0	8664.0	9812.0	1440.0	10552.0	6360.0	7479.0	5744.0	11744.0	9454.0	5456.0	3598.0	5567.0	1577.0	3997.0	258.0	4370.0	18320.0	11169.0
