	19T10717	19T18091	20T33159	D20D02352	E20D02359T	M20D02354	N20D02344	N20D02353	P20D02335	P20D02348	P20D02350	P20D02355	P20D02360	U20D02340	X20D02334	X20D02342	X20D02365
BRCA1_E19_STA100983	2650.0	3526.0	4188.0	2192.0	10200.0	14322.0	454.0	13721.0	12660.0	5229.0	1906.0	2916.0	3394.0	3825.0	10537.0	3876.0	6618.0
BRCA1_E18_STA101750	6876.0	8774.0	9189.0	4238.0	41697.0	33402.0	2115.0	27821.0	29535.0	13142.0	7595.0	12482.0	6735.0	10454.0	26350.0	14267.0	12719.0
BRCA1_E17_STA100985	2790.0	3855.0	3155.0	2158.0	19505.0	17293.0	805.0	13916.0	15812.0	5063.0	3484.0	6002.0	3460.0	5522.0	12539.0	7016.0	6164.0
BRCA1_E17_STA100986	2494.0	3267.0	2852.0	1846.0	19808.0	16226.0	787.0	13996.0	16589.0	4780.0	3992.0	5770.0	3003.0	5187.0	12253.0	6532.0	6290.0
BRCA1_E16_STA101747	2185.0	2613.0	2544.0	1365.0	12855.0	9120.0	578.0	9980.0	11256.0	3774.0	1269.0	2381.0	1706.0	4037.0	7834.0	4486.0	3279.0
BRCA1_E16_STA100988	4835.0	6465.0	7830.0	3201.0	30894.0	19649.0	1299.0	20220.0	20449.0	9459.0	3880.0	5983.0	4820.0	7525.0	17412.0	9071.0	10989.0
BRCA1_E15_STA100989	9109.0	13279.0	10065.0	7606.0	58450.0	53819.0	2922.0	43003.0	50262.0	18789.0	13593.0	20161.0	10903.0	17148.0	42820.0	24168.0	20721.0
BRCA1_E15_STA100990	2168.0	3481.0	3178.0	2413.0	14501.0	15574.0	894.0	13108.0	14690.0	6354.0	3624.0	5343.0	3478.0	5202.0	11838.0	6013.0	7215.0
BRCA1_E15_STA100991	11142.0	12472.0	12012.0	8682.0	75653.0	58852.0	3061.0	49111.0	57112.0	29981.0	16677.0	26011.0	14331.0	21127.0	49086.0	25868.0	24948.0
BRCA1_E15_STA100992	4804.0	6772.0	6010.0	4930.0	30039.0	30848.0	1655.0	23692.0	29119.0	13494.0	8510.0	11864.0	7229.0	10557.0	24637.0	13561.0	12626.0
BRCA1_E14_STA100993	5934.0	9259.0	8738.0	5762.0	43520.0	34428.0	2213.0	31590.0	33833.0	16702.0	8346.0	13467.0	10121.0	12048.0	29083.0	13243.0	16182.0
BRCA1_E14_STA100994	6018.0	8387.0	8755.0	4602.0	41758.0	34722.0	1923.0	30451.0	33743.0	14673.0	9031.0	10953.0	7132.0	10846.0	28081.0	12365.0	16906.0
BRCA1_E14_STA100995	5414.0	7345.0	8431.0	5440.0	28737.0	33147.0	1898.0	28091.0	31219.0	14626.0	6530.0	9855.0	8235.0	10197.0	25537.0	11629.0	14196.0
BRCA1_E13_STA100996	8475.0	10217.0	11470.0	5601.0	43439.0	37518.0	2150.0	30823.0	29917.0	16414.0	10097.0	15126.0	10497.0	10624.0	30617.0	16633.0	18275.0
BRCA1_E13_STA100997	2645.0	3985.0	3868.0	1930.0	17054.0	13793.0	706.0	11839.0	14375.0	4875.0	3837.0	5486.0	2692.0	4655.0	12312.0	6247.0	5827.0
BRCA1_E12_STA100998	4052.0	5231.0	4891.0	3672.0	29475.0	21780.0	1076.0	21102.0	23011.0	10957.0	7486.0	10211.0	6411.0	7865.0	19801.0	10175.0	8845.0
BRCA1_E12_STA100999	3407.0	4428.0	4031.0	3405.0	20090.0	21462.0	959.0	17240.0	20129.0	8774.0	5799.0	7821.0	4965.0	6155.0	17441.0	8758.0	8475.0
BRCA1_E12_STA101000	8027.0	9089.0	9124.0	6086.0	52452.0	45370.0	2292.0	35499.0	41135.0	22125.0	12564.0	20005.0	12113.0	14203.0	36776.0	19813.0	18985.0
BRCA1_E11_STA101001	13308.0	14722.0	13133.0	7245.0	74169.0	53269.0	2904.0	47173.0	52687.0	24406.0	12091.0	18879.0	15385.0	17370.0	42710.0	20760.0	27721.0
BRCA1_E11_STA101002	7056.0	8936.0	6488.0	5018.0	39425.0	34304.0	1362.0	30584.0	33192.0	11449.0	6413.0	13510.0	6581.0	12015.0	25432.0	14363.0	12527.0
BRCA1_E10_STA101003	3999.0	6730.0	4954.0	4009.0	28043.0	24844.0	1120.0	20842.0	21034.0	11740.0	6583.0	9446.0	7655.0	7417.0	20010.0	9584.0	10108.0
BRCA1_E10_STA101004	1260.0	1712.0	1706.0	1310.0	7652.0	9351.0	297.0	6655.0	8470.0	2007.0	1372.0	3506.0	1889.0	1313.0	5238.0	1934.0	2683.0
BRCA1_E10_STA101005	7225.0	10315.0	8112.0	5371.0	32569.0	39781.0	1549.0	33086.0	36782.0	14793.0	9743.0	16656.0	10398.0	11800.0	28153.0	12593.0	15921.0
BRCA1_E10_STA101006	9299.0	13382.0	9631.0	6532.0	60409.0	44897.0	2262.0	38416.0	40380.0	21252.0	13542.0	19846.0	12918.0	14054.0	37873.0	18295.0	20636.0
BRCA1_E10_STA101007	7928.0	10166.0	9365.0	6241.0	46833.0	42720.0	1918.0	35428.0	38532.0	20269.0	11377.0	17696.0	12755.0	11815.0	33267.0	15295.0	18102.0
BRCA1_E10_STA101008	5802.0	7051.0	6574.0	4964.0	37627.0	35575.0	1472.0	30560.0	35794.0	10209.0	9678.0	16417.0	9055.0	12558.0	25856.0	12864.0	11751.0
BRCA1_E10_STA101009	13109.0	17402.0	16489.0	10303.0	66236.0	67705.0	3226.0	57267.0	60333.0	25984.0	19707.0	28850.0	17825.0	20858.0	53074.0	24920.0	28371.0
BRCA1_E10_STA101010	7018.0	9923.0	7706.0	5621.0	46736.0	32897.0	2150.0	29217.0	28322.0	15118.0	9818.0	16767.0	10441.0	11970.0	28527.0	13124.0	17784.0
BRCA1_E10_STA101011	11757.0	18214.0	12480.0	9042.0	65052.0	67767.0	2813.0	56017.0	50300.0	19398.0	14714.0	27076.0	17398.0	19493.0	46463.0	25554.0	27120.0
BRCA1_E10_STA101012	4624.0	8004.0	1874.0	3120.0	32447.0	47434.0	2555.0	45448.0	42955.0	24116.0	7766.0	12034.0	9173.0	14809.0	42939.0	13016.0	11875.0
BRCA1_E10_STA101013	6407.0	8317.0	7144.0	4717.0	37982.0	31512.0	1519.0	28197.0	29974.0	10091.0	7046.0	13665.0	7020.0	10088.0	22370.0	13179.0	11632.0
BRCA1_E10_STA101014	7840.0	11349.0	10220.0	6565.0	42932.0	42172.0	2257.0	38865.0	36417.0	16812.0	13558.0	18487.0	12342.0	15054.0	37327.0	18706.0	19253.0
BRCA1_E10_STA101015	4175.0	5220.0	4266.0	3348.0	25304.0	18849.0	890.0	15165.0	16979.0	9127.0	5670.0	9300.0	5967.0	6501.0	16707.0	8931.0	7863.0
BRCA1_E10_STA101016	11207.0	14032.0	10972.0	8115.0	68581.0	55156.0	3543.0	47080.0	50905.0	26158.0	17339.0	25582.0	14757.0	18460.0	44553.0	22078.0	23450.0
BRCA1_E10_STA101017	9937.0	14416.0	13855.0	9015.0	55433.0	54202.0	2441.0	46717.0	49164.0	21438.0	14574.0	24076.0	15524.0	17343.0	44199.0	19757.0	23127.0
BRCA1_E10_STA101018	9358.0	12424.0	10453.0	6864.0	50603.0	47315.0	2053.0	39951.0	41450.0	15479.0	12811.0	20853.0	10250.0	15886.0	37418.0	16841.0	15226.0
BRCA1_E10_STA101019	12520.0	15409.0	14890.0	9199.0	75009.0	67961.0	3350.0	56645.0	66699.0	23179.0	18047.0	29621.0	15575.0	24178.0	51033.0	24857.0	21275.0
BRCA1_E10_STA101020	4867.0	6483.0	6574.0	4198.0	27082.0	25182.0	1215.0	20813.0	20155.0	11311.0	6775.0	9296.0	9629.0	7178.0	19629.0	9039.0	11360.0
BRCA1_E10_STA101021	2760.0	3738.0	4013.0	1984.0	12824.0	13587.0	469.0	11924.0	11709.0	6210.0	3849.0	4836.0	4830.0	4554.0	11270.0	5015.0	6381.0
BRCA1_E10_STA101022	7113.0	9441.0	6724.0	4895.0	41983.0	31498.0	1587.0	28425.0	28446.0	14181.0	9678.0	14263.0	8387.0	9295.0	27286.0	14109.0	13986.0
BRCA1_E10_STA101023	6080.0	7250.0	7063.0	4345.0	34502.0	26155.0	1501.0	22647.0	24482.0	12492.0	8603.0	9426.0	6633.0	8063.0	23650.0	10658.0	10845.0
BRCA1_E10_STA101024	3619.0	3969.0	3457.0	2866.0	19310.0	15838.0	881.0	14852.0	14173.0	8088.0	4630.0	6204.0	5062.0	4732.0	13578.0	5766.0	7458.0
BRCA1_E10_STA101025	5495.0	7221.0	6045.0	3719.0	30087.0	25363.0	1189.0	23215.0	26323.0	8346.0	6981.0	9948.0	6022.0	8308.0	19975.0	9765.0	9553.0
BRCA1_E10_STA101748	11602.0	14747.0	13466.0	8665.0	68269.0	58349.0	2996.0	51896.0	54711.0	19823.0	16318.0	24837.0	14645.0	19550.0	45970.0	23813.0	22004.0
BRCA1_E10_STA101027	5286.0	6370.0	6193.0	3951.0	33180.0	27129.0	1418.0	22557.0	23795.0	11167.0	7827.0	12078.0	7069.0	8321.0	22203.0	11803.0	11443.0
BRCA1_E10_STA101028	10134.0	12953.0	13065.0	7347.0	64281.0	48180.0	2902.0	44932.0	44841.0	22117.0	17073.0	22104.0	15153.0	17022.0	43174.0	21516.0	20467.0
BRCA1_E10_STA101029	5366.0	7590.0	7478.0	4790.0	32256.0	30203.0	1488.0	24859.0	27777.0	11422.0	8672.0	12605.0	8163.0	9266.0	24943.0	13685.0	11521.0
BRCA1_E10_STA101030	6215.0	9058.0	9826.0	5371.0	38201.0	35971.0	1624.0	32325.0	35072.0	15662.0	11178.0	14920.0	10288.0	10000.0	30467.0	14081.0	15488.0
BRCA1_E10_STA101031	8289.0	11283.0	9831.0	6926.0	52535.0	43943.0	2264.0	40623.0	42766.0	20253.0	14171.0	19238.0	13544.0	13204.0	38550.0	19005.0	17194.0
BRCA1_E10_STA101032	7220.0	10455.0	7156.0	6699.0	48977.0	38884.0	2039.0	34278.0	35482.0	15168.0	10488.0	18572.0	9864.0	13949.0	31764.0	16960.0	13852.0
BRCA1_E10_STA101033	5796.0	8217.0	7386.0	4990.0	35070.0	32676.0	1521.0	27698.0	29961.0	11924.0	8462.0	14392.0	8274.0	11103.0	26463.0	12773.0	12024.0
BRCA1_E10_STA101034	6669.0	9568.0	8747.0	5727.0	36843.0	37997.0	1620.0	31180.0	34337.0	13957.0	9901.0	15824.0	9972.0	12257.0	29851.0	13579.0	14759.0
BRCA1_E10_STA101035	7849.0	11701.0	12463.0	7772.0	45371.0	46858.0	2508.0	40488.0	41764.0	19336.0	12124.0	19519.0	13492.0	14259.0	38143.0	18958.0	20649.0
BRCA1_E10_STA101036	16238.0	16202.0	18092.0	11306.0	94233.0	77493.0	5123.0	64826.0	76348.0	35080.0	26533.0	34154.0	24225.0	23849.0	67889.0	29291.0	35171.0
BRCA1_E10_STA101037	11506.0	15381.0	15609.0	8466.0	77046.0	61979.0	3472.0	53893.0	60989.0	27947.0	18423.0	26822.0	17797.0	19994.0	53037.0	23593.0	26184.0
BRCA1_E10_STA101038	7420.0	9788.0	10042.0	5183.0	50036.0	38757.0	2016.0	33944.0	36864.0	17618.0	11184.0	16230.0	11008.0	12275.0	33251.0	15239.0	17359.0
BRCA1_E10_STA101039	7232.0	9258.0	8137.0	5859.0	44847.0	35241.0	2194.0	30110.0	31329.0	15779.0	10068.0	16924.0	11687.0	12006.0	28663.0	15500.0	17989.0
BRCA1_E10_STA101040	3168.0	4339.0	4369.0	2748.0	18910.0	16969.0	786.0	14363.0	15700.0	6726.0	5431.0	8128.0	3855.0	6122.0	14877.0	7550.0	7516.0
BRCA1_E9_STA101041	4231.0	6320.0	6019.0	2585.0	23910.0	20823.0	1100.0	18357.0	19653.0	5472.0	3734.0	7173.0	3749.0	6028.0	15954.0	7248.0	9656.0
BRCA1_E8_STA101042	6010.0	9059.0	7110.0	4450.0	27918.0	26976.0	1421.0	22408.0	21031.0	7183.0	3965.0	7621.0	6754.0	7666.0	17970.0	10569.0	11244.0
BRCA1_E7_STA101043	3240.0	4545.0	4584.0	2778.0	23441.0	17488.0	1295.0	16685.0	16780.0	8247.0	3919.0	5811.0	4044.0	6275.0	14686.0	8587.0	7288.0
BRCA1_E7_STA101044	5534.0	6104.0	6442.0	4772.0	38511.0	31481.0	1948.0	25635.0	31700.0	15350.0	6222.0	10993.0	7046.0	9830.0	27522.0	12862.0	14998.0
BRCA1_E6_STA102042	10812.0	12662.0	852.0	5030.0	54088.0	65359.0	3190.0	58994.0	67563.0	23856.0	5721.0	12571.0	12429.0	22469.0	51418.0	22821.0	19516.0
BRCA1_E6_STA101046	3612.0	4305.0	4539.0	2508.0	15251.0	14576.0	612.0	13077.0	14464.0	6520.0	2965.0	4153.0	2928.0	4605.0	12842.0	7514.0	6876.0
BRCA1_E6_STA101047	3943.0	5484.0	4510.0	2986.0	23169.0	16284.0	1124.0	13593.0	15365.0	6845.0	4027.0	6476.0	3328.0	5756.0	14202.0	8761.0	7093.0
BRCA1_E5_STA101048	2788.0	4180.0	3388.0	2073.0	18989.0	14426.0	834.0	11144.0	11857.0	6297.0	3534.0	5831.0	4117.0	4180.0	10731.0	5716.0	6495.0
BRCA1_E4_STA101753	4464.0	5451.0	6094.0	3992.0	26357.0	20561.0	1088.0	18598.0	17689.0	10067.0	5931.0	8753.0	5003.0	6299.0	19260.0	10482.0	12032.0
BRCA1_E3_STA101050	5779.0	7756.0	9296.0	4953.0	27570.0	32597.0	1552.0	25710.0	30084.0	13872.0	7174.0	10842.0	6797.0	10052.0	25104.0	12788.0	14930.0
BRCA1_E2_STA101051	4790.0	4789.0	5536.0	3869.0	22581.0	20380.0	1100.0	15672.0	18677.0	8424.0	5699.0	8622.0	4542.0	7555.0	18677.0	8933.0	9580.0
RAD51C_E1_STA102056	4488.0	4434.0	5851.0	4639.0	31849.0	32756.0	1690.0	25058.0	29730.0	15624.0	6048.0	7507.0	6391.0	9965.0	26639.0	8813.0	11501.0
RAD51C_E1_STA101053	1037.0	1121.0	1493.0	1105.0	5729.0	7002.0	316.0	5227.0	5921.0	3209.0	1148.0	1438.0	1072.0	2246.0	5746.0	2100.0	1983.0
RAD51C_E2_STA101054	4231.0	5956.0	6633.0	3119.0	28394.0	20617.0	1313.0	18033.0	18949.0	9531.0	4713.0	8220.0	4528.0	7196.0	17776.0	9719.0	7466.0
RAD51C_E2_STA101055	10935.0	6372.0	12587.0	8710.0	63569.0	51764.0	2935.0	41876.0	51515.0	24271.0	12103.0	22480.0	12157.0	17553.0	42360.0	21984.0	21309.0
RAD51C_E2_STA101056	5742.0	7358.0	7276.0	4318.0	33839.0	29944.0	1344.0	22346.0	25600.0	10630.0	5193.0	12433.0	6195.0	9923.0	21630.0	12143.0	10552.0
RAD51C_E2_STA101057	4902.0	6777.0	6086.0	3647.0	27315.0	25913.0	1167.0	19329.0	21240.0	8092.0	4185.0	10371.0	4370.0	8453.0	18137.0	10281.0	8582.0
RAD51C_E3_STA101058	2624.0	3421.0	3683.0	2025.0	12587.0	15203.0	523.0	12205.0	14562.0	5892.0	2852.0	5470.0	3430.0	4865.0	12267.0	6012.0	5186.0
RAD51C_E3_STA101059	6334.0	7776.0	8643.0	4709.0	39307.0	35647.0	1922.0	30649.0	34431.0	10955.0	7019.0	13113.0	7074.0	11173.0	26109.0	13228.0	12982.0
RAD51C_E3_STA101060	4906.0	5904.0	7134.0	4040.0	28437.0	26705.0	1314.0	22892.0	24604.0	11898.0	5400.0	10895.0	6293.0	9453.0	22048.0	11493.0	9699.0
RAD51C_E4_STA101061	1624.0	2329.0	2624.0	1097.0	8807.0	7256.0	496.0	5532.0	6520.0	3334.0	1414.0	3013.0	1766.0	2473.0	6028.0	3344.0	3280.0
RAD51C_E4_STA101786	7316.0	8958.0	9061.0	4714.0	41467.0	30567.0	2284.0	25039.0	26768.0	12370.0	8910.0	13476.0	6507.0	10917.0	24997.0	15384.0	14031.0
RAD51C_E4_STA101063	5451.0	5633.0	6549.0	3170.0	26395.0	18490.0	1246.0	15973.0	17925.0	10840.0	5374.0	9582.0	4217.0	6683.0	17797.0	10569.0	10651.0
RAD51C_E5_STA101064	1284.0	2572.0	2340.0	1492.0	6976.0	9313.0	375.0	7003.0	7800.0	3584.0	2258.0	3578.0	2568.0	2488.0	7021.0	3732.0	3655.0
RAD51C_E5_STA101065	3984.0	7058.0	7731.0	3505.0	26331.0	25135.0	1374.0	19235.0	22045.0	10439.0	6526.0	11767.0	5353.0	8449.0	19163.0	10953.0	10967.0
RAD51C_E5_STA101066	5623.0	7191.0	5995.0	4420.0	35580.0	25402.0	1629.0	24167.0	23439.0	12262.0	5778.0	12029.0	7156.0	9912.0	21992.0	13444.0	12777.0
RAD51C_E6_STA101787	1997.0	2830.0	2804.0	1303.0	13081.0	7812.0	590.0	7131.0	7696.0	4474.0	1675.0	3000.0	2020.0	2770.0	9277.0	4894.0	3954.0
RAD51C_E7_STA101068	5754.0	8816.0	7420.0	4634.0	39107.0	32263.0	1660.0	25666.0	26844.0	15048.0	10872.0	15786.0	9482.0	10184.0	27177.0	13784.0	14446.0
RAD51C_E8_STA101069	1449.0	2417.0	2434.0	1313.0	10645.0	9500.0	342.0	7045.0	8694.0	3204.0	1878.0	3512.0	1765.0	3220.0	6273.0	3813.0	3360.0
RAD51C_E9_STA101070	2936.0	4115.0	4055.0	1767.0	16419.0	13306.0	758.0	10756.0	11706.0	4506.0	1716.0	4222.0	1890.0	4684.0	9245.0	6151.0	4245.0
RAD51C_E9_STA101071	1972.0	2795.0	2606.0	1346.0	13066.0	10576.0	514.0	8216.0	10906.0	5038.0	2397.0	3980.0	1818.0	3507.0	9239.0	5049.0	4081.0
SMAD4_E9_STA100078	8415.0	6317.0	10562.0	3810.0	51822.0	45475.0	2568.0	38349.0	40518.0	17681.0	8882.0	18531.0	11535.0	14906.0	39869.0	21355.0	30196.0
SMAD4_E9_STA100079	6873.0	5001.0	7740.0	3309.0	43331.0	34631.0	1862.0	27269.0	28957.0	12923.0	7715.0	14057.0	9380.0	11894.0	27967.0	16215.0	22409.0
SMAD4_E9_STA100080	2786.0	2771.0	4716.0	2028.0	13414.0	16243.0	682.0	12942.0	13253.0	5455.0	3300.0	6148.0	4569.0	5082.0	13890.0	6777.0	9604.0
SMAD4_E10_STA101629	2498.0	2227.0	3449.0	1147.0	15720.0	12394.0	564.0	9176.0	10410.0	3020.0	2169.0	4787.0	2364.0	4210.0	9409.0	6462.0	6469.0
SMAD4_E10_STA100082	4277.0	3234.0	6128.0	1976.0	23533.0	23610.0	820.0	17293.0	18696.0	7193.0	4125.0	8845.0	6289.0	6425.0	17372.0	9491.0	17347.0
SMAD4_E10_STA100083	1249.0	1208.0	1804.0	530.0	7054.0	6954.0	246.0	5472.0	6441.0	1807.0	1267.0	2237.0	1424.0	2332.0	4833.0	2702.0	3803.0
SMAD4_E11_STA100084	2678.0	2592.0	4210.0	1384.0	17323.0	13097.0	600.0	10594.0	10154.0	5163.0	2199.0	4247.0	4612.0	4574.0	11538.0	6112.0	9552.0
SMAD4_E11_STA100085	2598.0	3256.0	4415.0	1695.0	20841.0	21793.0	594.0	15549.0	13907.0	4403.0	2745.0	4869.0	3759.0	6144.0	14472.0	7636.0	9935.0
SMAD4_E11_STA100086	796.0	826.0	1761.0	610.0	6638.0	5836.0	210.0	5055.0	4923.0	1711.0	963.0	1831.0	1339.0	1782.0	4789.0	2135.0	3612.0
SMAD4_E12_STA100087	927.0	1032.0	1638.0	388.0	8013.0	6006.0	288.0	5711.0	5519.0	1698.0	1615.0	2247.0	1805.0	1773.0	5649.0	2301.0	4240.0
SMAD4_E12_STA100088	4147.0	4118.0	5714.0	2232.0	30461.0	26902.0	1127.0	25149.0	15089.0	7070.0	4750.0	9324.0	6710.0	8569.0	20199.0	8743.0	14879.0
SMAD4_E12_STA100089	20366.0	14786.0	20200.0	9196.0	103561.0	98907.0	3870.0	101320.0	90447.0	36449.0	21980.0	43993.0	27560.0	33732.0	78922.0	33886.0	64767.0
STK11_E1_STA101072	1886.0	2793.0	6246.0	3223.0	8849.0	10424.0	1099.0	9657.0	9628.0	6016.0	751.0	1090.0	1974.0	3828.0	11935.0	3691.0	6665.0
STK11_E1_STA101073	3815.0	5706.0	11554.0	5909.0	22986.0	23264.0	1535.0	19732.0	22639.0	9120.0	2342.0	2169.0	4038.0	8851.0	23394.0	6837.0	13912.0
STK11_E1_STA101074	3350.0	4311.0	9608.0	4656.0	17919.0	17255.0	1568.0	15583.0	15353.0	9645.0	1633.0	1761.0	2955.0	6128.0	19725.0	6535.0	10848.0
STK11_E1_STA101075	3788.0	4719.0	11886.0	4617.0	17483.0	18080.0	1996.0	17579.0	15421.0	10490.0	1560.0	1978.0	3580.0	6842.0	20750.0	6146.0	12279.0
STK11_E2_STA101076	2266.0	2881.0	5575.0	2555.0	9485.0	13154.0	673.0	9362.0	10101.0	4811.0	805.0	1395.0	1215.0	3807.0	10409.0	4008.0	7362.0
STK11_E3_STA101077	1950.0	3137.0	6826.0	2620.0	10395.0	9846.0	1067.0	9978.0	9427.0	6179.0	968.0	947.0	1779.0	4157.0	13093.0	4163.0	8308.0
STK11_E3_STA101677	368.0	42.0	353.0	440.0	1490.0	2416.0	125.0	1208.0	2426.0	1012.0	240.0	204.0	261.0	478.0	1529.0	893.0	2043.0
STK11_E4_STA101079	2092.0	2835.0	5421.0	2508.0	10835.0	8742.0	891.0	7666.0	8710.0	6224.0	865.0	781.0	1418.0	3217.0	10407.0	3735.0	8207.0
STK11_E4_STA101080	497.0	719.0	1155.0	788.0	2134.0	2314.0	221.0	1957.0	1658.0	1521.0	208.0	170.0	408.0	666.0	2459.0	944.0	2424.0
STK11_E5_STA101671	2384.0	2805.0	6751.0	3459.0	13531.0	9223.0	1006.0	9948.0	10488.0	8607.0	1128.0	1105.0	2425.0	4254.0	13085.0	3785.0	12836.0
STK11_E5_STA101082	4547.0	7547.0	15392.0	6505.0	18343.0	20966.0	1861.0	22753.0	21194.0	12133.0	1870.0	2113.0	3841.0	9696.0	26898.0	7984.0	21242.0
STK11_E5_STA101083	3730.0	5826.0	12518.0	5167.0	13989.0	16182.0	1518.0	17774.0	16908.0	10409.0	1548.0	1636.0	3151.0	7552.0	21426.0	6238.0	17149.0
STK11_E6_STA101084	7164.0	8650.0	23988.0	8981.0	26578.0	25522.0	2239.0	26328.0	25703.0	18773.0	2317.0	3221.0	6092.0	10730.0	35081.0	11520.0	28778.0
STK11_E6_STA101729	4652.0	4998.0	11022.0	4527.0	20282.0	17750.0	1945.0	16709.0	17290.0	13273.0	1950.0	2018.0	2914.0	7452.0	23763.0	7007.0	19201.0
STK11_E7_STA101675	4471.0	6193.0	12016.0	5891.0	23885.0	20500.0	1840.0	17293.0	18159.0	14902.0	3476.0	2666.0	5851.0	7693.0	28269.0	8464.0	21718.0
STK11_E8_STA101087	3850.0	5546.0	8430.0	4851.0	20836.0	17362.0	2029.0	17467.0	20490.0	11254.0	1496.0	1943.0	2586.0	8175.0	22181.0	6831.0	15152.0
STK11_E8_STA101088	3252.0	4377.0	11166.0	5051.0	17942.0	12226.0	1872.0	12883.0	16054.0	10870.0	1631.0	1632.0	2440.0	6260.0	18882.0	5767.0	15447.0
STK11_E8_STA101089	6329.0	8359.0	16918.0	6682.0	29392.0	23241.0	2524.0	22847.0	25498.0	18302.0	2025.0	2644.0	3435.0	10822.0	33910.0	9733.0	23174.0
STK11_E8_STA101090	1796.0	2951.0	5325.0	2333.0	8688.0	8208.0	815.0	7402.0	8670.0	4708.0	712.0	734.0	938.0	3536.0	9531.0	2773.0	6883.0
STK11_E9_STA101091	1800.0	2453.0	5088.0	2388.0	7133.0	6838.0	615.0	7023.0	9318.0	3907.0	657.0	680.0	808.0	3716.0	8941.0	3099.0	5037.0
STK11_E9_STA101092	2069.0	2695.0	4746.0	3067.0	7704.0	6338.0	724.0	7463.0	7914.0	4126.0	471.0	823.0	898.0	3711.0	8716.0	3033.0	6064.0
STK11_E9_STA103261	1573.0	1900.0	4596.0	2924.0	10063.0	6399.0	990.0	8748.0	10151.0	5967.0	781.0	684.0	1174.0	3099.0	11091.0	2410.0	9219.0
GNA11_E4_STA100091	505.0	515.0	1110.0	637.0	2479.0	2315.0	192.0	1900.0	2726.0	1787.0	186.0	180.0	429.0	821.0	2642.0	869.0	2034.0
GNA11_E4_STA100092	881.0	1057.0	2696.0	1060.0	3716.0	4210.0	362.0	4103.0	4795.0	2317.0	379.0	228.0	757.0	1842.0	5216.0	1922.0	3731.0
GNA11_E5_STA100093	5930.0	6004.0	15046.0	5344.0	27053.0	19930.0	1999.0	18512.0	27954.0	16424.0	2004.0	2012.0	3032.0	8532.0	29611.0	7772.0	20030.0
MAP2K2_E6_STA100095	454.0	627.0	1968.0	811.0	3212.0	3404.0	221.0	3151.0	3837.0	1265.0	160.0	294.0	388.0	1240.0	3308.0	1183.0	2019.0
MAP2K2_E6_STA100096	670.0	639.0	1712.0	882.0	3707.0	3128.0	359.0	2575.0	4380.0	1490.0	307.0	313.0	317.0	1398.0	3693.0	1172.0	1707.0
MAP2K2_E4_STA100097	2264.0	3098.0	6657.0	2685.0	11527.0	9880.0	1205.0	10926.0	12721.0	7390.0	1451.0	985.0	1547.0	4197.0	13587.0	4496.0	8799.0
MAP2K2_E3_STA100098	4440.0	3847.0	8742.0	3484.0	24140.0	19707.0	1826.0	16263.0	22752.0	10226.0	2248.0	2372.0	3006.0	8062.0	18096.0	6752.0	10177.0
MAP2K2_E3_STA100099	2889.0	3371.0	7388.0	2524.0	17525.0	14740.0	792.0	10801.0	15859.0	8122.0	1623.0	1440.0	1982.0	4691.0	14176.0	5452.0	6732.0
MAP2K2_E2_STA100100	2033.0	1925.0	3594.0	2023.0	20348.0	11922.0	857.0	8291.0	11883.0	6016.0	787.0	1077.0	1647.0	4156.0	10394.0	4481.0	6087.0
MAP2K2_E2_STA100101	3199.0	3593.0	10118.0	4106.0	17406.0	21860.0	1059.0	17124.0	22480.0	9596.0	2152.0	2033.0	2761.0	7475.0	19357.0	6752.0	8936.0
MAP2K2_E2_STA100102	2939.0	4157.0	6767.0	2758.0	14880.0	17673.0	855.0	13100.0	15001.0	5360.0	837.0	1290.0	1911.0	4692.0	13724.0	4988.0	6233.0
JAK3_E24_STA101094	3833.0	4100.0	9439.0	3948.0	24002.0	21456.0	1683.0	15904.0	23191.0	11232.0	2022.0	2348.0	3062.0	7105.0	19723.0	7397.0	8154.0
JAK3_E24_STA101095	873.0	1107.0	2290.0	987.0	7229.0	5560.0	422.0	5492.0	7035.0	2125.0	475.0	624.0	781.0	2388.0	4747.0	2066.0	2700.0
JAK3_E23_STA101777	3733.0	6176.0	10638.0	5678.0	26236.0	24486.0	2257.0	24509.0	30951.0	9853.0	1903.0	2422.0	3713.0	9072.0	25904.0	7727.0	13765.0
JAK3_E22_STA101098	1064.0	1598.0	2778.0	1507.0	5965.0	6069.0	433.0	5808.0	8146.0	2757.0	451.0	735.0	1044.0	2534.0	6031.0	2282.0	3303.0
JAK3_E22_STA101099	407.0	447.0	1004.0	586.0	1923.0	1553.0	217.0	1823.0	2299.0	1348.0	120.0	203.0	520.0	624.0	2133.0	717.0	1467.0
JAK3_E21_STA101101	483.0	1122.0	1364.0	821.0	5807.0	3958.0	647.0	3782.0	3133.0	1737.0	273.0	310.0	852.0	2508.0	4617.0	1025.0	1889.0
JAK3_E21_STA101102	3019.0	3257.0	8400.0	4777.0	15603.0	14915.0	1316.0	14473.0	19767.0	8983.0	876.0	2353.0	2929.0	6991.0	16505.0	6332.0	9606.0
JAK3_E20_STA101103	1259.0	2138.0	4492.0	2032.0	9755.0	9100.0	765.0	7864.0	10043.0	3531.0	570.0	955.0	1183.0	3466.0	8407.0	2936.0	4547.0
