	19T10717	19T18091	20T33159	D20D02352	E20D02359T	M20D02354	N20D02344	N20D02353	P20D02335	P20D02348	P20D02350	P20D02355	P20D02360	U20D02340	X20D02334	X20D02342	X20D02365
PIK3CA_E8_STA101395	2434.0	4970.0	6073.0	3437.0	20820.0	16018.0	910.0	12444.0	14056.0	6549.0	3372.0	5848.0	4624.0	5271.0	13727.0	9367.0	14235.0
PIK3CA_E9_STA101396	4823.0	7265.0	10670.0	5409.0	39320.0	33331.0	1998.0	26757.0	28167.0	14412.0	8500.0	15123.0	9605.0	11352.0	27305.0	17978.0	25721.0
PIK3CA_E10_STA100188	1477.0	3176.0	3148.0	1610.0	10140.0	9355.0	478.0	7052.0	6761.0	2717.0	1936.0	3594.0	2017.0	3142.0	6726.0	5565.0	5463.0
PIK3CA_E10_STA101626	1503.0	2607.0	3023.0	1395.0	11196.0	7310.0	430.0	5768.0	6405.0	2989.0	2539.0	2855.0	2415.0	2447.0	7243.0	4742.0	7282.0
PIK3CA_E10_STA100190	3437.0	6380.0	8193.0	3151.0	21484.0	21539.0	976.0	16727.0	18291.0	5588.0	4163.0	7783.0	4314.0	6637.0	13954.0	10262.0	14379.0
PIK3CA_E11_STA100191	3487.0	6491.0	5973.0	3654.0	22341.0	19787.0	1169.0	14381.0	15763.0	7774.0	4993.0	7997.0	5739.0	6520.0	16195.0	11796.0	16528.0
PIK3CA_E11_STA100192	2433.0	4606.0	5479.0	3078.0	20595.0	15667.0	950.0	12260.0	13773.0	7187.0	4190.0	6257.0	4684.0	5309.0	14164.0	9863.0	15446.0
PIK3CA_E12_STA101397	5248.0	9250.0	10827.0	5240.0	29233.0	27429.0	1144.0	23725.0	24032.0	10456.0	8621.0	10447.0	6723.0	9458.0	23322.0	16702.0	23851.0
PIK3CA_E14_STA101649	6456.0	10298.0	11049.0	5395.0	41319.0	34334.0	1890.0	26308.0	29780.0	13553.0	9294.0	14997.0	8790.0	11960.0	28420.0	19528.0	25373.0
PIK3CA_E15_STA101650	6487.0	10013.0	11449.0	6368.0	39149.0	33406.0	1884.0	28468.0	30783.0	14109.0	10585.0	12785.0	10314.0	10308.0	29152.0	19267.0	30000.0
PIK3CA_E16_STA101401	4294.0	7487.0	8594.0	4266.0	27630.0	23167.0	1421.0	17691.0	20579.0	9208.0	6589.0	8064.0	6361.0	6702.0	20856.0	13686.0	19964.0
PIK3CA_E17_STA101402	5232.0	10489.0	13761.0	6171.0	36977.0	32439.0	1475.0	29260.0	27828.0	9967.0	7298.0	12338.0	8162.0	12334.0	25104.0	19324.0	27786.0
PIK3CA_E18_STA101403	8848.0	14015.0	17397.0	6817.0	55363.0	48744.0	2664.0	37602.0	43455.0	18826.0	10775.0	19070.0	12847.0	15870.0	38519.0	22865.0	40556.0
PIK3CA_E19_STA101404	3263.0	5420.0	7490.0	3318.0	22742.0	22059.0	819.0	16301.0	17845.0	6124.0	3861.0	6757.0	4496.0	7478.0	15905.0	11404.0	13887.0
PIK3CA_E20_STA101405	8398.0	13770.0	18295.0	7582.0	61999.0	41863.0	1820.0	39075.0	43157.0	18063.0	10342.0	15540.0	11525.0	15427.0	39081.0	24796.0	39141.0
PIK3CA_E21_STA101406	4643.0	8641.0	10309.0	4804.0	32689.0	30858.0	1912.0	26887.0	29687.0	11403.0	8179.0	12563.0	8636.0	10288.0	24897.0	17336.0	23003.0
PIK3CA_E21_STA100194	3968.0	7001.0	8840.0	5855.0	31449.0	34549.0	1500.0	24647.0	26278.0	10968.0	7553.0	13758.0	7907.0	12145.0	23405.0	16747.0	18680.0
PIK3CA_E21_STA100195	8539.0	11165.0	17493.0	6185.0	61785.0	47928.0	2454.0	42243.0	42659.0	18783.0	13944.0	21733.0	13954.0	15744.0	38851.0	25217.0	34570.0
PIK3CA_E21_STA100196	1174.0	2866.0	2800.0	1380.0	7840.0	9121.0	321.0	6064.0	6686.0	2067.0	1578.0	2579.0	1863.0	2982.0	5431.0	3969.0	5003.0
FGFR3_E3_STA101676	3784.0	4849.0	6431.0	3425.0	14172.0	13139.0	1111.0	12584.0	17265.0	6522.0	988.0	1301.0	1871.0	5054.0	14841.0	4230.0	14036.0
FGFR3_E4_STA101409	2016.0	2130.0	3252.0	1788.0	6972.0	4909.0	595.0	4543.0	8177.0	4569.0	640.0	626.0	808.0	2528.0	8363.0	2062.0	8281.0
FGFR3_E5_STA101410	5084.0	4710.0	9516.0	3636.0	17642.0	10419.0	1705.0	13418.0	18213.0	10735.0	1059.0	1399.0	3003.0	6752.0	20771.0	4524.0	20824.0
FGFR3_E6_STA101711	2120.0	2119.0	4293.0	2039.0	3063.0	4673.0	540.0	3196.0	6615.0	3946.0	325.0	507.0	81.0	1731.0	7178.0	2467.0	6175.0
FGFR3_E7_STA102020	2384.0	2283.0	4510.0	2168.0	6681.0	5585.0	711.0	8162.0	10179.0	5055.0	550.0	873.0	1112.0	3230.0	9220.0	2218.0	11043.0
FGFR3_E7_STA103215	3661.0	4298.0	5644.0	2607.0	11065.0	7943.0	1106.0	10207.0	14040.0	5082.0	564.0	744.0	1082.0	4629.0	12655.0	3540.0	12544.0
FGFR3_E7_STA101724	1690.0	1878.0	2661.0	1112.0	5228.0	3861.0	465.0	5296.0	7175.0	2164.0	336.0	362.0	522.0	2136.0	6143.0	1641.0	5984.0
FGFR3_E8_STA102041	1235.0	1261.0	3019.0	1094.0	3475.0	3089.0	276.0	3812.0	4611.0	2068.0	221.0	253.0	523.0	1564.0	4192.0	1166.0	4882.0
FGFR3_E9_STA101705	517.0	563.0	1365.0	548.0	1438.0	1497.0	142.0	1837.0	2241.0	1426.0	144.0	233.0	257.0	610.0	2977.0	756.0	2354.0
FGFR3_E9_STA100201	3905.0	3801.0	6051.0	2995.0	15140.0	9404.0	1276.0	10361.0	14661.0	8550.0	876.0	876.0	1813.0	3249.0	14490.0	3749.0	14655.0
FGFR3_E9_STA101708	1452.0	1785.0	3373.0	1345.0	4790.0	4628.0	521.0	5200.0	5421.0	3226.0	224.0	450.0	792.0	1914.0	6032.0	1690.0	6382.0
FGFR3_E10_STA101413	1404.0	1557.0	2379.0	1124.0	5181.0	3425.0	497.0	3687.0	4852.0	3708.0	259.0	459.0	688.0	1661.0	5556.0	1567.0	5284.0
FGFR3_E11_STA101414	1976.0	2679.0	3275.0	1835.0	6751.0	7345.0	558.0	6982.0	8123.0	3600.0	458.0	684.0	863.0	2682.0	8201.0	2286.0	7398.0
FGFR3_E13_STA101416	1765.0	1954.0	2985.0	1336.0	6466.0	5097.0	450.0	4960.0	7423.0	3574.0	493.0	381.0	989.0	2414.0	8468.0	1975.0	6976.0
FGFR3_E14_STA101714	1378.0	1395.0	2124.0	1026.0	5197.0	4193.0	356.0	4196.0	6560.0	1884.0	202.0	425.0	591.0	2374.0	4584.0	1286.0	4180.0
FGFR3_E14_STA101712	1120.0	1243.0	1674.0	1174.0	3636.0	3577.0	493.0	2448.0	4977.0	2936.0	233.0	590.0	435.0	1469.0	4275.0	1411.0	2664.0
FGFR3_E15_STA101417	698.0	695.0	674.0	449.0	1605.0	1871.0	107.0	1534.0	2283.0	808.0	95.0	163.0	208.0	795.0	2194.0	712.0	1203.0
FGFR3_E16_STA101722	999.0	1085.0	2198.0	786.0	3335.0	3088.0	334.0	3504.0	4139.0	2145.0	280.0	348.0	484.0	1213.0	4715.0	1113.0	3687.0
FGFR3_E17_STA101418	1836.0	1981.0	2585.0	1478.0	6969.0	4723.0	562.0	4680.0	5567.0	3861.0	512.0	480.0	978.0	2206.0	6377.0	1748.0	5867.0
FGFR3_E18_STA101419	2706.0	2990.0	4954.0	2903.0	7601.0	8426.0	647.0	7860.0	10538.0	5481.0	775.0	1069.0	1312.0	3611.0	10791.0	2846.0	8669.0
PDGFRA_E2_STA101420	4286.0	5672.0	32353.0	2242.0	23030.0	20291.0	1692.0	17037.0	21860.0	8303.0	4515.0	6021.0	5995.0	5305.0	17008.0	5727.0	12036.0
PDGFRA_E3_STA101421	9585.0	11568.0	65357.0	5464.0	55147.0	42761.0	3321.0	37832.0	43385.0	17253.0	7870.0	11297.0	10884.0	13213.0	36140.0	12547.0	25318.0
PDGFRA_E4_STA101422	7689.0	10463.0	71381.0	4628.0	36909.0	41168.0	2588.0	36422.0	40317.0	14346.0	6235.0	13243.0	9843.0	13329.0	30632.0	12619.0	23310.0
PDGFRA_E5_STA101423	4167.0	6041.0	35479.0	2629.0	16312.0	22865.0	1381.0	18193.0	18809.0	7382.0	4323.0	6890.0	6343.0	6996.0	16691.0	5421.0	14341.0
PDGFRA_E6_STA101424	3367.0	4662.0	29266.0	1906.0	18402.0	17794.0	1232.0	15910.0	16967.0	4653.0	2379.0	6267.0	3733.0	6382.0	13757.0	5063.0	8432.0
PDGFRA_E7_STA101425	4851.0	6505.0	38332.0	2596.0	25808.0	23305.0	1690.0	20956.0	21018.0	5925.0	3787.0	8189.0	5434.0	7118.0	18317.0	7093.0	13025.0
PDGFRA_E8_STA101426	6618.0	9958.0	60338.0	4594.0	37634.0	30793.0	2712.0	28421.0	31842.0	13836.0	6080.0	10586.0	8642.0	10683.0	28256.0	10964.0	23822.0
PDGFRA_E9_STA101427	6989.0	8929.0	55040.0	3677.0	41612.0	33695.0	2611.0	27666.0	33073.0	13944.0	5900.0	11325.0	8107.0	12081.0	29735.0	11816.0	18538.0
PDGFRA_E10_STA101428	6623.0	8730.0	54554.0	3834.0	39751.0	38449.0	2381.0	35207.0	39961.0	10669.0	4377.0	9915.0	6670.0	14899.0	28859.0	11390.0	16408.0
PDGFRA_E11_STA101429	7973.0	10391.0	50954.0	4729.0	38640.0	38023.0	2836.0	34003.0	35133.0	11552.0	5445.0	10839.0	7498.0	13858.0	27790.0	11837.0	19028.0
PDGFRA_E12_STA100207	15456.0	21054.0	127511.0	9531.0	83583.0	77319.0	6001.0	75476.0	74738.0	30191.0	16031.0	29186.0	19655.0	27890.0	66373.0	23791.0	54057.0
PDGFRA_E12_STA101616	15497.0	21123.0	127914.0	9563.0	83844.0	77541.0	6029.0	75690.0	74997.0	30291.0	16085.0	29274.0	19711.0	27981.0	66575.0	23848.0	54219.0
PDGFRA_E12_STA100209	9173.0	11507.0	66404.0	5474.0	49440.0	42267.0	3752.0	38986.0	42539.0	18590.0	9682.0	17548.0	11658.0	14160.0	35231.0	13454.0	31161.0
PDGFRA_E13_STA101430	3723.0	5396.0	34104.0	2189.0	22412.0	20934.0	1426.0	16291.0	19328.0	7614.0	3288.0	5285.0	5513.0	5437.0	16924.0	5295.0	12754.0
PDGFRA_E14_STA100210	1910.0	3223.0	17154.0	1508.0	12641.0	12602.0	1072.0	10145.0	10717.0	3221.0	1856.0	4337.0	2247.0	4192.0	8209.0	3081.0	5466.0
PDGFRA_E14_STA100211	7274.0	9882.0	59123.0	4688.0	33689.0	38090.0	2594.0	32003.0	34192.0	12138.0	6842.0	13452.0	8732.0	12733.0	26495.0	9697.0	20889.0
PDGFRA_E14_STA100212	7621.0	9153.0	59546.0	5065.0	34270.0	37213.0	2579.0	35557.0	35726.0	14483.0	6718.0	13869.0	10072.0	12935.0	29809.0	10443.0	21356.0
PDGFRA_E15_STA101431	6617.0	8844.0	58174.0	5114.0	36688.0	33178.0	2850.0	28089.0	30384.0	15281.0	6836.0	12238.0	13317.0	9887.0	33065.0	8924.0	24547.0
PDGFRA_E16_STA101432	8850.0	12831.0	67303.0	5772.0	49860.0	42333.0	3208.0	34170.0	34952.0	17341.0	8808.0	16767.0	12985.0	12536.0	33804.0	12574.0	28157.0
PDGFRA_E17_STA101433	8774.0	13155.0	95438.0	6163.0	45299.0	43214.0	2446.0	36854.0	44554.0	16106.0	5263.0	12438.0	10265.0	14157.0	38230.0	14434.0	32003.0
PDGFRA_E18_STA100213	5631.0	8314.0	45340.0	3441.0	34180.0	32790.0	2090.0	28695.0	30767.0	9800.0	4392.0	7461.0	5485.0	11654.0	24484.0	8857.0	17450.0
PDGFRA_E18_STA100214	11696.0	14035.0	91338.0	6011.0	69225.0	59143.0	3858.0	49717.0	55775.0	22768.0	8931.0	14531.0	14623.0	17586.0	49754.0	15000.0	35160.0
PDGFRA_E19_STA101434	2365.0	3270.0	21082.0	1394.0	8344.0	10980.0	696.0	10481.0	10958.0	4243.0	1265.0	2769.0	3237.0	3155.0	9358.0	2869.0	6992.0
PDGFRA_E20_STA101435	8320.0	8965.0	55927.0	4068.0	37374.0	34365.0	2722.0	27214.0	33649.0	14399.0	4269.0	8504.0	8320.0	10435.0	29037.0	9099.0	21240.0
PDGFRA_E21_STA101436	5951.0	8594.0	55316.0	3272.0	24613.0	29957.0	1751.0	26273.0	28164.0	10711.0	3152.0	6897.0	7060.0	8252.0	25528.0	6317.0	18377.0
PDGFRA_E22_STA101437	8806.0	11103.0	69242.0	4600.0	45442.0	48310.0	4002.0	39148.0	44693.0	18753.0	8107.0	10162.0	11673.0	13549.0	42240.0	11415.0	28104.0
PDGFRA_E23_STA101438	6241.0	8145.0	51222.0	3493.0	30304.0	31708.0	1995.0	27266.0	32924.0	12635.0	4575.0	7523.0	6737.0	11400.0	28554.0	9620.0	18841.0
KIT_E1_STA101439	2348.0	3375.0	4655.0	1684.0	13474.0	8702.0	1538.0	11763.0	14836.0	6583.0	1058.0	1928.0	3103.0	4213.0	14171.0	3708.0	12883.0
KIT_E2_STA101440	2792.0	4277.0	4562.0	1419.0	15810.0	16654.0	1159.0	15309.0	16846.0	4320.0	2586.0	5159.0	3459.0	5330.0	10273.0	3786.0	9631.0
KIT_E3_STA101441	3820.0	6421.0	6338.0	2119.0	19609.0	26644.0	1235.0	19643.0	18338.0	5070.0	2728.0	5055.0	5276.0	5900.0	15670.0	4862.0	14545.0
KIT_E4_STA101442	1834.0	2622.0	2479.0	848.0	9553.0	8705.0	570.0	6266.0	7139.0	3299.0	1124.0	2633.0	3688.0	2324.0	6310.0	2526.0	7636.0
KIT_E5_STA101443	13650.0	18651.0	23206.0	8962.0	62183.0	68063.0	4862.0	54077.0	59483.0	25161.0	14141.0	30288.0	17930.0	21484.0	49827.0	21796.0	62072.0
KIT_E6_STA101444	5426.0	8369.0	8690.0	3551.0	25309.0	26472.0	2231.0	21362.0	24401.0	7203.0	3958.0	9427.0	5625.0	7968.0	18698.0	8265.0	20919.0
KIT_E7_STA101445	2473.0	3372.0	3742.0	1655.0	12430.0	11315.0	1155.0	8959.0	8799.0	4932.0	1842.0	4815.0	3254.0	3391.0	8148.0	2832.0	10590.0
KIT_E8_STA100215	5122.0	7005.0	7658.0	3248.0	28370.0	28334.0	1948.0	23720.0	27607.0	8869.0	3468.0	8853.0	5295.0	9978.0	19492.0	6719.0	17417.0
KIT_E8_STA100216	7836.0	9822.0	12275.0	3958.0	38338.0	34126.0	3131.0	28275.0	34036.0	14490.0	7234.0	11848.0	9029.0	11370.0	28873.0	11498.0	27658.0
KIT_E9_STA101621	9423.0	13143.0	15896.0	5331.0	53367.0	42840.0	3812.0	38765.0	42080.0	17170.0	8801.0	17297.0	10552.0	14974.0	34839.0	15014.0	37981.0
KIT_E9_STA100218	6766.0	9785.0	11234.0	3836.0	33308.0	32113.0	2687.0	27565.0	30091.0	12139.0	6384.0	12861.0	8724.0	10043.0	25085.0	10745.0	28306.0
KIT_E9_STA100219	4486.0	8104.0	8900.0	3129.0	21830.0	26463.0	2140.0	21127.0	22987.0	9536.0	4427.0	10656.0	6562.0	8568.0	21383.0	9447.0	20509.0
KIT_E10_STA100220	5936.0	7922.0	9789.0	3223.0	32211.0	29820.0	2228.0	32843.0	30401.0	8763.0	5368.0	12456.0	6260.0	11135.0	21006.0	10039.0	19909.0
KIT_E10_STA101446	13455.0	18096.0	20705.0	9084.0	71726.0	64113.0	4994.0	54433.0	61065.0	27867.0	13314.0	24508.0	17676.0	21934.0	51963.0	20827.0	50850.0
KIT_E10_STA100221	13455.0	18096.0	20705.0	9084.0	71726.0	64113.0	4994.0	54433.0	61065.0	27867.0	13314.0	24508.0	17676.0	21934.0	51963.0	20827.0	50850.0
KIT_E11_STA100222	3672.0	4993.0	5636.0	1831.0	19138.0	15827.0	1130.0	13330.0	15183.0	6339.0	3394.0	6294.0	4865.0	4884.0	12939.0	4976.0	13658.0
KIT_E11_STA100223	7355.0	10590.0	10956.0	4239.0	42593.0	34830.0	2641.0	28293.0	32320.0	14598.0	7097.0	14649.0	9836.0	11746.0	28085.0	11857.0	28703.0
KIT_E11_STA100224	6526.0	10303.0	11520.0	4126.0	31904.0	39511.0	2692.0	29883.0	35930.0	14263.0	6408.0	14615.0	9596.0	11781.0	31499.0	11601.0	27842.0
KIT_E12_STA101447	5679.0	10793.0	9361.0	4111.0	36999.0	38824.0	2492.0	37529.0	34145.0	10765.0	6184.0	14391.0	8194.0	13786.0	24275.0	9320.0	26475.0
KIT_E13_STA100225	12363.0	17696.0	20310.0	8244.0	80203.0	66586.0	4870.0	68448.0	62325.0	28044.0	13931.0	29237.0	24902.0	23528.0	51242.0	20422.0	58995.0
KIT_E13_STA101622	4892.0	8205.0	7485.0	3104.0	24217.0	23522.0	1860.0	22338.0	24201.0	8077.0	5793.0	9802.0	5817.0	8704.0	19047.0	7842.0	14904.0
KIT_E14_STA100227	2188.0	3932.0	4420.0	1614.0	14192.0	12674.0	1073.0	9118.0	10648.0	4975.0	2600.0	4736.0	4215.0	3658.0	9525.0	4080.0	10419.0
KIT_E14_STA100228	9538.0	14602.0	15848.0	6866.0	59510.0	50943.0	4678.0	39916.0	48971.0	20050.0	12042.0	23676.0	13641.0	17146.0	38419.0	17503.0	39882.0
KIT_E14_STA100229	9414.0	12238.0	11881.0	6365.0	53194.0	46143.0	4310.0	34847.0	40671.0	17166.0	9040.0	21244.0	11721.0	14287.0	34911.0	15697.0	38041.0
KIT_E15_STA101448	5243.0	8134.0	8589.0	3741.0	31942.0	31146.0	2290.0	27639.0	30489.0	9793.0	6014.0	13345.0	7525.0	11581.0	22106.0	8556.0	22137.0
KIT_E16_STA101449	10943.0	13672.0	18081.0	6570.0	45930.0	53858.0	3045.0	45830.0	46951.0	18481.0	8791.0	17794.0	14756.0	16577.0	37202.0	14263.0	42098.0
