	C21D00402	C21D00444	D21D00412	M21D00435	N21D00374	N21D00379	N21D00401	N21D00404	N21D00438	N21D00440	P21D00366	P21D00372	P21D00373	P21D00386	P21D00389	P21D00391	P21D00395	P21D00396	P21D00397	P21D00398	P21D00399	P21D00405	P21D00408	P21D00436	P21D00437	P21D00442	P21D00447	S21D00410	X20D02486	X21D00400T
NF1_E45_STA100921	4119.0	5114.0	3531.0	6968.0	7313.0	9591.0	15998.0	2972.0	3818.0	282.0	11389.0	2054.0	4282.0	5849.0	329.0	621.0	8250.0	12477.0	8505.0	4545.0	15879.0	2714.0	4160.0	12448.0	9970.0	16023.0	1559.0	826.0	10640.0	4181.0
NF1_E46_STA101835	5404.0	5317.0	4911.0	8732.0	12576.0	12865.0	21377.0	4657.0	6057.0	403.0	17564.0	3776.0	7390.0	9317.0	447.0	1208.0	12542.0	18127.0	11191.0	7568.0	22878.0	10803.0	7885.0	20385.0	15890.0	23050.0	2975.0	1252.0	15752.0	6060.0
NF1_E46_STA100923	1260.0	1614.0	893.0	1850.0	2822.0	2536.0	4596.0	1084.0	1525.0	114.0	4843.0	1158.0	1440.0	2556.0	92.0	260.0	3767.0	4335.0	2474.0	1668.0	6302.0	2437.0	1823.0	5282.0	4098.0	5378.0	790.0	308.0	4018.0	1903.0
NF1_E47_STA100924	3073.0	2948.0	2394.0	4129.0	5926.0	6461.0	12474.0	2962.0	3077.0	176.0	8039.0	1195.0	2893.0	2074.0	384.0	457.0	5412.0	9969.0	5858.0	3533.0	11440.0	5096.0	3516.0	10125.0	7381.0	10834.0	1351.0	864.0	6477.0	3761.0
NF1_E47_STA101816	11407.0	14472.0	9782.0	18228.0	25680.0	28747.0	50568.0	9144.0	14689.0	762.0	39710.0	6390.0	12772.0	11857.0	780.0	2690.0	30419.0	34542.0	26902.0	16560.0	56026.0	22691.0	14901.0	44916.0	36080.0	44090.0	6487.0	1647.0	20776.0	17604.0
NF1_E47_STA100926	2621.0	3881.0	2496.0	4176.0	4994.0	5441.0	11111.0	3800.0	3079.0	206.0	6736.0	1346.0	2696.0	2544.0	304.0	875.0	5521.0	7327.0	5416.0	3844.0	9063.0	5593.0	3513.0	8727.0	7332.0	11358.0	1885.0	714.0	3139.0	3778.0
NF1_E48_STA100927	5133.0	4568.0	4212.0	5978.0	10251.0	10763.0	16464.0	5375.0	2870.0	244.0	10206.0	1608.0	3806.0	4687.0	498.0	591.0	7952.0	13359.0	9125.0	5637.0	13829.0	2825.0	5237.0	11613.0	9424.0	16999.0	3093.0	1269.0	9623.0	4597.0
NF1_E48_STA100928	646.0	634.0	685.0	821.0	1622.0	1563.0	3776.0	864.0	710.0	100.0	1842.0	418.0	480.0	830.0	88.0	132.0	1352.0	2006.0	1202.0	946.0	2332.0	536.0	751.0	1767.0	1340.0	2983.0	272.0	138.0	1597.0	754.0
NF1_E49_STA100929	6993.0	8347.0	5722.0	10773.0	9636.0	11870.0	22965.0	7838.0	6116.0	424.0	14132.0	2734.0	6340.0	10091.0	842.0	1257.0	12614.0	14566.0	10226.0	7670.0	18524.0	11966.0	7406.0	19944.0	17633.0	23250.0	4419.0	1786.0	179.0	8013.0
NF1_E49_STA100930	5237.0	5167.0	3878.0	7869.0	10995.0	10192.0	18539.0	5336.0	5347.0	318.0	13720.0	2230.0	5092.0	7987.0	529.0	947.0	10831.0	13045.0	9253.0	6410.0	21688.0	8804.0	5821.0	16737.0	13901.0	17254.0	3347.0	1271.0	7053.0	7149.0
NF1_E49_STA100931	3848.0	3704.0	2952.0	5946.0	7980.0	7496.0	14143.0	3997.0	3875.0	254.0	9659.0	1609.0	3673.0	5579.0	313.0	677.0	7494.0	9565.0	6675.0	4566.0	15017.0	6437.0	4364.0	12205.0	10254.0	12597.0	2507.0	1009.0	5773.0	4986.0
NF1_E49_STA100932	3649.0	2622.0	2790.0	4941.0	5923.0	7186.0	11007.0	2725.0	3562.0	200.0	8676.0	1371.0	3167.0	4205.0	250.0	623.0	6423.0	8665.0	6249.0	4099.0	11247.0	5407.0	3250.0	9434.0	8063.0	11825.0	1356.0	568.0	6474.0	3825.0
NF1_E50_STA101821	2967.0	4692.0	2870.0	5898.0	9215.0	8825.0	15083.0	3098.0	4471.0	264.0	13308.0	2721.0	4696.0	6076.0	379.0	921.0	10128.0	12186.0	8197.0	5162.0	19030.0	7447.0	5224.0	15083.0	12500.0	13989.0	2091.0	890.0	11056.0	5899.0
NF1_E50_STA100934	370.0	384.0	334.0	676.0	977.0	801.0	1256.0	354.0	536.0	54.0	643.0	150.0	471.0	502.0	54.0	64.0	900.0	1067.0	566.0	489.0	1097.0	581.0	501.0	1734.0	1584.0	1456.0	178.0	132.0	883.0	320.0
NF1_E51_STA100935	3726.0	4257.0	2665.0	4655.0	6983.0	7942.0	12058.0	4840.0	3538.0	265.0	11747.0	1823.0	4287.0	7591.0	387.0	582.0	8111.0	9923.0	6672.0	4701.0	15244.0	6973.0	4157.0	9260.0	7961.0	13053.0	2445.0	957.0	7765.0	5549.0
NF1_E51_STA100936	12835.0	10390.0	10682.0	16602.0	26622.0	32071.0	53075.0	10961.0	12016.0	749.0	36349.0	5791.0	12143.0	19896.0	863.0	1990.0	23347.0	37615.0	27793.0	14631.0	45783.0	20971.0	12129.0	31062.0	22719.0	46550.0	5077.0	2081.0	29041.0	14782.0
NF1_E51_STA100937	5102.0	5279.0	3507.0	6218.0	9347.0	10512.0	22100.0	4497.0	4427.0	253.0	11601.0	1968.0	3652.0	4983.0	420.0	827.0	7918.0	10635.0	8079.0	6199.0	17165.0	8057.0	5007.0	14291.0	10719.0	17577.0	2065.0	1024.0	9123.0	5114.0
NF1_E51_STA100938	1843.0	2352.0	1628.0	2251.0	2933.0	4106.0	7706.0	2280.0	1849.0	134.0	3911.0	674.0	1411.0	2880.0	140.0	324.0	3139.0	4680.0	3234.0	2655.0	6654.0	2830.0	3136.0	5573.0	3671.0	6861.0	1164.0	268.0	3329.0	2355.0
NF1_E52_STA100939	2789.0	2323.0	2718.0	4393.0	4860.0	6699.0	14420.0	2625.0	2541.0	100.0	8133.0	1161.0	3085.0	3193.0	150.0	588.0	5391.0	7216.0	6165.0	3090.0	11398.0	4740.0	3070.0	9255.0	5904.0	10172.0	970.0	214.0	7728.0	2972.0
NF1_E52_STA100940	756.0	841.0	911.0	1358.0	1705.0	1939.0	3842.0	711.0	844.0	67.0	2378.0	345.0	974.0	1211.0	32.0	198.0	1827.0	3174.0	2155.0	1051.0	3949.0	1651.0	1123.0	3200.0	2291.0	3321.0	440.0	128.0	2213.0	1047.0
NF1_E53_STA100941	1558.0	1876.0	1138.0	2580.0	2469.0	2817.0	5325.0	2016.0	1581.0	74.0	4020.0	672.0	1347.0	1502.0	192.0	324.0	2646.0	3917.0	2504.0	2029.0	4930.0	2507.0	1807.0	5275.0	4136.0	5462.0	917.0	292.0	3356.0	2054.0
NF1_E53_STA100942	5240.0	5189.0	3561.0	7669.0	11685.0	11882.0	17791.0	4446.0	4756.0	503.0	12628.0	2121.0	5167.0	6256.0	517.0	733.0	10559.0	14096.0	9605.0	7159.0	16954.0	8702.0	5069.0	16470.0	13776.0	14964.0	2888.0	1158.0	10598.0	5739.0
NF1_E54_STA100943	768.0	713.0	870.0	1228.0	1538.0	2227.0	3503.0	543.0	1057.0	32.0	2811.0	414.0	757.0	1376.0	30.0	160.0	1783.0	2895.0	2241.0	860.0	3078.0	1605.0	1028.0	2329.0	1397.0	3009.0	374.0	92.0	1703.0	961.0
NF1_E54_STA100944	11853.0	10837.0	9748.0	19481.0	18488.0	24432.0	42417.0	11296.0	12847.0	494.0	34268.0	5015.0	10626.0	21372.0	1108.0	2452.0	24071.0	28056.0	20304.0	14420.0	40158.0	23690.0	13841.0	38975.0	31222.0	46321.0	5386.0	1525.0	30038.0	12907.0
NF1_E54_STA100945	514.0	696.0	372.0	791.0	988.0	1044.0	1941.0	638.0	578.0	70.0	1665.0	394.0	480.0	944.0	44.0	72.0	1201.0	1719.0	920.0	694.0	2308.0	1079.0	630.0	2020.0	1650.0	1721.0	332.0	225.0	1177.0	736.0
NF1_E55_STA101834	2272.0	2837.0	1696.0	3568.0	4723.0	5353.0	10296.0	3443.0	3049.0	236.0	7403.0	1579.0	3097.0	4464.0	130.0	656.0	5134.0	7379.0	4962.0	2531.0	11009.0	4943.0	2991.0	8196.0	7424.0	8848.0	1767.0	495.0	5466.0	3702.0
NF1_E55_STA100947	2583.0	2443.0	1854.0	3563.0	4264.0	6179.0	12035.0	2484.0	2975.0	154.0	8886.0	1234.0	2586.0	4191.0	176.0	670.0	4732.0	7393.0	6360.0	2708.0	10472.0	4523.0	2788.0	7525.0	5847.0	9074.0	1085.0	367.0	5748.0	3521.0
NF1_E55_STA100948	1828.0	2298.0	2045.0	3081.0	3459.0	3940.0	8077.0	1574.0	2248.0	130.0	6075.0	942.0	1821.0	2689.0	134.0	402.0	3907.0	6059.0	3675.0	2507.0	7037.0	3206.0	2280.0	6276.0	4262.0	6604.0	773.0	548.0	3933.0	2308.0
NF1_E56_STA100949	2452.0	3089.0	2360.0	3981.0	4521.0	4692.0	9755.0	2937.0	3075.0	338.0	6414.0	1510.0	2475.0	4439.0	186.0	667.0	6043.0	6888.0	4429.0	3003.0	9133.0	5561.0	2635.0	9694.0	7015.0	9372.0	1696.0	412.0	5123.0	3762.0
NF1_E57_STA100950	3680.0	3901.0	3321.0	5251.0	6182.0	6444.0	13662.0	5269.0	4040.0	278.0	9412.0	1648.0	3428.0	4578.0	424.0	960.0	7381.0	9390.0	6047.0	3983.0	11911.0	6750.0	5303.0	13279.0	11175.0	14163.0	2321.0	1063.0	6346.0	4920.0
NF1_E57_STA100951	3862.0	4272.0	2808.0	5657.0	9772.0	8806.0	15279.0	2884.0	4405.0	225.0	13675.0	1985.0	4500.0	6594.0	350.0	950.0	9860.0	10881.0	7129.0	5879.0	19122.0	9173.0	4679.0	15043.0	13666.0	13192.0	2104.0	514.0	11063.0	5820.0
NF1_E57_STA100952	5613.0	5515.0	4981.0	8330.0	9352.0	12713.0	21692.0	4767.0	4809.0	361.0	14515.0	2110.0	5131.0	7942.0	344.0	830.0	9207.0	14858.0	11632.0	6047.0	18390.0	8391.0	5351.0	15262.0	10441.0	19910.0	2443.0	984.0	11297.0	5398.0
NF1_E57_STA100953	7801.0	7075.0	7168.0	10788.0	15251.0	17018.0	26279.0	7523.0	7858.0	474.0	17455.0	2928.0	7675.0	10166.0	629.0	1413.0	14545.0	19019.0	15261.0	9514.0	23430.0	12119.0	7868.0	22419.0	19128.0	24844.0	4024.0	1999.0	14312.0	7250.0
NF1_E58_STA100954	2603.0	2708.0	1887.0	3259.0	3920.0	4843.0	7169.0	2235.0	2490.0	121.0	7459.0	1264.0	2676.0	2026.0	202.0	408.0	5925.0	6428.0	3929.0	3236.0	9583.0	4482.0	2451.0	6991.0	6773.0	6944.0	1538.0	373.0	4249.0	3900.0
NF1_E58_STA100955	4726.0	3807.0	2530.0	4725.0	6257.0	7679.0	17716.0	2967.0	4310.0	249.0	9596.0	1506.0	3755.0	3364.0	544.0	977.0	7398.0	8996.0	6693.0	4844.0	11440.0	6953.0	4100.0	11409.0	9959.0	12978.0	1635.0	589.0	6907.0	5602.0
NF1_E58_STA100956	8277.0	6091.0	5445.0	8868.0	10219.0	14097.0	26871.0	4998.0	6751.0	303.0	14967.0	2349.0	5803.0	5847.0	297.0	1119.0	11336.0	16146.0	15009.0	8834.0	20389.0	10002.0	6328.0	16364.0	12266.0	20524.0	2575.0	970.0	9966.0	8060.0
RAD51D_E10_STA100957	6383.0	2965.0	4063.0	3435.0	10388.0	11549.0	18816.0	5289.0	3407.0	163.0	10594.0	1374.0	3691.0	2351.0	410.0	815.0	7210.0	11974.0	8803.0	5198.0	14697.0	6627.0	4962.0	6618.0	5275.0	19616.0	1774.0	551.0	8749.0	4566.0
RAD51D_E9_STA100958	1763.0	1453.0	1475.0	1023.0	4513.0	3973.0	6041.0	5118.0	1186.0	37.0	4935.0	561.0	1461.0	1220.0	88.0	258.0	3843.0	4404.0	2732.0	1756.0	7460.0	3202.0	2100.0	2842.0	2385.0	7230.0	929.0	214.0	3106.0	2361.0
RAD51D_E9_STA100959	5752.0	3364.0	3885.0	4002.0	13634.0	12125.0	22712.0	8582.0	4568.0	202.0	12567.0	1704.0	4291.0	2750.0	182.0	804.0	8618.0	12217.0	7873.0	5088.0	15538.0	8387.0	6086.0	8697.0	7275.0	22784.0	2138.0	392.0	8994.0	5535.0
RAD51D_E8_STA100960	1507.0	827.0	1248.0	789.0	3343.0	4169.0	6410.0	3110.0	1048.0	19.0	4165.0	511.0	1026.0	841.0	81.0	207.0	1987.0	3224.0	2325.0	1331.0	4624.0	1990.0	1520.0	2002.0	1337.0	5944.0	541.0	187.0	2428.0	1516.0
RAD51D_E8_STA100961	1460.0	1127.0	1612.0	937.0	3353.0	4377.0	6958.0	4253.0	1560.0	16.0	5005.0	485.0	1130.0	1099.0	118.0	265.0	2744.0	3176.0	2896.0	1502.0	6433.0	2522.0	1785.0	2347.0	1663.0	6318.0	629.0	172.0	2606.0	1870.0
RAD51D_E8_STA100962	201.0	177.0	265.0	132.0	409.0	474.0	1549.0	703.0	473.0	10.0	1088.0	116.0	146.0	234.0	42.0	48.0	542.0	473.0	651.0	158.0	1299.0	560.0	286.0	324.0	320.0	1103.0	77.0	43.0	493.0	416.0
RAD51D_E7_STA100963	8390.0	4087.0	7792.0	5708.0	22404.0	22580.0	32021.0	12142.0	6355.0	346.0	19021.0	2345.0	6177.0	4218.0	411.0	1224.0	12076.0	17960.0	14045.0	8145.0	26705.0	11816.0	7059.0	10700.0	8521.0	33664.0	2324.0	682.0	15818.0	6877.0
RAD51D_E7_STA101783	7407.0	4327.0	5264.0	4296.0	15255.0	16746.0	25945.0	6830.0	4508.0	226.0	14082.0	1995.0	4782.0	3737.0	234.0	657.0	8565.0	15230.0	9885.0	5861.0	18157.0	7773.0	4700.0	8103.0	6272.0	26235.0	2314.0	502.0	12501.0	4970.0
RAD51D_E6_STA100965	1212.0	867.0	1119.0	1175.0	2934.0	2871.0	4787.0	1722.0	1302.0	54.0	3724.0	499.0	1106.0	598.0	72.0	286.0	2397.0	3141.0	2239.0	1678.0	4425.0	1847.0	1358.0	2344.0	1933.0	4404.0	384.0	86.0	2086.0	1754.0
RAD51D_E6_STA100966	4174.0	2935.0	2432.0	3671.0	9700.0	9921.0	16823.0	7049.0	3600.0	109.0	11490.0	1919.0	3833.0	2953.0	324.0	776.0	7804.0	10376.0	8519.0	4897.0	16156.0	7341.0	4390.0	6513.0	6327.0	17874.0	1368.0	300.0	8654.0	5175.0
RAD51D_E5_STA100967	8116.0	5110.0	6175.0	7172.0	16761.0	14133.0	26000.0	6949.0	5696.0	438.0	17612.0	2538.0	6196.0	4219.0	444.0	1193.0	12246.0	15785.0	11017.0	8013.0	21239.0	11230.0	7849.0	14528.0	10352.0	27218.0	3204.0	938.0	11329.0	7090.0
RAD51D_E5_STA100968	16701.0	8441.0	11675.0	13035.0	41544.0	37888.0	49824.0	19204.0	10949.0	549.0	34465.0	5414.0	11566.0	6851.0	535.0	1600.0	25250.0	37930.0	26027.0	15747.0	46466.0	20978.0	12775.0	23314.0	21412.0	59304.0	5566.0	1876.0	29346.0	13430.0
RAD51D_E5_STA100969	8639.0	4842.0	6255.0	5610.0	17233.0	17413.0	23623.0	11969.0	4840.0	396.0	15445.0	2453.0	5677.0	3069.0	215.0	588.0	11314.0	17706.0	13695.0	7078.0	19266.0	8951.0	7068.0	10340.0	8139.0	26455.0	2709.0	724.0	10661.0	6003.0
RAD51D_E4_STA100970	14686.0	9186.0	11503.0	11122.0	33621.0	37795.0	52388.0	18381.0	9671.0	583.0	32331.0	3982.0	10628.0	5958.0	835.0	1675.0	21313.0	32114.0	20544.0	14900.0	38920.0	19115.0	11951.0	22358.0	19746.0	53443.0	4495.0	1035.0	24993.0	12974.0
RAD51D_E4_STA100971	2891.0	2323.0	1886.0	2374.0	6958.0	5626.0	10073.0	2563.0	2312.0	164.0	7734.0	1333.0	2789.0	1867.0	167.0	344.0	5256.0	5992.0	4466.0	2979.0	11312.0	4708.0	2844.0	5265.0	4488.0	10189.0	1511.0	468.0	5768.0	3058.0
RAD51D_E3_STA100972	10675.0	5620.0	8336.0	6454.0	23312.0	18801.0	28003.0	11523.0	5275.0	396.0	17983.0	2880.0	8256.0	4124.0	481.0	788.0	13334.0	19579.0	14702.0	8343.0	22758.0	10974.0	9918.0	12470.0	11051.0	27352.0	4298.0	1621.0	15074.0	8880.0
RAD51D_E3_STA100973	2375.0	1975.0	1795.0	1308.0	5999.0	5195.0	6801.0	4487.0	1539.0	100.0	6262.0	884.0	2117.0	1472.0	64.0	219.0	4362.0	4990.0	3575.0	2415.0	8553.0	3655.0	2773.0	3216.0	2713.0	7348.0	1228.0	241.0	4667.0	3137.0
RAD51D_E3_STA100974	7189.0	5064.0	5227.0	4257.0	14139.0	13752.0	19054.0	14498.0	4251.0	192.0	14567.0	2017.0	5116.0	3419.0	461.0	852.0	9346.0	13434.0	8130.0	6144.0	17459.0	8760.0	7772.0	7296.0	7069.0	21468.0	3520.0	544.0	9091.0	6909.0
RAD51D_E2_STA100975	3476.0	1901.0	2767.0	1737.0	7739.0	7727.0	11594.0	3920.0	1618.0	79.0	6525.0	1145.0	2620.0	1794.0	54.0	356.0	4245.0	6831.0	4333.0	3062.0	9260.0	3397.0	3534.0	3582.0	2471.0	11338.0	1695.0	424.0	6208.0	3050.0
RAD51D_E1_STA100976	1238.0	880.0	1209.0	416.0	3419.0	2234.0	3634.0	3020.0	607.0	61.0	2427.0	401.0	838.0	735.0	84.0	47.0	1447.0	2318.0	1483.0	1070.0	2912.0	1230.0	1733.0	1297.0	829.0	4363.0	528.0	112.0	1522.0	1028.0
ERBB2_E0_STA101633	1776.0	1107.0	2214.0	691.0	3904.0	3971.0	5457.0	5929.0	881.0	36.0	4190.0	541.0	1343.0	1265.0	98.0	240.0	2578.0	2991.0	2462.0	2174.0	107009.0	2335.0	2961.0	2052.0	1880.0	5881.0	363.0	228.0	3394.0	1790.0
ERBB2_E5_STA101346	1993.0	1470.0	2834.0	898.0	5724.0	5095.0	7454.0	3951.0	1173.0	72.0	5172.0	738.0	1698.0	1103.0	19.0	447.0	2927.0	5472.0	3457.0	2784.0	129656.0	2806.0	3196.0	2034.0	1800.0	9089.0	442.0	162.0	4384.0	2322.0
ERBB2_E6_STA101347	320.0	478.0	424.0	164.0	868.0	614.0	1101.0	1436.0	152.0	20.0	749.0	102.0	301.0	203.0	16.0	54.0	576.0	624.0	402.0	386.0	23112.0	478.0	525.0	343.0	322.0	1128.0	136.0	46.0	644.0	432.0
ERBB2_E7_STA101348	10797.0	6239.0	10329.0	5079.0	26862.0	25319.0	31502.0	14809.0	4822.0	302.0	20211.0	2479.0	6371.0	4504.0	190.0	773.0	12875.0	23906.0	14568.0	13118.0	508489.0	13139.0	12099.0	9424.0	7897.0	35612.0	2512.0	919.0	21875.0	7264.0
ERBB2_E8_STA101349	5159.0	3541.0	5952.0	2199.0	12964.0	10500.0	16851.0	12061.0	1819.0	100.0	7130.0	1709.0	3928.0	2262.0	141.0	700.0	6086.0	10835.0	5721.0	6629.0	215593.0	6048.0	5244.0	4644.0	3948.0	19295.0	2361.0	659.0	9331.0	4513.0
ERBB2_E9_STA101350	4982.0	3861.0	6803.0	2352.0	13668.0	13687.0	20627.0	10865.0	2825.0	70.0	10223.0	1302.0	4381.0	2584.0	124.0	504.0	7606.0	13266.0	7819.0	6824.0	282595.0	6012.0	7035.0	4338.0	3684.0	20949.0	1133.0	566.0	13073.0	4143.0
ERBB2_E10_STA101351	12481.0	7539.0	15012.0	6563.0	34880.0	30030.0	41545.0	26501.0	6112.0	391.0	24538.0	3074.0	9560.0	5231.0	809.0	701.0	15962.0	26598.0	17321.0	19612.0	602614.0	17053.0	15217.0	13538.0	11163.0	45996.0	4279.0	1603.0	27482.0	9430.0
ERBB2_E11_STA101352	1514.0	1101.0	1592.0	930.0	4169.0	3783.0	5188.0	3007.0	841.0	38.0	2943.0	404.0	1256.0	892.0	66.0	220.0	2347.0	3175.0	1891.0	1642.0	78493.0	2226.0	1587.0	2014.0	2111.0	4943.0	430.0	165.0	2795.0	1261.0
ERBB2_E13_STA101354	172.0	194.0	180.0	110.0	629.0	679.0	834.0	689.0	166.0	6.0	700.0	69.0	162.0	133.0	16.0	62.0	436.0	365.0	254.0	300.0	18045.0	351.0	384.0	332.0	333.0	662.0	87.0	28.0	555.0	269.0
ERBB2_E14_STA101355	4168.0	3226.0	5622.0	2455.0	9024.0	13150.0	15900.0	8606.0	2343.0	222.0	9781.0	1204.0	3017.0	2866.0	143.0	439.0	5862.0	9560.0	6554.0	5665.0	213279.0	5826.0	4459.0	3959.0	3052.0	16661.0	1251.0	692.0	8242.0	3012.0
ERBB2_E15_STA101356	5998.0	4616.0	7104.0	2420.0	16258.0	14452.0	24567.0	16582.0	3139.0	114.0	17825.0	2514.0	5508.0	4656.0	187.0	1034.0	10209.0	12941.0	8935.0	8570.0	490446.0	10053.0	10464.0	6930.0	6363.0	27159.0	1889.0	330.0	17624.0	7351.0
ERBB2_E16_STA101357	1161.0	1371.0	1806.0	429.0	2627.0	3479.0	6048.0	4552.0	797.0	31.0	4205.0	612.0	1069.0	1055.0	94.0	406.0	2106.0	3112.0	1902.0	2072.0	95193.0	1931.0	1839.0	1574.0	1057.0	5652.0	277.0	50.0	3108.0	1351.0
ERBB2_E17_STA101642	1292.0	725.0	1478.0	574.0	4326.0	3631.0	6091.0	2996.0	1055.0	53.0	2757.0	406.0	1149.0	764.0	37.0	157.0	1610.0	3535.0	1900.0	1914.0	76088.0	1958.0	1711.0	1494.0	1355.0	6346.0	421.0	168.0	2765.0	965.0
ERBB2_E18_STA101359	7112.0	5092.0	8642.0	3856.0	17859.0	18912.0	29608.0	13443.0	3978.0	311.0	15068.0	2391.0	4779.0	4142.0	321.0	663.0	10587.0	19306.0	11785.0	10850.0	380293.0	9487.0	8164.0	7636.0	6172.0	28824.0	1430.0	639.0	16573.0	5907.0
ERBB2_E19_STA101360	4983.0	2766.0	5808.0	3030.0	11990.0	13597.0	18104.0	7922.0	2492.0	92.0	9683.0	1329.0	3647.0	2165.0	194.0	523.0	7185.0	11153.0	7199.0	7029.0	228358.0	6511.0	5122.0	5575.0	5024.0	18676.0	974.0	481.0	9955.0	4054.0
ERBB2_E20_STA101645	7246.0	4869.0	9162.0	4138.0	23073.0	20044.0	31363.0	20084.0	3432.0	262.0	15619.0	2181.0	6915.0	5230.0	266.0	948.0	10699.0	18803.0	11519.0	10520.0	399589.0	8815.0	8342.0	7250.0	6457.0	32067.0	3153.0	1325.0	18354.0	6869.0
ERBB2_E21_STA101362	481.0	381.0	495.0	625.0	1555.0	1318.0	2049.0	2665.0	469.0	10.0	1114.0	104.0	627.0	438.0	32.0	134.0	571.0	1349.0	1499.0	1398.0	28387.0	698.0	580.0	722.0	563.0	2037.0	107.0	217.0	2695.0	563.0
ERBB2_E22_STA101613	7387.0	5650.0	8603.0	4463.0	23511.0	21157.0	32135.0	11293.0	5665.0	146.0	23246.0	4296.0	6742.0	6470.0	345.0	882.0	14609.0	16870.0	11569.0	9981.0	586008.0	11686.0	11948.0	7903.0	8884.0	32197.0	2104.0	637.0	23810.0	9431.0
ERBB2_E22_STA100071	8768.0	5608.0	8778.0	3977.0	19167.0	20871.0	30921.0	9628.0	4122.0	417.0	17402.0	2508.0	5592.0	5975.0	274.0	1649.0	11103.0	17264.0	10029.0	10917.0	453554.0	11853.0	10554.0	7767.0	8103.0	35031.0	2111.0	606.0	18429.0	8000.0
ERBB2_E23_STA100072	2763.0	1748.0	3179.0	1385.0	7562.0	6559.0	9638.0	5499.0	1307.0	34.0	5021.0	666.0	2144.0	1180.0	81.0	168.0	3654.0	6106.0	3411.0	3388.0	123434.0	3154.0	2786.0	2415.0	2273.0	9616.0	1045.0	343.0	5999.0	2071.0
ERBB2_E23_STA100073	4325.0	2679.0	4847.0	2087.0	12158.0	10467.0	17272.0	9208.0	1843.0	148.0	8520.0	1168.0	3515.0	2609.0	273.0	695.0	5656.0	10255.0	5532.0	5449.0	222033.0	5601.0	5492.0	3534.0	3423.0	19236.0	1148.0	715.0	10084.0	3067.0
ERBB2_E23_STA100074	319.0	282.0	571.0	119.0	993.0	941.0	1519.0	917.0	177.0	16.0	1120.0	193.0	234.0	288.0	24.0	44.0	582.0	746.0	459.0	570.0	26803.0	462.0	530.0	353.0	339.0	1398.0	63.0	36.0	989.0	511.0
ERBB2_E24_STA100075	2078.0	1578.0	2558.0	1046.0	6277.0	5602.0	8030.0	5303.0	831.0	70.0	3891.0	802.0	1651.0	1109.0	84.0	232.0	2749.0	5302.0	3180.0	3128.0	102287.0	2671.0	2637.0	1840.0	1836.0	9160.0	772.0	605.0	4781.0	1750.0
ERBB2_E24_STA100076	5211.0	4869.0	5825.0	2787.0	19094.0	15673.0	18437.0	13873.0	2725.0	68.0	14421.0	2109.0	5666.0	3302.0	238.0	770.0	9691.0	13023.0	7375.0	9712.0	409010.0	7273.0	8138.0	6101.0	6130.0	20696.0	2376.0	1249.0	14083.0	5645.0
ERBB2_E26_STA101363	8192.0	5451.0	9588.0	4487.0	23898.0	19585.0	27220.0	20263.0	4120.0	124.0	15767.0	2430.0	6319.0	4035.0	368.0	1262.0	11518.0	17477.0	11342.0	10736.0	394350.0	11312.0	10910.0	7575.0	7429.0	33684.0	2550.0	1265.0	17342.0	5789.0
ERBB2_E27_STA101364	667.0	541.0	701.0	287.0	1486.0	1362.0	2739.0	1533.0	387.0	8.0	1540.0	213.0	334.0	348.0	62.0	173.0	915.0	1190.0	653.0	936.0	42599.0	805.0	895.0	616.0	535.0	2324.0	182.0	76.0	1411.0	584.0
ERBB2_E28_STA101365	4687.0	2841.0	4757.0	2075.0	12015.0	11146.0	16701.0	9836.0	2792.0	104.0	10386.0	1760.0	2965.0	2791.0	252.0	782.0	5638.0	10046.0	5181.0	6901.0	259894.0	5518.0	6574.0	4267.0	4781.0	20391.0	1462.0	484.0	11412.0	4501.0
ERBB2_E29_STA101366	6074.0	3461.0	6301.0	2409.0	15903.0	14854.0	20816.0	10358.0	3120.0	118.0	10636.0	1813.0	3738.0	2654.0	237.0	732.0	7258.0	11819.0	7558.0	7090.0	271416.0	6167.0	7098.0	5378.0	5135.0	24200.0	1291.0	429.0	13630.0	4578.0
ERBB2_E30_STA101367	1567.0	1458.0	2388.0	926.0	4225.0	4940.0	6776.0	4570.0	1001.0	53.0	3944.0	556.0	1353.0	1235.0	123.0	320.0	2074.0	4481.0	3112.0	2295.0	95979.0	2290.0	2091.0	1547.0	1223.0	8455.0	406.0	244.0	4804.0	1529.0
BRCA1_E23_STA100977	6298.0	4780.0	5771.0	5430.0	16747.0	15148.0	22797.0	11837.0	4950.0	197.0	15936.0	2328.0	5498.0	3138.0	565.0	1009.0	13888.0	13099.0	11011.0	11056.0	18536.0	10869.0	6926.0	10568.0	10291.0	21667.0	2721.0	876.0	12595.0	6273.0
BRCA1_E23_STA100978	6430.0	3342.0	4416.0	3704.0	14043.0	12106.0	19704.0	7131.0	3059.0	302.0	10747.0	1766.0	4252.0	1896.0	388.0	625.0	8597.0	12792.0	8409.0	8126.0	12443.0	6014.0	4901.0	7764.0	6905.0	17962.0	2166.0	800.0	8599.0	4560.0
BRCA1_E22_STA100979	2933.0	2395.0	2790.0	2457.0	7566.0	8046.0	15844.0	3022.0	2640.0	116.0	7864.0	1264.0	2262.0	1596.0	414.0	936.0	5463.0	5706.0	4401.0	5085.0	8936.0	5235.0	3303.0	5478.0	5007.0	11394.0	918.0	268.0	6818.0	3640.0
