	C21D00402	C21D00444	D21D00412	M21D00435	N21D00374	N21D00379	N21D00401	N21D00404	N21D00438	N21D00440	P21D00366	P21D00372	P21D00373	P21D00386	P21D00389	P21D00391	P21D00395	P21D00396	P21D00397	P21D00398	P21D00399	P21D00405	P21D00408	P21D00436	P21D00437	P21D00442	P21D00447	S21D00410	X20D02486	X21D00400T
JAK1_E12_STA100355	8610.0	10038.0	8920.0	7489.0	36008.0	24321.0	45827.0	26594.0	9726.0	235.0	34606.0	5212.0	10257.0	6418.0	596.0	2277.0	24060.0	26112.0	16260.0	21588.0	54998.0	27075.0	11248.0	20799.0	18781.0	51283.0	2956.0	1472.0	25502.0	11256.0
JAK1_E11_STA100356	5319.0	6357.0	4719.0	6637.0	22477.0	16420.0	29982.0	12287.0	5618.0	312.0	19132.0	3112.0	7208.0	3868.0	428.0	896.0	15250.0	19886.0	12928.0	15022.0	38291.0	15502.0	5712.0	15623.0	13469.0	28493.0	1930.0	1580.0	14057.0	8427.0
JAK1_E11_STA100357	2608.0	3422.0	2135.0	2713.0	10354.0	5981.0	14477.0	6427.0	3163.0	94.0	7939.0	1387.0	3024.0	1685.0	288.0	678.0	6453.0	8507.0	5155.0	6468.0	14721.0	7023.0	2731.0	7913.0	6324.0	13789.0	842.0	958.0	6122.0	3940.0
JAK1_E11_STA100358	2101.0	2702.0	2508.0	2661.0	5900.0	4959.0	13018.0	3207.0	2762.0	224.0	9644.0	1131.0	2690.0	2381.0	569.0	802.0	5720.0	6575.0	4415.0	5500.0	17598.0	6906.0	2856.0	7215.0	5524.0	11991.0	795.0	510.0	5257.0	4062.0
JAK1_E10_STA100359	915.0	885.0	901.0	880.0	3260.0	2908.0	5782.0	2616.0	769.0	48.0	3618.0	516.0	784.0	748.0	68.0	120.0	2287.0	3721.0	2345.0	2236.0	5838.0	2183.0	1158.0	1836.0	1247.0	5605.0	171.0	195.0	2316.0	1216.0
JAK1_E10_STA100360	4686.0	4852.0	3827.0	3890.0	19536.0	12230.0	24215.0	8892.0	5538.0	376.0	22832.0	3503.0	5757.0	3653.0	444.0	1091.0	16613.0	14572.0	9278.0	13634.0	45849.0	15047.0	6530.0	12669.0	11474.0	22863.0	1082.0	912.0	14430.0	8644.0
JAK1_E9_STA100361	1226.0	1377.0	1467.0	1116.0	4582.0	3541.0	7158.0	3421.0	1409.0	76.0	5696.0	722.0	1744.0	1042.0	134.0	352.0	3120.0	3949.0	2866.0	3291.0	10433.0	4704.0	1403.0	3175.0	2826.0	7174.0	424.0	339.0	3449.0	2347.0
JAK1_E9_STA100362	2032.0	2626.0	2342.0	1859.0	7544.0	5874.0	12700.0	5644.0	2958.0	123.0	10008.0	1286.0	2713.0	1807.0	249.0	702.0	5496.0	6555.0	4545.0	5108.0	19079.0	7565.0	2810.0	5777.0	5207.0	11373.0	687.0	436.0	6025.0	4164.0
JAK1_E9_STA100363	5272.0	5307.0	5442.0	5635.0	18584.0	13937.0	28430.0	8550.0	4060.0	206.0	15262.0	2118.0	6340.0	4289.0	498.0	856.0	11531.0	17914.0	10251.0	12851.0	32564.0	13717.0	6194.0	11810.0	10700.0	26962.0	1929.0	2578.0	14175.0	7157.0
JAK1_E8_STA100364	2683.0	3647.0	2327.0	3665.0	8921.0	5610.0	14551.0	3294.0	3199.0	220.0	8739.0	1470.0	3109.0	2652.0	292.0	520.0	5983.0	8947.0	5926.0	6663.0	14541.0	7537.0	3488.0	9386.0	7523.0	14697.0	924.0	1062.0	5466.0	4852.0
JAK1_E8_STA100365	6290.0	8253.0	5824.0	10204.0	20122.0	12264.0	32192.0	8997.0	9296.0	374.0	25741.0	3559.0	7780.0	6270.0	954.0	2192.0	16721.0	20039.0	13182.0	17617.0	44967.0	21629.0	8892.0	24632.0	21146.0	35409.0	1565.0	1901.0	16689.0	11093.0
JAK1_E8_STA100366	5112.0	6553.0	4648.0	9100.0	18259.0	11028.0	30862.0	7429.0	8293.0	304.0	20501.0	2899.0	6944.0	5125.0	501.0	1489.0	12852.0	19118.0	12086.0	13810.0	36109.0	16325.0	7036.0	20517.0	17821.0	31037.0	1426.0	1851.0	14638.0	8891.0
JAK1_E8_STA100367	841.0	998.0	927.0	1242.0	3430.0	2664.0	6483.0	1451.0	1100.0	36.0	3783.0	605.0	1137.0	1013.0	64.0	310.0	2328.0	3998.0	2225.0	2336.0	6445.0	2308.0	1297.0	3205.0	2248.0	6213.0	167.0	166.0	2762.0	1996.0
JAK1_E7_STA100368	5211.0	8008.0	5366.0	10484.0	15401.0	10409.0	26195.0	7588.0	7836.0	496.0	17116.0	2946.0	6121.0	5825.0	843.0	1548.0	14951.0	17070.0	10789.0	14116.0	29075.0	17829.0	6933.0	25265.0	22886.0	25286.0	2065.0	2543.0	11185.0	9623.0
JAK1_E7_STA100369	1176.0	1876.0	968.0	1671.0	3503.0	2378.0	6063.0	1410.0	1971.0	391.0	5804.0	772.0	1518.0	1544.0	333.0	340.0	3670.0	4396.0	3516.0	2956.0	10144.0	4712.0	1784.0	5498.0	4627.0	5923.0	282.0	204.0	3443.0	2954.0
JAK1_E7_STA100370	1677.0	2091.0	1250.0	2338.0	4883.0	3279.0	7661.0	1349.0	1748.0	232.0	5125.0	870.0	1940.0	1299.0	268.0	227.0	4202.0	5624.0	3768.0	4108.0	10060.0	4185.0	1578.0	6576.0	4925.0	7816.0	546.0	642.0	3699.0	2671.0
JAK1_E7_STA100371	5516.0	5797.0	5078.0	8406.0	19181.0	10822.0	28903.0	4033.0	7157.0	396.0	20239.0	3340.0	6609.0	5537.0	782.0	1508.0	13750.0	19189.0	11907.0	15687.0	33987.0	15348.0	5876.0	23313.0	18668.0	30544.0	1294.0	1421.0	14553.0	8710.0
JAK1_E7_STA100372	756.0	953.0	612.0	1161.0	2721.0	1504.0	4620.0	1194.0	1412.0	32.0	4418.0	627.0	939.0	1218.0	69.0	316.0	2463.0	2661.0	1993.0	1774.0	8062.0	3226.0	1213.0	3732.0	2959.0	4079.0	226.0	160.0	2206.0	1996.0
JAK1_E6_STA100373	644.0	660.0	544.0	783.0	2055.0	1384.0	3518.0	705.0	638.0	10.0	3085.0	352.0	806.0	421.0	60.0	162.0	1548.0	1637.0	994.0	1156.0	2970.0	1082.0	587.0	1477.0	1130.0	2650.0	130.0	166.0	1646.0	1414.0
JAK1_E6_STA100374	2870.0	2659.0	2566.0	3349.0	9301.0	6239.0	16929.0	3306.0	3811.0	183.0	9530.0	1509.0	3346.0	1513.0	268.0	577.0	6370.0	8912.0	5525.0	6418.0	17109.0	7477.0	2927.0	9104.0	7403.0	13104.0	607.0	709.0	6088.0	5052.0
JAK1_E6_STA100375	6146.0	5235.0	4944.0	6586.0	18237.0	12897.0	24146.0	8800.0	3685.0	399.0	16932.0	2685.0	6711.0	3314.0	475.0	894.0	13144.0	15210.0	6188.0	6369.0	14934.0	6261.0	2705.0	6680.0	6997.0	24758.0	1517.0	1728.0	10898.0	8248.0
JAK1_E5_STA100376	1927.0	2580.0	1621.0	2220.0	6174.0	4998.0	10898.0	3277.0	2783.0	102.0	8649.0	807.0	2158.0	1555.0	184.0	339.0	4731.0	5571.0	4247.0	5022.0	14207.0	6399.0	2297.0	5925.0	5154.0	9838.0	433.0	412.0	4115.0	3412.0
JAK1_E5_STA100377	8964.0	10626.0	7505.0	10448.0	31389.0	24803.0	49574.0	14622.0	10168.0	714.0	32637.0	3983.0	10823.0	7506.0	777.0	2041.0	22749.0	28671.0	16682.0	22323.0	60670.0	24939.0	9932.0	27250.0	25116.0	45267.0	2788.0	2716.0	20437.0	14991.0
JAK1_E5_STA100378	1155.0	1602.0	1225.0	894.0	3579.0	3590.0	9720.0	2233.0	1797.0	88.0	6290.0	855.0	1670.0	1350.0	182.0	389.0	3298.0	3460.0	2839.0	3112.0	13125.0	4627.0	1740.0	4507.0	3484.0	6868.0	202.0	199.0	3585.0	2920.0
JAK1_E5_STA101781	3665.0	3924.0	3414.0	3587.0	13693.0	8721.0	18647.0	7580.0	3822.0	180.0	11305.0	1733.0	4542.0	2179.0	438.0	572.0	8610.0	11990.0	5818.0	9108.0	22894.0	9428.0	4250.0	11918.0	10428.0	18810.0	942.0	1008.0	8580.0	4524.0
JAK1_E4_STA100380	3895.0	5498.0	3885.0	6073.0	13877.0	10462.0	24518.0	7696.0	6439.0	199.0	17620.0	2119.0	4647.0	4552.0	624.0	1068.0	11685.0	14268.0	9521.0	12301.0	30126.0	14014.0	4639.0	18112.0	14093.0	23413.0	1151.0	1271.0	10888.0	8712.0
JAK1_E4_STA100381	5713.0	7544.0	4883.0	8064.0	21789.0	15988.0	38934.0	6818.0	7750.0	701.0	26107.0	3627.0	8536.0	7719.0	618.0	1010.0	15870.0	20935.0	16051.0	17511.0	43786.0	18787.0	6088.0	25082.0	17320.0	32106.0	1413.0	1599.0	16153.0	10633.0
JAK1_E4_STA100382	224.0	328.0	314.0	434.0	654.0	522.0	1996.0	338.0	268.0	39.0	1326.0	122.0	408.0	456.0	56.0	66.0	659.0	1000.0	894.0	733.0	2062.0	705.0	248.0	827.0	509.0	1386.0	40.0	28.0	562.0	443.0
JAK1_E3_STA100383	1380.0	1893.0	1238.0	1387.0	4351.0	3822.0	7326.0	5163.0	1765.0	60.0	7092.0	953.0	1596.0	1847.0	131.0	323.0	5115.0	4403.0	3257.0	3872.0	13293.0	5319.0	1852.0	4893.0	4423.0	7217.0	383.0	399.0	3705.0	3042.0
JAK1_E3_STA100384	4037.0	4143.0	4939.0	5129.0	15035.0	12959.0	28153.0	7300.0	5937.0	248.0	17229.0	2446.0	4904.0	6090.0	342.0	1002.0	10376.0	16037.0	9929.0	10604.0	33526.0	12621.0	4311.0	16067.0	9943.0	25059.0	861.0	1000.0	11512.0	5582.0
JAK1_E3_STA100385	6673.0	8374.0	7255.0	8481.0	23601.0	17246.0	33420.0	7591.0	7151.0	654.0	24870.0	3065.0	7478.0	11224.0	879.0	1132.0	16541.0	23901.0	14875.0	17954.0	47440.0	18726.0	9162.0	23464.0	18766.0	35574.0	2166.0	2908.0	17939.0	11647.0
JAK1_E2_STA100386	3018.0	5882.0	3273.0	5338.0	12731.0	7903.0	19654.0	5096.0	5565.0	386.0	16345.0	2835.0	5523.0	7892.0	588.0	1928.0	12667.0	13101.0	8285.0	10527.0	31119.0	11402.0	6202.0	17555.0	15099.0	18536.0	1182.0	922.0	14615.0	8105.0
NRAS_E4_STA100001	3555.0	2545.0	1976.0	2704.0	6490.0	4801.0	13899.0	3005.0	2542.0	150.0	7812.0	1068.0	1976.0	3301.0	141.0	533.0	4219.0	5886.0	4801.0	4491.0	13038.0	5416.0	2893.0	6387.0	4511.0	10264.0	609.0	534.0	7435.0	3455.0
NRAS_E4_STA100002	6412.0	2843.0	2988.0	3561.0	13417.0	7671.0	21111.0	4228.0	3356.0	250.0	10215.0	1312.0	4060.0	5203.0	292.0	630.0	6932.0	8609.0	7446.0	8349.0	19573.0	9877.0	5591.0	9705.0	9024.0	17349.0	1334.0	794.0	10665.0	5552.0
NRAS_E3_STA100003	10736.0	7729.0	7240.0	10865.0	18315.0	12683.0	35011.0	6655.0	8287.0	422.0	28652.0	3882.0	8412.0	13360.0	842.0	2461.0	19695.0	18583.0	14378.0	18221.0	49905.0	23635.0	9180.0	28652.0	24106.0	41137.0	1399.0	1549.0	23567.0	14254.0
NRAS_E3_STA100004	4592.0	3982.0	2712.0	3824.0	10145.0	6851.0	19592.0	3322.0	4770.0	192.0	13972.0	2316.0	3846.0	5977.0	146.0	1117.0	8555.0	9279.0	7688.0	8881.0	27232.0	10642.0	5056.0	11223.0	10800.0	16123.0	793.0	592.0	9984.0	7190.0
NRAS_E3_STA101617	936.0	574.0	467.0	650.0	1677.0	1969.0	5450.0	826.0	575.0	74.0	1596.0	243.0	461.0	809.0	39.0	227.0	1513.0	2055.0	1421.0	2318.0	5993.0	1821.0	564.0	1732.0	1311.0	2898.0	123.0	114.0	1210.0	1248.0
NRAS_E2_STA100006	2542.0	1938.0	1414.0	1961.0	4300.0	3779.0	9944.0	1565.0	1845.0	214.0	5367.0	878.0	1729.0	1594.0	120.0	478.0	3316.0	4674.0	3702.0	3894.0	9654.0	4337.0	2382.0	6055.0	3890.0	7306.0	266.0	430.0	3711.0	2684.0
NRAS_E2_STA100007	9273.0	6105.0	3721.0	6226.0	17574.0	10984.0	26583.0	4802.0	6384.0	349.0	23702.0	3917.0	6249.0	6007.0	467.0	1174.0	17243.0	12568.0	10556.0	14265.0	41531.0	17667.0	7628.0	22197.0	18949.0	22384.0	1699.0	1266.0	15245.0	10572.0
NRAS_E2_STA100008	8581.0	5791.0	4856.0	6859.0	14688.0	9322.0	22950.0	5132.0	5367.0	456.0	15338.0	2586.0	6378.0	6254.0	268.0	1174.0	11026.0	13044.0	10529.0	11294.0	26358.0	11926.0	7811.0	15983.0	14450.0	24867.0	1457.0	1912.0	11426.0	8246.0
DDR2_E4_STA100387	15665.0	7614.0	7471.0	11699.0	23293.0	18877.0	31034.0	7269.0	9517.0	794.0	27651.0	4563.0	8829.0	10825.0	515.0	1525.0	22540.0	24652.0	22693.0	17613.0	38857.0	39832.0	9599.0	31787.0	25436.0	31280.0	3188.0	3884.0	19642.0	10020.0
DDR2_E5_STA100388	7629.0	3227.0	3444.0	5061.0	10438.0	8756.0	13894.0	4428.0	3785.0	265.0	11892.0	1862.0	4108.0	2918.0	302.0	471.0	9756.0	10159.0	9486.0	7233.0	18157.0	16132.0	4512.0	9022.0	7147.0	14722.0	1243.0	1291.0	7965.0	4573.0
DDR2_E5_STA100389	6429.0	2284.0	2618.0	2978.0	7188.0	8712.0	16119.0	3307.0	3394.0	87.0	12452.0	1541.0	2998.0	2215.0	175.0	843.0	7840.0	8496.0	8396.0	6380.0	20162.0	16513.0	4165.0	8609.0	6525.0	12516.0	807.0	476.0	7214.0	4368.0
DDR2_E5_STA100390	1820.0	889.0	703.0	875.0	2199.0	3085.0	5175.0	1015.0	1146.0	78.0	3505.0	527.0	868.0	643.0	26.0	90.0	2005.0	2928.0	2931.0	1566.0	5614.0	3687.0	991.0	1845.0	1494.0	4144.0	209.0	120.0	2075.0	925.0
DDR2_E6_STA100391	3213.0	1655.0	1266.0	1232.0	5018.0	4777.0	7522.0	2914.0	1982.0	120.0	8180.0	1178.0	1771.0	1150.0	198.0	295.0	5749.0	4878.0	3815.0	3467.0	13610.0	9439.0	2405.0	4646.0	3697.0	6864.0	583.0	364.0	3620.0	2992.0
DDR2_E6_STA100392	2993.0	989.0	888.0	1220.0	3206.0	3108.0	5822.0	1890.0	1588.0	136.0	5287.0	623.0	1181.0	872.0	98.0	296.0	3435.0	3613.0	2615.0	2664.0	7265.0	6200.0	1623.0	3360.0	2587.0	6138.0	416.0	210.0	2607.0	1493.0
DDR2_E6_STA100393	25130.0	8236.0	12102.0	12872.0	45069.0	37888.0	60471.0	20189.0	14107.0	235.0	47076.0	5641.0	12062.0	9592.0	744.0	1764.0	35573.0	44725.0	39628.0	26955.0	74695.0	60656.0	15165.0	31157.0	22785.0	65980.0	3587.0	3349.0	34525.0	14528.0
DDR2_E6_STA100394	8779.0	3595.0	3570.0	4286.0	12893.0	13270.0	17365.0	5467.0	4389.0	228.0	14338.0	2101.0	4724.0	2697.0	355.0	550.0	11273.0	12903.0	10986.0	8978.0	24226.0	19372.0	4953.0	10690.0	7342.0	17635.0	1696.0	1871.0	9789.0	5000.0
DDR2_E7_STA100395	6606.0	1964.0	2598.0	3348.0	6877.0	6524.0	12140.0	2572.0	3317.0	210.0	8250.0	1430.0	3170.0	1828.0	176.0	419.0	6231.0	8356.0	7330.0	4665.0	13511.0	12412.0	3541.0	7742.0	5140.0	11200.0	973.0	866.0	5673.0	3839.0
DDR2_E7_STA100396	14490.0	5543.0	5526.0	7971.0	16163.0	17047.0	35035.0	5906.0	9161.0	166.0	24452.0	3796.0	6977.0	3838.0	847.0	1133.0	18622.0	17331.0	15039.0	14936.0	37763.0	38736.0	7362.0	20282.0	17957.0	25776.0	1800.0	1267.0	17000.0	9534.0
DDR2_E7_STA100397	922.0	504.0	333.0	464.0	1500.0	1176.0	2729.0	483.0	683.0	18.0	2504.0	240.0	440.0	346.0	68.0	94.0	1940.0	1389.0	1368.0	1052.0	4177.0	3058.0	816.0	1566.0	1151.0	1963.0	166.0	90.0	1254.0	1000.0
DDR2_E8_STA100398	783.0	386.0	514.0	482.0	1340.0	1175.0	2898.0	307.0	484.0	44.0	2287.0	210.0	530.0	234.0	28.0	100.0	1253.0	1653.0	1552.0	855.0	3305.0	2074.0	491.0	1363.0	609.0	2189.0	82.0	70.0	1545.0	505.0
DDR2_E8_STA100399	8036.0	3770.0	3469.0	4455.0	12599.0	9793.0	18106.0	3808.0	6025.0	311.0	17810.0	3188.0	4438.0	4465.0	496.0	554.0	13566.0	12917.0	11507.0	8648.0	33015.0	22967.0	6408.0	14571.0	12113.0	19670.0	1405.0	1112.0	12420.0	7292.0
DDR2_E9_STA100400	10360.0	5672.0	4549.0	5487.0	13048.0	13929.0	26997.0	8328.0	6290.0	205.0	21404.0	2665.0	4152.0	7540.0	614.0	1219.0	13974.0	14990.0	14107.0	11743.0	27859.0	29314.0	5110.0	15788.0	10943.0	21830.0	2045.0	1441.0	11241.0	7054.0
DDR2_E9_STA100401	10591.0	5715.0	4381.0	5519.0	12996.0	14831.0	25055.0	10971.0	6075.0	264.0	21059.0	2691.0	4530.0	7446.0	450.0	1256.0	15157.0	14018.0	13260.0	11571.0	28898.0	31471.0	5853.0	16528.0	11856.0	22302.0	2194.0	1529.0	10751.0	7560.0
DDR2_E9_STA100402	12991.0	5617.0	4228.0	5624.0	17864.0	17735.0	24587.0	8721.0	6986.0	186.0	25901.0	3646.0	6409.0	7281.0	322.0	1322.0	22646.0	16600.0	15590.0	13423.0	44009.0	35911.0	6621.0	22068.0	15394.0	24970.0	2857.0	1792.0	15671.0	9329.0
DDR2_E9_STA100403	5071.0	2760.0	2716.0	3500.0	7743.0	6925.0	10829.0	3191.0	2815.0	269.0	8821.0	1134.0	3198.0	3421.0	340.0	470.0	7722.0	8769.0	6883.0	5888.0	13732.0	12241.0	3125.0	8203.0	6560.0	10262.0	1570.0	1745.0	5994.0	3223.0
DDR2_E10_STA100404	2793.0	1324.0	1285.0	1736.0	4082.0	4575.0	7439.0	1500.0	1743.0	48.0	5007.0	640.0	1319.0	974.0	124.0	228.0	3640.0	4792.0	4076.0	2873.0	7781.0	6923.0	1507.0	3522.0	2529.0	5463.0	456.0	415.0	2698.0	1971.0
DDR2_E10_STA100405	6207.0	3788.0	2977.0	3506.0	8388.0	8989.0	15171.0	4605.0	4104.0	130.0	11049.0	2164.0	3262.0	2401.0	238.0	691.0	9019.0	10272.0	9526.0	5805.0	17950.0	16141.0	4370.0	8332.0	6299.0	12005.0	1404.0	1035.0	4235.0	5137.0
DDR2_E10_STA100406	20104.0	7241.0	7863.0	11103.0	26498.0	25891.0	47185.0	10985.0	11392.0	372.0	37849.0	4772.0	10141.0	7212.0	486.0	2343.0	25979.0	26290.0	22638.0	21524.0	55903.0	53384.0	11522.0	30406.0	23760.0	42055.0	3267.0	1990.0	20132.0	13015.0
DDR2_E10_STA100407	9394.0	3859.0	4072.0	4951.0	10932.0	14152.0	23983.0	5919.0	5855.0	196.0	19014.0	2327.0	4139.0	3826.0	259.0	1274.0	13554.0	13731.0	12281.0	9944.0	29872.0	27879.0	6013.0	14216.0	10158.0	20789.0	1146.0	789.0	9295.0	6839.0
DDR2_E10_STA100408	8863.0	4256.0	3879.0	5165.0	10464.0	13843.0	24448.0	6400.0	5707.0	374.0	20008.0	2345.0	3998.0	4222.0	488.0	1340.0	14016.0	12636.0	12506.0	9714.0	29045.0	27652.0	5822.0	13747.0	9879.0	19711.0	1065.0	840.0	10242.0	7363.0
DDR2_E10_STA100409	15699.0	6195.0	7006.0	8706.0	20388.0	22654.0	30023.0	9322.0	7198.0	525.0	22485.0	3485.0	7617.0	5314.0	502.0	1029.0	17714.0	21114.0	16717.0	14691.0	34596.0	31665.0	7152.0	20283.0	17612.0	28782.0	3324.0	2892.0	15296.0	8865.0
DDR2_E11_STA100410	5382.0	2181.0	1911.0	3411.0	7662.0	5696.0	12720.0	2123.0	3573.0	108.0	7601.0	1240.0	2948.0	2203.0	158.0	517.0	6234.0	7500.0	5862.0	5484.0	12726.0	11422.0	3247.0	9076.0	7023.0	10426.0	665.0	653.0	5186.0	3162.0
DDR2_E12_STA100411	8685.0	3613.0	4606.0	4890.0	12633.0	10535.0	23288.0	5094.0	4495.0	373.0	13361.0	1848.0	4508.0	3517.0	436.0	869.0	10997.0	13640.0	10970.0	9681.0	21033.0	20791.0	5020.0	13802.0	10219.0	16822.0	1962.0	2102.0	7772.0	5374.0
DDR2_E12_STA100412	1179.0	702.0	618.0	753.0	1867.0	1883.0	5476.0	509.0	787.0	98.0	2500.0	446.0	534.0	557.0	74.0	112.0	1631.0	2216.0	2451.0	1212.0	3665.0	3211.0	681.0	1916.0	1002.0	2879.0	105.0	100.0	1846.0	841.0
DDR2_E13_STA100413	8895.0	4637.0	4192.0	5986.0	14851.0	12891.0	24833.0	7046.0	5645.0	400.0	18442.0	2756.0	5625.0	4231.0	280.0	799.0	16046.0	15343.0	12818.0	11499.0	32339.0	25718.0	6576.0	15410.0	13586.0	18568.0	2641.0	2038.0	11935.0	7675.0
DDR2_E13_STA100414	6154.0	3566.0	2824.0	3538.0	10127.0	9277.0	16430.0	5408.0	4293.0	226.0	9833.0	1730.0	3988.0	3460.0	338.0	812.0	12237.0	9270.0	8273.0	7594.0	27900.0	9045.0	4480.0	12864.0	9540.0	8217.0	1307.0	1124.0	8137.0	5605.0
DDR2_E13_STA100415	10834.0	4834.0	3924.0	5711.0	13090.0	12491.0	20326.0	10538.0	5787.0	296.0	15555.0	2032.0	4367.0	4397.0	492.0	1209.0	13792.0	12794.0	10882.0	9467.0	27214.0	26682.0	5830.0	14748.0	12490.0	21015.0	2039.0	1548.0	8587.0	4981.0
DDR2_E14_STA100416	6755.0	3439.0	3095.0	3415.0	9696.0	10108.0	19837.0	6274.0	3645.0	120.0	15286.0	2317.0	2838.0	2850.0	649.0	838.0	10972.0	11164.0	9678.0	9078.0	23208.0	21049.0	3875.0	10888.0	7864.0	17590.0	1051.0	875.0	8431.0	5263.0
DDR2_E14_STA101731	22762.0	12071.0	10020.0	13334.0	40267.0	36298.0	69630.0	14422.0	15810.0	516.0	59962.0	6047.0	10615.0	8860.0	1509.0	2455.0	48399.0	39155.0	26598.0	28876.0	100195.0	80857.0	15035.0	42303.0	31991.0	42541.0	4082.0	1561.0	33249.0	20736.0
DDR2_E14_STA100418	25556.0	11185.0	11731.0	14208.0	41999.0	35877.0	73004.0	13771.0	14398.0	529.0	44742.0	5909.0	12193.0	6812.0	924.0	2575.0	35658.0	40315.0	31783.0	28907.0	70534.0	65130.0	14756.0	44091.0	30238.0	55574.0	4843.0	3284.0	30694.0	16888.0
DDR2_E14_STA100419	12601.0	5221.0	5621.0	6439.0	21331.0	16222.0	35642.0	5379.0	6796.0	304.0	22863.0	2715.0	6144.0	3375.0	520.0	1323.0	16543.0	19429.0	14362.0	13690.0	33265.0	33750.0	7281.0	23572.0	16123.0	25639.0	2140.0	1638.0	14328.0	8163.0
DDR2_E15_STA100420	8677.0	4194.0	3755.0	6048.0	11130.0	10186.0	19993.0	4903.0	5154.0	318.0	13526.0	2138.0	4275.0	3277.0	326.0	640.0	11525.0	12616.0	11257.0	8265.0	21237.0	20761.0	4781.0	15433.0	11415.0	15883.0	1528.0	1654.0	8666.0	5090.0
DDR2_E15_STA100421	2618.0	1162.0	1224.0	1683.0	4080.0	3273.0	6946.0	1269.0	1629.0	70.0	4763.0	606.0	1664.0	1247.0	128.0	254.0	3370.0	4382.0	4381.0	3327.0	7841.0	6300.0	1329.0	4608.0	3210.0	5534.0	551.0	555.0	3490.0	1731.0
DDR2_E16_STA100422	6599.0	3756.0	3214.0	5012.0	8330.0	7128.0	14759.0	4990.0	4474.0	360.0	10383.0	1724.0	3700.0	4010.0	396.0	766.0	9550.0	8835.0	7408.0	7181.0	17081.0	18172.0	4679.0	13570.0	10459.0	13865.0	1562.0	1423.0	6843.0	5274.0
DDR2_E16_STA100423	5759.0	2994.0	2567.0	3689.0	9142.0	8174.0	12830.0	3492.0	4842.0	180.0	13463.0	2319.0	3408.0	3280.0	366.0	626.0	9756.0	9875.0	8496.0	7009.0	23128.0	17266.0	4296.0	12188.0	10027.0	11817.0	1162.0	804.0	7798.0	5472.0
DDR2_E16_STA100424	15977.0	5987.0	7042.0	10397.0	21374.0	23495.0	36668.0	6143.0	10182.0	502.0	28120.0	4395.0	7619.0	8641.0	680.0	1635.0	21674.0	23206.0	21923.0	15187.0	43621.0	38284.0	8447.0	26616.0	20626.0	30351.0	2463.0	2190.0	18704.0	10570.0
DDR2_E17_STA100425	5762.0	3081.0	2831.0	3882.0	6779.0	6057.0	11988.0	3235.0	3972.0	178.0	10045.0	1811.0	3055.0	3931.0	236.0	616.0	7047.0	7210.0	6787.0	5985.0	16445.0	15488.0	3192.0	9979.0	7341.0	12197.0	1032.0	934.0	6779.0	4428.0
DDR2_E17_STA100426	22317.0	9288.0	9267.0	13461.0	29441.0	28367.0	51876.0	9307.0	13089.0	528.0	33492.0	5266.0	10017.0	14418.0	888.0	1671.0	26750.0	29608.0	25912.0	20786.0	54049.0	49015.0	11171.0	38455.0	29044.0	42284.0	4439.0	3162.0	23212.0	14333.0
DDR2_E17_STA100427	27876.0	13458.0	13316.0	19431.0	40464.0	41886.0	65030.0	15744.0	16760.0	976.0	46361.0	7508.0	15715.0	21371.0	803.0	2497.0	40567.0	41146.0	40538.0	33324.0	74145.0	66091.0	15198.0	46473.0	37764.0	54235.0	6725.0	6858.0	32991.0	19000.0
DDR2_E18_STA100428	7474.0	2827.0	3026.0	3876.0	8728.0	7489.0	14644.0	3150.0	3721.0	244.0	10032.0	1495.0	3539.0	3026.0	202.0	704.0	8435.0	9337.0	8473.0	7292.0	16750.0	15529.0	4238.0	10827.0	7541.0	14067.0	1421.0	1535.0	5946.0	4490.0
DDR2_E18_STA100429	21239.0	9271.0	8532.0	11907.0	25120.0	23646.0	42391.0	9702.0	12235.0	809.0	35988.0	5968.0	10550.0	9786.0	686.0	2236.0	30925.0	26215.0	25443.0	22024.0	59372.0	50354.0	11586.0	32355.0	27355.0	37614.0	4434.0	3392.0	21492.0	15232.0
DDR2_E18_STA100430	12435.0	6201.0	4790.0	7132.0	16727.0	13259.0	26201.0	6821.0	8017.0	554.0	21924.0	3734.0	6505.0	5056.0	574.0	1269.0	19098.0	15868.0	16265.0	13778.0	38741.0	29913.0	7199.0	19628.0	19169.0	21782.0	2932.0	1872.0	13509.0	10363.0
DDR2_E19_STA100431	10055.0	4472.0	4912.0	6945.0	12397.0	12989.0	21669.0	4491.0	6242.0	158.0	16436.0	2676.0	5699.0	3750.0	559.0	981.0	13077.0	13539.0	12280.0	9044.0	25968.0	24012.0	5608.0	17246.0	13724.0	19465.0	1640.0	1328.0	11579.0	6656.0
DDR2_E19_STA100432	31992.0	10846.0	13170.0	19024.0	44825.0	47053.0	76948.0	15807.0	18292.0	900.0	56382.0	7102.0	16289.0	12944.0	1107.0	3068.0	40912.0	46035.0	45008.0	34766.0	87108.0	67615.0	15802.0	47727.0	38305.0	68862.0	5725.0	3937.0	35917.0	21738.0
DDR2_E19_STA100433	7500.0	4085.0	3516.0	4211.0	7741.0	10556.0	17913.0	7280.0	4204.0	163.0	14082.0	1768.0	3069.0	2613.0	390.0	979.0	9784.0	8576.0	9949.0	7709.0	20563.0	20759.0	3902.0	10345.0	8388.0	14783.0	1081.0	540.0	7393.0	5322.0
