	D20D02477T	D20D02527	D21D00009T	D21D00012T	K20D02522T	M20D02483	M20D02521	M20D02532	M21D00003	M21D00004	M21D00010	N21D00002	N21D00011	N21D00032	P20D02524	P20D02526	P20D02528	P20D02529	P21D00014	P21D00017	P21D00020	P21D00025	P21D00036	P21D00039	P21D00041	S21D00030T	U21D00008	X20D02446HPV
NOTCH1_E4_STA101657	823.0	176.0	927.0	50.0	16.0	498.0	333.0	95.0	336.0	1282.0	148.0	2703.0	4203.0	5339.0	28.0	12.0	14.0	553.0	10.0	349.0	119.0	389.0	993.0	292.0	484.0	16.0	16.0	321.0
NOTCH1_E4_STA101321	2999.0	516.0	3470.0	270.0	132.0	1940.0	1639.0	494.0	767.0	5907.0	859.0	8205.0	16231.0	17125.0	155.0	80.0	62.0	2052.0	89.0	1081.0	403.0	2112.0	2887.0	1037.0	1858.0	89.0	90.0	640.0
NOTCH1_E4_STA101322	2329.0	458.0	2674.0	184.0	54.0	1636.0	1216.0	537.0	677.0	3859.0	600.0	6594.0	10453.0	11332.0	115.0	47.0	30.0	1686.0	125.0	868.0	289.0	1568.0	2529.0	899.0	1566.0	137.0	95.0	691.0
NOTCH1_E4_STA102031	4627.0	1051.0	7509.0	362.0	230.0	3428.0	3479.0	908.0	2143.0	10451.0	1156.0	16781.0	27246.0	30967.0	326.0	132.0	200.0	4369.0	176.0	1994.0	677.0	4134.0	6734.0	1573.0	3893.0	196.0	168.0	1336.0
NOTCH1_E3_STA101679	598.0	200.0	665.0	70.0	13.0	390.0	332.0	106.0	207.0	1635.0	56.0	2548.0	3458.0	3728.0	45.0	27.0	34.0	596.0	45.0	264.0	149.0	251.0	1018.0	298.0	393.0	41.0	16.0	237.0
NOTCH1_E3_STA101325	3354.0	754.0	3977.0	391.0	192.0	2337.0	2310.0	531.0	1167.0	7779.0	650.0	12714.0	21093.0	19608.0	241.0	125.0	108.0	2678.0	234.0	1517.0	653.0	1613.0	4160.0	1241.0	2570.0	168.0	52.0	1319.0
NOTCH1_E3_STA101326	6165.0	1141.0	7304.0	628.0	287.0	4020.0	3488.0	872.0	2153.0	10992.0	1279.0	18690.0	28471.0	32248.0	297.0	94.0	108.0	4937.0	250.0	2086.0	859.0	3265.0	6892.0	2019.0	3997.0	205.0	163.0	1924.0
NOTCH1_E3_STA101327	2642.0	488.0	3392.0	366.0	148.0	1995.0	1442.0	448.0	808.0	4535.0	571.0	8109.0	11845.0	13847.0	231.0	65.0	102.0	1130.0	122.0	918.0	427.0	1543.0	2520.0	999.0	1821.0	65.0	64.0	733.0
NOTCH1_E2_STA102039	7447.0	1796.0	10067.0	1369.0	560.0	6328.0	6822.0	2279.0	2736.0	16560.0	3470.0	26186.0	37933.0	40202.0	598.0	237.0	138.0	6778.0	572.0	3160.0	1815.0	6671.0	8881.0	3124.0	5915.0	471.0	311.0	2812.0
NOTCH1_E2_STA101329	9255.0	2489.0	11092.0	1280.0	780.0	6638.0	7240.0	2676.0	3761.0	19095.0	3259.0	34779.0	49252.0	55204.0	584.0	258.0	215.0	8220.0	359.0	3426.0	1738.0	7176.0	12169.0	3478.0	7378.0	484.0	375.0	2993.0
NOTCH1_E2_STA101698	1742.0	681.0	3156.0	318.0	215.0	1331.0	1414.0	512.0	949.0	4413.0	686.0	7967.0	11301.0	15014.0	180.0	48.0	70.0	1945.0	137.0	865.0	519.0	1505.0	3553.0	839.0	1883.0	147.0	122.0	693.0
RET_E2_STA100435	466.0	239.0	722.0	131.0	54.0	252.0	411.0	61.0	206.0	669.0	112.0	1296.0	2019.0	2206.0	30.0	28.0	8.0	446.0	66.0	227.0	165.0	261.0	1004.0	231.0	426.0	26.0	8.0	153.0
RET_E2_STA100436	3371.0	1353.0	5017.0	650.0	230.0	1231.0	2375.0	828.0	1323.0	3106.0	1563.0	7151.0	16942.0	14523.0	160.0	101.0	59.0	5086.0	214.0	1370.0	686.0	2446.0	6246.0	1477.0	1954.0	92.0	107.0	1382.0
RET_E2_STA100437	175.0	92.0	227.0	67.0	15.0	78.0	218.0	27.0	101.0	246.0	67.0	559.0	1370.0	1193.0	3.0	4.0	13.0	310.0	33.0	109.0	70.0	62.0	555.0	81.0	104.0	12.0	21.0	79.0
RET_E3_STA100438	2932.0	990.0	3676.0	394.0	113.0	1096.0	1460.0	360.0	1154.0	2137.0	1027.0	6151.0	11668.0	12774.0	170.0	70.0	149.0	3951.0	137.0	1358.0	649.0	1251.0	4692.0	1248.0	1966.0	93.0	143.0	913.0
RET_E3_STA100439	6145.0	1952.0	8401.0	880.0	279.0	2679.0	3923.0	987.0	2630.0	4916.0	2340.0	12375.0	24694.0	25174.0	410.0	112.0	219.0	8397.0	320.0	2451.0	1553.0	3386.0	10657.0	2484.0	3788.0	150.0	302.0	2249.0
RET_E3_STA100440	7149.0	2585.0	11255.0	1497.0	519.0	3154.0	6353.0	1145.0	3714.0	7954.0	2726.0	16949.0	37685.0	32073.0	430.0	174.0	285.0	11553.0	474.0	2552.0	2192.0	5188.0	14988.0	3193.0	4019.0	360.0	445.0	3408.0
RET_E3_STA100441	1867.0	682.0	3177.0	259.0	58.0	585.0	1836.0	384.0	836.0	1770.0	719.0	4345.0	10877.0	9072.0	148.0	68.0	64.0	2890.0	155.0	685.0	484.0	1375.0	4328.0	661.0	993.0	66.0	57.0	789.0
RET_E3_STA100442	3870.0	1170.0	6554.0	794.0	395.0	1997.0	3980.0	979.0	1623.0	4751.0	1989.0	8307.0	23939.0	17788.0	308.0	87.0	133.0	5647.0	235.0	1785.0	1075.0	3182.0	8220.0	1894.0	2559.0	171.0	137.0	1876.0
RET_E4_STA101662	1592.0	597.0	2473.0	325.0	121.0	892.0	1611.0	424.0	986.0	2294.0	797.0	3887.0	10379.0	8177.0	130.0	37.0	70.0	2711.0	122.0	789.0	547.0	1366.0	4400.0	833.0	1164.0	58.0	66.0	563.0
RET_E4_STA100444	1834.0	661.0	2384.0	284.0	104.0	940.0	1194.0	352.0	815.0	1836.0	672.0	3878.0	10398.0	8041.0	133.0	46.0	60.0	2434.0	179.0	682.0	506.0	1391.0	3781.0	877.0	1175.0	79.0	69.0	527.0
RET_E4_STA100445	2468.0	812.0	2785.0	346.0	91.0	1067.0	1156.0	277.0	923.0	1934.0	641.0	4294.0	11328.0	10743.0	146.0	35.0	57.0	2499.0	187.0	812.0	551.0	1186.0	3981.0	902.0	1146.0	66.0	187.0	492.0
RET_E4_STA100446	4512.0	1505.0	5251.0	933.0	273.0	2121.0	3020.0	738.0	1750.0	5051.0	1158.0	10224.0	28312.0	16306.0	213.0	189.0	229.0	4893.0	230.0	2384.0	1378.0	2960.0	9031.0	1565.0	3644.0	138.0	278.0	1090.0
RET_E5_STA100447	2223.0	777.0	3111.0	432.0	193.0	1474.0	2036.0	539.0	1101.0	2558.0	814.0	5447.0	11450.0	7991.0	208.0	73.0	92.0	3109.0	145.0	809.0	330.0	1493.0	5268.0	1312.0	1646.0	159.0	123.0	751.0
RET_E5_STA100448	3361.0	1442.0	4846.0	585.0	162.0	2202.0	3047.0	647.0	1568.0	3336.0	1233.0	8681.0	16210.0	14241.0	275.0	82.0	142.0	4726.0	251.0	1527.0	1024.0	2470.0	6636.0	1894.0	2265.0	139.0	264.0	1110.0
RET_E5_STA100449	11347.0	4035.0	15992.0	1879.0	861.0	6893.0	10607.0	2856.0	5088.0	11074.0	4891.0	25044.0	49603.0	40319.0	840.0	415.0	387.0	15845.0	593.0	4590.0	3290.0	8765.0	20782.0	6381.0	9087.0	421.0	857.0	4137.0
RET_E6_STA100450	3033.0	1274.0	4195.0	585.0	263.0	1002.0	1959.0	629.0	1284.0	1998.0	1227.0	5769.0	10469.0	12063.0	94.0	86.0	72.0	3551.0	198.0	1031.0	706.0	1160.0	5047.0	1369.0	1352.0	194.0	112.0	1174.0
RET_E6_STA100451	6971.0	3502.0	12932.0	2014.0	711.0	3114.0	8487.0	3313.0	3703.0	9163.0	5072.0	16692.0	38757.0	30118.0	411.0	235.0	198.0	12249.0	497.0	3466.0	2688.0	6419.0	15967.0	3471.0	4611.0	659.0	407.0	3786.0
RET_E6_STA101723	3687.0	2186.0	7291.0	735.0	344.0	2081.0	4401.0	1312.0	2249.0	5168.0	1951.0	9996.0	17970.0	16399.0	324.0	131.0	144.0	6347.0	228.0	1850.0	1400.0	3746.0	9843.0	2105.0	2583.0	396.0	311.0	1471.0
RET_E6_STA100453	2449.0	1487.0	5020.0	471.0	249.0	1447.0	3093.0	898.0	1543.0	3514.0	1292.0	6700.0	11954.0	10808.0	205.0	90.0	85.0	4260.0	151.0	1232.0	955.0	2520.0	6597.0	1489.0	1824.0	272.0	198.0	961.0
RET_E7_STA100454	4053.0	1213.0	6238.0	700.0	392.0	1524.0	3468.0	1012.0	1575.0	4257.0	1650.0	7426.0	23458.0	15348.0	184.0	100.0	98.0	5399.0	218.0	1500.0	1091.0	3540.0	7518.0	1509.0	2540.0	140.0	130.0	1433.0
RET_E7_STA100455	7625.0	3023.0	12289.0	1430.0	776.0	3969.0	6488.0	2013.0	3674.0	7617.0	3395.0	17352.0	36121.0	33490.0	528.0	202.0	264.0	12363.0	369.0	3182.0	2597.0	6574.0	14646.0	3641.0	4842.0	367.0	401.0	2849.0
RET_E7_STA100456	2462.0	714.0	3090.0	315.0	198.0	1130.0	1860.0	471.0	949.0	1887.0	1012.0	4679.0	9110.0	10040.0	198.0	74.0	77.0	3238.0	70.0	633.0	581.0	1509.0	3630.0	1195.0	1498.0	114.0	26.0	710.0
RET_E7_STA101717	981.0	547.0	1630.0	172.0	88.0	600.0	1145.0	332.0	412.0	1066.0	477.0	2301.0	5200.0	4152.0	80.0	20.0	16.0	1439.0	50.0	362.0	312.0	1205.0	2157.0	514.0	674.0	43.0	16.0	345.0
RET_E8_STA101700	3836.0	2002.0	6534.0	766.0	250.0	2265.0	3920.0	942.0	1895.0	6059.0	1497.0	11195.0	25199.0	17648.0	199.0	141.0	260.0	6603.0	340.0	1825.0	1317.0	2928.0	10643.0	2708.0	3429.0	246.0	222.0	2163.0
RET_E8_STA102037	1075.0	417.0	1493.0	239.0	57.0	527.0	672.0	136.0	413.0	1183.0	224.0	2363.0	4817.0	3643.0	119.0	22.0	35.0	1103.0	56.0	274.0	304.0	562.0	1968.0	411.0	947.0	35.0	58.0	375.0
RET_E9_STA100460	3005.0	948.0	4690.0	493.0	161.0	1783.0	2149.0	442.0	1560.0	2744.0	1117.0	6447.0	14494.0	11820.0	147.0	88.0	123.0	4421.0	179.0	1119.0	774.0	2514.0	4854.0	1632.0	1802.0	44.0	122.0	1137.0
RET_E9_STA100461	10387.0	3744.0	17032.0	2062.0	754.0	5696.0	8976.0	2342.0	4897.0	10223.0	3517.0	21393.0	41205.0	41386.0	777.0	408.0	411.0	15246.0	779.0	3568.0	3121.0	8731.0	18899.0	5601.0	7131.0	520.0	410.0	3625.0
RET_E10_STA100462	6100.0	1684.0	7563.0	735.0	322.0	2490.0	3430.0	1037.0	2229.0	4257.0	1796.0	10139.0	23104.0	19110.0	319.0	190.0	93.0	6931.0	263.0	2282.0	1185.0	3662.0	8808.0	2893.0	2719.0	164.0	263.0	1919.0
RET_E10_STA101727	8342.0	2926.0	10703.0	1113.0	419.0	5119.0	6837.0	1870.0	3610.0	8152.0	3194.0	17053.0	41593.0	30123.0	710.0	248.0	248.0	11650.0	434.0	2835.0	1898.0	6280.0	14148.0	4010.0	5543.0	419.0	180.0	3192.0
RET_E11_STA100465	2545.0	1005.0	3574.0	700.0	121.0	1351.0	2244.0	561.0	1208.0	3270.0	1004.0	6041.0	16549.0	11334.0	182.0	86.0	62.0	3117.0	235.0	1031.0	726.0	2172.0	5005.0	1203.0	1873.0	84.0	148.0	1062.0
RET_E11_STA100466	1630.0	545.0	1823.0	235.0	105.0	936.0	1134.0	305.0	603.0	1568.0	629.0	3374.0	7886.0	5991.0	105.0	58.0	21.0	2068.0	56.0	524.0	411.0	1418.0	2400.0	811.0	1171.0	48.0	41.0	500.0
RET_E11_STA100467	6709.0	2705.0	10097.0	1340.0	480.0	4509.0	5476.0	1060.0	2681.0	10027.0	1486.0	17683.0	38927.0	29157.0	325.0	182.0	305.0	9740.0	357.0	2689.0	2277.0	4117.0	14009.0	4337.0	4672.0	370.0	396.0	3442.0
RET_E11_STA102028	1200.0	294.0	1279.0	123.0	105.0	503.0	720.0	158.0	387.0	1132.0	257.0	2306.0	3670.0	4263.0	44.0	46.0	31.0	1317.0	36.0	351.0	287.0	953.0	1702.0	607.0	685.0	45.0	34.0	443.0
RET_E12_STA100469	2144.0	891.0	3767.0	359.0	261.0	1350.0	2295.0	577.0	1424.0	2687.0	710.0	4860.0	11032.0	8964.0	168.0	50.0	80.0	3855.0	101.0	886.0	674.0	2255.0	4371.0	1245.0	1704.0	126.0	146.0	937.0
RET_E12_STA100470	5780.0	2587.0	8396.0	1148.0	738.0	2758.0	5443.0	1115.0	2827.0	7123.0	2039.0	13427.0	38603.0	24563.0	433.0	187.0	320.0	8420.0	396.0	2587.0	1526.0	3343.0	10861.0	2518.0	4147.0	312.0	299.0	2063.0
RET_E13_STA100472	6009.0	1459.0	7574.0	733.0	477.0	3323.0	4126.0	934.0	2116.0	5511.0	1685.0	9749.0	18513.0	18905.0	362.0	163.0	192.0	7610.0	267.0	1727.0	1174.0	4689.0	7347.0	2998.0	3716.0	282.0	264.0	1837.0
RET_E13_STA100473	781.0	185.0	1024.0	112.0	66.0	377.0	592.0	120.0	364.0	775.0	352.0	1883.0	4482.0	3756.0	54.0	30.0	10.0	1099.0	14.0	313.0	212.0	499.0	1434.0	403.0	497.0	32.0	18.0	457.0
RET_E14_STA101664	2467.0	640.0	3001.0	316.0	178.0	1478.0	1777.0	454.0	1027.0	2039.0	783.0	4564.0	11735.0	7995.0	177.0	89.0	33.0	2644.0	78.0	681.0	570.0	2290.0	4416.0	1302.0	1329.0	88.0	102.0	818.0
RET_E14_STA100476	1155.0	400.0	1494.0	204.0	52.0	412.0	821.0	199.0	472.0	1088.0	381.0	2953.0	7572.0	5968.0	60.0	8.0	76.0	1531.0	72.0	494.0	360.0	722.0	2675.0	487.0	509.0	24.0	96.0	406.0
RET_E14_STA100477	8141.0	2918.0	11529.0	659.0	380.0	1707.0	6146.0	1311.0	1900.0	8295.0	2631.0	19808.0	43302.0	35702.0	593.0	218.0	309.0	11921.0	451.0	3311.0	2462.0	2949.0	17259.0	4114.0	5377.0	553.0	604.0	2460.0
RET_E15_STA100478	2010.0	528.0	1941.0	314.0	110.0	797.0	1133.0	196.0	712.0	1398.0	582.0	3500.0	8939.0	8462.0	108.0	50.0	32.0	2200.0	106.0	680.0	335.0	881.0	2643.0	797.0	770.0	36.0	142.0	609.0
RET_E15_STA101732	1285.0	541.0	1324.0	286.0	151.0	387.0	905.0	213.0	503.0	1342.0	319.0	3277.0	7676.0	5457.0	50.0	58.0	47.0	1535.0	60.0	463.0	340.0	614.0	2473.0	510.0	797.0	60.0	23.0	438.0
RET_E16_STA100480	1683.0	897.0	2222.0	609.0	266.0	601.0	1412.0	610.0	603.0	1068.0	1159.0	3511.0	9734.0	9175.0	54.0	32.0	68.0	2522.0	234.0	952.0	751.0	969.0	3933.0	572.0	1051.0	160.0	73.0	883.0
RET_E17_STA100481	678.0	358.0	1230.0	144.0	80.0	406.0	769.0	242.0	388.0	681.0	508.0	1773.0	3058.0	2637.0	74.0	28.0	16.0	1496.0	44.0	321.0	232.0	682.0	1735.0	481.0	574.0	50.0	48.0	272.0
RET_E17_STA100482	12253.0	4872.0	20720.0	2384.0	932.0	5751.0	11779.0	4496.0	6552.0	13294.0	6477.0	26386.0	52333.0	50024.0	710.0	328.0	465.0	20647.0	795.0	5252.0	4066.0	9267.0	25335.0	6877.0	7479.0	971.0	1132.0	5367.0
RET_E17_STA100483	5434.0	2158.0	9169.0	1024.0	405.0	2336.0	5167.0	1810.0	3167.0	5981.0	2674.0	13087.0	28485.0	25749.0	404.0	116.0	196.0	9444.0	487.0	2589.0	1996.0	3493.0	12948.0	2710.0	3609.0	398.0	489.0	2684.0
RET_E18_STA100484	4381.0	1608.0	6896.0	1077.0	490.0	2238.0	4377.0	2071.0	1904.0	4520.0	2591.0	8640.0	18875.0	15470.0	305.0	66.0	82.0	6313.0	256.0	2331.0	1555.0	4046.0	8251.0	2197.0	3192.0	284.0	226.0	2005.0
RET_E18_STA100485	7879.0	4254.0	14167.0	2386.0	1030.0	3973.0	9578.0	2923.0	3447.0	10720.0	4426.0	20763.0	44754.0	32392.0	542.0	351.0	490.0	14893.0	422.0	3794.0	3327.0	5561.0	17967.0	3852.0	6361.0	705.0	505.0	4198.0
RET_E19_STA100486	1442.0	771.0	2144.0	473.0	177.0	513.0	1212.0	604.0	627.0	1177.0	927.0	3007.0	6578.0	7235.0	87.0	81.0	58.0	2261.0	124.0	707.0	619.0	1065.0	2854.0	761.0	799.0	110.0	102.0	785.0
RET_E19_STA100487	3365.0	2104.0	7281.0	1054.0	718.0	1547.0	4878.0	1761.0	2348.0	4237.0	2842.0	8938.0	18185.0	16766.0	248.0	124.0	200.0	6978.0	386.0	2277.0	1591.0	3658.0	10267.0	1860.0	2723.0	555.0	359.0	1594.0
RET_E19_STA100488	3073.0	1360.0	3794.0	893.0	750.0	1279.0	2426.0	1197.0	1228.0	1983.0	2313.0	4110.0	11103.0	11298.0	108.0	76.0	157.0	3656.0	115.0	1250.0	1028.0	1194.0	5622.0	1255.0	1730.0	390.0	223.0	1124.0
RET_E20_STA100489	20124.0	14565.0	40569.0	9531.0	7937.0	10682.0	29958.0	12583.0	13156.0	20833.0	21199.0	37843.0	70939.0	70548.0	1366.0	806.0	1456.0	30563.0	1984.0	11198.0	11558.0	13816.0	43983.0	10176.0	13908.0	5867.0	2356.0	9476.0
RET_E20_STA100490	14803.0	11980.0	29768.0	8116.0	5251.0	8071.0	24592.0	8545.0	7678.0	16876.0	13423.0	30637.0	60624.0	53773.0	780.0	657.0	1267.0	26936.0	1805.0	8956.0	9939.0	6913.0	39828.0	8414.0	11809.0	5288.0	1268.0	8981.0
RET_E20_STA100491	9216.0	6921.0	20786.0	5080.0	3869.0	4611.0	14576.0	6938.0	5912.0	12282.0	10999.0	20436.0	41089.0	39215.0	819.0	434.0	473.0	15700.0	728.0	6472.0	4912.0	6897.0	25462.0	4606.0	7583.0	2715.0	1494.0	4854.0
PTEN_E1_STA100492	6610.0	4456.0	10331.0	2458.0	1310.0	2978.0	7237.0	3076.0	2628.0	6179.0	3899.0	12897.0	27523.0	29451.0	356.0	155.0	430.0	8839.0	425.0	3799.0	1405.0	2187.0	9397.0	2818.0	4815.0	1208.0	667.0	2976.0
PTEN_E2_STA100493	1874.0	1928.0	3610.0	812.0	899.0	715.0	2516.0	1691.0	1471.0	1974.0	4530.0	3673.0	11573.0	10346.0	157.0	42.0	144.0	3023.0	256.0	1535.0	542.0	1369.0	4558.0	1044.0	1388.0	748.0	175.0	1286.0
PTEN_E2_STA100494	5168.0	4433.0	11159.0	2248.0	2909.0	2797.0	7742.0	3974.0	3600.0	5091.0	9969.0	9347.0	22724.0	18601.0	497.0	118.0	305.0	7776.0	407.0	2658.0	1573.0	4209.0	8649.0	2587.0	3800.0	1822.0	706.0	2757.0
PTEN_E3_STA100495	6315.0	6349.0	12775.0	3034.0	4152.0	3431.0	9406.0	5464.0	4008.0	6285.0	13474.0	8240.0	31699.0	29837.0	587.0	240.0	254.0	10077.0	706.0	4222.0	2004.0	5554.0	12867.0	3948.0	4821.0	2709.0	821.0	3992.0
PTEN_E4_STA100496	10375.0	8949.0	19992.0	4624.0	5382.0	4538.0	15594.0	9299.0	5991.0	9829.0	19805.0	10494.0	53718.0	37439.0	754.0	404.0	412.0	13652.0	989.0	5738.0	2545.0	7585.0	18564.0	4890.0	7622.0	3729.0	1173.0	6573.0
PTEN_E0_STA100497	7791.0	6108.0	14938.0	2949.0	3597.0	3834.0	9378.0	5973.0	4528.0	6881.0	12897.0	8835.0	28903.0	28209.0	631.0	292.0	375.0	10270.0	562.0	3916.0	2087.0	5096.0	13286.0	3999.0	5376.0	2216.0	777.0	3688.0
PTEN_E5_STA100498	3620.0	3635.0	7290.0	2042.0	2000.0	1711.0	5747.0	2724.0	2196.0	4514.0	6568.0	4228.0	21988.0	15666.0	232.0	149.0	250.0	4436.0	342.0	3205.0	1230.0	1822.0	8196.0	1497.0	3132.0	1459.0	418.0	2383.0
PTEN_E5_STA100499	17232.0	17340.0	37263.0	8908.0	8114.0	8437.0	31464.0	16469.0	9855.0	17009.0	27987.0	17966.0	87509.0	66005.0	1067.0	766.0	1742.0	27598.0	2538.0	12779.0	5971.0	9328.0	37434.0	9172.0	13583.0	6632.0	2837.0	9997.0
PTEN_E5_STA100500	6264.0	5859.0	11690.0	3434.0	2962.0	2781.0	9230.0	5797.0	3286.0	6216.0	11445.0	7017.0	33497.0	26891.0	469.0	222.0	321.0	8539.0	642.0	4345.0	2097.0	3858.0	12722.0	3102.0	4880.0	2272.0	1101.0	3846.0
PTEN_E5_STA100501	4657.0	3063.0	9049.0	1670.0	2227.0	2361.0	6210.0	3423.0	2524.0	4717.0	7923.0	4340.0	16211.0	14962.0	444.0	166.0	122.0	5965.0	352.0	2192.0	1055.0	3713.0	6063.0	2349.0	2819.0	1427.0	552.0	2254.0
PTEN_E6_STA100502	1984.0	2583.0	4455.0	1883.0	1010.0	754.0	2885.0	1155.0	1242.0	1983.0	2441.0	5317.0	13674.0	11287.0	72.0	152.0	331.0	3386.0	353.0	1451.0	616.0	821.0	5436.0	1198.0	1812.0	688.0	375.0	1632.0
PTEN_E6_STA100503	5036.0	4505.0	8951.0	2252.0	1905.0	1958.0	5183.0	2609.0	2978.0	3554.0	6740.0	7182.0	19704.0	18154.0	275.0	149.0	327.0	5363.0	554.0	3162.0	1094.0	2264.0	8615.0	2359.0	2581.0	1420.0	612.0	2718.0
PTEN_E6_STA100504	12078.0	10069.0	24877.0	5950.0	6649.0	6187.0	17582.0	9284.0	7953.0	12535.0	23950.0	20129.0	54924.0	40929.0	780.0	506.0	492.0	16156.0	1071.0	7121.0	3378.0	9832.0	20290.0	5704.0	8973.0	3916.0	1206.0	6479.0
PTEN_E7_STA100505	5463.0	5617.0	9945.0	2857.0	2667.0	2960.0	8097.0	3859.0	3664.0	5666.0	7116.0	9975.0	23715.0	18772.0	434.0	191.0	555.0	7837.0	582.0	3078.0	1812.0	2778.0	10084.0	2920.0	4357.0	1947.0	537.0	3307.0
PTEN_E7_STA100506	8145.0	6740.0	18154.0	3710.0	4779.0	5255.0	13530.0	6028.0	5301.0	8844.0	13365.0	14256.0	35917.0	27963.0	723.0	368.0	367.0	11852.0	797.0	4260.0	2160.0	6032.0	14245.0	4609.0	6200.0	3110.0	1151.0	4701.0
PTEN_E7_STA100507	2702.0	3502.0	4784.0	2275.0	1584.0	1041.0	3232.0	1377.0	2129.0	2631.0	3633.0	6908.0	17594.0	17087.0	266.0	239.0	299.0	4048.0	392.0	2099.0	907.0	1080.0	6548.0	1350.0	2015.0	1240.0	265.0	2066.0
PTEN_E8_STA101838	727.0	1205.0	2371.0	556.0	636.0	448.0	1615.0	944.0	622.0	1028.0	3033.0	2056.0	5628.0	6234.0	70.0	39.0	45.0	1695.0	83.0	676.0	347.0	857.0	2850.0	607.0	795.0	442.0	101.0	530.0
PTEN_E8_STA100509	7976.0	6765.0	15607.0	3608.0	3996.0	3671.0	11210.0	5495.0	4165.0	7316.0	12104.0	12715.0	31240.0	30413.0	587.0	322.0	691.0	11359.0	682.0	4071.0	2347.0	4628.0	13029.0	4176.0	5175.0	2756.0	1030.0	4067.0
PTEN_E8_STA101829	2786.0	3219.0	5871.0	1908.0	1722.0	1454.0	5158.0	2139.0	1858.0	3783.0	4589.0	5403.0	13907.0	11636.0	172.0	150.0	250.0	4333.0	272.0	1738.0	1167.0	1813.0	6632.0	1341.0	2475.0	1492.0	380.0	1790.0
PTEN_E9_STA101842	7423.0	5749.0	14294.0	2985.0	3164.0	3041.0	8885.0	3977.0	4774.0	6789.0	9517.0	12455.0	32787.0	29105.0	705.0	203.0	505.0	10741.0	584.0	4107.0	1764.0	4966.0	14166.0	3599.0	4720.0	2033.0	1112.0	4015.0
PTEN_E9_STA100512	1504.0	902.0	2336.0	751.0	503.0	499.0	1575.0	622.0	960.0	786.0	2025.0	2186.0	6732.0	6404.0	48.0	18.0	93.0	1969.0	145.0	832.0	291.0	450.0	2528.0	615.0	939.0	431.0	140.0	779.0
PTEN_E9_STA100514	4367.0	4831.0	13132.0	2823.0	3164.0	2973.0	9551.0	4381.0	2660.0	6105.0	11112.0	9560.0	30669.0	22285.0	276.0	264.0	210.0	7819.0	585.0	3667.0	1773.0	4040.0	10157.0	2730.0	4000.0	1596.0	595.0	3451.0
FGFR2_E18_STA101332	8871.0	7721.0	20873.0	4290.0	2361.0	4211.0	14452.0	9482.0	5664.0	15694.0	11096.0	19458.0	44018.0	39511.0	520.0	448.0	533.0	14756.0	1022.0	5892.0	2646.0	6669.0	20950.0	4156.0	9729.0	2046.0	1232.0	5351.0
FGFR2_E17_STA101333	11520.0	9569.0	21259.0	4608.0	3978.0	4306.0	14424.0	9018.0	6107.0	14323.0	11450.0	20864.0	44171.0	44001.0	601.0	487.0	902.0	15412.0	1081.0	7081.0	3063.0	5964.0	23148.0	5019.0	10844.0	2416.0	1079.0	5768.0
FGFR2_E16_STA101334	1721.0	2115.0	3815.0	1053.0	437.0	662.0	2421.0	1111.0	1184.0	4199.0	1235.0	7628.0	14534.0	13019.0	175.0	145.0	259.0	4505.0	202.0	1838.0	665.0	839.0	7873.0	1115.0	2684.0	344.0	236.0	1824.0
FGFR2_E15_STA101335	402.0	432.0	811.0	338.0	230.0	113.0	632.0	236.0	278.0	611.0	359.0	1017.0	2891.0	2118.0	36.0	18.0	22.0	490.0	76.0	302.0	170.0	146.0	758.0	112.0	352.0	126.0	66.0	208.0
FGFR2_E14_STA101735	5994.0	3943.0	14657.0	2467.0	1523.0	2707.0	8916.0	4229.0	4352.0	10915.0	6587.0	17221.0	29099.0	29909.0	370.0	200.0	189.0	12454.0	491.0	3646.0	1725.0	4153.0	14243.0	3078.0	5658.0	862.0	799.0	4050.0
FGFR2_E14_STA100013	13436.0	7260.0	25591.0	4872.0	4039.0	6366.0	17584.0	9471.0	6583.0	19766.0	13292.0	26670.0	54392.0	46927.0	638.0	309.0	349.0	19247.0	951.0	6807.0	3564.0	9125.0	23938.0	6166.0	12918.0	2075.0	1428.0	7173.0
FGFR2_E14_STA100014	11922.0	8001.0	21586.0	5174.0	4347.0	4209.0	11950.0	7802.0	6226.0	10640.0	11260.0	20437.0	51235.0	50349.0	809.0	342.0	905.0	16305.0	637.0	6158.0	3281.0	5610.0	22195.0	6156.0	10918.0	1677.0	957.0	7390.0
FGFR2_E13_STA101336	7281.0	5257.0	16003.0	3487.0	1490.0	2515.0	8198.0	4558.0	4779.0	10162.0	6640.0	18684.0	32726.0	39538.0	703.0	167.0	634.0	15923.0	750.0	5018.0	2097.0	3121.0	16363.0	3610.0	6375.0	1084.0	707.0	5197.0
FGFR2_E12_STA100015	7646.0	6271.0	13882.0	3589.0	2198.0	2652.0	7961.0	5685.0	4292.0	9147.0	7355.0	13737.0	29911.0	32600.0	501.0	414.0	530.0	10735.0	554.0	4786.0	2115.0	3480.0	17500.0	3894.0	6308.0	1700.0	858.0	4205.0
FGFR2_E12_STA100016	4739.0	5140.0	11758.0	2310.0	1813.0	2228.0	8886.0	5528.0	3279.0	9593.0	5841.0	9480.0	31436.0	18342.0	305.0	228.0	439.0	7343.0	476.0	3717.0	1788.0	2919.0	12884.0	2188.0	6112.0	1588.0	541.0	3538.0
