	C21D00284	C21D00304	C21D00307	D21D00280T	D21D00289	D21D00299	D21D00327T	D21D00329T	D21D00335T	D21D00342T	M21D00265	M21D00302	N21D00272	N21D00273	N21D00290	N21D00301	N21D00310	P21D00308	P21D00309	P21D00322	P21D00332	P21D00334	P21D00338	P21D00341	P21D00343	P21D00346	S21D00266	U21D00339	X21D00263	X21D00340
NF1_E46_STA101835	5051.0	2422.0	7433.0	8427.0	4573.0	2330.0	8717.0	3857.0	4141.0	31790.0	7413.0	8470.0	7182.0	2166.0	7683.0	3627.0	741.0	10727.0	2975.0	7549.0	2795.0	9760.0	10352.0	2291.0	1542.0	1815.0	3653.0	508.0	4890.0	3810.0
NF1_E46_STA100923	1480.0	560.0	2216.0	2484.0	1512.0	686.0	2521.0	1007.0	1064.0	9874.0	2314.0	1948.0	2144.0	696.0	2151.0	818.0	246.0	3516.0	908.0	2430.0	706.0	2791.0	3033.0	564.0	428.0	562.0	1068.0	168.0	1356.0	1007.0
NF1_E47_STA100924	2790.0	1238.0	4110.0	4790.0	3031.0	1560.0	5624.0	1616.0	2297.0	17733.0	3397.0	4465.0	3602.0	1075.0	3858.0	1964.0	414.0	6095.0	2258.0	4381.0	1469.0	6295.0	6177.0	1304.0	932.0	1241.0	1601.0	258.0	2213.0	2448.0
NF1_E47_STA101816	12119.0	5443.0	17774.0	18882.0	12988.0	8054.0	23722.0	9300.0	11008.0	69118.0	17770.0	16348.0	18290.0	5102.0	20701.0	7779.0	1871.0	28036.0	8641.0	18891.0	5604.0	24728.0	26579.0	5511.0	3627.0	4774.0	7704.0	1127.0	10211.0	11815.0
NF1_E47_STA100926	2883.0	1242.0	4326.0	3563.0	2790.0	1808.0	5442.0	1828.0	2565.0	15769.0	4157.0	3822.0	4309.0	1002.0	4470.0	1856.0	498.0	5131.0	2180.0	4370.0	1498.0	5168.0	6298.0	1243.0	1114.0	1020.0	1735.0	240.0	2340.0	2218.0
NF1_E48_STA100927	4858.0	1648.0	6185.0	4493.0	4751.0	3028.0	7197.0	3441.0	4622.0	21509.0	6196.0	5936.0	5695.0	1152.0	6922.0	2885.0	602.0	6068.0	3506.0	6023.0	2827.0	7518.0	7653.0	1920.0	1281.0	1587.0	2151.0	298.0	3527.0	3395.0
NF1_E48_STA100928	888.0	358.0	1321.0	834.0	698.0	438.0	1227.0	462.0	562.0	3896.0	794.0	1236.0	1014.0	246.0	1138.0	411.0	112.0	1386.0	630.0	960.0	336.0	1200.0	1234.0	346.0	230.0	204.0	304.0	62.0	490.0	518.0
NF1_E49_STA100929	6431.0	2514.0	8356.0	8582.0	6427.0	4101.0	11239.0	3461.0	7029.0	30454.0	7805.0	8925.0	10557.0	2281.0	9929.0	3667.0	945.0	11410.0	4687.0	9149.0	3187.0	11362.0	14891.0	2653.0	2120.0	2334.0	3637.0	584.0	4426.0	5555.0
NF1_E49_STA100930	3998.0	1920.0	6976.0	7009.0	4561.0	2521.0	8207.0	3434.0	4030.0	23286.0	6018.0	6466.0	7702.0	2004.0	6920.0	2695.0	584.0	10011.0	3582.0	6949.0	2006.0	9076.0	10637.0	1840.0	1707.0	2054.0	2784.0	282.0	3350.0	4580.0
NF1_E49_STA100931	2968.0	1381.0	5024.0	5254.0	3212.0	1753.0	5930.0	2522.0	2956.0	17165.0	4368.0	4769.0	5507.0	1448.0	4974.0	2065.0	455.0	7049.0	2701.0	5046.0	1501.0	6643.0	7861.0	1345.0	1269.0	1472.0	2022.0	192.0	2512.0	3346.0
NF1_E49_STA100932	3250.0	1505.0	3940.0	5024.0	2848.0	1576.0	5938.0	2250.0	2881.0	15329.0	3840.0	4795.0	4735.0	1311.0	4391.0	2160.0	468.0	6018.0	2831.0	4594.0	1786.0	6328.0	7067.0	1254.0	962.0	1333.0	1760.0	342.0	2548.0	2826.0
NF1_E50_STA101821	3121.0	1698.0	5169.0	5062.0	3521.0	2393.0	6979.0	2591.0	2778.0	19355.0	4989.0	4916.0	5614.0	1700.0	5574.0	2280.0	493.0	8334.0	2401.0	5757.0	1295.0	6164.0	7877.0	1446.0	1327.0	1452.0	2318.0	298.0	2873.0	2780.0
NF1_E50_STA100934	294.0	140.0	508.0	572.0	386.0	196.0	602.0	444.0	285.0	1907.0	779.0	481.0	504.0	104.0	512.0	242.0	58.0	810.0	206.0	438.0	200.0	900.0	693.0	108.0	146.0	110.0	262.0	18.0	348.0	293.0
NF1_E51_STA100935	3213.0	1372.0	5727.0	3285.0	4364.0	2480.0	6609.0	2593.0	3315.0	17868.0	4910.0	4539.0	6381.0	1277.0	6335.0	2087.0	444.0	6886.0	2684.0	5211.0	1660.0	6528.0	7867.0	1429.0	1573.0	1653.0	2242.0	179.0	2399.0	3124.0
NF1_E51_STA100936	14399.0	5214.0	19124.0	12639.0	12386.0	6022.0	21804.0	7169.0	10436.0	60107.0	12534.0	18780.0	19556.0	4934.0	20218.0	8019.0	1705.0	21066.0	11238.0	17859.0	6251.0	23234.0	19786.0	5422.0	3644.0	4926.0	6619.0	849.0	8694.0	9982.0
NF1_E51_STA100937	4821.0	2044.0	9196.0	4677.0	5123.0	2905.0	8703.0	2880.0	4227.0	26326.0	6449.0	6575.0	8357.0	1808.0	9989.0	2597.0	697.0	8797.0	4093.0	7098.0	2481.0	8513.0	9292.0	2305.0	1561.0	1774.0	2448.0	306.0	2742.0	3204.0
NF1_E51_STA100938	1907.0	880.0	3645.0	2027.0	2112.0	1114.0	4047.0	1169.0	2062.0	11804.0	2707.0	2942.0	3777.0	704.0	3877.0	1042.0	322.0	4310.0	1645.0	3211.0	1090.0	3388.0	3977.0	1046.0	794.0	870.0	1146.0	96.0	1464.0	1363.0
NF1_E52_STA100939	3146.0	1458.0	3613.0	3874.0	1866.0	778.0	4785.0	1454.0	1796.0	15003.0	2414.0	5513.0	4470.0	1223.0	3564.0	1702.0	373.0	5925.0	2148.0	4157.0	1414.0	4865.0	4503.0	946.0	561.0	995.0	1316.0	210.0	2172.0	2008.0
NF1_E52_STA100940	807.0	356.0	1276.0	1382.0	785.0	449.0	1632.0	639.0	717.0	5101.0	1159.0	1532.0	1331.0	362.0	1240.0	539.0	155.0	2120.0	676.0	1288.0	366.0	1918.0	1813.0	345.0	249.0	272.0	562.0	95.0	686.0	728.0
NF1_E53_STA100941	1564.0	658.0	2265.0	2122.0	1524.0	968.0	2686.0	972.0	1370.0	9053.0	2019.0	2190.0	2362.0	520.0	2454.0	813.0	226.0	2920.0	1116.0	2394.0	790.0	2850.0	3507.0	586.0	542.0	470.0	1003.0	80.0	1200.0	1137.0
NF1_E53_STA100942	4782.0	1839.0	5817.0	8163.0	5344.0	2673.0	9012.0	3610.0	4475.0	25094.0	7067.0	7066.0	7377.0	1875.0	6778.0	3617.0	873.0	9162.0	4242.0	6941.0	2746.0	9405.0	11255.0	2121.0	1736.0	1974.0	2683.0	492.0	3954.0	4271.0
NF1_E54_STA100943	1046.0	648.0	1189.0	1592.0	601.0	268.0	1919.0	590.0	710.0	5589.0	734.0	1949.0	1513.0	402.0	1122.0	685.0	184.0	1990.0	942.0	1505.0	476.0	1505.0	1839.0	358.0	282.0	354.0	475.0	82.0	864.0	798.0
NF1_E54_STA100944	12609.0	4985.0	14822.0	16830.0	10908.0	3945.0	21150.0	5717.0	9845.0	62875.0	12429.0	18697.0	16469.0	4907.0	15414.0	7468.0	1788.0	23073.0	9148.0	17765.0	5257.0	21077.0	24471.0	4631.0	4127.0	4499.0	6815.0	1086.0	9833.0	9489.0
NF1_E54_STA100945	464.0	276.0	814.0	862.0	726.0	359.0	1071.0	463.0	518.0	3441.0	853.0	714.0	1032.0	213.0	961.0	310.0	80.0	1276.0	370.0	931.0	220.0	1083.0	1595.0	230.0	230.0	202.0	401.0	34.0	542.0	509.0
NF1_E55_STA101834	1700.0	813.0	3131.0	3588.0	784.0	1230.0	4519.0	1706.0	1845.0	10928.0	2505.0	2872.0	3404.0	774.0	3527.0	1354.0	292.0	4813.0	1738.0	3121.0	850.0	3687.0	5441.0	710.0	716.0	898.0	1253.0	202.0	1584.0	1972.0
NF1_E55_STA100947	2134.0	1201.0	3289.0	3752.0	1944.0	971.0	4448.0	1241.0	1716.0	12982.0	2011.0	4253.0	3278.0	968.0	2976.0	1586.0	332.0	5281.0	2485.0	3479.0	1057.0	3667.0	5021.0	866.0	670.0	863.0	1287.0	222.0	1784.0	1898.0
NF1_E55_STA100948	2428.0	1032.0	2638.0	3546.0	1730.0	976.0	4229.0	1260.0	1595.0	11495.0	1981.0	3655.0	2614.0	927.0	2420.0	1336.0	420.0	4054.0	1865.0	3042.0	1206.0	3963.0	4215.0	839.0	515.0	799.0	1257.0	180.0	1731.0	1822.0
NF1_E56_STA100949	2216.0	911.0	3798.0	3952.0	2392.0	1190.0	4728.0	1512.0	2344.0	15209.0	3089.0	3677.0	3607.0	1058.0	3639.0	1575.0	360.0	4906.0	2114.0	3927.0	1210.0	4759.0	6131.0	1299.0	768.0	995.0	1765.0	191.0	2220.0	1805.0
NF1_E57_STA100950	3128.0	1506.0	5347.0	4966.0	3416.0	1788.0	6306.0	2256.0	3216.0	18915.0	4577.0	4871.0	5667.0	1378.0	5765.0	1898.0	605.0	6851.0	2781.0	5218.0	1925.0	6467.0	8486.0	1350.0	1189.0	1232.0	2044.0	324.0	2636.0	2851.0
NF1_E57_STA100951	3823.0	1728.0	5272.0	5570.0	4506.0	2569.0	7788.0	2629.0	3260.0	21573.0	5772.0	5306.0	6407.0	1580.0	6696.0	2167.0	576.0	9365.0	3113.0	7581.0	1935.0	8167.0	9724.0	1372.0	1592.0	1647.0	2558.0	380.0	2614.0	3886.0
NF1_E57_STA100952	6305.0	3131.0	7397.0	8535.0	5898.0	2511.0	10858.0	3210.0	4865.0	28627.0	5567.0	9923.0	8857.0	2282.0	7842.0	3621.0	936.0	10617.0	5467.0	9210.0	3496.0	10225.0	10863.0	2173.0	1787.0	2787.0	3058.0	708.0	5023.0	5283.0
NF1_E57_STA100953	7104.0	3145.0	9118.0	10198.0	6747.0	3994.0	12228.0	4686.0	6657.0	33550.0	9071.0	11102.0	11327.0	2642.0	11247.0	4381.0	937.0	12502.0	5885.0	10143.0	4420.0	14078.0	13960.0	2645.0	2217.0	3133.0	3914.0	645.0	5294.0	6347.0
NF1_E58_STA100954	2257.0	1050.0	3954.0	2720.0	2704.0	1704.0	4670.0	2170.0	2373.0	13293.0	3382.0	3402.0	3016.0	730.0	4933.0	1588.0	288.0	4950.0	2228.0	3909.0	1006.0	4352.0	6600.0	893.0	1183.0	1277.0	1725.0	300.0	1753.0	2711.0
NF1_E58_STA100955	3229.0	1650.0	6194.0	2799.0	3343.0	2033.0	6079.0	2245.0	3345.0	18186.0	4477.0	5527.0	4978.0	1547.0	7394.0	2298.0	442.0	7221.0	3633.0	5558.0	1287.0	6937.0	8009.0	1199.0	1317.0	1601.0	2247.0	233.0	2349.0	3122.0
NF1_E58_STA100956	7917.0	3512.0	11019.0	8056.0	6566.0	3248.0	12050.0	4380.0	6170.0	32061.0	6689.0	12276.0	9944.0	2569.0	12131.0	4454.0	1103.0	12497.0	7768.0	10339.0	3499.0	12505.0	14770.0	2717.0	2219.0	3493.0	3600.0	531.0	5275.0	6366.0
RAD51D_E10_STA100957	5038.0	1997.0	8410.0	2329.0	5130.0	2417.0	7981.0	2638.0	3677.0	21048.0	4268.0	7470.0	10612.0	1471.0	8825.0	2497.0	468.0	7758.0	4614.0	7081.0	2777.0	8622.0	5600.0	1593.0	1200.0	2257.0	1302.0	153.0	2066.0	2389.0
RAD51D_E9_STA100958	2093.0	775.0	4294.0	943.0	2568.0	1990.0	3810.0	1444.0	2182.0	10592.0	2652.0	2689.0	6436.0	654.0	5124.0	999.0	164.0	4241.0	1809.0	3211.0	1210.0	4125.0	2917.0	746.0	494.0	1085.0	660.0	94.0	621.0	1222.0
RAD51D_E9_STA100959	4636.0	1742.0	9136.0	2167.0	6388.0	3452.0	8978.0	3233.0	4440.0	23340.0	5724.0	6984.0	11919.0	1740.0	10819.0	2244.0	390.0	8962.0	4908.0	7798.0	2964.0	9544.0	6528.0	1587.0	1410.0	2360.0	1084.0	223.0	1463.0	2508.0
RAD51D_E8_STA100960	1815.0	683.0	3520.0	681.0	2001.0	1030.0	3179.0	760.0	1425.0	7607.0	1545.0	2857.0	4020.0	436.0	3703.0	782.0	143.0	2965.0	1655.0	2359.0	1069.0	2830.0	2063.0	537.0	356.0	781.0	427.0	74.0	586.0	690.0
RAD51D_E8_STA100961	2203.0	805.0	4374.0	798.0	2564.0	1544.0	4112.0	881.0	1951.0	9782.0	1994.0	3275.0	5886.0	651.0	4986.0	905.0	220.0	4049.0	1924.0	3104.0	1437.0	3076.0	2997.0	628.0	466.0	1164.0	534.0	122.0	732.0	931.0
RAD51D_E8_STA100962	319.0	160.0	798.0	153.0	371.0	173.0	882.0	163.0	254.0	2004.0	170.0	604.0	1236.0	178.0	809.0	148.0	34.0	1015.0	344.0	650.0	244.0	380.0	503.0	75.0	106.0	266.0	96.0	16.0	109.0	226.0
RAD51D_E7_STA100963	10029.0	3602.0	14725.0	4348.0	9888.0	4590.0	14905.0	4809.0	7401.0	37668.0	8508.0	14025.0	21248.0	2758.0	17458.0	4143.0	870.0	14203.0	8283.0	13499.0	5888.0	17752.0	8279.0	2589.0	1875.0	4061.0	1945.0	318.0	2969.0	4487.0
RAD51D_E7_STA101783	5840.0	2461.0	8583.0	2473.0	5993.0	3285.0	9391.0	2947.0	4512.0	25087.0	5218.0	8307.0	13231.0	1729.0	10339.0	2998.0	629.0	8399.0	5302.0	7552.0	3661.0	10249.0	6910.0	1754.0	1194.0	2475.0	1193.0	298.0	2199.0	2871.0
RAD51D_E6_STA100965	1194.0	444.0	2745.0	751.0	1470.0	805.0	2320.0	642.0	1131.0	6638.0	1599.0	1912.0	3120.0	455.0	2589.0	636.0	108.0	2726.0	1159.0	2208.0	711.0	2686.0	1900.0	420.0	324.0	722.0	479.0	16.0	576.0	589.0
RAD51D_E6_STA100966	3842.0	1655.0	7345.0	2352.0	4973.0	2724.0	9211.0	2282.0	3490.0	19734.0	3782.0	5995.0	11679.0	1513.0	9339.0	1978.0	510.0	8640.0	4152.0	6142.0	1983.0	6554.0	5542.0	1423.0	1410.0	2542.0	1523.0	214.0	1715.0	2673.0
RAD51D_E5_STA100967	6464.0	2929.0	9780.0	3916.0	7710.0	3899.0	13092.0	4085.0	6471.0	31709.0	8621.0	11616.0	14057.0	2274.0	13059.0	3439.0	977.0	13140.0	6354.0	11197.0	4173.0	15140.0	12311.0	2527.0	2420.0	4311.0	2573.0	286.0	3369.0	4092.0
RAD51D_E5_STA100968	13225.0	6168.0	22931.0	6701.0	14718.0	7827.0	28524.0	8832.0	12663.0	64835.0	18992.0	22054.0	34654.0	5127.0	29266.0	7393.0	1506.0	25682.0	11852.0	20499.0	11039.0	31513.0	18876.0	4616.0	3894.0	7721.0	4648.0	618.0	5918.0	8530.0
RAD51D_E5_STA100969	8081.0	2651.0	10792.0	3774.0	6844.0	4062.0	11791.0	4249.0	6075.0	32728.0	7979.0	10897.0	16387.0	2064.0	13497.0	3658.0	800.0	10181.0	6273.0	9942.0	4525.0	13080.0	8518.0	2433.0	1311.0	3859.0	1895.0	300.0	2990.0	3961.0
RAD51D_E4_STA100970	15369.0	6373.0	22405.0	8024.0	15628.0	8135.0	23390.0	8158.0	11408.0	61768.0	15798.0	21631.0	33360.0	5025.0	28239.0	7053.0	1613.0	24996.0	12512.0	21389.0	9628.0	31109.0	17040.0	4043.0	3396.0	7132.0	4152.0	595.0	6176.0	7669.0
RAD51D_E4_STA100971	2865.0	1141.0	4490.0	1810.0	3475.0	2023.0	5876.0	1717.0	2794.0	14974.0	4244.0	3874.0	5740.0	1056.0	6292.0	1388.0	378.0	6224.0	2808.0	4793.0	1370.0	6267.0	5473.0	941.0	956.0	2100.0	1282.0	128.0	1207.0	1969.0
RAD51D_E3_STA100972	8789.0	2751.0	13513.0	4886.0	9279.0	6301.0	12603.0	6116.0	8138.0	30831.0	9326.0	12138.0	18685.0	2241.0	15912.0	4196.0	1401.0	12236.0	7180.0	11371.0	5345.0	17026.0	10951.0	2694.0	2568.0	4809.0	2991.0	180.0	3332.0	4890.0
RAD51D_E3_STA100973	2687.0	879.0	5161.0	1076.0	3233.0	2224.0	4605.0	1446.0	2504.0	10445.0	3079.0	3477.0	7707.0	784.0	5762.0	1125.0	209.0	4679.0	2152.0	4029.0	1599.0	4858.0	3404.0	952.0	851.0	1674.0	822.0	103.0	758.0	1361.0
RAD51D_E3_STA100974	6099.0	2864.0	12619.0	2583.0	8018.0	5818.0	10972.0	3633.0	6545.0	23317.0	7219.0	8799.0	17965.0	1876.0	14379.0	2777.0	538.0	9337.0	5399.0	9030.0	4257.0	12732.0	7594.0	2212.0	1718.0	3398.0	2091.0	201.0	2060.0	2925.0
RAD51D_E2_STA100975	2418.0	869.0	5365.0	1040.0	2731.0	1777.0	4433.0	1672.0	2548.0	9824.0	2392.0	4263.0	7027.0	758.0	5337.0	1386.0	403.0	4033.0	2464.0	3549.0	1836.0	5393.0	3117.0	759.0	604.0	1354.0	670.0	88.0	674.0	1560.0
RAD51D_E1_STA100976	1217.0	561.0	2434.0	512.0	1503.0	982.0	2065.0	705.0	1081.0	4418.0	851.0	2408.0	3624.0	324.0	2650.0	520.0	155.0	2186.0	978.0	1636.0	972.0	2138.0	928.0	465.0	348.0	573.0	336.0	18.0	330.0	574.0
ERBB2_E0_STA101633	1676.0	623.0	3442.0	817.0	2266.0	1477.0	2565.0	754.0	1856.0	7063.0	1392.0	2863.0	6058.0	503.0	4216.0	413.0	143.0	3378.0	1182.0	2913.0	1255.0	3941.0	1533.0	347.0	336.0	884.0	706.0	51.0	422.0	568.0
ERBB2_E5_STA101346	2418.0	998.0	4075.0	868.0	3029.0	1361.0	4133.0	1020.0	2036.0	8568.0	1795.0	3596.0	6750.0	718.0	4253.0	879.0	175.0	3947.0	1770.0	3290.0	1865.0	4471.0	1888.0	673.0	442.0	1185.0	750.0	69.0	776.0	916.0
ERBB2_E6_STA101347	343.0	123.0	894.0	112.0	510.0	462.0	638.0	190.0	348.0	1507.0	412.0	416.0	1228.0	58.0	956.0	104.0	24.0	669.0	386.0	566.0	240.0	555.0	392.0	114.0	62.0	248.0	180.0	12.0	138.0	180.0
ERBB2_E7_STA101348	9512.0	3645.0	17689.0	3755.0	12934.0	6585.0	15658.0	5541.0	8924.0	34603.0	9795.0	13420.0	28406.0	2240.0	21446.0	4091.0	965.0	13802.0	8205.0	13217.0	8408.0	20652.0	9953.0	2646.0	2408.0	4302.0	2696.0	226.0	3443.0	3854.0
ERBB2_E8_STA101349	5682.0	2018.0	10696.0	1413.0	8088.0	5017.0	8757.0	3379.0	5900.0	18351.0	5854.0	7621.0	17167.0	1282.0	11904.0	2079.0	441.0	7677.0	4328.0	7144.0	4222.0	11189.0	5295.0	1657.0	1150.0	2048.0	1486.0	122.0	1518.0	2714.0
ERBB2_E9_STA101350	4816.0	2043.0	9303.0	1443.0	6070.0	3281.0	7942.0	2661.0	4444.0	18204.0	4601.0	7604.0	15443.0	1143.0	10647.0	1805.0	358.0	8501.0	4329.0	6371.0	3743.0	9615.0	3582.0	1007.0	962.0	2056.0	1228.0	160.0	1494.0	1775.0
ERBB2_E10_STA101351	12555.0	5569.0	23639.0	3963.0	18091.0	11278.0	19769.0	7592.0	12190.0	45532.0	14844.0	16951.0	34893.0	3253.0	27831.0	4882.0	925.0	19571.0	9607.0	16905.0	9872.0	25111.0	11372.0	3611.0	2433.0	5296.0	3419.0	304.0	4031.0	4963.0
ERBB2_E11_STA101352	2626.0	900.0	4031.0	1005.0	3135.0	2271.0	3856.0	1342.0	2628.0	9221.0	3390.0	3069.0	7036.0	660.0	5705.0	1034.0	178.0	3770.0	1903.0	3773.0	1909.0	5169.0	2702.0	841.0	627.0	1140.0	732.0	50.0	826.0	797.0
ERBB2_E13_STA101354	340.0	160.0	798.0	120.0	635.0	312.0	644.0	168.0	418.0	1557.0	437.0	439.0	1095.0	100.0	962.0	134.0	24.0	754.0	309.0	702.0	236.0	694.0	438.0	106.0	130.0	160.0	139.0	6.0	104.0	146.0
ERBB2_E14_STA101355	4922.0	1874.0	9017.0	1594.0	6241.0	3108.0	7846.0	2048.0	4896.0	17649.0	2985.0	8575.0	13679.0	1550.0	9531.0	1750.0	396.0	6464.0	4341.0	5938.0	3793.0	8306.0	4450.0	1516.0	1018.0	2104.0	1347.0	156.0	1934.0	1919.0
ERBB2_E15_STA101356	5866.0	2677.0	12777.0	1905.0	10538.0	6000.0	12508.0	3224.0	5948.0	26766.0	5379.0	9148.0	23051.0	2449.0	16535.0	2140.0	731.0	14823.0	4955.0	9820.0	4292.0	12654.0	6202.0	1688.0	1248.0	3128.0	1897.0	202.0	2067.0	2880.0
ERBB2_E16_STA101357	1667.0	656.0	3539.0	434.0	2322.0	1417.0	2761.0	483.0	1613.0	6117.0	1055.0	2544.0	5009.0	489.0	4003.0	595.0	117.0	3071.0	1457.0	2360.0	1110.0	2502.0	1298.0	300.0	310.0	793.0	463.0	54.0	459.0	519.0
ERBB2_E17_STA101642	1441.0	552.0	2914.0	398.0	2159.0	1055.0	2464.0	723.0	1434.0	5853.0	1524.0	2124.0	4573.0	406.0	3209.0	500.0	107.0	2848.0	1048.0	1972.0	1233.0	3467.0	1081.0	267.0	216.0	647.0	393.0	35.0	363.0	586.0
ERBB2_E18_STA101359	8277.0	3263.0	14603.0	3243.0	10478.0	5128.0	12649.0	3870.0	6864.0	31770.0	6331.0	11821.0	22047.0	1608.0	15876.0	2966.0	449.0	12477.0	5746.0	10853.0	6501.0	13653.0	6452.0	2524.0	1266.0	3771.0	2124.0	229.0	2957.0	3162.0
ERBB2_E19_STA101360	6284.0	2110.0	10992.0	2446.0	6858.0	3406.0	9763.0	2843.0	5218.0	22941.0	5658.0	9681.0	16372.0	1427.0	11811.0	2268.0	573.0	8815.0	4641.0	8036.0	4610.0	11035.0	5024.0	1666.0	1138.0	2180.0	1539.0	134.0	2083.0	2432.0
ERBB2_E20_STA101645	9808.0	3263.0	17035.0	2736.0	13175.0	8548.0	14646.0	5061.0	10030.0	30411.0	9749.0	12944.0	27688.0	2663.0	20739.0	3308.0	672.0	13107.0	6817.0	11695.0	7602.0	18706.0	7810.0	2848.0	2127.0	3897.0	2088.0	138.0	2775.0	3672.0
ERBB2_E21_STA101362	1328.0	250.0	3252.0	326.0	1866.0	474.0	1009.0	669.0	1024.0	5375.0	437.0	1256.0	3947.0	102.0	3506.0	393.0	118.0	1754.0	989.0	2091.0	919.0	2369.0	1008.0	230.0	131.0	283.0	285.0	19.0	177.0	238.0
ERBB2_E22_STA101613	7310.0	2949.0	15659.0	2277.0	10052.0	5126.0	13878.0	3492.0	6710.0	27331.0	7003.0	10739.0	22470.0	1725.0	18267.0	2226.0	691.0	12884.0	5854.0	11411.0	4732.0	13892.0	7853.0	1872.0	1758.0	3345.0	2287.0	174.0	2052.0	3558.0
ERBB2_E22_STA100071	7586.0	2814.0	16467.0	2306.0	9922.0	5566.0	14054.0	2760.0	8230.0	29824.0	6044.0	11932.0	20713.0	2319.0	18637.0	2889.0	734.0	13770.0	6584.0	10686.0	5586.0	15230.0	7913.0	2092.0	2165.0	3458.0	2559.0	253.0	2383.0	2811.0
ERBB2_E23_STA100072	3093.0	822.0	5621.0	1026.0	4350.0	2534.0	4180.0	1628.0	2907.0	9258.0	3134.0	3811.0	7525.0	665.0	5480.0	922.0	228.0	3967.0	2381.0	3618.0	2324.0	5824.0	2564.0	716.0	498.0	1077.0	739.0	78.0	632.0	1141.0
ERBB2_E23_STA100073	4848.0	1844.0	9089.0	1303.0	5791.0	3190.0	7013.0	2559.0	4320.0	15979.0	3981.0	6809.0	13076.0	990.0	9150.0	1633.0	333.0	6241.0	4103.0	6066.0	3304.0	8749.0	3116.0	1144.0	884.0	1808.0	1138.0	106.0	1341.0	1639.0
ERBB2_E23_STA100074	318.0	182.0	896.0	106.0	523.0	294.0	559.0	94.0	374.0	1627.0	340.0	706.0	1225.0	94.0	899.0	138.0	34.0	699.0	368.0	653.0	228.0	660.0	388.0	58.0	70.0	166.0	114.0	8.0	70.0	136.0
ERBB2_E24_STA100075	2239.0	830.0	4962.0	706.0	2949.0	2007.0	3214.0	1300.0	2292.0	6992.0	2207.0	3245.0	6105.0	569.0	4428.0	746.0	172.0	2968.0	1750.0	2759.0	1761.0	4354.0	1979.0	757.0	452.0	856.0	466.0	10.0	759.0	832.0
ERBB2_E24_STA100076	6428.0	2555.0	14197.0	2130.0	10041.0	7536.0	10386.0	3607.0	6950.0	23461.0	7982.0	7514.0	20945.0	1628.0	16258.0	2002.0	559.0	10087.0	4589.0	9105.0	4455.0	15853.0	6027.0	1805.0	1735.0	2970.0	1884.0	130.0	1999.0	3036.0
ERBB2_E26_STA101363	10197.0	3034.0	16789.0	2700.0	11863.0	7382.0	13222.0	5046.0	9234.0	29490.0	9062.0	11269.0	26435.0	2380.0	19605.0	3376.0	679.0	12765.0	6656.0	11559.0	7894.0	18585.0	7301.0	2952.0	1764.0	3631.0	1984.0	196.0	2518.0	3620.0
ERBB2_E27_STA101364	731.0	268.0	1497.0	202.0	798.0	510.0	1164.0	246.0	606.0	2912.0	604.0	1262.0	1899.0	198.0	1669.0	252.0	38.0	1092.0	558.0	1116.0	454.0	1353.0	474.0	184.0	139.0	292.0	150.0	2.0	168.0	174.0
ERBB2_E28_STA101365	4623.0	1703.0	10550.0	1346.0	6664.0	4264.0	8085.0	2348.0	4747.0	18451.0	5246.0	6928.0	14832.0	1199.0	11704.0	1214.0	362.0	8950.0	3523.0	6800.0	3810.0	10051.0	3991.0	1450.0	987.0	1812.0	1482.0	128.0	1161.0	1585.0
ERBB2_E29_STA101366	8403.0	3330.0	14118.0	2210.0	10513.0	5840.0	11570.0	3871.0	6289.0	27475.0	7613.0	11084.0	21381.0	2188.0	15960.0	2741.0	626.0	11761.0	5865.0	10937.0	6679.0	16849.0	6206.0	1728.0	1277.0	3059.0	1785.0	128.0	2000.0	2666.0
ERBB2_E30_STA101367	2236.0	906.0	4043.0	560.0	3045.0	1359.0	3524.0	1087.0	1980.0	7693.0	1690.0	3696.0	6234.0	567.0	4310.0	768.0	157.0	3066.0	1868.0	2669.0	1657.0	3760.0	1628.0	763.0	413.0	848.0	495.0	44.0	745.0	641.0
BRCA1_E23_STA100977	6078.0	2366.0	11912.0	3231.0	8036.0	5317.0	9190.0	3950.0	7317.0	29929.0	8408.0	8176.0	17038.0	2482.0	16368.0	2675.0	874.0	11490.0	5663.0	10031.0	4291.0	13510.0	9588.0	2577.0	1779.0	3969.0	2393.0	328.0	2680.0	4231.0
BRCA1_E23_STA100978	4749.0	1616.0	7956.0	2324.0	5608.0	3368.0	5466.0	2976.0	4589.0	18216.0	5595.0	6096.0	10430.0	1542.0	9201.0	2256.0	644.0	6506.0	4210.0	6048.0	2917.0	9010.0	6171.0	1604.0	1168.0	2250.0	1542.0	174.0	1576.0	2547.0
BRCA1_E22_STA100979	3204.0	1109.0	6040.0	1607.0	3780.0	1754.0	3497.0	1143.0	3026.0	13651.0	3033.0	4510.0	5621.0	1157.0	7423.0	1424.0	240.0	5642.0	2997.0	4856.0	1646.0	5848.0	4217.0	991.0	778.0	1372.0	1169.0	204.0	1187.0	1560.0
BRCA1_E21_STA100980	4780.0	1791.0	7431.0	4341.0	4913.0	2358.0	6384.0	2881.0	4105.0	22783.0	6021.0	6988.0	7201.0	1974.0	8498.0	2390.0	531.0	8885.0	4581.0	6736.0	2429.0	9417.0	9156.0	1697.0	1520.0	2727.0	1922.0	210.0	3201.0	2932.0
