	C21D00284	C21D00304	C21D00307	D21D00280T	D21D00289	D21D00299	D21D00327T	D21D00329T	D21D00335T	D21D00342T	M21D00265	M21D00302	N21D00272	N21D00273	N21D00290	N21D00301	N21D00310	P21D00308	P21D00309	P21D00322	P21D00332	P21D00334	P21D00338	P21D00341	P21D00343	P21D00346	S21D00266	U21D00339	X21D00263	X21D00340
NF1_E17_STA100833	2482.0	1104.0	3510.0	4538.0	2852.0	1561.0	5425.0	2088.0	1920.0	15349.0	3682.0	4305.0	4234.0	1314.0	3630.0	1789.0	310.0	6215.0	1899.0	4043.0	1560.0	5661.0	5419.0	1360.0	855.0	1037.0	1865.0	224.0	2244.0	2241.0
NF1_E17_STA100834	2165.0	1064.0	2905.0	3806.0	2557.0	1222.0	4710.0	1587.0	1888.0	14668.0	2677.0	3754.0	4038.0	943.0	3749.0	1388.0	280.0	5857.0	1686.0	4316.0	996.0	4152.0	5353.0	851.0	860.0	1032.0	1572.0	341.0	1646.0	2098.0
NF1_E17_STA100835	4132.0	1963.0	5469.0	6103.0	4100.0	2427.0	6748.0	2619.0	3611.0	20563.0	5217.0	5676.0	6021.0	1359.0	5816.0	2615.0	740.0	6838.0	2847.0	5726.0	2052.0	7050.0	8080.0	1530.0	1459.0	1434.0	2429.0	322.0	3432.0	3716.0
NF1_E18_STA100836	3559.0	1408.0	6215.0	3429.0	3640.0	2381.0	7515.0	2409.0	3001.0	18440.0	3484.0	5367.0	6976.0	1601.0	7387.0	1887.0	407.0	7539.0	3608.0	5693.0	1261.0	6046.0	7106.0	1204.0	1069.0	1887.0	1814.0	306.0	1653.0	3289.0
NF1_E18_STA100837	7386.0	2682.0	11381.0	6961.0	7463.0	4815.0	11545.0	6385.0	7166.0	33775.0	10395.0	10199.0	14063.0	2614.0	13192.0	4479.0	746.0	11231.0	7014.0	10147.0	4179.0	14254.0	12762.0	3068.0	2068.0	3204.0	3032.0	370.0	4470.0	5711.0
NF1_E18_STA100838	5039.0	2828.0	7883.0	6303.0	6258.0	3138.0	11392.0	4160.0	5073.0	31911.0	8683.0	8610.0	9719.0	2239.0	9658.0	3705.0	825.0	11744.0	4936.0	9959.0	2861.0	12288.0	12033.0	2211.0	2103.0	2530.0	2989.0	478.0	3939.0	5363.0
NF1_E19_STA100839	1504.0	809.0	2341.0	1685.0	1347.0	625.0	2788.0	678.0	1144.0	8900.0	1246.0	3092.0	2165.0	510.0	2562.0	832.0	210.0	3910.0	1403.0	2429.0	568.0	2182.0	2883.0	508.0	481.0	570.0	894.0	146.0	1145.0	949.0
NF1_E19_STA100840	2563.0	987.0	3907.0	2917.0	1994.0	825.0	3671.0	1175.0	1538.0	11709.0	1967.0	4322.0	2877.0	934.0	3568.0	1344.0	322.0	4710.0	2402.0	3402.0	884.0	4072.0	4045.0	782.0	536.0	928.0	1133.0	196.0	1551.0	1700.0
NF1_E20_STA100841	2903.0	1437.0	4750.0	4458.0	3321.0	2101.0	6486.0	2454.0	2938.0	18953.0	4666.0	4624.0	4932.0	1244.0	5306.0	2131.0	412.0	7250.0	2221.0	5026.0	1516.0	6425.0	8066.0	1424.0	1237.0	1549.0	2319.0	216.0	2830.0	2979.0
NF1_E20_STA100842	5480.0	2288.0	7038.0	8545.0	4927.0	2951.0	9497.0	4391.0	4405.0	28515.0	7625.0	8307.0	6852.0	2427.0	7265.0	3849.0	740.0	10723.0	4277.0	8007.0	2681.0	10719.0	11247.0	2526.0	1808.0	2131.0	3253.0	559.0	4547.0	4514.0
NF1_E21_STA100843	2388.0	1054.0	3302.0	3019.0	2090.0	752.0	4251.0	1579.0	1675.0	13356.0	2274.0	4376.0	2934.0	955.0	3372.0	1444.0	304.0	4930.0	2272.0	3575.0	1120.0	4363.0	4566.0	917.0	837.0	990.0	1085.0	242.0	1820.0	2096.0
NF1_E21_STA100844	2340.0	846.0	3702.0	3148.0	2754.0	2391.0	4082.0	2789.0	2621.0	11217.0	6280.0	2974.0	3984.0	906.0	4846.0	1799.0	230.0	4428.0	1607.0	3300.0	1375.0	6129.0	6071.0	1042.0	1120.0	1060.0	1575.0	206.0	1651.0	2229.0
NF1_E21_STA101815	4219.0	1454.0	6323.0	5270.0	3823.0	1785.0	7156.0	2712.0	3164.0	19945.0	5341.0	6038.0	5395.0	1786.0	7399.0	2667.0	698.0	8288.0	3398.0	6196.0	2077.0	8700.0	8027.0	1290.0	1283.0	1867.0	2057.0	250.0	2864.0	3566.0
NF1_E21_STA100846	4858.0	2735.0	8169.0	6423.0	5392.0	2966.0	10642.0	3724.0	4111.0	29293.0	7093.0	8201.0	8540.0	2118.0	10634.0	2923.0	726.0	12594.0	4544.0	9455.0	2164.0	11515.0	11926.0	1936.0	2046.0	2466.0	3205.0	614.0	3262.0	5406.0
NF1_E21_STA100847	6924.0	3715.0	10415.0	9850.0	7951.0	4435.0	17175.0	5275.0	6664.0	42756.0	9248.0	12735.0	12844.0	3389.0	13719.0	4400.0	1219.0	19318.0	7093.0	14004.0	3594.0	14775.0	18597.0	3126.0	2890.0	4114.0	5861.0	705.0	5634.0	7728.0
NF1_E21_STA100848	4035.0	1877.0	5647.0	5976.0	4603.0	2470.0	8441.0	2676.0	3841.0	24258.0	5530.0	6891.0	6933.0	2127.0	6725.0	2534.0	654.0	9349.0	3734.0	6793.0	2013.0	9236.0	10549.0	1780.0	1501.0	1724.0	2647.0	262.0	3317.0	3769.0
NF1_E22_STA100849	1970.0	936.0	2818.0	3065.0	1969.0	1156.0	4084.0	1434.0	1822.0	11164.0	2743.0	3153.0	3218.0	793.0	3166.0	1275.0	430.0	4087.0	1748.0	3181.0	958.0	4111.0	5118.0	916.0	728.0	958.0	1256.0	226.0	1528.0	1860.0
NF1_E22_STA100850	19290.0	9254.0	21866.0	28588.0	16154.0	7423.0	33864.0	13466.0	15085.0	94824.0	22781.0	29480.0	25396.0	8373.0	24668.0	13986.0	2520.0	39250.0	15322.0	28059.0	9923.0	38826.0	37615.0	7520.0	5889.0	7919.0	11655.0	1966.0	17140.0	19237.0
NF1_E22_STA100851	1620.0	730.0	1851.0	2397.0	1396.0	541.0	2479.0	948.0	996.0	8888.0	1284.0	3179.0	1866.0	630.0	2018.0	1067.0	194.0	2992.0	1398.0	2060.0	669.0	2656.0	2735.0	509.0	379.0	496.0	854.0	158.0	1348.0	1094.0
NF1_E23_STA100852	597.0	458.0	1143.0	1275.0	282.0	278.0	1364.0	551.0	637.0	4873.0	736.0	1480.0	927.0	330.0	878.0	622.0	98.0	1320.0	681.0	1142.0	378.0	1159.0	1592.0	372.0	226.0	240.0	412.0	64.0	714.0	650.0
NF1_E23_STA100853	1020.0	462.0	1444.0	1492.0	1078.0	349.0	1971.0	483.0	733.0	6549.0	1248.0	1652.0	1389.0	428.0	1360.0	584.0	156.0	2479.0	804.0	1818.0	419.0	1917.0	2378.0	412.0	322.0	346.0	691.0	68.0	946.0	767.0
NF1_E23_STA100854	2421.0	1090.0	3085.0	3799.0	1986.0	838.0	4481.0	1866.0	1876.0	13521.0	3272.0	4327.0	3313.0	1220.0	3004.0	1632.0	377.0	4530.0	2065.0	3803.0	1347.0	4454.0	4883.0	1046.0	636.0	1102.0	1524.0	234.0	1393.0	2141.0
NF1_E24_STA100855	5480.0	2325.0	6532.0	7497.0	4883.0	1954.0	8982.0	3084.0	3904.0	25809.0	6346.0	8322.0	6777.0	2181.0	6406.0	3271.0	680.0	10119.0	4078.0	6755.0	2626.0	8855.0	9594.0	2098.0	1484.0	1736.0	3066.0	488.0	4421.0	3995.0
NF1_E24_STA103211	1719.0	1141.0	2377.0	3235.0	2242.0	818.0	4309.0	1166.0	1360.0	12464.0	3041.0	3029.0	3252.0	1030.0	3092.0	1300.0	208.0	6243.0	1292.0	3704.0	870.0	4618.0	4242.0	805.0	694.0	824.0	1330.0	205.0	1647.0	1968.0
NF1_E25_STA100857	1339.0	647.0	1706.0	2021.0	1193.0	593.0	2058.0	639.0	1048.0	5765.0	1163.0	2021.0	1976.0	489.0	1609.0	629.0	140.0	2533.0	1009.0	1692.0	547.0	2303.0	2289.0	481.0	342.0	465.0	580.0	139.0	800.0	1012.0
NF1_E25_STA100858	4194.0	2258.0	6050.0	6494.0	4826.0	2524.0	9648.0	2666.0	4006.0	23795.0	5486.0	7355.0	7640.0	2420.0	7481.0	2476.0	922.0	11968.0	3692.0	7945.0	1986.0	8685.0	10965.0	1465.0	1511.0	2219.0	3199.0	580.0	2906.0	4707.0
NF1_E26_STA100859	1124.0	438.0	1254.0	1368.0	790.0	426.0	1652.0	684.0	625.0	4539.0	937.0	1661.0	1275.0	472.0	1168.0	622.0	142.0	2062.0	955.0	1311.0	388.0	1822.0	1810.0	354.0	266.0	426.0	550.0	86.0	708.0	807.0
NF1_E26_STA100860	11278.0	5146.0	15571.0	14198.0	10361.0	5220.0	19616.0	6309.0	10566.0	53842.0	14343.0	16458.0	15830.0	4967.0	18627.0	7098.0	1600.0	21865.0	9310.0	17972.0	5052.0	21700.0	26347.0	3777.0	4126.0	4974.0	5994.0	1206.0	7982.0	10120.0
NF1_E26_STA100861	2552.0	1344.0	3788.0	3268.0	2171.0	956.0	4196.0	1257.0	2080.0	13321.0	2536.0	3955.0	3713.0	991.0	3979.0	1309.0	370.0	5588.0	2442.0	3962.0	992.0	4306.0	5363.0	892.0	794.0	1044.0	1442.0	278.0	1702.0	2042.0
NF1_E27_STA100862	2054.0	856.0	1800.0	2777.0	1372.0	546.0	3443.0	997.0	1087.0	8550.0	1318.0	3459.0	2313.0	908.0	1796.0	1133.0	317.0	3965.0	1963.0	2342.0	962.0	3128.0	3442.0	597.0	504.0	862.0	887.0	249.0	1523.0	1653.0
NF1_E27_STA100863	5543.0	2596.0	6785.0	7005.0	4640.0	2311.0	8535.0	3211.0	4247.0	25145.0	5515.0	8451.0	6963.0	2600.0	6464.0	3419.0	562.0	9818.0	5353.0	7203.0	2186.0	9335.0	10579.0	2043.0	1806.0	2216.0	2742.0	498.0	4109.0	5069.0
NF1_E27_STA100864	1135.0	532.0	1601.0	1448.0	1226.0	459.0	2346.0	580.0	1141.0	6599.0	1200.0	2008.0	1921.0	442.0	2082.0	664.0	162.0	2434.0	958.0	2056.0	368.0	1780.0	2866.0	468.0	434.0	653.0	744.0	126.0	798.0	956.0
NF1_E27_STA100865	4464.0	1935.0	6036.0	5935.0	4277.0	2468.0	7157.0	3652.0	3890.0	21092.0	5940.0	6424.0	7322.0	1534.0	6562.0	3100.0	597.0	7179.0	3964.0	6010.0	2226.0	8583.0	9308.0	1975.0	1780.0	1988.0	2564.0	464.0	3403.0	4250.0
NF1_E28_STA100866	1181.0	502.0	1533.0	1576.0	876.0	343.0	2094.0	580.0	773.0	5439.0	788.0	2310.0	1204.0	401.0	1148.0	702.0	88.0	1980.0	1348.0	1293.0	503.0	1415.0	1858.0	396.0	282.0	444.0	479.0	103.0	872.0	874.0
NF1_E28_STA100867	7686.0	3122.0	8082.0	10548.0	6821.0	2804.0	12177.0	3928.0	5579.0	34605.0	6830.0	11254.0	9299.0	2648.0	7721.0	4349.0	872.0	14462.0	6335.0	9400.0	3434.0	12352.0	13593.0	2679.0	2075.0	2855.0	2961.0	434.0	4987.0	6141.0
NF1_E29_STA100868	5432.0	2221.0	7319.0	8598.0	5164.0	2382.0	10805.0	4111.0	4932.0	28951.0	6932.0	8645.0	8654.0	2223.0	8316.0	3811.0	818.0	11310.0	4929.0	8603.0	3030.0	11448.0	11969.0	2149.0	1670.0	1968.0	2819.0	454.0	4433.0	4954.0
NF1_E29_STA100869	1094.0	491.0	1808.0	1455.0	1536.0	1086.0	3123.0	725.0	1013.0	5186.0	1257.0	1519.0	2444.0	414.0	2518.0	568.0	137.0	2636.0	914.0	2154.0	595.0	1962.0	2586.0	403.0	612.0	576.0	1011.0	111.0	854.0	946.0
NF1_E30_STA100870	916.0	438.0	1567.0	1383.0	960.0	408.0	1682.0	637.0	760.0	4477.0	796.0	1535.0	1750.0	224.0	1460.0	525.0	122.0	1637.0	971.0	1171.0	388.0	1588.0	1602.0	390.0	278.0	295.0	378.0	46.0	608.0	816.0
NF1_E30_STA100871	997.0	486.0	1708.0	1502.0	986.0	505.0	1805.0	503.0	813.0	5666.0	1093.0	1721.0	1950.0	365.0	2169.0	549.0	154.0	2321.0	1084.0	2032.0	370.0	1859.0	2419.0	319.0	368.0	518.0	611.0	117.0	621.0	1005.0
NF1_E30_STA100872	698.0	370.0	1109.0	926.0	795.0	354.0	1299.0	458.0	589.0	3664.0	825.0	1053.0	1176.0	268.0	1102.0	302.0	112.0	1449.0	599.0	1152.0	330.0	1181.0	1326.0	292.0	226.0	234.0	462.0	64.0	502.0	496.0
NF1_E31_STA100873	1166.0	630.0	1555.0	1480.0	1052.0	432.0	1829.0	450.0	816.0	6240.0	1214.0	1727.0	1828.0	426.0	1530.0	563.0	139.0	1999.0	741.0	1665.0	400.0	1614.0	2293.0	466.0	374.0	417.0	749.0	110.0	879.0	674.0
NF1_E32_STA100874	8794.0	3716.0	10545.0	12050.0	7994.0	4965.0	12626.0	5718.0	8275.0	40916.0	12439.0	11011.0	12250.0	2742.0	12995.0	5621.0	1209.0	12695.0	5636.0	11111.0	4988.0	14234.0	15926.0	3861.0	2566.0	3590.0	5447.0	672.0	7732.0	6498.0
NF1_E32_STA100875	9872.0	4062.0	10827.0	13187.0	8679.0	5582.0	15341.0	6087.0	8751.0	49464.0	13552.0	13417.0	11931.0	3410.0	11734.0	5752.0	1205.0	16234.0	6704.0	12857.0	4979.0	17958.0	19252.0	3912.0	2526.0	3747.0	5628.0	688.0	8023.0	7008.0
NF1_E32_STA100876	4738.0	2285.0	7273.0	7708.0	4453.0	2722.0	9365.0	3370.0	4950.0	27456.0	6733.0	7397.0	8521.0	1727.0	8164.0	3233.0	750.0	8734.0	3784.0	7722.0	3057.0	9649.0	10116.0	2469.0	1574.0	2160.0	3373.0	456.0	4750.0	4370.0
NF1_E33_STA101832	2923.0	1535.0	5412.0	5002.0	3599.0	1932.0	7254.0	2525.0	3085.0	23244.0	4502.0	5151.0	4736.0	1299.0	5087.0	2112.0	488.0	7395.0	2568.0	5868.0	1653.0	5654.0	8424.0	1503.0	1534.0	1439.0	2735.0	314.0	2931.0	2652.0
NF1_E33_STA101823	5082.0	2676.0	9082.0	8615.0	6131.0	3379.0	12591.0	4329.0	5278.0	39608.0	7781.0	8930.0	8105.0	2271.0	8784.0	3582.0	821.0	12799.0	4479.0	10160.0	2852.0	9514.0	14557.0	2517.0	2634.0	2544.0	4754.0	562.0	5047.0	4676.0
NF1_E33_STA100879	1208.0	571.0	2303.0	1901.0	1626.0	1060.0	2438.0	1140.0	1426.0	9291.0	2210.0	1770.0	1821.0	398.0	2024.0	916.0	333.0	2476.0	948.0	2010.0	658.0	2301.0	3644.0	678.0	487.0	585.0	872.0	60.0	1318.0	1003.0
NF1_E34_STA100880	1783.0	812.0	2727.0	2664.0	1458.0	666.0	3336.0	1051.0	1499.0	9206.0	1770.0	2805.0	2494.0	617.0	2385.0	1026.0	312.0	3360.0	1335.0	2633.0	916.0	2806.0	3540.0	704.0	476.0	584.0	983.0	204.0	1424.0	1470.0
NF1_E34_STA100881	2852.0	1318.0	4348.0	3922.0	3096.0	1843.0	5751.0	1892.0	2787.0	16828.0	4272.0	3819.0	4358.0	918.0	4934.0	2049.0	356.0	6346.0	2178.0	5178.0	1310.0	5363.0	7608.0	1244.0	1172.0	1272.0	2035.0	354.0	2278.0	2750.0
NF1_E34_STA100882	2918.0	1388.0	4668.0	3971.0	3364.0	1740.0	5231.0	1966.0	2879.0	17224.0	4158.0	3999.0	4370.0	1076.0	4468.0	1693.0	485.0	5134.0	1966.0	4533.0	1343.0	5327.0	6951.0	1434.0	1014.0	1020.0	1964.0	194.0	2149.0	2120.0
NF1_E35_STA100883	1250.0	575.0	1508.0	1878.0	891.0	418.0	1964.0	686.0	862.0	5274.0	892.0	2032.0	1719.0	312.0	1484.0	632.0	122.0	2290.0	1140.0	1557.0	557.0	1854.0	1982.0	366.0	344.0	480.0	556.0	108.0	890.0	946.0
NF1_E35_STA100884	2560.0	1316.0	3579.0	4484.0	2627.0	1308.0	5501.0	1859.0	2024.0	14739.0	3990.0	4412.0	4318.0	1134.0	3820.0	2007.0	488.0	5940.0	2047.0	4299.0	1441.0	5664.0	5913.0	1234.0	772.0	1140.0	1628.0	307.0	2290.0	2495.0
NF1_E35_STA100885	4116.0	1915.0	5167.0	4808.0	3962.0	2399.0	7286.0	1939.0	3520.0	22253.0	5018.0	6967.0	6203.0	1336.0	5936.0	2260.0	774.0	8117.0	3384.0	6279.0	1812.0	5997.0	8186.0	1557.0	1123.0	1832.0	2616.0	467.0	3576.0	2725.0
NF1_E36_STA101837	3009.0	1452.0	4507.0	4791.0	2551.0	1286.0	5649.0	1989.0	2550.0	18086.0	3738.0	5040.0	4535.0	1098.0	4003.0	1791.0	448.0	5810.0	2002.0	4602.0	1635.0	5466.0	6101.0	1443.0	986.0	1195.0	1819.0	315.0	2663.0	2438.0
NF1_E36_STA100887	1661.0	649.0	2350.0	2575.0	1408.0	698.0	2745.0	1096.0	1292.0	8644.0	1648.0	2695.0	2346.0	666.0	1971.0	907.0	241.0	3794.0	1349.0	2046.0	758.0	3001.0	2984.0	683.0	452.0	542.0	939.0	142.0	1417.0	1158.0
NF1_E37_STA100888	1156.0	426.0	1424.0	1326.0	827.0	371.0	1732.0	770.0	710.0	5598.0	768.0	2033.0	1164.0	290.0	985.0	672.0	118.0	1904.0	1159.0	1370.0	544.0	1639.0	1610.0	453.0	354.0	304.0	226.0	118.0	782.0	742.0
NF1_E37_STA100889	470.0	180.0	798.0	476.0	456.0	174.0	766.0	242.0	228.0	2994.0	358.0	978.0	624.0	185.0	697.0	252.0	74.0	979.0	478.0	762.0	254.0	740.0	925.0	194.0	140.0	170.0	270.0	36.0	306.0	284.0
NF1_E37_STA100890	2960.0	1247.0	3546.0	3322.0	2576.0	1119.0	4976.0	1460.0	1973.0	13044.0	2450.0	4656.0	3454.0	966.0	4581.0	1741.0	330.0	5333.0	2930.0	3624.0	1162.0	4992.0	4894.0	1062.0	772.0	1198.0	1370.0	149.0	2143.0	2339.0
NF1_E37_STA100891	7157.0	3302.0	10177.0	7224.0	6569.0	3655.0	11399.0	3310.0	5467.0	32285.0	6437.0	10930.0	9570.0	2797.0	13285.0	3727.0	844.0	13061.0	6585.0	10544.0	2780.0	11998.0	13440.0	2400.0	2029.0	3002.0	3172.0	630.0	4636.0	5127.0
NF1_E37_STA100893	1836.0	984.0	2521.0	1748.0	1935.0	793.0	3322.0	1276.0	1584.0	9469.0	2022.0	3018.0	2767.0	616.0	2893.0	1234.0	194.0	3042.0	2080.0	2823.0	898.0	3625.0	3400.0	564.0	616.0	710.0	720.0	120.0	1123.0	1822.0
NF1_E38_STA100894	3177.0	1442.0	5029.0	3148.0	3892.0	2306.0	6468.0	2032.0	3030.0	16862.0	4358.0	4374.0	5254.0	1173.0	5687.0	1951.0	514.0	6731.0	2769.0	5429.0	1145.0	6639.0	7345.0	1238.0	1382.0	1630.0	1611.0	346.0	1902.0	3199.0
NF1_E38_STA100895	2451.0	1119.0	3833.0	1919.0	2365.0	1005.0	3953.0	1492.0	1856.0	11265.0	2360.0	3680.0	3509.0	808.0	3797.0	1463.0	289.0	4286.0	2319.0	3244.0	988.0	3899.0	4208.0	751.0	702.0	1035.0	1041.0	157.0	1239.0	2048.0
NF1_E38_STA100896	3262.0	1716.0	5333.0	2615.0	3158.0	1405.0	5604.0	2468.0	2576.0	15336.0	3600.0	5648.0	4845.0	1136.0	5605.0	2070.0	498.0	6202.0	3497.0	4325.0	1661.0	6087.0	5395.0	1025.0	926.0	1382.0	1395.0	222.0	1698.0	2937.0
NF1_E38_STA100897	2595.0	1254.0	5102.0	2770.0	3128.0	1389.0	6017.0	1751.0	2214.0	15571.0	2543.0	4343.0	5761.0	1107.0	6504.0	1587.0	418.0	6828.0	3132.0	4707.0	1154.0	4775.0	5659.0	1095.0	1082.0	1286.0	1444.0	197.0	1512.0	2580.0
NF1_E38_STA100898	1908.0	1072.0	3382.0	2264.0	2103.0	866.0	3785.0	936.0	1684.0	10778.0	1745.0	4254.0	3623.0	783.0	3211.0	1194.0	247.0	5303.0	2219.0	3172.0	790.0	3751.0	4092.0	810.0	582.0	1004.0	752.0	139.0	1233.0	1397.0
NF1_E39_STA100899	2434.0	1041.0	3693.0	3598.0	2422.0	1548.0	4270.0	2201.0	2430.0	13309.0	3371.0	3894.0	3755.0	841.0	3430.0	1552.0	429.0	4630.0	1840.0	3329.0	1391.0	4421.0	5722.0	1183.0	972.0	1013.0	1380.0	238.0	1941.0	2066.0
NF1_E39_STA100900	6705.0	2834.0	7448.0	8512.0	6385.0	3993.0	11029.0	4086.0	5959.0	36306.0	7469.0	9171.0	9424.0	2570.0	10059.0	4020.0	1082.0	12910.0	4805.0	10614.0	3511.0	12659.0	14080.0	2628.0	1958.0	2280.0	4270.0	613.0	5254.0	5175.0
NF1_E39_STA101822	4633.0	2126.0	5570.0	6656.0	4472.0	2620.0	8035.0	3090.0	4185.0	25525.0	5497.0	6643.0	6944.0	1951.0	6980.0	2887.0	713.0	9405.0	3473.0	7258.0	2452.0	9105.0	9540.0	1854.0	1398.0	1623.0	2880.0	449.0	3906.0	3553.0
NF1_E39_STA100902	4707.0	2239.0	7554.0	7212.0	4463.0	2320.0	8817.0	3730.0	4562.0	26220.0	6508.0	7428.0	8581.0	2024.0	7315.0	3339.0	896.0	8888.0	3609.0	6537.0	2854.0	8694.0	10014.0	2282.0	1616.0	1724.0	3030.0	516.0	4402.0	4603.0
NF1_E40_STA100903	3965.0	2044.0	6213.0	6386.0	3350.0	1729.0	7578.0	2789.0	3761.0	22155.0	4603.0	6655.0	6757.0	1578.0	5959.0	2839.0	526.0	7865.0	3088.0	6085.0	2117.0	8069.0	8054.0	1744.0	1560.0	1498.0	2316.0	386.0	3248.0	3381.0
NF1_E40_STA100904	1780.0	754.0	2903.0	2426.0	1815.0	825.0	3249.0	1154.0	1563.0	10362.0	2036.0	2943.0	2863.0	571.0	2659.0	1254.0	269.0	3909.0	1774.0	2617.0	982.0	3063.0	3760.0	856.0	531.0	585.0	1177.0	146.0	1524.0	1361.0
NF1_E40_STA100905	1020.0	446.0	1034.0	1283.0	746.0	258.0	1584.0	536.0	586.0	4717.0	638.0	1750.0	960.0	192.0	1070.0	688.0	126.0	1701.0	1066.0	1059.0	488.0	1058.0	1519.0	333.0	246.0	274.0	518.0	80.0	824.0	655.0
NF1_E40_STA100906	4513.0	1852.0	5876.0	6983.0	4331.0	2650.0	7994.0	3508.0	3971.0	23999.0	6799.0	6324.0	6385.0	1686.0	6454.0	3254.0	544.0	7633.0	3875.0	6420.0	2389.0	8429.0	9360.0	2005.0	1871.0	1830.0	2939.0	492.0	4364.0	4166.0
NF1_E41_STA100907	2560.0	1542.0	5369.0	4316.0	3354.0	1860.0	6932.0	2495.0	2833.0	19930.0	3791.0	4201.0	5645.0	1256.0	6141.0	1925.0	366.0	7221.0	2314.0	4862.0	1322.0	5102.0	6926.0	1387.0	1002.0	1188.0	2134.0	281.0	2745.0	2868.0
NF1_E41_STA100908	5887.0	2643.0	7222.0	7435.0	4178.0	2026.0	9652.0	3379.0	4412.0	28874.0	4574.0	8970.0	6941.0	1835.0	6827.0	3890.0	772.0	9487.0	4128.0	7420.0	2587.0	8079.0	9079.0	2433.0	1238.0	2069.0	2936.0	560.0	4410.0	3794.0
NF1_E41_STA100909	1921.0	770.0	2915.0	2659.0	1829.0	984.0	3225.0	928.0	1390.0	11518.0	2428.0	3645.0	3241.0	896.0	2680.0	1060.0	278.0	4551.0	1515.0	3098.0	896.0	3445.0	3865.0	846.0	621.0	838.0	1256.0	214.0	1568.0	1470.0
NF1_E42_STA100910	2236.0	1071.0	3827.0	2843.0	2171.0	1228.0	3834.0	1352.0	2241.0	13066.0	2645.0	3263.0	4008.0	1040.0	3901.0	1357.0	306.0	4625.0	1841.0	3497.0	1008.0	3915.0	5482.0	926.0	916.0	821.0	1506.0	191.0	1801.0	1597.0
NF1_E42_STA100911	1442.0	555.0	2408.0	2076.0	1566.0	956.0	2755.0	900.0	1394.0	8517.0	2165.0	1861.0	2631.0	610.0	2419.0	810.0	197.0	3514.0	1038.0	2452.0	685.0	2777.0	3541.0	546.0	471.0	518.0	981.0	113.0	997.0	1397.0
NF1_E42_STA100912	9600.0	4312.0	10820.0	13785.0	8681.0	4476.0	16378.0	6032.0	7406.0	48550.0	11840.0	14120.0	12508.0	3765.0	12689.0	6563.0	1340.0	16812.0	7284.0	14194.0	5322.0	17669.0	18738.0	3554.0	3093.0	3539.0	5326.0	838.0	7912.0	7818.0
NF1_E42_STA100913	6809.0	2721.0	8788.0	10451.0	6542.0	3309.0	11284.0	4941.0	5460.0	35931.0	8300.0	9479.0	9161.0	2506.0	9274.0	4416.0	1005.0	12100.0	5642.0	9654.0	3327.0	12796.0	13567.0	2942.0	2209.0	2728.0	3864.0	513.0	5910.0	5438.0
NF1_E42_STA100914	2959.0	1236.0	4187.0	4887.0	2929.0	1544.0	5472.0	2415.0	2567.0	17475.0	3788.0	4726.0	4552.0	1104.0	4578.0	2100.0	487.0	5788.0	2565.0	4391.0	1507.0	5601.0	6546.0	1500.0	1102.0	1232.0	1884.0	237.0	2790.0	2394.0
NF1_E43_STA101828	2152.0	1003.0	3225.0	3477.0	2373.0	1270.0	4258.0	1578.0	1990.0	14092.0	3739.0	3468.0	3397.0	945.0	3574.0	1465.0	436.0	5163.0	1554.0	4037.0	1140.0	4395.0	5678.0	975.0	926.0	860.0	1565.0	206.0	1991.0	1810.0
NF1_E43_STA100916	2761.0	1168.0	3625.0	4388.0	2730.0	1378.0	5692.0	1845.0	2388.0	17155.0	3250.0	4274.0	3586.0	1140.0	4068.0	1820.0	447.0	6606.0	2163.0	4862.0	1007.0	4998.0	6341.0	1056.0	1075.0	1221.0	1959.0	265.0	2167.0	2377.0
NF1_E43_STA100917	1771.0	914.0	2744.0	3289.0	1664.0	794.0	3659.0	1224.0	1406.0	11398.0	2095.0	3272.0	2676.0	828.0	2496.0	1261.0	306.0	4052.0	1688.0	2772.0	791.0	3174.0	3864.0	753.0	575.0	677.0	1044.0	186.0	1602.0	1562.0
NF1_E43_STA100918	670.0	346.0	1481.0	1433.0	846.0	436.0	1746.0	672.0	653.0	5035.0	1204.0	1080.0	1684.0	398.0	1444.0	458.0	152.0	2052.0	752.0	1222.0	330.0	1482.0	1978.0	340.0	312.0	308.0	512.0	50.0	666.0	652.0
NF1_E44_STA101827	1178.0	526.0	1638.0	1978.0	1240.0	548.0	2096.0	983.0	828.0	7473.0	1744.0	2033.0	1509.0	528.0	1530.0	801.0	236.0	2936.0	999.0	1810.0	558.0	2410.0	2142.0	578.0	490.0	379.0	760.0	100.0	1048.0	1056.0
NF1_E45_STA100920	4799.0	2065.0	6433.0	7324.0	5101.0	2520.0	9068.0	2977.0	4544.0	30296.0	6224.0	7270.0	7360.0	1842.0	7155.0	3004.0	924.0	9809.0	3268.0	7949.0	1897.0	8637.0	11261.0	2356.0	1578.0	2169.0	2961.0	424.0	4384.0	3832.0
NF1_E45_STA100921	4089.0	1639.0	5001.0	5687.0	3426.0	1685.0	6208.0	2410.0	3023.0	21706.0	4452.0	5883.0	4515.0	1422.0	4208.0	2526.0	637.0	6953.0	2614.0	5417.0	1771.0	6775.0	8143.0	1366.0	1192.0	1116.0	2237.0	320.0	3619.0	2885.0
