	D21D00353	D21D00358T	D21D00362	D21D00364	E21D00361	N21D00347	N21D00348	P21D00345	P21D00352	P21D00354	P21D00356	P21D00357	P21D00359	P21D00365	X21D00316	X21D00317	X21D00318	X21D00355
KRAS_E3_STA100035	8576.0	18762.0	45023.0	10181.0	22100.0	28959.0	12243.0	1935.0	20382.0	20720.0	29985.0	14826.0	18398.0	12828.0	14861.0	7758.0	12175.0	15999.0
KRAS_E2_STA100036	1992.0	4373.0	9145.0	2365.0	3724.0	6051.0	2838.0	235.0	4323.0	5193.0	7180.0	2800.0	4505.0	2517.0	3340.0	1358.0	3129.0	3263.0
KRAS_E2_STA101625	2914.0	6728.0	14499.0	4022.0	8435.0	10113.0	4123.0	662.0	9139.0	8155.0	9550.0	4457.0	8756.0	4457.0	4711.0	1917.0	2924.0	4409.0
BRCA2_E2_STA100515	5477.0	9005.0	14761.0	7654.0	9457.0	10694.0	2874.0	682.0	440.0	4626.0	4401.0	5873.0	8514.0	2724.0	2751.0	2196.0	3825.0	6353.0
BRCA2_E3_STA100516	14872.0	27801.0	48504.0	25323.0	32974.0	37090.0	17426.0	1703.0	25103.0	29085.0	31581.0	18755.0	27388.0	16458.0	21022.0	8281.0	15833.0	20316.0
BRCA2_E3_STA100517	8021.0	14532.0	26749.0	12868.0	17005.0	19994.0	9407.0	992.0	16747.0	15825.0	14504.0	10404.0	16255.0	8504.0	9423.0	4909.0	7803.0	10471.0
BRCA2_E3_STA101751	11276.0	25134.0	39462.0	20858.0	21556.0	36263.0	15617.0	1841.0	25377.0	25806.0	27508.0	19302.0	23400.0	15429.0	15035.0	7452.0	13358.0	16219.0
BRCA2_E3_STA100519	9869.0	18542.0	28646.0	15845.0	22347.0	25451.0	10734.0	1398.0	17612.0	18218.0	19791.0	13631.0	18872.0	11031.0	11412.0	6318.0	9663.0	13643.0
BRCA2_E4_STA100520	3292.0	6417.0	12446.0	5150.0	7051.0	9750.0	4486.0	320.0	6419.0	6414.0	5998.0	4622.0	5931.0	3820.0	4726.0	2760.0	3816.0	5215.0
BRCA2_E4_STA100521	1796.0	4187.0	6903.0	3554.0	3179.0	5717.0	2034.0	254.0	2542.0	3029.0	4438.0	3501.0	3551.0	2407.0	1937.0	1412.0	2238.0	2931.0
BRCA2_E5_STA100522	3153.0	5048.0	10312.0	4828.0	6338.0	8086.0	3985.0	258.0	5790.0	5454.0	5047.0	3086.0	5554.0	2941.0	3800.0	2038.0	2531.0	3931.0
BRCA2_E6_STA100523	9349.0	14158.0	27553.0	16673.0	15216.0	21504.0	8576.0	1067.0	12226.0	14310.0	15578.0	11195.0	14711.0	8029.0	10609.0	5427.0	10449.0	12483.0
BRCA2_E7_STA100524	9761.0	17310.0	33007.0	14432.0	20630.0	23328.0	11100.0	1143.0	14598.0	15155.0	17763.0	12770.0	13864.0	9926.0	12399.0	5644.0	9973.0	13824.0
BRCA2_E7_STA100525	7119.0	12003.0	21413.0	10571.0	15710.0	17949.0	8352.0	962.0	13581.0	11429.0	11933.0	8411.0	12469.0	6919.0	9338.0	4311.0	7013.0	8374.0
BRCA2_E8_STA100526	3417.0	5676.0	8719.0	5192.0	5530.0	7025.0	3783.0	370.0	5725.0	5978.0	6206.0	3527.0	4797.0	2989.0	4524.0	2532.0	3884.0	4026.0
BRCA2_E9_STA100527	2270.0	6057.0	10989.0	4461.0	4795.0	7305.0	3038.0	408.0	4563.0	5091.0	5474.0	4549.0	4697.0	3229.0	2993.0	1780.0	3136.0	4296.0
BRCA2_E9_STA100528	13719.0	30020.0	55169.0	21677.0	28561.0	40685.0	18651.0	2795.0	23852.0	29382.0	28642.0	26154.0	22895.0	17749.0	20054.0	9670.0	15939.0	23628.0
BRCA2_E9_STA100529	15029.0	32010.0	54198.0	18060.0	42902.0	39062.0	18591.0	2594.0	29602.0	30747.0	23842.0	20628.0	25898.0	16156.0	20395.0	10231.0	14973.0	23532.0
BRCA2_E10_STA100530	3713.0	6639.0	12325.0	6547.0	6799.0	12146.0	4364.0	535.0	7578.0	7330.0	8978.0	5844.0	7661.0	4505.0	4539.0	2455.0	4131.0	5180.0
BRCA2_E10_STA100531	6907.0	13121.0	24516.0	11855.0	13309.0	19399.0	9903.0	822.0	11827.0	13790.0	14970.0	9261.0	13289.0	8179.0	10543.0	5079.0	8834.0	10474.0
BRCA2_E10_STA100532	1984.0	3418.0	6388.0	2697.0	3583.0	5182.0	2250.0	164.0	3440.0	3612.0	3582.0	2826.0	4985.0	2116.0	2421.0	1130.0	1764.0	2460.0
BRCA2_E10_STA100533	14272.0	31141.0	51091.0	24769.0	26939.0	37829.0	17827.0	1718.0	28750.0	30974.0	34789.0	19495.0	29396.0	19300.0	18689.0	9627.0	15497.0	23514.0
BRCA2_E10_STA100534	6750.0	14161.0	25308.0	12041.0	12096.0	18844.0	8180.0	892.0	11857.0	13081.0	14012.0	9678.0	11396.0	8607.0	7359.0	4512.0	7216.0	9353.0
BRCA2_E10_STA100535	13482.0	22617.0	42155.0	20188.0	20164.0	34208.0	15507.0	1363.0	22143.0	24301.0	25913.0	17341.0	27102.0	17045.0	18323.0	10050.0	12678.0	17502.0
BRCA2_E10_STA100536	12159.0	22181.0	36616.0	17592.0	20132.0	31325.0	14131.0	1051.0	20625.0	22526.0	25023.0	17929.0	23054.0	13871.0	17571.0	7971.0	12041.0	18080.0
BRCA2_E10_STA100537	8927.0	15316.0	24238.0	12469.0	15474.0	21755.0	11904.0	1452.0	18574.0	16639.0	15472.0	11136.0	19082.0	9142.0	13061.0	4929.0	8482.0	10705.0
BRCA2_E10_STA100538	6690.0	13758.0	25301.0	11902.0	13120.0	19528.0	9777.0	1098.0	12774.0	14805.0	16716.0	11231.0	13779.0	8772.0	11172.0	4832.0	9041.0	11080.0
BRCA2_E10_STA100539	4711.0	9372.0	17365.0	8241.0	11266.0	13775.0	4971.0	712.0	8801.0	8725.0	9517.0	7251.0	8557.0	5377.0	4903.0	2778.0	4351.0	6203.0
BRCA2_E10_STA100540	11480.0	26032.0	42204.0	21988.0	21692.0	37400.0	13994.0	1883.0	23028.0	23249.0	28256.0	20832.0	22305.0	15743.0	14041.0	7867.0	12406.0	18063.0
BRCA2_E10_STA100541	18193.0	31552.0	55612.0	28503.0	38389.0	43548.0	20019.0	1911.0	32167.0	31936.0	33758.0	24321.0	30581.0	20254.0	22306.0	9937.0	16643.0	23863.0
BRCA2_E10_STA100542	8084.0	13153.0	23401.0	12392.0	15867.0	19578.0	8549.0	1042.0	13598.0	13776.0	10432.0	9289.0	14062.0	8450.0	10318.0	4544.0	7192.0	10044.0
BRCA2_E10_STA100543	4487.0	7421.0	13409.0	7078.0	8434.0	11356.0	4559.0	734.0	7638.0	7758.0	3846.0	4963.0	7538.0	4787.0	6168.0	2548.0	4418.0	5745.0
BRCA2_E11_STA100544	6963.0	11854.0	22514.0	10076.0	14731.0	18840.0	8357.0	832.0	14960.0	13225.0	10754.0	8839.0	11928.0	7047.0	8621.0	4730.0	4934.0	8680.0
BRCA2_E11_STA100545	6833.0	11776.0	23516.0	9802.0	14414.0	18714.0	8738.0	1079.0	12312.0	12953.0	11164.0	9549.0	11784.0	6282.0	9434.0	4623.0	7184.0	9127.0
BRCA2_E11_STA100546	8981.0	21706.0	32614.0	17823.0	17264.0	31122.0	13017.0	1306.0	16777.0	17166.0	21865.0	18370.0	16253.0	12233.0	11808.0	7195.0	11372.0	14539.0
BRCA2_E11_STA100547	9304.0	19024.0	33343.0	15070.0	19993.0	28897.0	13972.0	1053.0	21291.0	20973.0	20306.0	15193.0	20226.0	12480.0	14939.0	7060.0	11665.0	13924.0
BRCA2_E11_STA100548	10890.0	19728.0	33255.0	14780.0	21423.0	26153.0	13047.0	1548.0	21645.0	19569.0	20347.0	13578.0	20403.0	11946.0	13357.0	6897.0	11475.0	13804.0
BRCA2_E11_STA100549	6181.0	10551.0	17873.0	8525.0	11346.0	15063.0	7658.0	815.0	12128.0	11277.0	10349.0	7250.0	11892.0	5777.0	8459.0	3827.0	6067.0	7990.0
BRCA2_E11_STA100550	9695.0	23567.0	38461.0	18989.0	19307.0	34169.0	12165.0	1173.0	22515.0	21273.0	24130.0	17324.0	20052.0	13487.0	13507.0	7237.0	10897.0	15857.0
BRCA2_E11_STA100551	16679.0	28809.0	51640.0	25892.0	31177.0	39205.0	21737.0	2303.0	28702.0	31201.0	33064.0	21619.0	30036.0	18694.0	24749.0	11809.0	17522.0	22709.0
BRCA2_E11_STA100552	7433.0	13411.0	22519.0	12701.0	15679.0	18177.0	10469.0	914.0	14169.0	14353.0	14222.0	9032.0	15473.0	8361.0	11951.0	5557.0	8406.0	9770.0
BRCA2_E11_STA100553	15624.0	30653.0	47251.0	22260.0	31740.0	36000.0	19758.0	1670.0	35280.0	32225.0	31477.0	20214.0	30541.0	16348.0	21722.0	10446.0	13256.0	20232.0
BRCA2_E11_STA100554	9429.0	16849.0	27978.0	13325.0	16326.0	20522.0	10995.0	1198.0	16659.0	17418.0	17514.0	11236.0	17925.0	9018.0	12107.0	5543.0	11156.0	12072.0
BRCA2_E11_STA100555	11384.0	19957.0	29118.0	15603.0	19684.0	24210.0	13553.0	1404.0	18903.0	18546.0	19627.0	12460.0	20693.0	11900.0	14898.0	6610.0	9756.0	14082.0
BRCA2_E11_STA100556	3911.0	7195.0	10903.0	6489.0	6855.0	9532.0	5795.0	463.0	6224.0	7451.0	8216.0	4645.0	6822.0	4159.0	6173.0	3004.0	4404.0	4933.0
BRCA2_E11_STA100557	4344.0	8249.0	13524.0	8037.0	8049.0	10954.0	4761.0	504.0	7317.0	7695.0	8861.0	6611.0	7130.0	4711.0	4582.0	2846.0	3848.0	6326.0
BRCA2_E11_STA100558	7489.0	13986.0	24632.0	12768.0	14421.0	18657.0	11083.0	688.0	16831.0	16900.0	16165.0	9934.0	15707.0	9310.0	12593.0	5380.0	9164.0	10046.0
BRCA2_E11_STA100559	8595.0	14891.0	23307.0	12672.0	11870.0	17893.0	9409.0	1067.0	11683.0	14829.0	15062.0	9275.0	16089.0	7524.0	8389.0	4626.0	7101.0	10721.0
BRCA2_E11_STA100560	10746.0	20469.0	32512.0	15184.0	19372.0	27047.0	13159.0	1092.0	24832.0	22604.0	20508.0	13403.0	23575.0	12986.0	15693.0	6911.0	10471.0	13541.0
BRCA2_E11_STA100561	11807.0	25553.0	37622.0	20240.0	18475.0	19598.0	6816.0	2022.0	1595.0	12001.0	16057.0	17677.0	12600.0	8011.0	6684.0	6993.0	10467.0	17622.0
BRCA2_E11_STA100562	32458.0	59882.0	98713.0	52125.0	53543.0	73847.0	32623.0	4519.0	48378.0	61354.0	63394.0	42934.0	56227.0	37091.0	37351.0	20365.0	30751.0	41081.0
BRCA2_E11_STA100563	12142.0	16679.0	35133.0	13993.0	18560.0	28647.0	11723.0	1025.0	21694.0	21166.0	17664.0	14912.0	22855.0	13024.0	12608.0	5177.0	7724.0	11804.0
BRCA2_E11_STA100564	10273.0	10030.0	33300.0	7448.0	15802.0	26172.0	10554.0	498.0	18325.0	18464.0	11724.0	14787.0	19316.0	12694.0	9947.0	2979.0	4827.0	7507.0
BRCA2_E11_STA100565	8973.0	14461.0	22673.0	13207.0	12576.0	18966.0	10267.0	1037.0	17311.0	15419.0	17014.0	10680.0	14801.0	7948.0	12229.0	5517.0	8930.0	10520.0
BRCA2_E11_STA100566	6772.0	12410.0	20569.0	13193.0	10961.0	17237.0	6901.0	864.0	8923.0	9144.0	14196.0	7967.0	13037.0	7145.0	7180.0	4112.0	5864.0	9025.0
BRCA2_E11_STA100567	11629.0	20282.0	33612.0	17048.0	18930.0	25239.0	12071.0	1235.0	12975.0	18085.0	21253.0	14089.0	22270.0	11835.0	12946.0	7137.0	10260.0	14813.0
BRCA2_E11_STA100568	9378.0	16432.0	28083.0	13264.0	15219.0	19756.0	10256.0	1045.0	13217.0	14151.0	16321.0	11022.0	19303.0	9791.0	9786.0	5831.0	7789.0	11882.0
BRCA2_E11_STA100569	20442.0	40270.0	58822.0	32592.0	36751.0	46790.0	20591.0	2149.0	38100.0	40854.0	39014.0	27928.0	39613.0	22003.0	25666.0	11835.0	16883.0	25385.0
BRCA2_E11_STA100570	18584.0	34088.0	54509.0	30094.0	32695.0	41564.0	22653.0	2574.0	33603.0	35580.0	34929.0	23229.0	35771.0	19819.0	26466.0	10928.0	19173.0	22995.0
BRCA2_E11_STA100571	26672.0	48121.0	77156.0	45678.0	42822.0	67437.0	30590.0	3840.0	45687.0	54762.0	60502.0	36443.0	51888.0	32283.0	37280.0	20135.0	27334.0	39454.0
BRCA2_E11_STA100572	6028.0	9691.0	16352.0	8671.0	13057.0	14081.0	6567.0	594.0	11689.0	9941.0	11980.0	7013.0	11337.0	6735.0	6757.0	3587.0	4113.0	7097.0
BRCA2_E11_STA100573	11467.0	22580.0	37533.0	20082.0	20477.0	28937.0	12450.0	1471.0	20877.0	22108.0	26236.0	16861.0	23083.0	13723.0	13506.0	7323.0	11120.0	17185.0
BRCA2_E11_STA100574	16748.0	35914.0	57154.0	29570.0	30132.0	42782.0	17406.0	2566.0	30199.0	31189.0	39153.0	24488.0	32803.0	19754.0	17928.0	10181.0	16052.0	25083.0
BRCA2_E11_STA100575	16952.0	39846.0	64733.0	34076.0	27867.0	50683.0	17286.0	2707.0	30979.0	35362.0	44930.0	31384.0	37373.0	28207.0	17917.0	9954.0	14232.0	28440.0
BRCA2_E11_STA100576	20917.0	40176.0	57801.0	29228.0	32983.0	45596.0	22019.0	2335.0	36951.0	41279.0	38188.0	27410.0	42219.0	23804.0	26990.0	12836.0	18057.0	27786.0
BRCA2_E11_STA100577	5120.0	9290.0	17129.0	8798.0	10306.0	12686.0	6620.0	457.0	10573.0	10820.0	10666.0	6309.0	10622.0	6018.0	8058.0	3299.0	4923.0	6951.0
BRCA2_E11_STA100578	3832.0	6632.0	11604.0	6148.0	6167.0	8782.0	4043.0	419.0	6771.0	6583.0	7625.0	5418.0	7176.0	3833.0	5116.0	2483.0	3549.0	4715.0
BRCA2_E11_STA100579	8364.0	15674.0	26430.0	11788.0	17273.0	20435.0	8562.0	725.0	18248.0	16823.0	16040.0	10860.0	17043.0	8933.0	9806.0	5502.0	8199.0	10743.0
BRCA2_E11_STA101754	3166.0	5451.0	8900.0	4603.0	5526.0	7422.0	3452.0	330.0	6762.0	6264.0	6263.0	4295.0	6021.0	3258.0	3651.0	1943.0	2597.0	3540.0
BRCA2_E11_STA100581	3087.0	6251.0	10422.0	6119.0	5913.0	8516.0	3941.0	383.0	6440.0	6224.0	7146.0	4997.0	6420.0	4023.0	4130.0	2390.0	3373.0	4477.0
BRCA2_E11_STA100582	11438.0	24310.0	39704.0	23839.0	19866.0	34338.0	15037.0	1396.0	21883.0	21918.0	30363.0	18622.0	24683.0	15823.0	15901.0	8260.0	12213.0	16804.0
BRCA2_E11_STA100583	13148.0	25461.0	41215.0	24303.0	21459.0	36623.0	16358.0	1535.0	24600.0	24324.0	31404.0	19014.0	28615.0	16526.0	18387.0	8328.0	13148.0	17968.0
BRCA2_E11_STA100584	19235.0	37870.0	59137.0	32081.0	31998.0	43707.0	20049.0	2247.0	30124.0	35817.0	38648.0	25017.0	34026.0	19634.0	23761.0	11003.0	18913.0	28192.0
BRCA2_E11_STA100585	10646.0	17596.0	31063.0	16921.0	14066.0	25438.0	11259.0	1268.0	14632.0	19678.0	22774.0	14682.0	19200.0	10830.0	14110.0	7622.0	10463.0	14757.0
BRCA2_E11_STA100586	6878.0	10865.0	18224.0	10580.0	10844.0	13477.0	8559.0	767.0	11249.0	12197.0	13898.0	8495.0	15211.0	7292.0	8183.0	4499.0	5944.0	9688.0
BRCA2_E11_STA100587	11008.0	16984.0	29367.0	15674.0	17748.0	24755.0	12191.0	1068.0	18767.0	20786.0	19096.0	11607.0	21853.0	9741.0	13074.0	5760.0	9837.0	11885.0
BRCA2_E11_STA100588	14449.0	26662.0	40246.0	25865.0	24442.0	37347.0	15538.0	1739.0	27681.0	28518.0	30382.0	18882.0	29307.0	15944.0	15792.0	8377.0	12230.0	17197.0
BRCA2_E11_STA100589	19223.0	42647.0	53388.0	29731.0	40439.0	48238.0	25373.0	2735.0	38886.0	38857.0	42496.0	24167.0	45993.0	23537.0	27479.0	10602.0	19553.0	27692.0
BRCA2_E11_STA100590	6661.0	16616.0	22860.0	13369.0	12177.0	20131.0	8245.0	1066.0	13466.0	13785.0	17339.0	11710.0	14154.0	8527.0	7998.0	4680.0	7435.0	10438.0
BRCA2_E11_STA100591	13419.0	25047.0	39905.0	18879.0	23102.0	30985.0	14435.0	1261.0	23764.0	25188.0	26357.0	17691.0	27105.0	14604.0	16062.0	8447.0	10593.0	16165.0
BRCA2_E11_STA100592	11338.0	21135.0	32988.0	15593.0	16940.0	24721.0	13280.0	1458.0	18363.0	21448.0	23424.0	13016.0	18563.0	11442.0	14809.0	6437.0	13202.0	14066.0
BRCA2_E11_STA100593	8462.0	32345.0	55411.0	27270.0	34196.0	41991.0	21073.0	2248.0	32022.0	34031.0	33843.0	21347.0	36132.0	18324.0	21111.0	11474.0	16557.0	22052.0
BRCA2_E11_STA100594	3420.0	5724.0	10231.0	5548.0	6638.0	7601.0	3670.0	502.0	5499.0	5196.0	6497.0	4445.0	6048.0	3587.0	4332.0	1855.0	3273.0	4054.0
BRCA2_E11_STA100595	8148.0	17600.0	28424.0	15234.0	15504.0	24884.0	11419.0	1360.0	16531.0	15419.0	17087.0	11119.0	18309.0	9952.0	12399.0	5058.0	9663.0	13013.0
BRCA2_E11_STA100596	10166.0	18413.0	32408.0	16608.0	19058.0	25435.0	13689.0	1055.0	19440.0	19073.0	18734.0	12757.0	21428.0	11164.0	14112.0	6244.0	9910.0	13225.0
BRCA2_E11_STA100597	5309.0	8706.0	15418.0	8198.0	9955.0	11911.0	6224.0	595.0	9295.0	8805.0	8636.0	5685.0	9457.0	4932.0	6689.0	2912.0	4374.0	5950.0
BRCA2_E11_STA100598	3113.0	6347.0	11669.0	6785.0	4485.0	10576.0	3343.0	450.0	5254.0	6029.0	7459.0	5531.0	6060.0	3753.0	4045.0	2365.0	3212.0	4672.0
BRCA2_E11_STA100599	18727.0	39517.0	67425.0	30216.0	36728.0	50547.0	28575.0	2122.0	35596.0	40572.0	42880.0	29911.0	36191.0	22932.0	31361.0	13545.0	25102.0	30033.0
BRCA2_E11_STA100600	13276.0	25165.0	44038.0	20542.0	28083.0	34512.0	16403.0	1701.0	24447.0	26308.0	25079.0	18226.0	24551.0	14215.0	14669.0	8822.0	11731.0	17954.0
BRCA2_E11_STA100601	6505.0	13493.0	23270.0	11533.0	14094.0	18879.0	7443.0	912.0	12168.0	11719.0	12579.0	9753.0	10854.0	7419.0	6701.0	4242.0	5831.0	8975.0
BRCA2_E12_STA101760	2387.0	3716.0	8052.0	4005.0	4426.0	6562.0	2123.0	262.0	4164.0	3592.0	4086.0	2880.0	4103.0	2134.0	2687.0	1635.0	2111.0	2785.0
BRCA2_E12_STA100603	7116.0	11453.0	21773.0	9691.0	13850.0	17866.0	8885.0	608.0	12496.0	11834.0	10460.0	8081.0	12322.0	6649.0	9077.0	5502.0	6686.0	9498.0
BRCA2_E13_STA103257	6726.0	9187.0	17389.0	10411.0	10750.0	12774.0	6709.0	448.0	9519.0	9970.0	10955.0	6821.0	10389.0	5330.0	8433.0	4284.0	6258.0	7082.0
BRCA2_E13_STA100605	6261.0	7279.0	13705.0	9345.0	9265.0	10968.0	6136.0	260.0	8422.0	8342.0	8724.0	5454.0	9249.0	4235.0	6841.0	3360.0	4540.0	5394.0
BRCA2_E14_STA100606	9209.0	14045.0	25374.0	12790.0	15041.0	19822.0	8829.0	750.0	15468.0	13813.0	13499.0	9547.0	17137.0	9124.0	10030.0	3638.0	6831.0	10712.0
BRCA2_E14_STA100607	8978.0	16100.0	27305.0	13196.0	16636.0	19092.0	9977.0	1211.0	16699.0	16556.0	16941.0	10771.0	15193.0	9724.0	9872.0	4621.0	7752.0	11061.0
BRCA2_E14_STA100608	3945.0	6483.0	12571.0	5745.0	6743.0	9324.0	4050.0	632.0	5980.0	6770.0	6636.0	4543.0	6207.0	4146.0	3991.0	1657.0	3314.0	5365.0
BRCA2_E14_STA100609	7135.0	11083.0	19936.0	10118.0	10624.0	14771.0	6593.0	664.0	10843.0	11378.0	12181.0	7659.0	11084.0	6341.0	7488.0	4049.0	5854.0	9105.0
BRCA2_E14_STA100610	1946.0	3686.0	7773.0	3908.0	5241.0	6529.0	2212.0	343.0	3991.0	4556.0	4752.0	3310.0	3844.0	2349.0	2714.0	1060.0	2183.0	2522.0
BRCA2_E15_STA100611	7805.0	23341.0	34236.0	17143.0	12821.0	29633.0	9038.0	1836.0	16453.0	19269.0	22405.0	17475.0	15681.0	11380.0	8673.0	5788.0	9225.0	16475.0
BRCA2_E15_STA100612	13420.0	32774.0	49373.0	22585.0	27932.0	38623.0	18730.0	2340.0	28652.0	32093.0	28357.0	24242.0	27102.0	16679.0	19807.0	8638.0	16696.0	22041.0
BRCA2_E15_STA100613	10370.0	18408.0	33385.0	14983.0	27424.0	22608.0	10564.0	1259.0	19407.0	17359.0	17434.0	12199.0	16270.0	10068.0	10851.0	5261.0	8132.0	12103.0
BRCA2_E16_STA101759	3026.0	5560.0	10672.0	5104.0	6861.0	7281.0	3097.0	582.0	6013.0	5683.0	6411.0	4392.0	5182.0	2902.0	4011.0	1675.0	2863.0	3966.0
BRCA2_E16_STA100615	4559.0	7193.0	13579.0	5451.0	7248.0	9869.0	4427.0	498.0	6891.0	7503.0	6826.0	5094.0	7580.0	4212.0	4145.0	1978.0	3331.0	4671.0
BRCA2_E16_STA100616	5295.0	12305.0	21262.0	8802.0	14388.0	16138.0	6989.0	683.0	12213.0	13146.0	12513.0	8435.0	9842.0	6706.0	7551.0	3575.0	6564.0	8250.0
BRCA2_E17_STA100617	10874.0	16244.0	29468.0	14710.0	23338.0	23167.0	10404.0	1169.0	19152.0	16275.0	15653.0	11051.0	15278.0	10099.0	12019.0	4956.0	8766.0	10834.0
BRCA2_E17_STA100618	2849.0	13143.0	18945.0	9614.0	19360.0	8125.0	13842.0	1063.0	12070.0	5071.0	11230.0	4662.0	11180.0	3195.0	3953.0	6495.0	6926.0	3972.0
BRCA2_E17_STA100619	8208.0	18683.0	26226.0	13450.0	15795.0	24746.0	11025.0	1455.0	16293.0	17180.0	19480.0	13258.0	15418.0	9904.0	10814.0	5909.0	10147.0	11787.0
BRCA2_E18_STA100620	8354.0	14667.0	26233.0	14105.0	14989.0	22161.0	9738.0	1357.0	16477.0	17273.0	17978.0	10977.0	18089.0	8506.0	12736.0	5083.0	8474.0	11490.0
BRCA2_E18_STA100621	13686.0	23892.0	44451.0	18300.0	22020.0	30041.0	16156.0	1091.0	26205.0	25282.0	22889.0	17671.0	25594.0	15897.0	17732.0	8528.0	12025.0	16317.0
BRCA2_E18_STA100622	3022.0	6839.0	11833.0	3952.0	8321.0	7839.0	5761.0	391.0	7562.0	7646.0	6706.0	5250.0	7309.0	4157.0	6877.0	2470.0	3988.0	4432.0
BRCA2_E18_STA100623	9041.0	18996.0	29899.0	16789.0	23271.0	24500.0	9443.0	1354.0	17638.0	16576.0	18547.0	13229.0	14674.0	10481.0	9729.0	3945.0	8977.0	12075.0
BRCA2_E19_STA100624	12022.0	18182.0	33986.0	15552.0	26036.0	26212.0	12466.0	1268.0	21052.0	19950.0	17757.0	12603.0	16553.0	9087.0	14357.0	7094.0	10135.0	13500.0
BRCA2_E19_STA100625	5331.0	9822.0	21219.0	8698.0	15512.0	14806.0	6757.0	726.0	10347.0	10436.0	9011.0	6890.0	8619.0	5262.0	7809.0	3229.0	4997.0	6105.0
BRCA2_E19_STA100626	7920.0	16591.0	28722.0	11377.0	15417.0	22456.0	11901.0	1526.0	15915.0	16823.0	14664.0	14341.0	12647.0	8765.0	13029.0	6075.0	10449.0	12159.0
BRCA2_E20_STA100627	4665.0	10292.0	18774.0	7167.0	11827.0	14634.0	7268.0	609.0	9751.0	11462.0	9478.0	7109.0	8353.0	5419.0	7547.0	4122.0	6627.0	8811.0
BRCA2_E20_STA100628	4485.0	9172.0	15781.0	8741.0	9718.0	14074.0	5885.0	519.0	7468.0	8802.0	8905.0	6768.0	7531.0	4635.0	8158.0	3744.0	6138.0	6470.0
BRCA2_E21_STA100629	2154.0	4059.0	8103.0	3641.0	4532.0	5550.0	1941.0	446.0	3382.0	3586.0	4137.0	3470.0	3098.0	2147.0	2200.0	1020.0	1766.0	3009.0
BRCA2_E21_STA100630	5819.0	10587.0	19123.0	8319.0	13216.0	14643.0	6517.0	793.0	10579.0	11289.0	9157.0	6914.0	9607.0	5173.0	7394.0	3291.0	5017.0	6780.0
BRCA2_E22_STA100631	12576.0	22436.0	41130.0	20096.0	18217.0	29289.0	11217.0	1638.0	18240.0	23018.0	23411.0	17814.0	20930.0	13074.0	14434.0	8571.0	12022.0	18172.0
BRCA2_E22_STA100632	21045.0	44023.0	71507.0	32393.0	45385.0	57723.0	28302.0	2883.0	43335.0	43982.0	44911.0	31585.0	44109.0	25983.0	31591.0	14502.0	24544.0	31576.0
BRCA2_E22_STA100633	5326.0	9653.0	15259.0	7264.0	10090.0	14315.0	5807.0	676.0	11525.0	10312.0	10235.0	6447.0	12925.0	5888.0	5942.0	2808.0	4568.0	7139.0
BRCA2_E23_STA100634	2514.0	4953.0	8291.0	4660.0	6032.0	7131.0	2797.0	268.0	4479.0	3805.0	5581.0	3279.0	4650.0	2768.0	2963.0	1437.0	2155.0	3112.0
BRCA2_E23_STA100635	6622.0	11512.0	18873.0	10222.0	11833.0	14811.0	7291.0	877.0	10048.0	11580.0	12300.0	8095.0	10230.0	6907.0	8410.0	3886.0	6587.0	8944.0
BRCA2_E23_STA100636	4754.0	8210.0	14831.0	7981.0	9449.0	11411.0	5761.0	786.0	8588.0	9764.0	8900.0	5763.0	10698.0	4677.0	6126.0	2635.0	4227.0	6443.0
BRCA2_E23_STA100637	4754.0	8210.0	14831.0	7981.0	9449.0	11411.0	5761.0	786.0	8588.0	9764.0	8900.0	5763.0	10698.0	4677.0	6126.0	2635.0	4227.0	6443.0
BRCA2_E24_STA100638	7990.0	16075.0	28549.0	12687.0	18051.0	21305.0	9614.0	1002.0	18093.0	18226.0	15332.0	11196.0	16749.0	9060.0	10288.0	5346.0	8066.0	11537.0
BRCA2_E24_STA100639	2364.0	5289.0	8776.0	4533.0	4343.0	7406.0	2503.0	474.0	4661.0	3832.0	5743.0	3440.0	4165.0	2935.0	2958.0	1401.0	2271.0	3365.0
BRCA2_E25_STA100640	4955.0	8998.0	15485.0	8557.0	6636.0	12314.0	4281.0	600.0	5652.0	7274.0	10189.0	7656.0	8593.0	5154.0	5267.0	2786.0	4562.0	7529.0
BRCA2_E25_STA101752	3757.0	6336.0	10418.0	4718.0	5378.0	7912.0	4024.0	582.0	8021.0	6833.0	6382.0	4498.0	6843.0	3295.0	4081.0	1524.0	3010.0	4646.0
BRCA2_E25_STA100642	10351.0	18014.0	30542.0	13895.0	17382.0	24587.0	11026.0	1386.0	22469.0	18756.0	18721.0	12832.0	19594.0	10858.0	13358.0	5729.0	11343.0	12538.0
BRCA2_E25_STA100643	15745.0	29245.0	43427.0	22171.0	19777.0	35399.0	18061.0	1921.0	25112.0	27347.0	28224.0	19270.0	33069.0	16594.0	19382.0	9170.0	14026.0	19254.0
BRCA2_E25_STA100644	3516.0	6304.0	11667.0	6280.0	6534.0	8529.0	3405.0	714.0	5393.0	6234.0	7321.0	5219.0	6322.0	3624.0	3954.0	2244.0	2919.0	4521.0
BRCA2_E26_STA100645	27274.0	57091.0	77197.0	39146.0	56369.0	64491.0	36548.0	3535.0	54945.0	58032.0	52902.0	31455.0	51433.0	29471.0	34430.0	17962.0	30061.0	37612.0
