	D21D00353	D21D00358T	D21D00362	D21D00364	E21D00361	N21D00347	N21D00348	P21D00345	P21D00352	P21D00354	P21D00356	P21D00357	P21D00359	P21D00365	X21D00316	X21D00317	X21D00318	X21D00355
MET_E2_STA100273	6628.0	18589.0	28605.0	9695.0	22623.0	22169.0	10706.0	1456.0	22596.0	17093.0	21498.0	13764.0	19462.0	11431.0	12243.0	4433.0	10227.0	13678.0
MET_E2_STA100274	11700.0	31961.0	50306.0	15227.0	51775.0	34722.0	16993.0	2218.0	37986.0	28727.0	33478.0	20559.0	31667.0	19882.0	16551.0	8693.0	14522.0	20862.0
MET_E2_STA100275	2818.0	8577.0	14083.0	5321.0	12482.0	11379.0	4155.0	731.0	9557.0	7258.0	10629.0	6601.0	7194.0	5651.0	3903.0	2266.0	3779.0	6106.0
MET_E2_STA100276	4240.0	9852.0	16308.0	5732.0	14165.0	13207.0	5566.0	972.0	12336.0	8975.0	12951.0	8504.0	11911.0	7326.0	7655.0	3613.0	5282.0	7578.0
MET_E2_STA100277	4916.0	12394.0	19655.0	7658.0	17913.0	15161.0	7594.0	1014.0	14447.0	10853.0	14963.0	9235.0	11323.0	8418.0	7492.0	3445.0	5992.0	9317.0
MET_E2_STA100278	4940.0	13849.0	22638.0	9643.0	19359.0	16541.0	6461.0	778.0	14202.0	10314.0	17021.0	10790.0	12465.0	9241.0	8641.0	3988.0	6270.0	10280.0
MET_E2_STA100279	3199.0	8689.0	13834.0	7192.0	6915.0	12125.0	3915.0	714.0	7690.0	6113.0	12476.0	8588.0	9284.0	5718.0	4380.0	2839.0	4520.0	6642.0
MET_E2_STA100280	4632.0	9755.0	17467.0	7093.0	14136.0	12674.0	4893.0	665.0	13032.0	9416.0	11071.0	6784.0	11594.0	6459.0	4975.0	2890.0	4447.0	6853.0
MET_E2_STA101512	6676.0	15377.0	25775.0	10378.0	25313.0	19175.0	10877.0	1114.0	17840.0	14045.0	19150.0	12667.0	15114.0	9438.0	12295.0	5449.0	9858.0	11789.0
MET_E3_STA101513	8782.0	23289.0	34466.0	13628.0	31961.0	24512.0	10845.0	1720.0	23502.0	18227.0	25889.0	16014.0	19323.0	13305.0	12485.0	5793.0	10574.0	13115.0
MET_E4_STA101514	1014.0	2744.0	4767.0	1932.0	1701.0	4347.0	1642.0	249.0	2411.0	2000.0	3601.0	2545.0	2472.0	2019.0	1422.0	580.0	1402.0	2055.0
MET_E5_STA101515	9866.0	38470.0	65252.0	23533.0	57997.0	50535.0	22862.0	2301.0	46398.0	33365.0	44278.0	27583.0	29724.0	23028.0	23996.0	9215.0	19455.0	24703.0
MET_E6_STA101516	4720.0	12765.0	23825.0	8697.0	23045.0	19011.0	10946.0	750.0	20474.0	13964.0	17427.0	11527.0	14376.0	7789.0	9912.0	4449.0	8488.0	9568.0
MET_E7_STA101517	557.0	1828.0	3451.0	1646.0	2323.0	2800.0	1397.0	172.0	1917.0	2045.0	2170.0	1593.0	1651.0	1039.0	1210.0	778.0	1368.0	1376.0
MET_E8_STA101518	3416.0	11245.0	18900.0	7505.0	19668.0	14724.0	6150.0	680.0	12530.0	8350.0	12131.0	7464.0	9242.0	6434.0	6188.0	2749.0	6573.0	6749.0
MET_E9_STA101519	7909.0	18610.0	31775.0	12721.0	32409.0	21696.0	13627.0	847.0	24839.0	17669.0	23888.0	13144.0	19257.0	10888.0	15497.0	6677.0	11340.0	14396.0
MET_E10_STA100281	3845.0	9955.0	16761.0	6273.0	10411.0	12729.0	5471.0	636.0	7555.0	7410.0	11910.0	7999.0	7921.0	5500.0	5707.0	3518.0	5909.0	7706.0
MET_E10_STA100282	5506.0	17298.0	27588.0	9616.0	22742.0	21281.0	11766.0	1240.0	19459.0	14043.0	18145.0	12297.0	16937.0	10128.0	12684.0	5665.0	9104.0	12111.0
MET_E10_STA100283	649.0	1850.0	3784.0	1088.0	2620.0	2957.0	1284.0	168.0	2129.0	1453.0	2431.0	1802.0	2232.0	1423.0	1199.0	593.0	969.0	1445.0
MET_E11_STA101520	2587.0	8690.0	14000.0	5285.0	10967.0	12245.0	5740.0	408.0	10467.0	7497.0	11042.0	6522.0	8549.0	5460.0	5050.0	3301.0	5443.0	5412.0
MET_E12_STA101521	10727.0	29697.0	43900.0	18351.0	35323.0	37409.0	18688.0	2051.0	34674.0	25382.0	34279.0	20146.0	30764.0	18400.0	22125.0	9837.0	17206.0	20228.0
MET_E13_STA101522	5760.0	12282.0	20504.0	7486.0	16583.0	13368.0	7176.0	916.0	15215.0	9259.0	12421.0	9300.0	13896.0	7993.0	7314.0	4026.0	6931.0	8524.0
MET_E14_STA100284	5578.0	10151.0	19101.0	6352.0	15526.0	12773.0	7606.0	839.0	12780.0	8311.0	11661.0	9299.0	12125.0	7258.0	7044.0	2863.0	5628.0	7489.0
MET_E14_STA100285	1543.0	3785.0	5844.0	2190.0	3408.0	4427.0	1941.0	190.0	3487.0	3258.0	4414.0	2783.0	3265.0	2532.0	2656.0	1259.0	2313.0	3122.0
MET_E14_STA100286	3381.0	8465.0	14528.0	6198.0	10143.0	11525.0	5160.0	548.0	10236.0	7496.0	10955.0	6400.0	8287.0	5013.0	5200.0	2861.0	4972.0	6204.0
MET_E14_STA100287	818.0	2184.0	3881.0	1602.0	3028.0	2530.0	995.0	151.0	2200.0	1401.0	2515.0	1366.0	2049.0	1190.0	912.0	500.0	1025.0	1456.0
MET_E15_STA101628	4259.0	11879.0	21307.0	7459.0	17069.0	15001.0	6643.0	632.0	14453.0	8471.0	14315.0	8499.0	10121.0	6347.0	5935.0	3725.0	6844.0	7089.0
MET_E15_STA100289	7924.0	16425.0	32998.0	11473.0	23706.0	23139.0	12740.0	1694.0	23127.0	18773.0	22657.0	13188.0	17987.0	13170.0	15447.0	6619.0	11009.0	12875.0
MET_E15_STA100290	4868.0	11391.0	20803.0	7044.0	15505.0	15345.0	7443.0	903.0	15581.0	12579.0	12707.0	8840.0	12982.0	6717.0	8989.0	3455.0	6546.0	8110.0
MET_E16_STA100291	5710.0	13433.0	22876.0	9216.0	23828.0	16316.0	8021.0	890.0	15544.0	10839.0	15956.0	9708.0	12923.0	7910.0	8663.0	4042.0	7695.0	8332.0
MET_E16_STA100292	6475.0	16498.0	24907.0	9687.0	20744.0	20396.0	11080.0	1044.0	18677.0	12511.0	17867.0	9873.0	17631.0	9420.0	11023.0	5635.0	8295.0	11351.0
MET_E17_STA100293	8859.0	21263.0	31365.0	12981.0	31477.0	26154.0	12713.0	1455.0	27975.0	18882.0	23551.0	13904.0	22676.0	13069.0	12895.0	5893.0	9944.0	13187.0
MET_E17_STA100294	13803.0	38362.0	53479.0	25662.0	45254.0	43891.0	18308.0	3504.0	39946.0	27432.0	43778.0	26217.0	32143.0	24516.0	16944.0	8238.0	15906.0	22753.0
MET_E17_STA100295	8537.0	21840.0	30585.0	13886.0	29125.0	25829.0	11558.0	1870.0	24388.0	17699.0	26006.0	14753.0	18778.0	13313.0	11538.0	4487.0	9725.0	14888.0
MET_E18_STA100296	7779.0	20480.0	36042.0	12038.0	31744.0	24935.0	14199.0	1578.0	27136.0	17848.0	21625.0	16125.0	18498.0	11783.0	14565.0	5303.0	12056.0	15155.0
MET_E18_STA100297	4400.0	11962.0	21164.0	8610.0	17526.0	17386.0	7190.0	976.0	12911.0	9350.0	12945.0	9232.0	9727.0	6910.0	6766.0	3192.0	6067.0	8035.0
MET_E19_STA100298	10503.0	26839.0	40737.0	17793.0	47028.0	31985.0	17305.0	1915.0	34617.0	22502.0	26740.0	16919.0	25966.0	16983.0	15910.0	5957.0	13160.0	16689.0
MET_E19_STA100299	6771.0	16969.0	27749.0	11062.0	26059.0	21046.0	10114.0	1499.0	19321.0	13670.0	19122.0	12610.0	15365.0	10592.0	10169.0	3737.0	9829.0	12933.0
MET_E19_STA100300	4874.0	10102.0	20215.0	6939.0	20641.0	14220.0	6395.0	938.0	13887.0	8989.0	12292.0	7709.0	11514.0	6328.0	6893.0	2416.0	5481.0	7255.0
MET_E20_STA101619	9941.0	27302.0	43256.0	16120.0	39747.0	38503.0	17789.0	2242.0	36229.0	26089.0	33563.0	20036.0	30099.0	16704.0	18723.0	7941.0	15259.0	18379.0
MET_E20_STA100302	1606.0	4805.0	7775.0	2989.0	4683.0	6134.0	2702.0	380.0	4421.0	3770.0	6007.0	4082.0	4211.0	3170.0	2648.0	1450.0	2423.0	3346.0
MET_E21_STA101523	6698.0	14809.0	19795.0	9561.0	20088.0	16282.0	10043.0	1424.0	17704.0	13841.0	16608.0	9766.0	14946.0	9501.0	9873.0	3331.0	7261.0	11739.0
BRAF_E15_STA100303	2413.0	3823.0	8614.0	3205.0	4823.0	6804.0	3199.0	165.0	5278.0	3974.0	4905.0	5346.0	6507.0	2785.0	3431.0	1614.0	2096.0	3845.0
BRAF_E15_STA100304	4527.0	6973.0	12581.0	4358.0	11716.0	9556.0	5068.0	292.0	9336.0	7676.0	8421.0	7167.0	8638.0	3996.0	5540.0	2681.0	3749.0	5326.0
BRAF_E11_STA100305	6953.0	14711.0	25191.0	9511.0	30290.0	20682.0	10470.0	1128.0	16303.0	14311.0	15710.0	14695.0	11944.0	8455.0	9592.0	4329.0	8651.0	11150.0
BRAF_E11_STA100306	6580.0	13410.0	23193.0	9935.0	16414.0	22126.0	9310.0	1189.0	13428.0	13548.0	15492.0	16377.0	11929.0	8420.0	8881.0	4609.0	8032.0	10713.0
FGFR1_E19_STA101524	3516.0	9756.0	26649.0	3337.0	24884.0	19463.0	9390.0	462.0	13859.0	12917.0	11559.0	6785.0	7808.0	5909.0	8543.0	3543.0	6395.0	10617.0
FGFR1_E18_STA101525	1946.0	7851.0	25242.0	2274.0	13608.0	16198.0	8907.0	332.0	10829.0	11094.0	10581.0	4254.0	6497.0	4666.0	8042.0	3030.0	6056.0	9021.0
FGFR1_E17_STA101526	938.0	3573.0	10535.0	1260.0	4018.0	7437.0	2864.0	128.0	3328.0	4008.0	4544.0	3111.0	2867.0	2650.0	3953.0	1249.0	3123.0	4688.0
FGFR1_E16_STA101527	3094.0	7090.0	18101.0	1949.0	9890.0	11649.0	6941.0	556.0	10102.0	11545.0	7012.0	5174.0	4368.0	4093.0	7208.0	2984.0	5833.0	7105.0
FGFR1_E15_STA101528	2287.0	11466.0	29786.0	3624.0	17260.0	21975.0	8480.0	545.0	11115.0	13212.0	13943.0	6924.0	7366.0	6268.0	7447.0	2715.0	8333.0	10942.0
FGFR1_E14_STA103263	711.0	2319.0	7354.0	707.0	4534.0	5170.0	2456.0	149.0	4114.0	3838.0	3173.0	1771.0	2243.0	1378.0	2821.0	682.0	1972.0	2366.0
FGFR1_E13_STA101530	6204.0	18013.0	41151.0	5682.0	29511.0	33668.0	16108.0	1164.0	20343.0	22944.0	20966.0	12060.0	13155.0	11788.0	15481.0	4404.0	14186.0	17206.0
FGFR1_E12_STA101531	4232.0	11716.0	31907.0	3883.0	16030.0	20021.0	9817.0	908.0	14970.0	15310.0	14122.0	8255.0	9594.0	7110.0	9691.0	3361.0	7846.0	11058.0
FGFR1_E11_STA101532	3768.0	10383.0	25843.0	5408.0	14389.0	21840.0	7649.0	641.0	11236.0	11342.0	13305.0	8600.0	9817.0	8657.0	7114.0	2542.0	6579.0	10518.0
FGFR1_E10_STA101533	7159.0	23126.0	54675.0	8316.0	38163.0	43164.0	18661.0	1576.0	30663.0	28098.0	30424.0	15869.0	16417.0	16529.0	16360.0	5076.0	16884.0	20188.0
FGFR1_E9_STA101534	7063.0	19848.0	49372.0	7140.0	32266.0	35637.0	19562.0	977.0	23220.0	27069.0	26112.0	12654.0	15512.0	12246.0	17500.0	6215.0	16007.0	20571.0
FGFR1_E8_STA101535	2359.0	8399.0	19869.0	2931.0	10969.0	13663.0	6343.0	458.0	9254.0	10534.0	9648.0	6069.0	6322.0	5761.0	6879.0	2693.0	4967.0	8277.0
FGFR1_E7_STA101536	2345.0	6910.0	20788.0	3271.0	6266.0	14614.0	5277.0	576.0	6546.0	7781.0	10366.0	5444.0	6392.0	5375.0	5556.0	2760.0	5445.0	8791.0
FGFR1_E6_STA101537	3101.0	10174.0	26170.0	4250.0	14080.0	18348.0	6734.0	1007.0	13181.0	12068.0	15101.0	7982.0	7825.0	7280.0	6377.0	3090.0	6898.0	9271.0
FGFR1_E5_STA101538	7219.0	15562.0	37723.0	5929.0	18818.0	29994.0	14003.0	986.0	19427.0	19548.0	21935.0	11192.0	15831.0	11357.0	15515.0	4919.0	11461.0	16527.0
FGFR1_E4_STA101539	5072.0	17941.0	53851.0	6331.0	40230.0	40150.0	19237.0	1337.0	29940.0	27477.0	26220.0	15011.0	14190.0	12200.0	19694.0	5822.0	15203.0	19398.0
FGFR1_E3_STA101540	7123.0	28822.0	75840.0	8704.0	45009.0	49162.0	20265.0	2227.0	30718.0	38290.0	34454.0	18692.0	25694.0	19730.0	21672.0	8350.0	18942.0	27209.0
TYRP1_E8_STA100307	1850.0	3790.0	6982.0	1801.0	2519.0	5315.0	2165.0	236.0	3181.0	3964.0	4362.0	1729.0	4753.0	2986.0	2211.0	1476.0	2110.0	2604.0
TYRP1_E8_STA100308	1326.0	3378.0	6032.0	1821.0	957.0	5918.0	2266.0	194.0	1997.0	2982.0	4485.0	2114.0	3440.0	2614.0	2173.0	1484.0	2001.0	2797.0
TYRP1_E8_STA100309	5205.0	13573.0	23437.0	6039.0	8636.0	17644.0	7097.0	754.0	10830.0	12539.0	15073.0	6899.0	12546.0	9966.0	8729.0	4541.0	8278.0	9679.0
CDKN2A_E2_STA101212	2907.0	8515.0	20962.0	3719.0	8463.0	14520.0	6077.0	1187.0	5107.0	11257.0	11118.0	5854.0	7498.0	5825.0	6169.0	2532.0	5429.0	8529.0
CDKN2A_E2_STA101631	1042.0	2998.0	7737.0	1084.0	2532.0	4258.0	2506.0	223.0	2100.0	3804.0	3685.0	2045.0	3036.0	1833.0	2536.0	836.0	1832.0	2725.0
CDKN2A_E2_STA101214	830.0	2246.0	5822.0	1213.0	1293.0	3643.0	1620.0	125.0	1632.0	2250.0	2758.0	1466.0	3371.0	1863.0	1595.0	697.0	1225.0	1898.0
CDKN2A_E2_STA101215	2728.0	10138.0	19934.0	3348.0	5559.0	14282.0	5957.0	694.0	4789.0	7524.0	10722.0	6613.0	7568.0	5767.0	5899.0	1935.0	4553.0	8433.0
CDKN2A_E1_STA101216	2691.0	7569.0	15233.0	2372.0	6094.0	10981.0	5450.0	903.0	3529.0	7875.0	8579.0	4351.0	5841.0	4363.0	6141.0	2120.0	4822.0	7091.0
CDKN2A_E1_STA101217	4498.0	15637.0	32181.0	4516.0	13490.0	22497.0	12053.0	1461.0	10285.0	20046.0	20046.0	9558.0	13415.0	8191.0	13025.0	4809.0	9800.0	13584.0
CDKN2A_E1_STA103232	4430.0	14106.0	31974.0	4421.0	12141.0	21538.0	10867.0	1011.0	9400.0	17485.0	16677.0	7534.0	12668.0	7307.0	11922.0	4262.0	8586.0	11619.0
GNAQ_E6_STA101620	4068.0	11683.0	20627.0	6841.0	9436.0	15368.0	7089.0	946.0	9045.0	12475.0	15152.0	9339.0	9646.0	6657.0	8558.0	2895.0	7237.0	7133.0
GNAQ_E6_STA100311	16481.0	37249.0	60705.0	21590.0	34221.0	47318.0	26833.0	2666.0	31143.0	42264.0	46091.0	25725.0	35945.0	26889.0	26268.0	10009.0	19718.0	27073.0
GNAQ_E6_STA100312	11211.0	31519.0	63386.0	19754.0	39158.0	47332.0	19006.0	2055.0	26906.0	34324.0	45616.0	26323.0	30120.0	25191.0	22435.0	7552.0	15238.0	27733.0
GNAQ_E5_STA100313	9136.0	18051.0	35719.0	12954.0	23205.0	27377.0	11907.0	1315.0	17050.0	21307.0	24459.0	13849.0	18827.0	13721.0	12903.0	7238.0	11694.0	15184.0
GNAQ_E5_STA100314	5169.0	10992.0	17958.0	6006.0	9415.0	11922.0	6910.0	613.0	9775.0	12370.0	13056.0	7651.0	10763.0	6489.0	7159.0	3325.0	6158.0	7740.0
GNAQ_E5_STA100315	2034.0	4288.0	7556.0	3703.0	3567.0	6653.0	2631.0	400.0	3444.0	3699.0	6004.0	3622.0	4574.0	3300.0	2605.0	1264.0	2340.0	3398.0
GNAQ_E4_STA100316	3537.0	9212.0	16348.0	5045.0	6415.0	12407.0	6407.0	579.0	7144.0	10952.0	10420.0	6824.0	9943.0	5945.0	6364.0	2995.0	5122.0	6445.0
GNAQ_E4_STA100317	7239.0	18725.0	31956.0	9741.0	14522.0	23192.0	11969.0	1443.0	13206.0	20770.0	21186.0	14163.0	18750.0	12617.0	12880.0	6073.0	9679.0	12551.0
GNAQ_E4_STA100318	5850.0	16316.0	28579.0	8544.0	17202.0	21801.0	9112.0	1372.0	12136.0	15213.0	18844.0	13907.0	12613.0	10583.0	9056.0	3986.0	8393.0	10925.0
NOTCH1_E34_STA101219	2047.0	4709.0	14350.0	3247.0	15131.0	10069.0	4380.0	251.0	4814.0	4126.0	5625.0	4934.0	2793.0	2557.0	4088.0	1551.0	3514.0	4959.0
NOTCH1_E34_STA101220	1896.0	4727.0	15098.0	3512.0	17589.0	8926.0	5044.0	225.0	5622.0	4316.0	4833.0	4383.0	2928.0	2021.0	4923.0	1848.0	5087.0	5496.0
NOTCH1_E34_STA101221	2383.0	7886.0	21031.0	3782.0	26027.0	13113.0	8794.0	414.0	9585.0	7831.0	8988.0	7183.0	5128.0	2628.0	7499.0	2971.0	6682.0	7812.0
NOTCH1_E34_STA101222	740.0	1546.0	5985.0	982.0	5657.0	3819.0	2073.0	143.0	2114.0	2226.0	2072.0	1785.0	1204.0	935.0	2303.0	672.0	1824.0	1961.0
NOTCH1_E34_STA101223	278.0	792.0	3304.0	593.0	3103.0	2237.0	1352.0	40.0	1318.0	1240.0	1244.0	888.0	598.0	534.0	984.0	388.0	692.0	1044.0
NOTCH1_E34_STA101224	356.0	1489.0	4302.0	724.0	5164.0	2896.0	1805.0	82.0	1464.0	1258.0	1552.0	1663.0	764.0	454.0	1668.0	498.0	1271.0	1236.0
NOTCH1_E34_STA101225	7221.0	18059.0	50825.0	9098.0	76256.0	35190.0	22467.0	861.0	25333.0	19966.0	20373.0	18856.0	13450.0	7710.0	22706.0	7193.0	18341.0	18224.0
NOTCH1_E34_STA101226	2291.0	7973.0	25064.0	5603.0	8239.0	18916.0	9639.0	597.0	9505.0	9002.0	11841.0	9146.0	4956.0	3767.0	8208.0	2965.0	7092.0	7539.0
NOTCH1_E34_STA101227	623.0	1239.0	4915.0	1193.0	4463.0	2950.0	873.0	83.0	1430.0	1460.0	1926.0	1592.0	596.0	435.0	762.0	313.0	804.0	1180.0
NOTCH1_E34_STA101228	544.0	1455.0	5075.0	1038.0	5575.0	3715.0	2940.0	71.0	2016.0	1922.0	2051.0	1759.0	1279.0	760.0	2415.0	976.0	2167.0	1874.0
NOTCH1_E34_STA101229	4282.0	11170.0	39564.0	7737.0	42283.0	18798.0	12227.0	720.0	14140.0	12392.0	12466.0	10591.0	8028.0	4972.0	10366.0	3602.0	10189.0	13272.0
NOTCH1_E34_STA101230	623.0	1413.0	5431.0	936.0	4776.0	3340.0	1609.0	36.0	1882.0	1850.0	1841.0	1786.0	927.0	604.0	1788.0	728.0	1416.0	1790.0
NOTCH1_E34_STA101231	912.0	3254.0	9590.0	2198.0	9329.0	6187.0	2361.0	217.0	2619.0	2842.0	3504.0	3471.0	1360.0	1120.0	1604.0	945.0	2256.0	2823.0
NOTCH1_E34_STA101232	4258.0	12106.0	33648.0	6414.0	46010.0	23859.0	11623.0	734.0	12484.0	12098.0	13171.0	12310.0	7028.0	4765.0	11992.0	3876.0	10351.0	13722.0
NOTCH1_E34_STA101233	663.0	1650.0	5457.0	1017.0	7468.0	3215.0	2335.0	80.0	2138.0	1538.0	1831.0	1561.0	1082.0	700.0	1946.0	642.0	1422.0	1912.0
NOTCH1_E33_STA101234	3118.0	8371.0	27763.0	5042.0	32059.0	18469.0	10128.0	466.0	10873.0	9398.0	8863.0	8554.0	5386.0	3513.0	10334.0	3234.0	8095.0	7560.0
NOTCH1_E32_STA101235	5469.0	12690.0	43423.0	7890.0	59609.0	27467.0	18789.0	575.0	17829.0	15748.0	16149.0	13708.0	9218.0	5996.0	17078.0	5977.0	12192.0	14528.0
NOTCH1_E32_STA101236	5036.0	13800.0	43599.0	8328.0	56293.0	28299.0	16085.0	788.0	17119.0	16374.0	16812.0	15845.0	7389.0	6137.0	13926.0	4814.0	12816.0	11511.0
NOTCH1_E32_STA101237	2071.0	5827.0	17952.0	3556.0	22121.0	11929.0	6622.0	477.0	7033.0	6761.0	7526.0	6677.0	2994.0	2681.0	5595.0	1911.0	5477.0	4969.0
NOTCH1_E31_STA101690	2596.0	6782.0	26702.0	4753.0	28669.0	16747.0	7627.0	447.0	9237.0	7566.0	7505.0	8166.0	6212.0	3850.0	6728.0	2446.0	5551.0	8799.0
NOTCH1_E31_STA101240	1725.0	4465.0	16284.0	2628.0	14300.0	9630.0	6629.0	201.0	6415.0	6684.0	5367.0	5326.0	3791.0	2062.0	7536.0	2387.0	5694.0	4664.0
NOTCH1_E31_STA101241	408.0	1753.0	5546.0	1068.0	4312.0	3596.0	2218.0	173.0	1899.0	1703.0	2006.0	2244.0	1618.0	1139.0	1686.0	723.0	1876.0	1686.0
NOTCH1_E30_STA101242	777.0	2384.0	7814.0	1329.0	7464.0	4621.0	3328.0	62.0	3043.0	2230.0	2602.0	2440.0	2029.0	1097.0	2598.0	1250.0	2117.0	2658.0
NOTCH1_E30_STA101243	2076.0	5496.0	20339.0	3464.0	22873.0	12048.0	7221.0	296.0	6599.0	4966.0	6484.0	6536.0	4424.0	2957.0	6339.0	2320.0	5299.0	6092.0
NOTCH1_E30_STA101244	1771.0	3033.0	10771.0	2278.0	10994.0	7726.0	4784.0	348.0	4643.0	3718.0	3481.0	3662.0	2327.0	1601.0	3939.0	1289.0	3017.0	3695.0
NOTCH1_E29_STA102034	475.0	1596.0	5157.0	1004.0	4427.0	3278.0	1586.0	119.0	1616.0	1610.0	2103.0	1657.0	875.0	723.0	1124.0	525.0	1224.0	1647.0
NOTCH1_E28_STA102025	1468.0	3733.0	14214.0	2638.0	10728.0	8107.0	4684.0	358.0	4666.0	5136.0	5019.0	4664.0	2445.0	2021.0	4779.0	1419.0	4951.0	3812.0
NOTCH1_E28_STA103230	5466.0	11668.0	43002.0	8653.0	52828.0	24613.0	14453.0	741.0	17715.0	15108.0	16194.0	13140.0	8826.0	5795.0	15345.0	4718.0	13340.0	12404.0
NOTCH1_E27_STA102032	1257.0	3716.0	13272.0	2593.0	10061.0	8735.0	4404.0	308.0	3560.0	2996.0	5226.0	4974.0	3082.0	2284.0	3467.0	1209.0	3207.0	3755.0
NOTCH1_E27_STA101250	4219.0	8796.0	34451.0	6753.0	35766.0	22470.0	11036.0	795.0	12853.0	10818.0	13281.0	11731.0	7738.0	5786.0	10612.0	3581.0	9368.0	10215.0
NOTCH1_E27_STA102038	2660.0	5811.0	19433.0	3248.0	21304.0	13393.0	7295.0	328.0	7738.0	5889.0	6798.0	6886.0	4333.0	3161.0	6784.0	2213.0	6656.0	5257.0
NOTCH1_E26_STA101252	1465.0	4113.0	15162.0	2788.0	16557.0	8752.0	4353.0	251.0	5756.0	4951.0	6101.0	5667.0	2116.0	2073.0	3056.0	1324.0	3568.0	4963.0
NOTCH1_E26_STA102017	1057.0	2922.0	10151.0	2610.0	10048.0	7712.0	3798.0	208.0	4116.0	3631.0	3618.0	3950.0	2184.0	1568.0	3777.0	1375.0	2518.0	3520.0
NOTCH1_E26_STA102027	477.0	1200.0	3907.0	1007.0	3254.0	2727.0	1559.0	64.0	1309.0	1360.0	1530.0	1869.0	658.0	699.0	1477.0	408.0	1229.0	1780.0
NOTCH1_E26_STA102036	477.0	1199.0	3901.0	1007.0	3252.0	2726.0	1558.0	64.0	1309.0	1359.0	1528.0	1869.0	655.0	698.0	1477.0	407.0	1228.0	1779.0
NOTCH1_E26_STA101256	1904.0	5552.0	20911.0	4197.0	14781.0	14508.0	6709.0	621.0	6550.0	5366.0	7176.0	6967.0	3247.0	3123.0	6102.0	2050.0	5546.0	6594.0
NOTCH1_E26_STA102021	777.0	2069.0	6645.0	1133.0	7111.0	4314.0	2252.0	200.0	2559.0	2183.0	2491.0	2064.0	1236.0	978.0	2308.0	721.0	1555.0	2402.0
NOTCH1_E25_STA101258	2155.0	6158.0	17569.0	2409.0	21674.0	12169.0	6859.0	344.0	6063.0	6123.0	5773.0	5090.0	4445.0	2463.0	5973.0	2029.0	5034.0	4846.0
NOTCH1_E25_STA101259	2424.0	6775.0	23596.0	3864.0	21177.0	17297.0	7608.0	743.0	8169.0	6149.0	9181.0	8435.0	4388.0	3840.0	7271.0	2208.0	6092.0	6855.0
NOTCH1_E25_STA101260	2892.0	8260.0	24859.0	4617.0	34673.0	16560.0	12543.0	850.0	12577.0	8950.0	9000.0	7854.0	5852.0	3464.0	10367.0	3562.0	8779.0	7497.0
NOTCH1_E25_STA101261	2925.0	8109.0	30716.0	6008.0	33613.0	19651.0	9191.0	996.0	12628.0	10609.0	11622.0	9533.0	4068.0	3605.0	7419.0	3150.0	7618.0	8851.0
NOTCH1_E25_STA102030	1531.0	3833.0	14492.0	2026.0	13468.0	9508.0	4675.0	141.0	5312.0	5192.0	5549.0	4966.0	3075.0	1797.0	3923.0	1420.0	3523.0	4673.0
NOTCH1_E25_STA101263	891.0	1958.0	7427.0	1519.0	7042.0	5086.0	2125.0	96.0	2109.0	2251.0	2861.0	2654.0	1217.0	1134.0	2414.0	758.0	2048.0	2228.0
NOTCH1_E25_STA101667	357.0	706.0	3099.0	538.0	3085.0	1933.0	643.0	20.0	684.0	762.0	1054.0	995.0	387.0	379.0	808.0	244.0	687.0	801.0
NOTCH1_E24_STA102029	1874.0	4497.0	17580.0	2615.0	18728.0	10305.0	5670.0	278.0	7056.0	5793.0	5526.0	5726.0	3781.0	2355.0	4899.0	1586.0	4297.0	5281.0
NOTCH1_E24_STA101707	3572.0	9964.0	34418.0	6049.0	36926.0	21931.0	12474.0	453.0	15496.0	11401.0	12970.0	9825.0	6846.0	4589.0	12248.0	3771.0	9303.0	8954.0
NOTCH1_E24_STA101267	844.0	2216.0	8616.0	1668.0	8955.0	4892.0	2086.0	148.0	2925.0	2798.0	2722.0	2327.0	1203.0	1010.0	1785.0	776.0	1867.0	1863.0
NOTCH1_E23_STA101268	2363.0	5449.0	21384.0	2843.0	23742.0	10668.0	5436.0	378.0	6791.0	6679.0	6542.0	6551.0	3659.0	2841.0	5344.0	1785.0	5238.0	6726.0
NOTCH1_E23_STA101269	1682.0	3453.0	13354.0	2556.0	16978.0	9197.0	3956.0	320.0	4206.0	4354.0	4289.0	4821.0	2322.0	1655.0	4147.0	1049.0	3266.0	3736.0
NOTCH1_E23_STA101270	1202.0	2864.0	10285.0	2173.0	12738.0	7313.0	3502.0	168.0	4864.0	3995.0	3830.0	3531.0	2169.0	1197.0	3556.0	1177.0	2920.0	3481.0
NOTCH1_E22_STA101272	1033.0	2830.0	9244.0	2082.0	9537.0	6174.0	3382.0	296.0	2506.0	2939.0	2895.0	3701.0	1602.0	1589.0	2819.0	1151.0	3114.0	2951.0
NOTCH1_E22_STA101691	1860.0	3578.0	15356.0	2640.0	21952.0	8564.0	5108.0	334.0	6354.0	4468.0	5537.0	4446.0	3237.0	1806.0	4607.0	1465.0	4528.0	3911.0
NOTCH1_E21_STA101274	2242.0	5206.0	19895.0	3270.0	23368.0	12252.0	5477.0	405.0	6790.0	5656.0	6498.0	6347.0	3198.0	3012.0	4851.0	1787.0	4520.0	4896.0
NOTCH1_E21_STA101706	2450.0	5328.0	19442.0	3062.0	23067.0	11573.0	6632.0	301.0	8078.0	7174.0	7380.0	7232.0	3096.0	2412.0	6648.0	1811.0	5814.0	5291.0
