	M21D00182	M21D00185	M21D00194	M21D00219	N21D00184	N21D00213	N21D00214	N21D00217	N21D00218	N21D00223	P21D00158	P21D00159	P21D00164	P21D00165	P21D00169	P21D00170	P21D00173	P21D00180	P21D00181	P21D00186	P21D00189	P21D00190	P21D00191	P21D00195	P21D00200	P21D00209	P21D00210	P21D00215	P21D00221	P21D00222	X21D00163
BRCA2_E10_STA100540	10169.0	15152.0	7970.0	827.0	10503.0	6888.0	16817.0	6388.0	4160.0	11193.0	2086.0	10970.0	19401.0	15587.0	18018.0	12394.0	6851.0	14827.0	5215.0	8111.0	28983.0	6119.0	9719.0	4121.0	11070.0	12140.0	2484.0	9832.0	16471.0	10294.0	2312.0
BRCA2_E10_STA100541	14247.0	24373.0	10512.0	1369.0	14571.0	9744.0	24616.0	8325.0	5436.0	14172.0	3690.0	15241.0	24089.0	19018.0	26685.0	17391.0	7593.0	17145.0	6536.0	10860.0	32203.0	9305.0	13487.0	5610.0	14203.0	16543.0	3888.0	12204.0	21072.0	14236.0	4077.0
BRCA2_E10_STA100542	6441.0	9117.0	3678.0	648.0	6444.0	4296.0	9464.0	3372.0	2347.0	5623.0	1499.0	6303.0	10598.0	8387.0	11924.0	7214.0	3321.0	6307.0	2508.0	4663.0	14087.0	4233.0	5821.0	2291.0	6200.0	8015.0	1643.0	4622.0	9157.0	5638.0	1739.0
BRCA2_E10_STA100543	3626.0	5293.0	2149.0	435.0	3946.0	2485.0	5712.0	2139.0	1332.0	3301.0	1007.0	3636.0	6358.0	4700.0	7128.0	3917.0	2045.0	3784.0	1625.0	2489.0	8108.0	2681.0	3324.0	1344.0	3547.0	4768.0	942.0	2655.0	5238.0	3135.0	1123.0
BRCA2_E11_STA100544	5808.0	9077.0	2978.0	382.0	4416.0	4350.0	8838.0	3492.0	2151.0	4928.0	1306.0	6299.0	10793.0	9004.0	10301.0	6137.0	2814.0	4547.0	2066.0	3434.0	11413.0	3699.0	5001.0	2383.0	5471.0	8732.0	1281.0	4309.0	6931.0	5119.0	1284.0
BRCA2_E11_STA100545	5319.0	8909.0	3241.0	410.0	4269.0	4006.0	8758.0	3414.0	1979.0	4586.0	1277.0	6293.0	10423.0	7843.0	9766.0	6499.0	2960.0	4993.0	2194.0	3601.0	11639.0	3561.0	4714.0	2021.0	6031.0	7352.0	1121.0	4130.0	7327.0	5269.0	1175.0
BRCA2_E11_STA100546	8061.0	11943.0	5818.0	461.0	8837.0	4614.0	14434.0	6104.0	3044.0	9016.0	2061.0	8184.0	14788.0	10583.0	17456.0	9804.0	5596.0	9388.0	3475.0	6358.0	20417.0	4720.0	7625.0	3342.0	10059.0	9215.0	1805.0	7234.0	14932.0	8131.0	1714.0
BRCA2_E11_STA100547	9412.0	12906.0	5180.0	538.0	8155.0	5554.0	12383.0	4782.0	3039.0	7775.0	1921.0	8370.0	14879.0	12381.0	17945.0	9166.0	4840.0	10105.0	3781.0	5808.0	16910.0	4483.0	7933.0	3349.0	8641.0	11631.0	1863.0	6569.0	10441.0	7582.0	1022.0
BRCA2_E11_STA100548	8999.0	13985.0	4563.0	546.0	8377.0	5457.0	11472.0	4659.0	3022.0	7484.0	1640.0	9269.0	15416.0	12525.0	15787.0	9642.0	4045.0	9956.0	2900.0	6533.0	17530.0	4898.0	7433.0	3202.0	8261.0	11775.0	1874.0	5795.0	12390.0	7245.0	1294.0
BRCA2_E11_STA100549	5096.0	6112.0	2563.0	276.0	4750.0	2698.0	6430.0	2324.0	1716.0	3948.0	1154.0	4315.0	7883.0	6421.0	8595.0	5295.0	2357.0	5685.0	1641.0	3398.0	9255.0	2709.0	4111.0	1523.0	4053.0	5910.0	1164.0	3713.0	6365.0	3843.0	605.0
BRCA2_E11_STA100550	9628.0	12742.0	5904.0	738.0	9080.0	5771.0	13436.0	5176.0	3191.0	8643.0	2152.0	9646.0	16309.0	12711.0	17152.0	10210.0	5070.0	12502.0	4273.0	6993.0	24130.0	5865.0	8626.0	3305.0	10395.0	11075.0	2405.0	8158.0	14530.0	8710.0	2162.0
BRCA2_E11_STA100551	12409.0	17497.0	7843.0	1104.0	10977.0	6504.0	17902.0	6480.0	4173.0	11482.0	2855.0	12339.0	19077.0	14267.0	22414.0	13630.0	5809.0	15212.0	4425.0	9299.0	27532.0	6926.0	11666.0	3925.0	11998.0	13418.0	2970.0	9898.0	17524.0	10262.0	1947.0
BRCA2_E11_STA100552	7144.0	8789.0	3244.0	514.0	6464.0	3906.0	8811.0	3313.0	2021.0	5435.0	1213.0	6119.0	10368.0	9734.0	11917.0	6956.0	2912.0	7285.0	2212.0	4498.0	15299.0	4117.0	6285.0	1915.0	6499.0	8496.0	1749.0	4924.0	8662.0	5265.0	1405.0
BRCA2_E11_STA100553	13884.0	20249.0	7571.0	1142.0	13526.0	8697.0	18118.0	7454.0	4265.0	11938.0	2732.0	13578.0	22930.0	20483.0	24782.0	14851.0	6165.0	15505.0	4409.0	9297.0	28272.0	7334.0	13029.0	3912.0	11634.0	18090.0	3055.0	9693.0	18778.0	11166.0	2163.0
BRCA2_E11_STA100554	6606.0	10405.0	4312.0	569.0	6456.0	4425.0	10410.0	3753.0	2086.0	6463.0	1568.0	8115.0	12163.0	9671.0	12937.0	7970.0	3820.0	9465.0	2912.0	5210.0	16705.0	4463.0	7160.0	2206.0	6477.0	8076.0	1822.0	6346.0	9910.0	6225.0	1259.0
BRCA2_E11_STA100555	8361.0	10966.0	4252.0	558.0	8156.0	4921.0	11443.0	4551.0	3009.0	7369.0	1853.0	7465.0	12679.0	10108.0	15498.0	8462.0	3738.0	9593.0	2972.0	5862.0	18051.0	4915.0	8475.0	2375.0	8303.0	10110.0	1945.0	6511.0	11739.0	6289.0	1387.0
BRCA2_E11_STA100556	2669.0	4087.0	1863.0	192.0	3047.0	2050.0	4301.0	1531.0	917.0	2626.0	703.0	3516.0	5592.0	4041.0	6124.0	3320.0	1489.0	4413.0	1290.0	2143.0	7815.0	1647.0	3284.0	1050.0	3505.0	3593.0	699.0	2694.0	5244.0	2765.0	754.0
BRCA2_E11_STA100557	3542.0	5265.0	2440.0	178.0	3791.0	2167.0	5392.0	2016.0	1140.0	3466.0	826.0	3706.0	5657.0	4977.0	6602.0	4127.0	2007.0	5249.0	1638.0	2895.0	10414.0	2089.0	3305.0	1363.0	3883.0	3869.0	634.0	3301.0	5582.0	3405.0	764.0
BRCA2_E11_STA100558	6501.0	9149.0	3828.0	310.0	7549.0	4397.0	9507.0	3372.0	2357.0	5755.0	1596.0	7215.0	11609.0	10242.0	13322.0	7619.0	3254.0	8914.0	2338.0	4632.0	16934.0	3790.0	6651.0	2112.0	6265.0	8541.0	1618.0	5275.0	9503.0	5639.0	1059.0
BRCA2_E11_STA100559	6473.0	7725.0	3866.0	312.0	6891.0	3479.0	8353.0	3286.0	1965.0	5676.0	1121.0	5723.0	10008.0	8297.0	12972.0	6223.0	2621.0	6683.0	2170.0	4612.0	14374.0	3190.0	5938.0	1607.0	5487.0	7473.0	1447.0	4640.0	9390.0	3768.0	1027.0
BRCA2_E11_STA100560	10701.0	12576.0	4980.0	514.0	10151.0	6105.0	13428.0	5147.0	3308.0	8457.0	2036.0	9122.0	14286.0	12891.0	17457.0	9644.0	4268.0	11398.0	3558.0	5960.0	20589.0	5602.0	9657.0	3339.0	8319.0	12651.0	2263.0	7033.0	12317.0	8029.0	1703.0
BRCA2_E11_STA100561	10119.0	12624.0	6703.0	736.0	10927.0	6075.0	13477.0	3417.0	334.0	1304.0	798.0	6269.0	18088.0	9338.0	18663.0	1066.0	6303.0	14371.0	4988.0	970.0	24684.0	5533.0	9645.0	4244.0	11240.0	8522.0	1297.0	10006.0	8587.0	9304.0	794.0
BRCA2_E11_STA100562	23051.0	36732.0	17117.0	1277.0	23597.0	13038.0	30421.0	12611.0	7286.0	21623.0	4521.0	24329.0	34347.0	26987.0	46317.0	29155.0	12964.0	31360.0	10629.0	16274.0	54899.0	13469.0	23058.0	9018.0	23223.0	22067.0	5662.0	20277.0	34517.0	18968.0	3300.0
BRCA2_E11_STA100563	9989.0	15168.0	6519.0	778.0	7567.0	3670.0	10361.0	4215.0	3650.0	9055.0	1563.0	9810.0	15106.0	9923.0	13775.0	11376.0	4760.0	10811.0	4378.0	6689.0	24056.0	4906.0	9492.0	2841.0	6299.0	8821.0	2380.0	4727.0	11482.0	8169.0	1397.0
BRCA2_E11_STA100564	8623.0	15250.0	6549.0	769.0	5128.0	1034.0	7282.0	2992.0	3346.0	9400.0	1153.0	9787.0	14181.0	4183.0	9012.0	10825.0	3876.0	8753.0	4330.0	6704.0	24640.0	4050.0	8503.0	2038.0	2966.0	3885.0	2122.0	348.0	7327.0	7919.0	1164.0
BRCA2_E11_STA100565	7132.0	8148.0	3247.0	387.0	8130.0	3853.0	9347.0	3417.0	2237.0	5539.0	1409.0	6534.0	11024.0	9339.0	12485.0	6594.0	3232.0	8698.0	2490.0	5091.0	16643.0	4222.0	6846.0	2009.0	6459.0	8212.0	1730.0	5228.0	9728.0	5015.0	1458.0
BRCA2_E11_STA100566	6191.0	7783.0	4132.0	615.0	6489.0	3113.0	10728.0	3745.0	2218.0	6031.0	1467.0	5173.0	10073.0	7838.0	12468.0	7132.0	3428.0	8660.0	3000.0	5117.0	16544.0	4048.0	6052.0	2268.0	7407.0	6650.0	1389.0	6159.0	9344.0	5351.0	2169.0
BRCA2_E11_STA100567	9424.0	12942.0	6156.0	853.0	10322.0	5537.0	14706.0	5660.0	2794.0	8648.0	1869.0	8787.0	14704.0	12106.0	18725.0	10610.0	4836.0	12307.0	3957.0	7765.0	23732.0	5770.0	9931.0	3204.0	10312.0	10172.0	2313.0	8859.0	14862.0	7300.0	2298.0
BRCA2_E11_STA100568	8131.0	10730.0	5198.0	742.0	9354.0	4900.0	12048.0	4669.0	2610.0	7126.0	1483.0	6695.0	11500.0	10433.0	15575.0	8533.0	3813.0	9639.0	3170.0	6179.0	18965.0	5044.0	8618.0	2586.0	8365.0	8956.0	2383.0	7147.0	12578.0	5819.0	1849.0
BRCA2_E11_STA100569	18363.0	22569.0	9754.0	1162.0	17616.0	9438.0	22449.0	8993.0	5995.0	14634.0	3515.0	14803.0	26347.0	22293.0	32340.0	17754.0	8100.0	18884.0	6022.0	11948.0	37170.0	9463.0	17437.0	5559.0	14577.0	18487.0	4129.0	12534.0	25089.0	12042.0	2576.0
BRCA2_E11_STA100570	15901.0	20850.0	8568.0	1067.0	15052.0	7463.0	20749.0	7959.0	4828.0	13264.0	3021.0	13748.0	22231.0	19497.0	28661.0	14917.0	7570.0	16830.0	6120.0	9646.0	32756.0	8581.0	15105.0	4894.0	13991.0	17984.0	3520.0	11832.0	21146.0	11565.0	2368.0
BRCA2_E11_STA100571	17579.0	27398.0	11263.0	1148.0	21472.0	9695.0	29968.0	10589.0	6615.0	20129.0	3951.0	19527.0	30125.0	24827.0	39853.0	22874.0	10938.0	25015.0	8549.0	17213.0	49802.0	11617.0	21540.0	7344.0	21890.0	20161.0	5049.0	17955.0	32005.0	16253.0	3405.0
BRCA2_E11_STA100572	6125.0	8840.0	3889.0	586.0	5453.0	3835.0	8877.0	2948.0	1998.0	5604.0	1316.0	5603.0	9199.0	7753.0	9677.0	5971.0	2823.0	7637.0	2670.0	3990.0	13154.0	3570.0	6145.0	2244.0	5685.0	7460.0	1428.0	4973.0	8802.0	4710.0	1166.0
BRCA2_E11_STA100573	9472.0	13289.0	7133.0	510.0	9933.0	5576.0	13724.0	5207.0	3228.0	9310.0	1830.0	10113.0	15516.0	12893.0	16410.0	10700.0	5827.0	13693.0	4374.0	7275.0	23912.0	5037.0	9090.0	4059.0	9730.0	10048.0	1853.0	8765.0	15210.0	8635.0	1290.0
BRCA2_E11_STA100574	13886.0	19529.0	10500.0	806.0	14170.0	8071.0	20344.0	7883.0	4849.0	13851.0	2768.0	14391.0	22375.0	18492.0	23894.0	15460.0	8687.0	21472.0	6618.0	10760.0	34970.0	7371.0	13381.0	6151.0	14258.0	14886.0	2768.0	12765.0	21992.0	12961.0	1953.0
BRCA2_E11_STA100575	15122.0	19832.0	10593.0	878.0	16048.0	8142.0	22362.0	9615.0	5701.0	15580.0	3228.0	13465.0	23994.0	19773.0	28721.0	17578.0	8472.0	20059.0	7714.0	11168.0	40774.0	8977.0	14955.0	6607.0	16959.0	16044.0	3293.0	16591.0	24776.0	13197.0	1783.0
BRCA2_E11_STA100576	18498.0	22161.0	9839.0	857.0	17009.0	10035.0	20646.0	9588.0	6401.0	14758.0	3240.0	15484.0	26893.0	23800.0	29982.0	18226.0	7990.0	17963.0	6654.0	11579.0	37914.0	9277.0	16612.0	5745.0	16895.0	18925.0	4263.0	14240.0	23538.0	12082.0	1416.0
BRCA2_E11_STA100577	4514.0	6022.0	2670.0	266.0	4423.0	2745.0	5550.0	1853.0	1366.0	3430.0	979.0	4187.0	6669.0	5649.0	7564.0	4469.0	2376.0	5269.0	2126.0	3157.0	10424.0	2520.0	4270.0	1363.0	4143.0	4983.0	925.0	3610.0	6391.0	3482.0	887.0
BRCA2_E11_STA100578	3273.0	4053.0	2015.0	230.0	3155.0	1842.0	4136.0	1450.0	984.0	2608.0	638.0	3155.0	4810.0	3778.0	4740.0	3595.0	1700.0	3993.0	1483.0	2304.0	7503.0	1649.0	2916.0	1035.0	3071.0	3182.0	630.0	2674.0	4407.0	2463.0	796.0
BRCA2_E11_STA100579	7446.0	10388.0	4173.0	542.0	7366.0	4088.0	9505.0	2964.0	2156.0	5973.0	1238.0	6891.0	11456.0	10513.0	11976.0	7819.0	3294.0	8931.0	2957.0	5450.0	16547.0	3438.0	6602.0	2203.0	6800.0	8502.0	1669.0	5839.0	10257.0	5571.0	1023.0
BRCA2_E11_STA101754	2286.0	3236.0	1472.0	136.0	2396.0	1519.0	3583.0	1205.0	862.0	2023.0	481.0	2583.0	4094.0	3820.0	4421.0	2557.0	1211.0	3352.0	1089.0	1863.0	6349.0	1313.0	2434.0	768.0	2334.0	3237.0	548.0	1921.0	3578.0	2140.0	613.0
BRCA2_E11_STA100581	2792.0	3471.0	1653.0	160.0	2876.0	1598.0	4355.0	1573.0	971.0	2619.0	571.0	2858.0	4973.0	4468.0	5333.0	2995.0	1679.0	4018.0	1223.0	2251.0	8000.0	1585.0	2790.0	975.0	2847.0	3460.0	632.0	2526.0	4581.0	2635.0	694.0
BRCA2_E11_STA100582	10852.0	12463.0	5760.0	579.0	11174.0	4961.0	14777.0	5782.0	3439.0	10125.0	2229.0	9517.0	18541.0	14705.0	20141.0	10620.0	6095.0	14297.0	4318.0	8092.0	31355.0	5672.0	10501.0	3618.0	11636.0	11008.0	2234.0	9978.0	17431.0	8743.0	2474.0
BRCA2_E11_STA100583	12016.0	13688.0	6248.0	638.0	11893.0	5598.0	15564.0	5921.0	3690.0	10542.0	2282.0	10015.0	19237.0	15223.0	21219.0	11212.0	6291.0	14701.0	4587.0	8440.0	31794.0	6311.0	11824.0	3724.0	12316.0	12441.0	2581.0	10185.0	18508.0	9016.0	2402.0
BRCA2_E11_STA100584	12169.0	18754.0	8824.0	792.0	14389.0	7912.0	18691.0	7378.0	4575.0	12510.0	2607.0	13837.0	20120.0	18733.0	27387.0	14771.0	7639.0	17025.0	5411.0	11138.0	33893.0	8143.0	14091.0	4846.0	12942.0	13556.0	3196.0	11739.0	22082.0	11428.0	1941.0
BRCA2_E11_STA100585	7778.0	10013.0	4680.0	484.0	8706.0	4118.0	9689.0	4392.0	2400.0	6780.0	1457.0	8296.0	12839.0	9973.0	13983.0	9699.0	5028.0	10196.0	3635.0	7086.0	20884.0	4308.0	8176.0	2814.0	8184.0	7345.0	1798.0	6941.0	11964.0	5492.0	1021.0
BRCA2_E11_STA100586	5477.0	6818.0	3186.0	334.0	5021.0	2823.0	6584.0	2735.0	1877.0	4471.0	969.0	4785.0	8382.0	7901.0	9187.0	6208.0	2596.0	6203.0	2124.0	3791.0	12244.0	2740.0	5322.0	1713.0	4542.0	6082.0	1057.0	4281.0	7882.0	3459.0	768.0
BRCA2_E11_STA100587	8386.0	10882.0	4907.0	554.0	8242.0	4897.0	10005.0	3555.0	2640.0	6699.0	1471.0	7557.0	13608.0	12092.0	14164.0	9392.0	4239.0	9917.0	3430.0	6127.0	19458.0	4644.0	8544.0	2851.0	7562.0	9390.0	1717.0	6433.0	11413.0	6031.0	1466.0
BRCA2_E11_STA100588	11377.0	15754.0	7526.0	781.0	11856.0	7050.0	14685.0	5886.0	3818.0	9926.0	2622.0	10853.0	20016.0	16138.0	21065.0	13206.0	6212.0	16488.0	5020.0	9242.0	31163.0	6243.0	11572.0	4356.0	11219.0	13498.0	2526.0	9536.0	16516.0	9435.0	2537.0
BRCA2_E11_STA100589	17501.0	22684.0	8751.0	1189.0	18107.0	10027.0	23597.0	9149.0	6374.0	15419.0	4192.0	16855.0	25984.0	22324.0	32696.0	17468.0	7878.0	21169.0	5813.0	12178.0	37733.0	9320.0	17505.0	5861.0	16766.0	19926.0	3899.0	13082.0	23999.0	13531.0	3591.0
BRCA2_E11_STA100590	6541.0	8829.0	4561.0	416.0	6464.0	4002.0	9209.0	3626.0	2445.0	5847.0	1333.0	7698.0	10991.0	8531.0	11934.0	7557.0	3815.0	10223.0	2607.0	4442.0	18064.0	3811.0	6163.0	2637.0	6510.0	7270.0	1499.0	6011.0	10162.0	5805.0	1206.0
BRCA2_E11_STA100591	11741.0	14588.0	6762.0	600.0	11226.0	6435.0	14393.0	5450.0	3577.0	9004.0	2418.0	10105.0	17397.0	14786.0	20691.0	11035.0	4778.0	12768.0	4901.0	7589.0	24567.0	6323.0	11243.0	3503.0	9865.0	12695.0	2748.0	9073.0	15262.0	7587.0	1731.0
BRCA2_E11_STA100592	7466.0	10666.0	5198.0	454.0	8055.0	5221.0	11301.0	4647.0	2841.0	7008.0	1573.0	9074.0	13827.0	10780.0	14602.0	9998.0	4425.0	11422.0	3672.0	6210.0	20682.0	4796.0	9029.0	3197.0	8049.0	8347.0	1909.0	7706.0	13125.0	7065.0	1512.0
BRCA2_E11_STA100593	14529.0	19469.0	8352.0	1145.0	14535.0	8571.0	19304.0	7492.0	5014.0	12209.0	2540.0	14166.0	22676.0	18957.0	27532.0	14261.0	7528.0	17033.0	5391.0	10199.0	32947.0	8212.0	13264.0	4639.0	13347.0	17104.0	3427.0	10911.0	22020.0	11841.0	2158.0
BRCA2_E11_STA100594	2742.0	4253.0	1947.0	219.0	2839.0	1728.0	3975.0	1600.0	1022.0	2314.0	546.0	3046.0	4978.0	3735.0	4649.0	3173.0	1668.0	3657.0	1220.0	2477.0	7237.0	1682.0	2736.0	980.0	2687.0	3178.0	711.0	2737.0	4180.0	2522.0	464.0
BRCA2_E11_STA100595	7622.0	9508.0	4598.0	466.0	6684.0	4213.0	10044.0	3712.0	2583.0	6863.0	1556.0	6329.0	11433.0	10025.0	14394.0	7980.0	3562.0	7358.0	2849.0	5715.0	15704.0	5141.0	7524.0	2453.0	7168.0	8680.0	2088.0	6038.0	10607.0	5271.0	1395.0
BRCA2_E11_STA100596	9496.0	11810.0	5159.0	584.0	9239.0	5741.0	12240.0	4659.0	3182.0	7144.0	1960.0	8472.0	13511.0	11497.0	15940.0	8784.0	4118.0	10509.0	3531.0	5956.0	18115.0	5412.0	8362.0	2490.0	7584.0	10623.0	2081.0	6334.0	12047.0	7066.0	1704.0
BRCA2_E11_STA100597	5561.0	6596.0	3143.0	308.0	4442.0	3100.0	6399.0	2417.0	1465.0	3700.0	1145.0	5084.0	7062.0	6464.0	7649.0	4846.0	2017.0	5775.0	2010.0	3190.0	10738.0	3084.0	4489.0	1358.0	3934.0	6295.0	1055.0	3393.0	6097.0	3770.0	1152.0
BRCA2_E11_STA100598	2823.0	3109.0	1989.0	101.0	2793.0	1555.0	4061.0	1608.0	787.0	2885.0	531.0	2696.0	5089.0	3799.0	5372.0	3463.0	1404.0	3784.0	1351.0	2287.0	7870.0	1855.0	2506.0	1114.0	3272.0	3025.0	687.0	2277.0	4441.0	2783.0	602.0
BRCA2_E11_STA100599	14294.0	23491.0	9423.0	831.0	15725.0	9736.0	21945.0	8410.0	4524.0	13723.0	3835.0	16144.0	25399.0	19917.0	30529.0	18520.0	8689.0	18179.0	5502.0	12308.0	36327.0	8157.0	15340.0	5903.0	15950.0	16614.0	4034.0	13901.0	22519.0	14647.0	2949.0
BRCA2_E11_STA100600	12161.0	17734.0	7958.0	881.0	9839.0	7812.0	18198.0	6431.0	3986.0	10573.0	2592.0	12801.0	19056.0	14571.0	19733.0	13679.0	6081.0	15650.0	4519.0	7938.0	26487.0	7091.0	10248.0	4219.0	11062.0	14263.0	2674.0	9561.0	17373.0	10561.0	2137.0
BRCA2_E11_STA100601	6223.0	9718.0	5000.0	580.0	4977.0	4454.0	10475.0	3708.0	2442.0	6074.0	1261.0	6507.0	10091.0	7934.0	10589.0	7264.0	3519.0	8928.0	2542.0	4560.0	14882.0	3993.0	5586.0	2479.0	5866.0	7099.0	1347.0	5374.0	9597.0	5780.0	1784.0
BRCA2_E12_STA101760	1997.0	2575.0	1177.0	270.0	1649.0	1286.0	3524.0	1098.0	646.0	1921.0	440.0	1870.0	3543.0	2799.0	3099.0	2149.0	1051.0	2317.0	724.0	1618.0	4715.0	1375.0	1456.0	632.0	2056.0	2513.0	361.0	1557.0	2660.0	2016.0	1080.0
BRCA2_E12_STA100603	6927.0	9020.0	3431.0	789.0	6141.0	3698.0	11865.0	3866.0	2648.0	6367.0	1357.0	5439.0	10214.0	9511.0	12320.0	6604.0	2992.0	5749.0	2185.0	4584.0	12368.0	4379.0	6513.0	1976.0	6637.0	8719.0	1704.0	4927.0	8856.0	5519.0	1396.0
BRCA2_E13_STA103257	4616.0	6521.0	3267.0	432.0	4552.0	2768.0	7161.0	2161.0	1490.0	3720.0	938.0	4553.0	7580.0	6515.0	8581.0	5534.0	2549.0	6243.0	1839.0	4014.0	11916.0	3391.0	5057.0	1250.0	4379.0	5838.0	1255.0	3658.0	6709.0	4307.0	1172.0
BRCA2_E13_STA100605	4318.0	6227.0	2688.0	330.0	3952.0	2288.0	5999.0	1814.0	1363.0	3195.0	921.0	3642.0	6128.0	5600.0	7389.0	4408.0	2034.0	4805.0	1461.0	3112.0	9811.0	2595.0	4148.0	1080.0	3532.0	5456.0	968.0	3146.0	5388.0	3348.0	978.0
BRCA2_E14_STA100606	7387.0	9948.0	4355.0	598.0	7457.0	3916.0	10462.0	3603.0	3092.0	7006.0	1674.0	6756.0	11178.0	9812.0	13666.0	8221.0	3210.0	8349.0	2703.0	5133.0	15864.0	4487.0	7856.0	2758.0	7281.0	8409.0	1976.0	5442.0	10259.0	6267.0	1705.0
BRCA2_E14_STA100607	7832.0	10849.0	4625.0	523.0	6519.0	4481.0	10522.0	3923.0	2884.0	5829.0	1254.0	7002.0	12059.0	10698.0	13454.0	7455.0	3463.0	8875.0	2712.0	5193.0	15600.0	4906.0	7348.0	2423.0	7095.0	8877.0	2047.0	6047.0	9724.0	6151.0	1258.0
BRCA2_E14_STA100608	3451.0	4827.0	2056.0	240.0	2832.0	2091.0	4529.0	1772.0	1089.0	2715.0	700.0	3476.0	5718.0	4296.0	4658.0	3427.0	1732.0	3616.0	1484.0	2297.0	7986.0	1806.0	2668.0	1254.0	3158.0	3101.0	590.0	2938.0	4135.0	2906.0	560.0
BRCA2_E14_STA100609	5009.0	7921.0	3418.0	502.0	5314.0	3145.0	8438.0	2993.0	1869.0	4753.0	1046.0	5822.0	8459.0	7019.0	9370.0	6261.0	2961.0	6799.0	1842.0	4327.0	11934.0	3303.0	4880.0	2036.0	5426.0	5698.0	1148.0	4139.0	7414.0	4826.0	1135.0
BRCA2_E14_STA100610	2164.0	3553.0	1502.0	224.0	1700.0	1256.0	3508.0	1316.0	806.0	2197.0	543.0	2384.0	3639.0	2523.0	3753.0	2561.0	1234.0	2538.0	922.0	1753.0	5338.0	1250.0	1865.0	922.0	2183.0	2751.0	452.0	1650.0	3164.0	2208.0	764.0
BRCA2_E15_STA100611	7404.0	9549.0	4861.0	338.0	6609.0	4051.0	12644.0	5998.0	3486.0	7944.0	1980.0	7855.0	14563.0	10795.0	16382.0	9046.0	6197.0	6516.0	3611.0	5962.0	20011.0	4983.0	7054.0	3707.0	10055.0	9195.0	1591.0	7608.0	12410.0	7329.0	1416.0
BRCA2_E15_STA100612	13123.0	19560.0	8398.0	739.0	10582.0	8494.0	20750.0	9130.0	5607.0	11879.0	2952.0	15132.0	23238.0	20472.0	26714.0	15890.0	8392.0	11417.0	5291.0	8644.0	27033.0	8448.0	11365.0	5676.0	14573.0	17849.0	2839.0	10264.0	18844.0	11776.0	2176.0
BRCA2_E15_STA100613	10319.0	18137.0	6678.0	985.0	7166.0	6518.0	14040.0	5917.0	3954.0	7948.0	2106.0	9404.0	15278.0	12260.0	14741.0	10084.0	4511.0	8918.0	3587.0	5659.0	16244.0	6287.0	7565.0	3981.0	8473.0	12334.0	1931.0	6393.0	10441.0	8337.0	1919.0
BRCA2_E16_STA101759	2166.0	3928.0	1861.0	327.0	2188.0	1512.0	4059.0	1182.0	921.0	2124.0	504.0	3012.0	4454.0	3729.0	3681.0	3281.0	1451.0	3016.0	1187.0	2138.0	5818.0	1526.0	2220.0	822.0	2414.0	3236.0	591.0	2006.0	3351.0	2433.0	722.0
BRCA2_E16_STA100615	3734.0	5045.0	2098.0	262.0	3174.0	2254.0	4955.0	1681.0	1353.0	2699.0	731.0	2882.0	5780.0	5382.0	6586.0	4005.0	1940.0	3276.0	1432.0	2260.0	7302.0	1904.0	3125.0	1105.0	3676.0	4410.0	792.0	2480.0	5125.0	2906.0	652.0
BRCA2_E16_STA100616	4739.0	8596.0	3453.0	487.0	4490.0	3766.0	8512.0	3354.0	1755.0	4477.0	1303.0	6732.0	9479.0	6829.0	9051.0	6015.0	3027.0	6330.0	2048.0	3417.0	11982.0	2789.0	4475.0	1890.0	5655.0	6674.0	1051.0	4072.0	7810.0	5483.0	1087.0
BRCA2_E17_STA100617	9639.0	14608.0	5667.0	970.0	7595.0	5954.0	14863.0	4934.0	3600.0	7644.0	1963.0	8141.0	14111.0	11641.0	14322.0	9703.0	4394.0	7792.0	3370.0	5216.0	16611.0	5750.0	7486.0	3158.0	8542.0	11170.0	1836.0	5972.0	10584.0	7209.0	2479.0
BRCA2_E17_STA100618	2298.0	2549.0	1272.0	188.0	4409.0	4759.0	11374.0	2997.0	2197.0	2216.0	870.0	2072.0	4251.0	8900.0	9831.0	8220.0	1990.0	5295.0	3268.0	1669.0	15501.0	4875.0	2805.0	1506.0	6244.0	9145.0	612.0	5358.0	7106.0	2196.0	1253.0
BRCA2_E17_STA100619	7455.0	10290.0	4588.0	406.0	6261.0	4848.0	10514.0	5082.0	2761.0	8101.0	1697.0	8207.0	13936.0	11895.0	13704.0	8947.0	4320.0	9156.0	3542.0	5483.0	19456.0	4162.0	6535.0	3235.0	8345.0	9782.0	1677.0	6350.0	11823.0	7806.0	1278.0
BRCA2_E18_STA100620	7521.0	10725.0	4181.0	503.0	6878.0	4336.0	10027.0	3372.0	2480.0	5823.0	1367.0	6324.0	12494.0	10262.0	13165.0	7296.0	3776.0	7703.0	2830.0	5090.0	15933.0	4199.0	7124.0	2224.0	7398.0	8920.0	1759.0	4976.0	10774.0	5365.0	1156.0
BRCA2_E18_STA100621	11389.0	14768.0	5965.0	612.0	10067.0	6946.0	13622.0	5653.0	4108.0	9513.0	2188.0	11810.0	16770.0	15304.0	9724.0	12283.0	5584.0	12013.0	4270.0	6704.0	23520.0	6352.0	11420.0	3363.0	10232.0	13554.0	2435.0	9012.0	15314.0	9307.0	1259.0
