	M21D00182	M21D00185	M21D00194	M21D00219	N21D00184	N21D00213	N21D00214	N21D00217	N21D00218	N21D00223	P21D00158	P21D00159	P21D00164	P21D00165	P21D00169	P21D00170	P21D00173	P21D00180	P21D00181	P21D00186	P21D00189	P21D00190	P21D00191	P21D00195	P21D00200	P21D00209	P21D00210	P21D00215	P21D00221	P21D00222	X21D00163
NF1_E43_STA100917	3701.0	2758.0	1736.0	138.0	2997.0	1279.0	3382.0	1202.0	850.0	2467.0	348.0	2198.0	4112.0	4134.0	5028.0	3344.0	1576.0	3647.0	1150.0	2335.0	7008.0	2193.0	2616.0	872.0	5789.0	3581.0	484.0	3216.0	4610.0	2003.0	388.0
NF1_E43_STA100918	1427.0	1548.0	930.0	110.0	1388.0	630.0	1922.0	624.0	406.0	1248.0	250.0	1049.0	2134.0	1795.0	2121.0	1826.0	704.0	2088.0	593.0	1161.0	3494.0	1099.0	1088.0	470.0	2766.0	1928.0	224.0	1554.0	2252.0	1134.0	578.0
NF1_E44_STA101827	1823.0	1570.0	879.0	96.0	1273.0	832.0	1696.0	587.0	520.0	906.0	268.0	1686.0	2520.0	2636.0	2405.0	1708.0	770.0	2075.0	594.0	1384.0	3750.0	981.0	1367.0	599.0	2696.0	2130.0	368.0	1330.0	2252.0	1062.0	262.0
NF1_E45_STA100920	8303.0	8918.0	4176.0	444.0	6149.0	4348.0	8680.0	3331.0	2137.0	4986.0	1342.0	7495.0	10203.0	8974.0	12079.0	8821.0	3786.0	9556.0	2805.0	6145.0	17344.0	3945.0	5739.0	2575.0	13849.0	7387.0	1192.0	6744.0	10714.0	5274.0	1324.0
NF1_E45_STA100921	7077.0	7312.0	3008.0	323.0	5473.0	2800.0	5537.0	2507.0	1836.0	3764.0	1029.0	4905.0	6973.0	7435.0	9868.0	5738.0	2618.0	6549.0	2238.0	4247.0	11829.0	3159.0	4526.0	1624.0	9279.0	7268.0	1237.0	4887.0	7928.0	3674.0	743.0
NF1_E46_STA101835	8374.0	7709.0	3350.0	370.0	5860.0	3859.0	8398.0	2864.0	1868.0	4540.0	1322.0	6668.0	9435.0	9470.0	11523.0	7705.0	3236.0	9523.0	2020.0	5470.0	15291.0	4017.0	5263.0	1621.0	11538.0	9059.0	1370.0	5786.0	10098.0	4782.0	1467.0
NF1_E46_STA100923	2094.0	2291.0	1103.0	70.0	1529.0	1189.0	2250.0	814.0	554.0	1392.0	377.0	1917.0	2884.0	2820.0	3167.0	2496.0	997.0	3185.0	600.0	1712.0	5761.0	1075.0	1501.0	525.0	3548.0	2541.0	319.0	1916.0	3272.0	1566.0	486.0
NF1_E47_STA100924	6040.0	5699.0	2416.0	288.0	4278.0	2451.0	4887.0	1992.0	1365.0	3379.0	818.0	4346.0	6767.0	6809.0	6957.0	5482.0	2218.0	5604.0	1694.0	3790.0	10206.0	2758.0	3480.0	1249.0	7751.0	5849.0	1064.0	4234.0	6642.0	3203.0	592.0
NF1_E47_STA101816	20696.0	22618.0	10682.0	638.0	15753.0	10089.0	21760.0	9235.0	5962.0	14272.0	3028.0	18439.0	27025.0	25655.0	30638.0	23057.0	10545.0	25524.0	6666.0	14285.0	42559.0	11453.0	14174.0	6139.0	34647.0	20794.0	3180.0	18311.0	25655.0	14773.0	2474.0
NF1_E47_STA100926	4926.0	6380.0	2999.0	284.0	3754.0	2712.0	6209.0	2368.0	1473.0	3263.0	846.0	4609.0	6102.0	5233.0	7381.0	5860.0	2328.0	5975.0	1817.0	3662.0	10617.0	3436.0	3430.0	1624.0	8274.0	5047.0	942.0	4525.0	6365.0	3653.0	1234.0
NF1_E48_STA100927	8514.0	11597.0	4609.0	590.0	5092.0	4431.0	10330.0	3478.0	2874.0	5119.0	1596.0	7313.0	9895.0	10043.0	12180.0	7515.0	3466.0	7558.0	2062.0	4836.0	12462.0	5784.0	4925.0	2520.0	13030.0	9637.0	1332.0	5319.0	8589.0	5719.0	2090.0
NF1_E48_STA100928	1110.0	1476.0	519.0	54.0	838.0	601.0	1511.0	461.0	344.0	803.0	196.0	1005.0	1651.0	1780.0	1896.0	1332.0	484.0	880.0	442.0	831.0	2044.0	969.0	779.0	340.0	2414.0	1646.0	209.0	972.0	1704.0	835.0	425.0
NF1_E49_STA100929	11238.0	14167.0	6268.0	821.0	9002.0	5546.0	13067.0	4734.0	3008.0	8275.0	1717.0	10292.0	13389.0	13008.0	15308.0	12090.0	5771.0	12005.0	3969.0	7748.0	20399.0	5966.0	8641.0	3734.0	18735.0	10942.0	2020.0	9948.0	13677.0	8170.0	1863.0
NF1_E49_STA100930	7695.0	8555.0	4412.0	461.0	6251.0	4246.0	9133.0	3360.0	2372.0	5416.0	1238.0	7192.0	10315.0	10292.0	10761.0	9112.0	3891.0	9447.0	2667.0	5732.0	17300.0	4760.0	5713.0	2412.0	13203.0	8360.0	1497.0	6777.0	11151.0	5616.0	1605.0
NF1_E49_STA100931	6004.0	6607.0	3349.0	391.0	4758.0	3228.0	6969.0	2509.0	1860.0	4200.0	920.0	5469.0	7734.0	7719.0	8244.0	6870.0	2880.0	7012.0	2042.0	4378.0	12765.0	3673.0	4398.0	1842.0	9874.0	6269.0	1111.0	5058.0	8338.0	4189.0	1374.0
NF1_E49_STA100932	5679.0	5488.0	2610.0	306.0	4177.0	2686.0	5915.0	2371.0	1509.0	4108.0	823.0	4517.0	6483.0	6369.0	8278.0	5250.0	2732.0	5664.0	1786.0	3934.0	9463.0	3038.0	4419.0	1502.0	9175.0	6502.0	1184.0	4757.0	6974.0	3437.0	854.0
NF1_E50_STA101821	5391.0	5086.0	2812.0	166.0	4328.0	2381.0	5723.0	2456.0	1372.0	3567.0	877.0	4304.0	7032.0	6879.0	6686.0	5893.0	2540.0	7191.0	1925.0	3631.0	11813.0	3142.0	3837.0	1504.0	8795.0	5325.0	772.0	4727.0	7154.0	3634.0	810.0
NF1_E50_STA100934	510.0	807.0	222.0	18.0	354.0	288.0	510.0	230.0	98.0	260.0	102.0	630.0	863.0	717.0	682.0	638.0	236.0	969.0	182.0	371.0	1104.0	188.0	350.0	150.0	672.0	776.0	82.0	360.0	474.0	453.0	96.0
NF1_E51_STA100935	7055.0	8242.0	3619.0	376.0	4571.0	3062.0	8284.0	2936.0	1890.0	4280.0	1030.0	4960.0	8713.0	6985.0	8337.0	6711.0	3712.0	7254.0	2458.0	4186.0	12573.0	3669.0	3980.0	2523.0	11017.0	6403.0	1048.0	5101.0	7978.0	5543.0	1671.0
NF1_E51_STA100936	22710.0	21868.0	8480.0	695.0	16082.0	9255.0	26206.0	9000.0	6534.0	14217.0	2920.0	15680.0	24606.0	25457.0	32116.0	19763.0	10238.0	17447.0	7248.0	14389.0	34179.0	12258.0	15160.0	5954.0	36181.0	21055.0	3556.0	15225.0	25009.0	13070.0	2272.0
NF1_E51_STA100937	6753.0	8609.0	3559.0	348.0	5839.0	3589.0	10445.0	3384.0	2214.0	4756.0	1245.0	6876.0	10349.0	9007.0	10655.0	7224.0	4133.0	7777.0	2764.0	5281.0	14337.0	4420.0	4920.0	2323.0	12840.0	7397.0	1152.0	5961.0	9972.0	5178.0	787.0
NF1_E51_STA100938	3024.0	4375.0	2240.0	192.0	2909.0	1844.0	4754.0	1322.0	927.0	2223.0	508.0	2776.0	4619.0	4110.0	5505.0	3764.0	1834.0	3372.0	1016.0	3005.0	6935.0	2512.0	2252.0	1135.0	6255.0	3566.0	722.0	2826.0	4816.0	2770.0	1219.0
NF1_E52_STA100939	4767.0	3758.0	1699.0	202.0	4979.0	2132.0	5424.0	2178.0	1254.0	3260.0	726.0	3504.0	6111.0	6460.0	8167.0	4397.0	2345.0	3947.0	1434.0	4071.0	9143.0	2799.0	3735.0	1012.0	8225.0	4957.0	910.0	4093.0	6741.0	2993.0	836.0
NF1_E52_STA100940	1488.0	1217.0	527.0	30.0	922.0	718.0	1369.0	547.0	384.0	844.0	185.0	1161.0	1586.0	2076.0	1827.0	1516.0	639.0	1355.0	414.0	961.0	2714.0	821.0	988.0	313.0	1992.0	1683.0	214.0	1102.0	1925.0	938.0	187.0
NF1_E53_STA100941	2406.0	2744.0	1447.0	177.0	2076.0	1266.0	3294.0	1224.0	672.0	1764.0	414.0	2379.0	3303.0	3058.0	4073.0	2888.0	1511.0	2629.0	1137.0	2151.0	5911.0	1664.0	1970.0	938.0	4451.0	2440.0	508.0	2500.0	3779.0	1994.0	398.0
NF1_E53_STA100942	7917.0	8768.0	4337.0	372.0	5783.0	4673.0	8193.0	3364.0	2285.0	5505.0	1170.0	7520.0	10445.0	10000.0	11362.0	8577.0	3639.0	9506.0	2418.0	4760.0	14047.0	4346.0	5533.0	2243.0	11868.0	9234.0	1449.0	7379.0	9259.0	5658.0	914.0
NF1_E54_STA100943	1603.0	1126.0	695.0	46.0	2022.0	752.0	1680.0	741.0	385.0	1296.0	258.0	938.0	1958.0	2570.0	3527.0	1440.0	897.0	1032.0	618.0	1327.0	3275.0	1360.0	1238.0	424.0	2639.0	1878.0	363.0	1755.0	2843.0	732.0	158.0
NF1_E54_STA100944	17668.0	19268.0	8442.0	582.0	15018.0	7588.0	19140.0	7745.0	4193.0	13528.0	2615.0	15359.0	20649.0	19197.0	27815.0	19223.0	10271.0	19118.0	6431.0	13853.0	38032.0	8720.0	14269.0	5540.0	31010.0	15373.0	3156.0	17095.0	24362.0	11524.0	1975.0
NF1_E54_STA100945	998.0	1042.0	572.0	49.0	678.0	426.0	990.0	382.0	222.0	594.0	128.0	904.0	1184.0	1308.0	1242.0	1135.0	552.0	1291.0	452.0	770.0	2215.0	531.0	664.0	358.0	1537.0	1081.0	144.0	947.0	1286.0	896.0	274.0
NF1_E55_STA101834	3564.0	2966.0	1501.0	154.0	2628.0	1439.0	3667.0	1510.0	976.0	2182.0	470.0	2866.0	3733.0	3992.0	4989.0	3599.0	1857.0	4359.0	1151.0	2394.0	7527.0	2039.0	2147.0	1075.0	5681.0	3554.0	736.0	3124.0	4140.0	2464.0	1126.0
NF1_E55_STA100947	3466.0	3007.0	1383.0	134.0	3507.0	1504.0	3739.0	1549.0	1038.0	2587.0	515.0	2815.0	4495.0	4428.0	6251.0	3843.0	1900.0	3673.0	1235.0	3263.0	7908.0	2620.0	2923.0	950.0	6501.0	3744.0	858.0	3603.0	5260.0	2239.0	686.0
NF1_E55_STA100948	4060.0	3523.0	1656.0	242.0	3835.0	1968.0	3892.0	1503.0	1025.0	2637.0	568.0	2694.0	4717.0	5348.0	6670.0	3645.0	1927.0	3615.0	1245.0	2809.0	7372.0	2107.0	2922.0	1119.0	6593.0	3935.0	793.0	3560.0	5685.0	2177.0	438.0
NF1_E56_STA100949	4242.0	5055.0	2546.0	262.0	3717.0	2286.0	5004.0	2013.0	1168.0	3072.0	631.0	4178.0	5880.0	5163.0	6144.0	4473.0	2443.0	5428.0	1555.0	3364.0	9875.0	2704.0	3926.0	1557.0	7419.0	4366.0	830.0	4360.0	5948.0	2994.0	1284.0
NF1_E57_STA100950	5303.0	7326.0	3210.0	457.0	4544.0	3399.0	8160.0	2720.0	1744.0	4639.0	965.0	5722.0	7718.0	7114.0	8839.0	5645.0	3726.0	7169.0	1907.0	4917.0	11802.0	3610.0	4471.0	1849.0	10813.0	6581.0	1242.0	5999.0	8786.0	4676.0	1759.0
NF1_E57_STA100951	6271.0	7214.0	3556.0	196.0	5213.0	3454.0	6826.0	3079.0	1876.0	4900.0	1024.0	6896.0	9197.0	8269.0	9394.0	7435.0	4540.0	8411.0	2183.0	5131.0	15168.0	3324.0	4738.0	2452.0	11823.0	7274.0	1050.0	6601.0	9936.0	5502.0	982.0
NF1_E57_STA100952	11422.0	11875.0	4793.0	508.0	9328.0	4743.0	11401.0	4290.0	3215.0	8880.0	1342.0	7832.0	12218.0	12680.0	17743.0	9982.0	5612.0	8827.0	3158.0	7418.0	18626.0	6638.0	8383.0	2988.0	19016.0	10907.0	2285.0	9843.0	15152.0	6314.0	1782.0
NF1_E57_STA100953	14700.0	15306.0	6223.0	696.0	10370.0	6790.0	15704.0	5305.0	3769.0	10098.0	2243.0	10817.0	15369.0	16162.0	18959.0	11612.0	6155.0	12582.0	4038.0	8392.0	22022.0	3772.0	9836.0	3958.0	21676.0	14914.0	2726.0	10935.0	17037.0	8685.0	2838.0
NF1_E58_STA100954	4500.0	5234.0	2763.0	319.0	3826.0	2024.0	5103.0	2372.0	1359.0	3233.0	630.0	3752.0	5554.0	5056.0	5172.0	5155.0	2753.0	6705.0	2081.0	2822.0	9929.0	2608.0	3369.0	1988.0	7861.0	4072.0	793.0	4169.0	5415.0	3329.0	967.0
NF1_E58_STA100955	5343.0	5987.0	2824.0	166.0	4815.0	2152.0	6577.0	2509.0	1442.0	4254.0	765.0	5062.0	7433.0	6854.0	8049.0	6243.0	3507.0	6674.0	2388.0	4517.0	13407.0	2606.0	4655.0	2132.0	9894.0	5208.0	1138.0	5235.0	7645.0	3390.0	707.0
NF1_E58_STA100956	12370.0	12307.0	5705.0	604.0	11798.0	6014.0	13642.0	5463.0	3503.0	9194.0	1706.0	9023.0	12771.0	14018.0	19680.0	12002.0	6733.0	10966.0	4274.0	8778.0	22637.0	6680.0	9506.0	4411.0	19256.0	11734.0	2429.0	11744.0	15925.0	6980.0	1875.0
RAD51D_E10_STA100957	8543.0	10314.0	2850.0	296.0	4826.0	4516.0	11983.0	4104.0	2425.0	5232.0	1591.0	6430.0	12102.0	11129.0	13071.0	8413.0	4534.0	4244.0	2347.0	5222.0	8885.0	5543.0	5430.0	2152.0	13265.0	10599.0	1517.0	4028.0	9581.0	8604.0	967.0
RAD51D_E9_STA100958	3747.0	5363.0	1855.0	150.0	1794.0	1987.0	7636.0	2275.0	1302.0	2890.0	867.0	3918.0	5016.0	4523.0	5979.0	4412.0	2554.0	2665.0	1341.0	2683.0	5224.0	2751.0	2452.0	1271.0	6575.0	4239.0	567.0	2526.0	5163.0	5861.0	589.0
RAD51D_E9_STA100959	7070.0	10175.0	2488.0	166.0	3496.0	4170.0	11659.0	3853.0	2381.0	4379.0	1293.0	8071.0	12083.0	11051.0	10745.0	8177.0	4363.0	4516.0	1958.0	5007.0	9467.0	4496.0	4821.0	2228.0	11748.0	9258.0	1298.0	4846.0	10195.0	8321.0	962.0
RAD51D_E8_STA100960	2538.0	3205.0	1006.0	74.0	1409.0	1397.0	4373.0	1501.0	719.0	1917.0	451.0	1957.0	3797.0	3558.0	3918.0	2873.0	1554.0	1142.0	647.0	1779.0	3282.0	1788.0	1496.0	740.0	4090.0	2674.0	469.0	1595.0	3231.0	2912.0	323.0
RAD51D_E8_STA100961	3058.0	3918.0	1295.0	88.0	1802.0	1653.0	5831.0	2029.0	838.0	2609.0	639.0	2466.0	5262.0	4189.0	5220.0	3944.0	2134.0	1652.0	947.0	2311.0	4815.0	2505.0	2030.0	977.0	5548.0	3211.0	587.0	2478.0	4596.0	4277.0	427.0
RAD51D_E8_STA100962	712.0	480.0	154.0	4.0	501.0	250.0	1249.0	445.0	221.0	612.0	155.0	411.0	1209.0	966.0	1252.0	712.0	539.0	326.0	199.0	601.0	1372.0	589.0	444.0	167.0	1564.0	808.0	113.0	761.0	1192.0	1029.0	69.0
RAD51D_E7_STA100963	13773.0	15898.0	3896.0	315.0	6647.0	6566.0	21679.0	6888.0	3685.0	9175.0	2750.0	11871.0	17878.0	19837.0	24277.0	13105.0	7773.0	6381.0	3229.0	7604.0	14501.0	8131.0	8355.0	3046.0	20883.0	17870.0	2279.0	7144.0	15400.0	15300.0	851.0
RAD51D_E7_STA101783	10792.0	13611.0	3161.0	246.0	3819.0	4330.0	14297.0	4767.0	3180.0	6750.0	2136.0	8228.0	13534.0	13167.0	14955.0	9180.0	4927.0	4457.0	2907.0	5820.0	10098.0	4993.0	6737.0	2722.0	15731.0	12048.0	1728.0	5412.0	11609.0	10575.0	1052.0
RAD51D_E6_STA100965	2043.0	2392.0	881.0	60.0	1128.0	998.0	3059.0	1048.0	607.0	1341.0	304.0	1987.0	2986.0	2598.0	3137.0	2379.0	1188.0	1599.0	502.0	1557.0	3432.0	1263.0	1264.0	616.0	3417.0	2116.0	378.0	1364.0	2649.0	2746.0	210.0
RAD51D_E6_STA100966	6884.0	7551.0	2659.0	134.0	4295.0	2966.0	10167.0	3490.0	1925.0	5640.0	1087.0	5669.0	10268.0	8573.0	9690.0	7050.0	4149.0	4990.0	1807.0	4929.0	10512.0	3465.0	4197.0	1722.0	11575.0	6998.0	1139.0	4588.0	9093.0	7906.0	488.0
RAD51D_E5_STA100967	10869.0	14443.0	4981.0	443.0	6883.0	6300.0	15626.0	6137.0	3362.0	8298.0	2193.0	11782.0	17137.0	14832.0	18398.0	12003.0	7486.0	8381.0	3239.0	8411.0	16604.0	6476.0	7528.0	4120.0	19065.0	13241.0	2221.0	8111.0	15033.0	14728.0	1760.0
RAD51D_E5_STA100968	24235.0	32550.0	8595.0	490.0	12583.0	12254.0	35363.0	12693.0	6937.0	15576.0	5220.0	23090.0	33081.0	31557.0	35294.0	23066.0	12482.0	14794.0	5180.0	12700.0	27826.0	13064.0	14615.0	6394.0	34397.0	29392.0	4382.0	13345.0	27435.0	25584.0	1800.0
RAD51D_E5_STA100969	14606.0	16965.0	4497.0	540.0	7458.0	6401.0	19764.0	6560.0	4061.0	9625.0	3110.0	9981.0	17206.0	17094.0	19742.0	10511.0	6291.0	6835.0	3281.0	6820.0	13749.0	7871.0	7595.0	3496.0	19386.0	15972.0	2471.0	7226.0	14895.0	14767.0	1331.0
RAD51D_E4_STA100970	23457.0	29247.0	8198.0	635.0	12254.0	12015.0	32692.0	11263.0	6154.0	17084.0	5492.0	21379.0	32017.0	30648.0	38171.0	21551.0	12155.0	13763.0	6028.0	14634.0	25273.0	14482.0	14537.0	6303.0	32709.0	26559.0	4426.0	12962.0	26254.0	24432.0	1997.0
RAD51D_E4_STA100971	5103.0	6757.0	2636.0	160.0	2846.0	3082.0	6707.0	2766.0	1581.0	3759.0	1114.0	5620.0	6981.0	7245.0	7470.0	5847.0	3235.0	4578.0	1728.0	3463.0	8131.0	3171.0	3034.0	2052.0	8177.0	5947.0	873.0	3528.0	7184.0	6497.0	843.0
RAD51D_E3_STA100972	14801.0	21049.0	6612.0	762.0	6999.0	8306.0	20936.0	8354.0	5873.0	8010.0	3368.0	13056.0	23960.0	20847.0	26584.0	15350.0	7723.0	10010.0	3758.0	8121.0	15700.0	10289.0	8482.0	4681.0	21032.0	17999.0	2708.0	8300.0	15228.0	17304.0	4001.0
RAD51D_E3_STA100973	3633.0	5383.0	1915.0	125.0	1692.0	2334.0	7484.0	2321.0	1327.0	2382.0	853.0	4264.0	6269.0	5433.0	6318.0	4349.0	2671.0	2504.0	1202.0	2671.0	5738.0	2573.0	2550.0	1714.0	7103.0	4949.0	857.0	2359.0	5594.0	6301.0	660.0
RAD51D_E3_STA100974	9645.0	17143.0	4744.0	386.0	3540.0	5768.0	18444.0	4901.0	3095.0	5746.0	2578.0	10318.0	14078.0	11760.0	14719.0	10147.0	5611.0	5096.0	2500.0	6915.0	11676.0	6740.0	6094.0	3376.0	17048.0	11475.0	2083.0	4966.0	12526.0	15038.0	1915.0
RAD51D_E2_STA100975	4495.0	6936.0	1628.0	178.0	1862.0	2855.0	7403.0	2412.0	1641.0	2340.0	1062.0	4169.0	7194.0	6759.0	7387.0	4478.0	2538.0	1830.0	1069.0	3354.0	5490.0	3526.0	3083.0	1648.0	8006.0	7245.0	890.0	2228.0	5243.0	6088.0	1049.0
RAD51D_E1_STA100976	1714.0	2878.0	553.0	48.0	739.0	1238.0	3427.0	900.0	647.0	1062.0	427.0	1870.0	2569.0	2596.0	3208.0	2001.0	1408.0	579.0	419.0	1608.0	2073.0	973.0	1402.0	612.0	3396.0	2611.0	527.0	845.0	2865.0	2535.0	703.0
ERBB2_E0_STA101633	1810.0	3613.0	671.0	52.0	910.0	2337.0	5106.0	1169.0	614.0	1606.0	742.0	2982.0	4414.0	3661.0	4290.0	2989.0	1975.0	1012.0	472.0	2415.0	3170.0	1470.0	1682.0	735.0	4994.0	3116.0	625.0	1360.0	3839.0	4702.0	1015.0
ERBB2_E5_STA101346	3508.0	4919.0	850.0	73.0	1322.0	3449.0	6844.0	1815.0	1217.0	1727.0	791.0	3062.0	5030.0	5408.0	5831.0	4007.0	1925.0	1094.0	916.0	3361.0	3817.0	2452.0	1871.0	791.0	6957.0	4473.0	744.0	1969.0	4601.0	4794.0	770.0
ERBB2_E6_STA101347	530.0	981.0	268.0	53.0	250.0	584.0	1034.0	334.0	197.0	305.0	108.0	460.0	919.0	842.0	750.0	696.0	329.0	278.0	137.0	510.0	726.0	402.0	331.0	196.0	1130.0	690.0	94.0	502.0	810.0	951.0	137.0
ERBB2_E7_STA101348	15361.0	23012.0	4160.0	212.0	5282.0	15418.0	25710.0	7689.0	4670.0	7266.0	4435.0	13795.0	22455.0	21981.0	21816.0	14647.0	7613.0	5180.0	2648.0	9460.0	12912.0	9610.0	6857.0	4052.0	25780.0	21085.0	3088.0	8653.0	17615.0	20945.0	2463.0
ERBB2_E8_STA101349	8126.0	15864.0	2626.0	315.0	2156.0	9005.0	15671.0	3864.0	3075.0	3861.0	2180.0	7830.0	11169.0	9793.0	11237.0	8668.0	4218.0	2585.0	1510.0	5004.0	6758.0	5660.0	3720.0	1912.0	12304.0	10865.0	1231.0	4540.0	8307.0	11678.0	1356.0
ERBB2_E9_STA101350	7719.0	11470.0	1852.0	132.0	3004.0	7103.0	14022.0	3864.0	2849.0	4156.0	1928.0	6141.0	11571.0	11428.0	12732.0	7381.0	3945.0	2322.0	1385.0	5029.0	6625.0	4377.0	4372.0	1700.0	13085.0	10209.0	1498.0	4298.0	9033.0	10077.0	1021.0
ERBB2_E10_STA101351	18379.0	33463.0	6380.0	400.0	6277.0	19188.0	34092.0	8572.0	6026.0	10540.0	4984.0	19059.0	26090.0	26503.0	30380.0	19817.0	9759.0	8070.0	3996.0	12648.0	17808.0	11874.0	10123.0	4752.0	32809.0	26055.0	3918.0	10278.0	21611.0	26613.0	2981.0
ERBB2_E11_STA101352	2643.0	4264.0	1312.0	79.0	1156.0	3525.0	5789.0	1873.0	898.0	1718.0	749.0	3567.0	4512.0	4105.0	4465.0	3356.0	1748.0	1899.0	765.0	1846.0	2837.0	2034.0	1517.0	1153.0	4571.0	3968.0	626.0	1923.0	3859.0	4542.0	451.0
ERBB2_E13_STA101354	513.0	784.0	356.0	12.0	169.0	607.0	1093.0	387.0	195.0	324.0	97.0	690.0	933.0	796.0	816.0	711.0	375.0	261.0	144.0	305.0	597.0	379.0	275.0	170.0	872.0	757.0	76.0	436.0	777.0	1109.0	161.0
ERBB2_E14_STA101355	8165.0	12450.0	2554.0	393.0	3298.0	7638.0	16312.0	4786.0	3279.0	4453.0	2101.0	5998.0	10901.0	11258.0	13643.0	7593.0	3952.0	2359.0	1535.0	5661.0	6368.0	6363.0	4752.0	2055.0	14140.0	10769.0	1924.0	5322.0	9692.0	9957.0	1854.0
ERBB2_E15_STA101356	9679.0	15611.0	3367.0	211.0	3547.0	8824.0	20123.0	5955.0	3330.0	6178.0	3035.0	10975.0	18174.0	16596.0	17195.0	12219.0	6825.0	3735.0	2304.0	6562.0	11463.0	6231.0	5641.0	3055.0	22458.0	14552.0	1891.0	6962.0	13853.0	16967.0	2261.0
ERBB2_E16_STA101357	1849.0	3438.0	707.0	73.0	861.0	2114.0	4864.0	1281.0	539.0	1440.0	510.0	2266.0	3709.0	2778.0	4051.0	2680.0	2129.0	553.0	524.0	1944.0	2644.0	1363.0	1380.0	532.0	4970.0	2232.0	388.0	1610.0	3123.0	3765.0	516.0
ERBB2_E17_STA101642	1997.0	3635.0	596.0	31.0	578.0	2645.0	4023.0	1131.0	705.0	1140.0	595.0	2197.0	3759.0	3362.0	3530.0	2484.0	1163.0	667.0	410.0	1306.0	2369.0	1451.0	1123.0	528.0	3746.0	3257.0	314.0	1134.0	2895.0	3812.0	443.0
ERBB2_E18_STA101359	12643.0	15500.0	3244.0	232.0	4414.0	9468.0	20266.0	6523.0	3691.0	7021.0	2820.0	9151.0	14147.0	15106.0	19568.0	10679.0	5481.0	3854.0	2382.0	6622.0	11595.0	7335.0	5733.0	2555.0	19896.0	14641.0	1897.0	6612.0	13021.0	14815.0	1784.0
ERBB2_E19_STA101360	8649.0	12277.0	2260.0	226.0	3379.0	7021.0	14640.0	4104.0	2283.0	4885.0	1724.0	7494.0	12000.0	10745.0	14108.0	8289.0	4388.0	2985.0	1905.0	5933.0	9432.0	4968.0	4146.0	1936.0	13203.0	10639.0	1621.0	4553.0	10070.0	10097.0	1060.0
ERBB2_E20_STA101645	12596.0	23365.0	3723.0	330.0	3696.0	13679.0	26028.0	7259.0	4505.0	6706.0	3724.0	12620.0	19355.0	17684.0	20099.0	12926.0	6858.0	4165.0	2424.0	8507.0	10795.0	9211.0	6339.0	3888.0	20546.0	17437.0	2112.0	6175.0	13103.0	19923.0	2177.0
ERBB2_E21_STA101362	1706.0	2886.0	300.0	71.0	382.0	968.0	2166.0	1024.0	329.0	620.0	516.0	781.0	1599.0	2915.0	3011.0	1096.0	936.0	249.0	241.0	727.0	823.0	1531.0	624.0	431.0	1773.0	3444.0	275.0	1211.0	1362.0	1511.0	248.0
ERBB2_E22_STA101613	11332.0	16047.0	3439.0	258.0	4226.0	11246.0	21140.0	7206.0	3740.0	6659.0	3433.0	12243.0	19507.0	16412.0	18553.0	11446.0	6645.0	4259.0	2883.0	9046.0	12868.0	6766.0	5590.0	3798.0	24057.0	15513.0	1992.0	7455.0	14260.0	17541.0	2263.0
ERBB2_E22_STA100071	10202.0	16925.0	3876.0	379.0	3876.0	10308.0	23927.0	6243.0	3584.0	6659.0	3561.0	12092.0	19019.0	15676.0	17708.0	12452.0	6827.0	3774.0	2846.0	9665.0	10053.0	6894.0	5774.0	3744.0	21916.0	14118.0	1977.0	6505.0	13880.0	16391.0	1550.0
ERBB2_E23_STA100072	4341.0	7626.0	1427.0	96.0	1310.0	4828.0	7458.0	2208.0	1225.0	2195.0	1252.0	4371.0	7070.0	6598.0	6192.0	4328.0	2076.0	1470.0	1214.0	2470.0	3641.0	3264.0	2188.0	1069.0	6796.0	5955.0	850.0	2226.0	5045.0	6762.0	592.0
ERBB2_E23_STA100073	5967.0	10394.0	1892.0	233.0	2140.0	6905.0	12601.0	3212.0	2252.0	3282.0	1495.0	6203.0	10273.0	10470.0	10902.0	7423.0	4130.0	2176.0	1607.0	4600.0	5473.0	4867.0	3129.0	1796.0	11032.0	8977.0	1279.0	3442.0	8340.0	9996.0	1028.0
ERBB2_E23_STA100074	500.0	705.0	182.0	18.0	190.0	611.0	1234.0	268.0	155.0	349.0	132.0	565.0	979.0	775.0	921.0	712.0	328.0	188.0	162.0	464.0	554.0	544.0	366.0	170.0	1264.0	647.0	124.0	366.0	971.0	1119.0	110.0
ERBB2_E24_STA100075	3453.0	6083.0	1217.0	248.0	1095.0	4451.0	7424.0	1929.0	1320.0	1788.0	1197.0	3752.0	5348.0	5385.0	5426.0	3501.0	1838.0	938.0	874.0	2242.0	2768.0	2773.0	1723.0	1004.0	6053.0	5331.0	856.0	1683.0	3919.0	5251.0	882.0
ERBB2_E24_STA100076	9134.0	20360.0	4571.0	379.0	2561.0	11814.0	21128.0	5956.0	3206.0	4995.0	2895.0	11605.0	15050.0	14609.0	13900.0	10794.0	5249.0	4270.0	2258.0	6251.0	8893.0	6673.0	4332.0	3149.0	18236.0	14197.0	1727.0	5354.0	11594.0	17950.0	2319.0
