	D21D00904T	D21D00908T	D21D00917T	D21D00921T	D21D00937	D21D00941T	D21D00942	D21D00943	D21D00948	D21D00949	D21D00952	N21D00923	N21D00932	N21D00946	U21D00938	X21D00911	X21D00918HPV
MET_E2_STA101512	12221.0	60800.0	15584.0	22910.0	5481.0	12741.0	5813.0	7375.0	13537.0	9709.0	24466.0	19821.0	36812.0	19208.0	4030.0	29722.0	20173.0
MET_E3_STA101513	18713.0	83453.0	23549.0	30877.0	6389.0	17555.0	6408.0	8911.0	17571.0	12368.0	28478.0	26582.0	43675.0	26670.0	3941.0	35925.0	26264.0
MET_E4_STA101514	989.0	3255.0	2559.0	2601.0	584.0	1394.0	680.0	899.0	972.0	994.0	3964.0	2563.0	4954.0	2478.0	454.0	1477.0	1498.0
MET_E5_STA101515	16977.0	148386.0	20048.0	39188.0	7799.0	26160.0	8831.0	16113.0	24081.0	11116.0	42565.0	47919.0	77554.0	41654.0	7002.0	53909.0	34952.0
MET_E6_STA101516	11576.0	35766.0	11359.0	21469.0	4383.0	10035.0	3438.0	7685.0	10615.0	5977.0	17753.0	18945.0	38733.0	17276.0	2934.0	17574.0	15455.0
MET_E7_STA101517	1365.0	4940.0	2049.0	2976.0	612.0	1481.0	614.0	714.0	1587.0	797.0	3301.0	2828.0	5647.0	2750.0	424.0	2166.0	2153.0
MET_E8_STA101518	7685.0	37369.0	10897.0	15548.0	3382.0	8860.0	2858.0	5191.0	7559.0	5025.0	13933.0	13556.0	27163.0	11744.0	2434.0	21165.0	15286.0
MET_E9_STA101519	15639.0	48459.0	17605.0	27140.0	5822.0	11064.0	4349.0	7756.0	14515.0	8104.0	24551.0	25997.0	46050.0	24859.0	4477.0	21994.0	18486.0
MET_E10_STA100281	5490.0	17233.0	8195.0	11344.0	2641.0	7268.0	2579.0	4277.0	6175.0	3828.0	12554.0	10699.0	20354.0	11374.0	2358.0	8690.0	8308.0
MET_E10_STA100282	12544.0	46100.0	12710.0	27528.0	5615.0	11059.0	5156.0	9125.0	14187.0	6913.0	22620.0	24007.0	48265.0	21454.0	3237.0	20690.0	17339.0
MET_E10_STA100283	1393.0	4832.0	1931.0	2656.0	789.0	1164.0	556.0	1442.0	1383.0	1009.0	3047.0	3548.0	7434.0	3971.0	422.0	1920.0	1873.0
MET_E11_STA101520	5603.0	19582.0	8346.0	13751.0	2910.0	6860.0	2699.0	3546.0	5368.0	3597.0	12125.0	10950.0	21661.0	8097.0	2562.0	9513.0	8794.0
MET_E12_STA101521	20946.0	49163.0	20601.0	39503.0	7446.0	18200.0	7509.0	13314.0	20206.0	11373.0	34975.0	32697.0	66175.0	35070.0	5486.0	25123.0	22730.0
MET_E13_STA101522	9750.0	28972.0	12173.0	21609.0	4765.0	8828.0	4042.0	7813.0	10363.0	6002.0	16464.0	18765.0	37581.0	16637.0	3490.0	14222.0	12447.0
MET_E14_STA100284	8823.0	24567.0	10545.0	15901.0	3960.0	6427.0	2987.0	5920.0	9221.0	5106.0	12470.0	14306.0	29286.0	13976.0	2308.0	12158.0	10689.0
MET_E14_STA100285	2011.0	6351.0	3160.0	4434.0	847.0	2518.0	1037.0	1501.0	2343.0	1775.0	5622.0	4775.0	8420.0	4199.0	997.0	3065.0	2683.0
MET_E14_STA100286	5384.0	19994.0	8686.0	13611.0	2172.0	6906.0	3005.0	3735.0	5194.0	3952.0	13534.0	11011.0	21177.0	9166.0	2240.0	9546.0	8979.0
MET_E14_STA100287	1591.0	7517.0	3060.0	3403.0	754.0	1857.0	756.0	1013.0	1486.0	1148.0	3300.0	3491.0	5594.0	2222.0	578.0	3523.0	2929.0
MET_E15_STA101628	7777.0	39690.0	15286.0	18830.0	3489.0	11863.0	3977.0	5862.0	8642.0	6130.0	18166.0	15951.0	26563.0	13224.0	2816.0	19569.0	17556.0
MET_E15_STA100289	11628.0	58073.0	13232.0	22946.0	4012.0	9994.0	4802.0	8228.0	13584.0	7179.0	20190.0	22325.0	42903.0	20219.0	3089.0	17175.0	13125.0
MET_E15_STA100290	8662.0	30978.0	9343.0	18221.0	3151.0	7614.0	3351.0	6478.0	9185.0	4759.0	15568.0	18817.0	32982.0	15707.0	2198.0	13069.0	11552.0
MET_E16_STA100291	13035.0	48523.0	19466.0	22870.0	5930.0	11208.0	4742.0	6685.0	12867.0	8568.0	20247.0	21138.0	35221.0	20464.0	3267.0	26350.0	20530.0
MET_E16_STA100292	11513.0	33893.0	16216.0	24734.0	4739.0	10717.0	4357.0	6751.0	11297.0	6866.0	21556.0	23938.0	47835.0	20417.0	3804.0	14003.0	14226.0
MET_E17_STA100293	16288.0	59089.0	18525.0	33297.0	6665.0	15144.0	6699.0	11525.0	17481.0	10112.0	25797.0	28662.0	60242.0	28812.0	4638.0	26262.0	21922.0
MET_E17_STA100294	20245.0	88472.0	30956.0	43035.0	8944.0	27456.0	9950.0	14402.0	22826.0	15219.0	39976.0	31753.0	68081.0	31098.0	7239.0	37177.0	31159.0
MET_E17_STA100295	12789.0	78938.0	17413.0	23258.0	5780.0	13793.0	5154.0	7953.0	14802.0	9802.0	23401.0	21104.0	37418.0	21247.0	3651.0	25648.0	19047.0
MET_E18_STA100296	13301.0	49169.0	14139.0	28321.0	6044.0	13074.0	5206.0	10531.0	13711.0	7689.0	23663.0	28787.0	53528.0	27827.0	3164.0	24124.0	19066.0
MET_E18_STA100297	7141.0	31288.0	12341.0	16595.0	3863.0	10144.0	4004.0	6454.0	6716.0	6013.0	16102.0	15812.0	33258.0	13831.0	2987.0	16506.0	13500.0
MET_E19_STA100298	19019.0	77380.0	24844.0	36445.0	8080.0	18553.0	8048.0	14380.0	21896.0	13660.0	27785.0	34292.0	73897.0	38039.0	5807.0	39479.0	30690.0
MET_E19_STA100299	12248.0	45253.0	16696.0	21323.0	6217.0	12749.0	4786.0	7360.0	13274.0	9118.0	21402.0	20414.0	37809.0	20797.0	4346.0	25341.0	19427.0
MET_E19_STA100300	10301.0	37042.0	10828.0	16215.0	4978.0	8561.0	3223.0	6951.0	10048.0	6478.0	14085.0	17568.0	34417.0	16434.0	2826.0	17722.0	14472.0
MET_E20_STA101619	23693.0	75003.0	21500.0	38932.0	8844.0	18906.0	7325.0	14450.0	22617.0	12446.0	35719.0	34828.0	76504.0	34173.0	5865.0	29428.0	28000.0
MET_E20_STA100302	2438.0	12327.0	4063.0	6281.0	1117.0	4064.0	1566.0	2313.0	3343.0	2465.0	6771.0	5957.0	10785.0	4913.0	1120.0	3856.0	4485.0
MET_E21_STA101523	7089.0	47500.0	8545.0	14963.0	3132.0	8462.0	2702.0	5434.0	8590.0	3989.0	14027.0	16514.0	27761.0	15371.0	1914.0	13136.0	9359.0
BRAF_E15_STA100303	2450.0	7236.0	3969.0	6207.0	1466.0	1936.0	1012.0	2593.0	2551.0	1655.0	5738.0	8576.0	11020.0	6543.0	870.0	2647.0	3120.0
BRAF_E15_STA100304	7662.0	20687.0	8278.0	14574.0	2705.0	5639.0	1714.0	3904.0	6289.0	3682.0	10825.0	13451.0	15973.0	11049.0	1573.0	9581.0	8880.0
BRAF_E11_STA100305	12126.0	59484.0	14657.0	23229.0	5964.0	12641.0	4589.0	8187.0	12283.0	8379.0	22094.0	23568.0	31396.0	22105.0	2890.0	30200.0	23585.0
BRAF_E11_STA100306	7580.0	26999.0	13326.0	16158.0	3497.0	10223.0	4994.0	6798.0	7685.0	5818.0	18384.0	15850.0	23572.0	14326.0	3477.0	13961.0	13065.0
FGFR1_E19_STA101524	2134.0	28174.0	3275.0	7608.0	2705.0	8951.0	1541.0	6456.0	9281.0	2153.0	8612.0	15775.0	27919.0	16220.0	1590.0	16122.0	9588.0
FGFR1_E18_STA101525	2124.0	18442.0	2631.0	8055.0	1582.0	7245.0	1610.0	4451.0	7048.0	1378.0	9752.0	15610.0	22734.0	12574.0	1542.0	9588.0	6386.0
FGFR1_E17_STA101526	696.0	6409.0	1700.0	2968.0	582.0	4403.0	827.0	2059.0	3002.0	497.0	4962.0	5790.0	9473.0	5090.0	497.0	3323.0	2971.0
FGFR1_E16_STA101527	1951.0	19585.0	2258.0	6623.0	1667.0	7372.0	1057.0	3242.0	6807.0	1256.0	8186.0	13540.0	16977.0	10763.0	947.0	10827.0	6791.0
FGFR1_E15_STA101528	2211.0	25573.0	3796.0	7402.0	1759.0	12414.0	2280.0	4762.0	7945.0	1512.0	9805.0	14566.0	20718.0	12376.0	1758.0	18911.0	9622.0
FGFR1_E14_STA103263	600.0	6121.0	960.0	2293.0	677.0	2659.0	405.0	1417.0	2260.0	419.0	2655.0	5669.0	7961.0	4028.0	376.0	3294.0	1699.0
FGFR1_E13_STA101530	7128.0	60310.0	9957.0	17906.0	6233.0	26520.0	4189.0	9105.0	19454.0	4813.0	24887.0	34920.0	43958.0	32534.0	3227.0	47203.0	20852.0
FGFR1_E12_STA101531	4249.0	28564.0	5487.0	10357.0	3618.0	11960.0	2203.0	6754.0	11826.0	2436.0	12491.0	20189.0	31300.0	18376.0	2353.0	14745.0	10400.0
FGFR1_E11_STA101532	2446.0	20461.0	5293.0	9062.0	2103.0	11820.0	2050.0	4689.0	8193.0	2269.0	10354.0	14427.0	23163.0	12011.0	1798.0	12795.0	8762.0
FGFR1_E10_STA101533	5895.0	48154.0	7944.0	15891.0	4305.0	24980.0	4254.0	7718.0	16991.0	4048.0	16854.0	26622.0	40917.0	23136.0	2838.0	32448.0	17789.0
FGFR1_E9_STA101534	7065.0	55536.0	8242.0	16831.0	4296.0	25004.0	4209.0	9356.0	17117.0	3397.0	23608.0	33880.0	46757.0	28959.0	2950.0	38765.0	21727.0
FGFR1_E8_STA101535	2640.0	14822.0	2852.0	6832.0	1767.0	6146.0	1673.0	4285.0	6975.0	1786.0	9802.0	14358.0	21663.0	13349.0	662.0	7314.0	5449.0
FGFR1_E7_STA101536	1891.0	10442.0	4788.0	6372.0	1175.0	8150.0	1963.0	2952.0	4725.0	1841.0	8893.0	11293.0	17450.0	10776.0	1635.0	7027.0	4362.0
FGFR1_E6_STA101537	3919.0	25548.0	5779.0	9555.0	2268.0	14270.0	2636.0	3789.0	8704.0	2145.0	11874.0	15833.0	19980.0	14133.0	1906.0	19426.0	10553.0
FGFR1_E5_STA101538	5150.0	30034.0	7650.0	13739.0	4825.0	12950.0	3324.0	8074.0	15960.0	4169.0	17537.0	28597.0	39763.0	28646.0	2676.0	16932.0	10783.0
FGFR1_E4_STA101539	5477.0	48102.0	6945.0	14932.0	5092.0	17964.0	3195.0	12111.0	19604.0	3698.0	20047.0	32021.0	51674.0	27291.0	2293.0	29670.0	16286.0
FGFR1_E3_STA101540	10629.0	65485.0	12624.0	28608.0	5603.0	30292.0	5087.0	11665.0	24915.0	5798.0	35452.0	44895.0	65745.0	42813.0	4258.0	37132.0	24804.0
TYRP1_E8_STA100307	5289.0	10345.0	5674.0	8964.0	2310.0	5424.0	1468.0	3891.0	4136.0	2593.0	11368.0	10119.0	6903.0	8364.0	1219.0	7323.0	8033.0
TYRP1_E8_STA100308	1643.0	3076.0	3950.0	4409.0	798.0	3316.0	983.0	1916.0	1508.0	1276.0	7819.0	4214.0	3791.0	3792.0	848.0	2277.0	2741.0
TYRP1_E8_STA100309	9698.0	19113.0	14254.0	15016.0	4667.0	12365.0	3683.0	7536.0	7416.0	6584.0	19850.0	14937.0	12849.0	14369.0	2627.0	13659.0	16604.0
CDKN2A_E2_STA101212	3155.0	23438.0	3963.0	7157.0	2912.0	7454.0	2318.0	6696.0	5526.0	3327.0	6458.0	12363.0	2588.0	11754.0	1551.0	9939.0	10054.0
CDKN2A_E2_STA101631	4.0	28.0	4.0	8.0	0.0	10.0	2.0	2.0	4.0	0.0	3.0	16.0	4.0	4.0	2.0	6.0	2.0
CDKN2A_E2_STA101214	33.0	299.0	67.0	182.0	62.0	95.0	29.0	135.0	88.0	17.0	158.0	373.0	48.0	284.0	14.0	92.0	138.0
CDKN2A_E2_STA101215	2010.0	16285.0	4322.0	6434.0	1717.0	7669.0	1443.0	5941.0	3585.0	2112.0	6020.0	11129.0	2118.0	10269.0	1496.0	6514.0	6396.0
CDKN2A_E1_STA101216	2409.0	22681.0	3604.0	7368.0	2727.0	7403.0	1596.0	4868.0	4765.0	2269.0	6460.0	11238.0	1900.0	9239.0	1430.0	10454.0	9510.0
CDKN2A_E1_STA101217	4473.0	31815.0	4590.0	8677.0	3440.0	10608.0	2594.0	10077.0	7742.0	3724.0	8894.0	16821.0	4079.0	16812.0	1735.0	10498.0	11192.0
CDKN2A_E1_STA103232	989.0	7658.0	1002.0	2324.0	1031.0	2470.0	572.0	2362.0	1564.0	785.0	2488.0	3705.0	1064.0	3714.0	454.0	1983.0	2592.0
GNAQ_E6_STA101620	8272.0	25485.0	10851.0	14879.0	3099.0	12001.0	2935.0	6393.0	6613.0	3807.0	24603.0	17928.0	19558.0	15371.0	2574.0	13744.0	12853.0
GNAQ_E6_STA100311	25787.0	59669.0	30006.0	46259.0	10409.0	34581.0	8861.0	23868.0	26244.0	12769.0	60811.0	51147.0	73372.0	51482.0	7271.0	36788.0	38701.0
GNAQ_E6_STA100312	24496.0	52535.0	19821.0	34995.0	9437.0	11090.0	6986.0	21920.0	20545.0	10826.0	45696.0	45392.0	62959.0	39068.0	6043.0	37205.0	29256.0
GNAQ_E5_STA100313	16929.0	36511.0	19082.0	23895.0	7471.0	19186.0	5032.0	9633.0	12585.0	9506.0	34843.0	26780.0	32417.0	26295.0	3888.0	24309.0	25085.0
GNAQ_E5_STA100314	10525.0	16644.0	10464.0	17852.0	3755.0	10265.0	2889.0	6797.0	8870.0	4974.0	19342.0	15551.0	21919.0	17236.0	2381.0	10942.0	14461.0
GNAQ_E5_STA100315	3169.0	7476.0	7058.0	7090.0	2063.0	4913.0	1614.0	2839.0	2637.0	2534.0	9678.0	7658.0	8949.0	5732.0	1216.0	5056.0	6420.0
GNAQ_E4_STA100316	5922.0	12993.0	7530.0	11334.0	2537.0	6532.0	2371.0	6030.0	5747.0	3235.0	16347.0	15177.0	21033.0	13177.0	1976.0	6850.0	7871.0
GNAQ_E4_STA100317	12908.0	40490.0	14276.0	23974.0	5326.0	15473.0	4870.0	13651.0	11646.0	6277.0	31951.0	32987.0	38543.0	26170.0	3557.0	18018.0	19175.0
GNAQ_E4_STA100318	9121.0	42124.0	12024.0	16757.0	4832.0	15177.0	4131.0	9638.0	8437.0	6137.0	25684.0	18255.0	23582.0	16253.0	2719.0	24233.0	19217.0
NOTCH1_E34_STA101219	920.0	15733.0	2220.0	2346.0	1216.0	6032.0	630.0	4314.0	2560.0	1259.0	5251.0	6801.0	10936.0	5670.0	515.0	6593.0	4373.0
NOTCH1_E34_STA101220	1039.0	16875.0	893.0	2304.0	953.0	4500.0	677.0	3621.0	2788.0	922.0	5983.0	6870.0	10369.0	6408.0	359.0	6516.0	4616.0
NOTCH1_E34_STA101221	1759.0	24853.0	1915.0	3608.0	2106.0	6272.0	953.0	7347.0	4703.0	1604.0	7890.0	11365.0	18796.0	10173.0	702.0	7929.0	6814.0
NOTCH1_E34_STA101222	480.0	6203.0	695.0	1019.0	714.0	1910.0	282.0	1975.0	1147.0	595.0	3060.0	3417.0	5135.0	2474.0	309.0	2082.0	2026.0
NOTCH1_E34_STA101223	156.0	4009.0	514.0	749.0	459.0	910.0	218.0	1350.0	926.0	306.0	1630.0	2763.0	3528.0	1878.0	164.0	1366.0	1196.0
NOTCH1_E34_STA101224	278.0	4735.0	405.0	758.0	312.0	1176.0	166.0	1468.0	860.0	314.0	1637.0	2639.0	4585.0	2160.0	102.0	1852.0	1250.0
NOTCH1_E34_STA101225	3663.0	72125.0	5019.0	9099.0	4384.0	16087.0	2276.0	18117.0	12359.0	4346.0	23125.0	30176.0	53842.0	27380.0	1545.0	26382.0	16955.0
NOTCH1_E34_STA101226	1281.0	30811.0	3345.0	3874.0	2363.0	10310.0	1392.0	8242.0	4353.0	2080.0	11278.0	12301.0	22040.0	9974.0	871.0	10732.0	8589.0
NOTCH1_E34_STA101227	103.0	3772.0	450.0	202.0	348.0	1107.0	155.0	891.0	489.0	334.0	1259.0	1380.0	2136.0	1094.0	78.0	1316.0	989.0
NOTCH1_E34_STA101228	474.0	6362.0	633.0	1147.0	572.0	1431.0	328.0	2376.0	1226.0	420.0	2355.0	3548.0	5187.0	2950.0	114.0	2465.0	1522.0
NOTCH1_E34_STA101229	1842.0	51423.0	4092.0	6093.0	2788.0	11749.0	1797.0	11263.0	7164.0	3214.0	16587.0	20566.0	28191.0	17876.0	739.0	21406.0	12130.0
NOTCH1_E34_STA101230	202.0	4312.0	411.0	977.0	681.0	1260.0	274.0	2004.0	787.0	435.0	1561.0	3051.0	5571.0	3186.0	120.0	1389.0	953.0
NOTCH1_E34_STA101231	6.0	212.0	30.0	22.0	18.0	46.0	10.0	66.0	20.0	18.0	74.0	107.0	107.0	56.0	8.0	104.0	66.0
NOTCH1_E34_STA101232	1872.0	41622.0	3515.0	6762.0	3517.0	14599.0	1665.0	10998.0	8465.0	2659.0	16105.0	19263.0	33265.0	16858.0	1394.0	21144.0	14803.0
NOTCH1_E34_STA101233	188.0	4630.0	262.0	416.0	312.0	1008.0	108.0	1259.0	519.0	202.0	1329.0	1963.0	3239.0	1660.0	64.0	1407.0	977.0
NOTCH1_E33_STA101234	1898.0	35636.0	2517.0	4909.0	2948.0	7937.0	1050.0	9890.0	5546.0	1927.0	12560.0	17441.0	29118.0	12701.0	978.0	13251.0	8002.0
NOTCH1_E32_STA101235	2759.0	49534.0	4058.0	6534.0	3189.0	13225.0	1863.0	14928.0	8451.0	3370.0	14305.0	21531.0	38654.0	20362.0	916.0	20944.0	13047.0
NOTCH1_E32_STA101236	2038.0	51206.0	3705.0	5133.0	3079.0	14530.0	1786.0	11617.0	6995.0	3975.0	16232.0	17141.0	31668.0	15083.0	937.0	18374.0	14090.0
NOTCH1_E32_STA101237	870.0	20550.0	1654.0	2030.0	1207.0	6630.0	698.0	4561.0	2799.0	1636.0	6815.0	6940.0	12632.0	5849.0	543.0	7738.0	5706.0
NOTCH1_E31_STA101690	1041.0	30005.0	2229.0	3932.0	2245.0	7561.0	1316.0	11139.0	5292.0	2062.0	8165.0	14040.0	28542.0	13169.0	794.0	9560.0	7334.0
NOTCH1_E31_STA101240	1044.0	12748.0	1208.0	2627.0	979.0	3856.0	654.0	5016.0	2733.0	1010.0	6388.0	8698.0	15449.0	7558.0	489.0	4038.0	3732.0
NOTCH1_E31_STA101241	279.0	4969.0	481.0	918.0	387.0	2003.0	324.0	1650.0	1455.0	415.0	2899.0	3010.0	4978.0	2094.0	223.0	1617.0	1573.0
NOTCH1_E30_STA101242	386.0	7888.0	762.0	1733.0	710.0	2189.0	334.0	3835.0	1785.0	486.0	3710.0	4896.0	9209.0	4878.0	212.0	2279.0	2245.0
NOTCH1_E30_STA101243	999.0	20258.0	1842.0	3285.0	1756.0	5723.0	934.0	7633.0	3790.0	1547.0	8367.0	10303.0	17625.0	10358.0	452.0	8120.0	6045.0
NOTCH1_E30_STA101244	581.0	12281.0	867.0	1808.0	823.0	2879.0	528.0	4150.0	1983.0	676.0	5401.0	7187.0	11232.0	6439.0	346.0	3929.0	3331.0
NOTCH1_E29_STA102034	210.0	4896.0	580.0	850.0	315.0	1777.0	184.0	1331.0	823.0	340.0	2044.0	2171.0	3246.0	1635.0	109.0	1781.0	1400.0
NOTCH1_E28_STA102025	194.0	4164.0	486.0	682.0	361.0	1192.0	176.0	1376.0	722.0	315.0	1816.0	2313.0	3938.0	1696.0	124.0	1119.0	1144.0
NOTCH1_E28_STA103230	1170.0	19540.0	1836.0	2558.0	1622.0	5404.0	730.0	5998.0	3743.0	1486.0	6471.0	9723.0	15574.0	8689.0	368.0	7427.0	5758.0
NOTCH1_E27_STA102032	590.0	8154.0	1494.0	1470.0	751.0	3819.0	706.0	3298.0	1559.0	747.0	5063.0	5280.0	9116.0	5169.0	251.0	3242.0	2743.0
NOTCH1_E27_STA101250	2293.0	38392.0	3615.0	5816.0	3074.0	11341.0	2103.0	11785.0	6826.0	2869.0	15866.0	19491.0	30114.0	16958.0	852.0	14968.0	10709.0
NOTCH1_E27_STA102038	1363.0	22322.0	1830.0	3534.0	1562.0	6531.0	1018.0	5887.0	3273.0	1314.0	8940.0	9586.0	15436.0	8554.0	579.0	8905.0	6596.0
NOTCH1_E26_STA101252	445.0	15507.0	1260.0	1824.0	876.0	4867.0	650.0	4153.0	2279.0	1125.0	4812.0	5812.0	9979.0	4372.0	650.0	5920.0	4563.0
NOTCH1_E26_STA102017	0.0	48.0	0.0	7.0	4.0	9.0	2.0	19.0	6.0	3.0	9.0	24.0	53.0	22.0	2.0	8.0	15.0
NOTCH1_E26_STA102027	193.0	3079.0	372.0	638.0	165.0	901.0	203.0	890.0	513.0	183.0	1527.0	1774.0	2764.0	1096.0	150.0	1070.0	965.0
NOTCH1_E26_STA102036	267.0	4456.0	549.0	873.0	312.0	1365.0	326.0	1253.0	738.0	299.0	2176.0	2572.0	3892.0	1808.0	270.0	1669.0	1420.0
NOTCH1_E26_STA101256	478.0	16138.0	2064.0	2582.0	1102.0	6976.0	999.0	5383.0	2422.0	1417.0	9160.0	10007.0	15134.0	6940.0	620.0	4989.0	4476.0
NOTCH1_E26_STA102021	181.0	7316.0	488.0	1396.0	434.0	2069.0	233.0	2807.0	1418.0	572.0	2814.0	3919.0	6162.0	2945.0	142.0	2341.0	2176.0
NOTCH1_E25_STA101258	1021.0	24626.0	1803.0	3035.0	1287.0	5475.0	845.0	6845.0	4045.0	1478.0	7455.0	10416.0	19138.0	9611.0	183.0	8652.0	6136.0
NOTCH1_E25_STA101259	746.0	24555.0	2503.0	3470.0	1945.0	8651.0	1168.0	7316.0	3405.0	1544.0	10465.0	12717.0	19376.0	8015.0	774.0	9194.0	6657.0
NOTCH1_E25_STA101260	1864.0	37834.0	1919.0	4825.0	1946.0	8514.0	1145.0	9621.0	5983.0	1813.0	11293.0	16839.0	25442.0	11422.0	474.0	15066.0	9028.0
NOTCH1_E25_STA101261	1019.0	28839.0	2751.0	3370.0	1707.0	10254.0	1302.0	6817.0	3979.0	2152.0	8485.0	10130.0	17877.0	8188.0	876.0	10459.0	7694.0
NOTCH1_E25_STA102030	609.0	12688.0	1304.0	1725.0	890.0	3203.0	651.0	3603.0	2160.0	698.0	5015.0	7837.0	11790.0	5984.0	242.0	3386.0	3255.0
NOTCH1_E25_STA101263	181.0	5414.0	772.0	882.0	405.0	1913.0	382.0	1668.0	818.0	919.0	2181.0	3332.0	4412.0	2191.0	90.0	1817.0	1779.0
NOTCH1_E25_STA101667	80.0	3077.0	435.0	498.0	182.0	1176.0	222.0	885.0	419.0	514.0	1067.0	1539.0	2202.0	1058.0	49.0	961.0	914.0
NOTCH1_E24_STA102029	1073.0	22187.0	1677.0	3218.0	1717.0	5673.0	684.0	7563.0	3624.0	1441.0	7437.0	10299.0	19314.0	8662.0	430.0	5951.0	5274.0
NOTCH1_E24_STA101707	1927.0	38488.0	3655.0	4792.0	2671.0	10162.0	1271.0	11282.0	6436.0	3037.0	14109.0	17534.0	31964.0	15724.0	891.0	12056.0	8894.0
NOTCH1_E24_STA101267	293.0	8486.0	968.0	1049.0	581.0	3289.0	493.0	2465.0	1091.0	699.0	2855.0	3276.0	5738.0	2283.0	178.0	3349.0	2692.0
NOTCH1_E23_STA101268	728.0	25050.0	2053.0	2940.0	1677.0	6962.0	894.0	6875.0	3586.0	1573.0	7197.0	10114.0	16173.0	7557.0	572.0	10178.0	7287.0
NOTCH1_E23_STA101269	739.0	17501.0	1326.0	2354.0	1421.0	4962.0	905.0	4855.0	2827.0	1257.0	5811.0	7114.0	10385.0	5943.0	364.0	8288.0	5691.0
NOTCH1_E23_STA101270	623.0	12866.0	839.0	1319.0	1001.0	3151.0	340.0	3903.0	2536.0	1029.0	3859.0	6557.0	9533.0	5280.0	258.0	4502.0	3410.0
NOTCH1_E22_STA101272	324.0	7963.0	511.0	980.0	893.0	2920.0	370.0	2682.0	1421.0	544.0	3172.0	4478.0	6987.0	3132.0	228.0	3806.0	2810.0
NOTCH1_E22_STA101691	554.0	21409.0	1312.0	2276.0	1650.0	4032.0	722.0	5835.0	3557.0	1714.0	5177.0	8641.0	13623.0	6442.0	296.0	7424.0	5585.0
NOTCH1_E21_STA101274	819.0	23340.0	1883.0	2515.0	1486.0	7233.0	845.0	5397.0	3465.0	1579.0	6437.0	7598.0	15612.0	6377.0	549.0	9731.0	6642.0
NOTCH1_E21_STA101706	1257.0	24239.0	1505.0	3309.0	1843.0	4735.0	1142.0	7239.0	4478.0	1865.0	7037.0	11064.0	18739.0	8766.0	798.0	7838.0	6109.0
NOTCH1_E21_STA101276	172.0	5294.0	372.0	821.0	489.0	1908.0	280.0	1349.0	960.0	422.0	2193.0	2794.0	3971.0	1796.0	187.0	2095.0	1862.0
NOTCH1_E21_STA101277	236.0	8931.0	804.0	1368.0	808.0	3438.0	456.0	3144.0	1610.0	763.0	3677.0	4565.0	7253.0	2962.0	373.0	3939.0	2757.0
NOTCH1_E20_STA101278	392.0	10987.0	794.0	1341.0	1002.0	2473.0	466.0	3178.0	1835.0	724.0	3788.0	4929.0	8347.0	3979.0	170.0	3355.0	2530.0
NOTCH1_E20_STA101279	2761.0	74119.0	5326.0	6215.0	5603.0	19318.0	2934.0	19082.0	12166.0	4581.0	20430.0	27507.0	43860.0	22147.0	1199.0	33225.0	20781.0
NOTCH1_E19_STA101280	512.0	8562.0	837.0	1374.0	696.0	2218.0	303.0	3040.0	1804.0	851.0	3443.0	5153.0	7849.0	4047.0	294.0	2366.0	2355.0
NOTCH1_E19_STA102018	360.0	3775.0	272.0	611.0	244.0	1078.0	212.0	1354.0	886.0	370.0	1854.0	2558.0	4157.0	1614.0	76.0	1013.0	1078.0
NOTCH1_E19_STA101283	782.0	17323.0	1707.0	2750.0	973.0	5702.0	498.0	3875.0	4009.0	1170.0	7132.0	12085.0	15012.0	4694.0	541.0	5072.0	5534.0
NOTCH1_E18_STA101704	527.0	12452.0	851.0	1851.0	1137.0	3203.0	551.0	4627.0	2444.0	835.0	4156.0	5734.0	10221.0	5782.0	349.0	4527.0	3578.0
NOTCH1_E18_STA101285	408.0	12666.0	1405.0	1796.0	1082.0	5068.0	824.0	4497.0	2056.0	1048.0	5823.0	6954.0	11718.0	4543.0	306.0	5333.0	4094.0
NOTCH1_E18_STA101286	1691.0	47679.0	2729.0	4963.0	3170.0	10659.0	1599.0	12188.0	8241.0	3655.0	11902.0	17440.0	33019.0	16033.0	856.0	22166.0	12449.0
NOTCH1_E17_STA101287	211.0	3739.0	426.0	649.0	484.0	1284.0	165.0	1880.0	870.0	404.0	1907.0	2807.0	6556.0	1983.0	111.0	1415.0	1150.0
NOTCH1_E17_STA101288	235.0	7748.0	884.0	951.0	427.0	2681.0	403.0	1987.0	1147.0	584.0	2873.0	3477.0	5042.0	2133.0	203.0	2501.0	1962.0
NOTCH1_E16_STA101692	178.0	3928.0	482.0	607.0	260.0	1172.0	132.0	1176.0	785.0	440.0	1548.0	1855.0	3270.0	1652.0	98.0	1433.0	1305.0
NOTCH1_E16_STA101290	2152.0	45145.0	2935.0	5966.0	2693.0	14051.0	2106.0	11043.0	7246.0	2974.0	14685.0	18957.0	29398.0	15125.0	1154.0	18394.0	13154.0
NOTCH1_E15_STA101292	684.0	15341.0	823.0	1563.0	1233.0	3166.0	707.0	5545.0	1934.0	674.0	3519.0	6260.0	11339.0	5490.0	322.0	5167.0	3521.0
NOTCH1_E15_STA101293	434.0	8092.0	664.0	1029.0	511.0	2069.0	317.0	2388.0	1337.0	502.0	2791.0	3754.0	7121.0	3038.0	145.0	2811.0	1953.0
