	D21D00904T	D21D00908T	D21D00917T	D21D00921T	D21D00937	D21D00941T	D21D00942	D21D00943	D21D00948	D21D00949	D21D00952	N21D00923	N21D00932	N21D00946	U21D00938	X21D00911	X21D00918HPV
NF1_E27_STA100862	3487.0	5945.0	3158.0	5505.0	1349.0	2544.0	1251.0	2518.0	2552.0	1739.0	6598.0	6228.0	12017.0	7552.0	1397.0	3346.0	3028.0
NF1_E27_STA100863	10849.0	27596.0	11898.0	18244.0	4557.0	10416.0	3585.0	7967.0	9481.0	6498.0	18934.0	21085.0	28343.0	19820.0	3532.0	17854.0	13079.0
NF1_E27_STA100864	1176.0	5216.0	2957.0	2807.0	804.0	2574.0	909.0	1551.0	1640.0	1331.0	3901.0	3437.0	5459.0	3572.0	963.0	4029.0	2571.0
NF1_E27_STA100865	9409.0	26087.0	10729.0	16363.0	4239.0	7839.0	3725.0	6319.0	7406.0	4872.0	13742.0	17687.0	24420.0	15620.0	2164.0	18980.0	13990.0
NF1_E28_STA100866	1928.0	3512.0	2582.0	3669.0	1032.0	1664.0	802.0	1972.0	1793.0	1677.0	3782.0	5283.0	8171.0	5382.0	913.0	2548.0	2584.0
NF1_E28_STA100867	13628.0	23692.0	14441.0	26028.0	6020.0	12455.0	5168.0	10623.0	11715.0	7233.0	25338.0	25234.0	35724.0	23238.0	3381.0	19814.0	17141.0
NF1_E29_STA100868	12841.0	31827.0	14221.0	20860.0	6027.0	11075.0	3871.0	7998.0	10858.0	6764.0	20313.0	24006.0	35393.0	24271.0	3338.0	25657.0	16827.0
NF1_E29_STA100869	2393.0	7411.0	3625.0	5455.0	1452.0	3066.0	1303.0	2003.0	2030.0	1557.0	6305.0	5596.0	7050.0	4118.0	916.0	7078.0	5348.0
NF1_E30_STA100870	1926.0	5840.0	2462.0	4738.0	1331.0	2138.0	1142.0	2086.0	1550.0	1259.0	4211.0	6766.0	7963.0	4995.0	634.0	3722.0	2766.0
NF1_E30_STA100871	1712.0	4027.0	2175.0	3034.0	686.0	1952.0	820.0	1373.0	1353.0	1019.0	4530.0	3923.0	5127.0	2833.0	560.0	2911.0	2705.0
NF1_E30_STA100872	1337.0	4114.0	2240.0	2699.0	844.0	1506.0	490.0	730.0	1023.0	1080.0	2698.0	3003.0	4123.0	3321.0	458.0	2769.0	2352.0
NF1_E31_STA100873	2172.0	4956.0	3989.0	3684.0	1054.0	2490.0	1140.0	1814.0	1689.0	1662.0	4557.0	4409.0	6421.0	4289.0	743.0	4161.0	3634.0
NF1_E32_STA100874	18363.0	52702.0	19488.0	27039.0	9261.0	14013.0	5261.0	11730.0	13853.0	11622.0	22433.0	27700.0	45378.0	30566.0	5037.0	38787.0	28038.0
NF1_E32_STA100875	19025.0	39945.0	19093.0	24792.0	9337.0	11940.0	4497.0	11471.0	13709.0	11155.0	22358.0	24968.0	42510.0	26729.0	4074.0	34862.0	24482.0
NF1_E32_STA100876	12382.0	29757.0	12843.0	20015.0	5147.0	8302.0	3405.0	6542.0	9537.0	7533.0	15406.0	22952.0	29312.0	21367.0	2503.0	22599.0	19017.0
NF1_E33_STA101832	8725.0	22550.0	17471.0	17204.0	3761.0	9693.0	3767.0	5798.0	6099.0	7199.0	17315.0	16729.0	20763.0	13257.0	3108.0	19667.0	16504.0
NF1_E33_STA101823	14038.0	35786.0	28931.0	28331.0	6221.0	16519.0	6336.0	10088.0	9903.0	11707.0	28221.0	27180.0	34500.0	22163.0	5278.0	32028.0	26529.0
NF1_E33_STA100879	4170.0	11487.0	6737.0	6348.0	2050.0	4005.0	1198.0	2336.0	3201.0	2996.0	6219.0	7164.0	8095.0	6120.0	1156.0	10185.0	6665.0
NF1_E34_STA100880	5346.0	12413.0	6350.0	8146.0	1961.0	3714.0	1432.0	2985.0	3880.0	3175.0	8432.0	10817.0	14206.0	9009.0	1267.0	8397.0	7064.0
NF1_E34_STA100881	5513.0	16093.0	10235.0	11196.0	2704.0	7382.0	2558.0	4222.0	5396.0	5556.0	11889.0	9937.0	15488.0	9574.0	2058.0	15325.0	12337.0
NF1_E34_STA100882	7277.0	20138.0	10726.0	10949.0	3609.0	6048.0	2577.0	4045.0	5840.0	4735.0	11543.0	12168.0	16020.0	11346.0	1969.0	16310.0	11811.0
NF1_E35_STA100883	1773.0	3923.0	2664.0	4177.0	993.0	1814.0	768.0	1823.0	1682.0	1107.0	4121.0	5445.0	7559.0	4245.0	770.0	2624.0	2624.0
NF1_E35_STA100884	8014.0	14603.0	7462.0	12187.0	3053.0	5438.0	1973.0	4055.0	6070.0	4060.0	10941.0	12751.0	18899.0	10784.0	1629.0	11565.0	8866.0
NF1_E35_STA100885	7755.0	13654.0	10819.0	11418.0	2876.0	6845.0	3407.0	4696.0	6323.0	5134.0	14242.0	12406.0	20450.0	13779.0	2756.0	11500.0	10248.0
NF1_E36_STA101837	8827.0	20806.0	10487.0	16094.0	3274.0	6563.0	2858.0	5116.0	7349.0	5027.0	13097.0	18496.0	18165.0	14630.0	2228.0	15387.0	11760.0
NF1_E36_STA100887	4629.0	9613.0	5311.0	7619.0	1712.0	2983.0	1305.0	2446.0	3443.0	2157.0	6287.0	8537.0	6386.0	6624.0	1288.0	6477.0	5032.0
NF1_E37_STA100888	2056.0	4322.0	3167.0	5300.0	1018.0	1646.0	998.0	1710.0	1974.0	1379.0	4613.0	7182.0	8850.0	5185.0	812.0	3174.0	2660.0
NF1_E37_STA100889	790.0	2317.0	1931.0	1566.0	362.0	1098.0	378.0	528.0	710.0	780.0	2631.0	2190.0	3560.0	1799.0	383.0	1535.0	1385.0
NF1_E37_STA100890	4932.0	17303.0	5693.0	9873.0	1761.0	4580.0	1847.0	3831.0	4417.0	2926.0	8663.0	11601.0	14719.0	9182.0	1430.0	8130.0	5735.0
NF1_E37_STA100891	10060.0	48820.0	12326.0	18891.0	5126.0	12460.0	4281.0	8098.0	9637.0	6238.0	21499.0	24795.0	27988.0	22765.0	3050.0	26637.0	17208.0
NF1_E37_STA100893	3953.0	14916.0	3573.0	5989.0	1916.0	4584.0	1298.0	3284.0	3287.0	2543.0	7125.0	8387.0	13508.0	8490.0	968.0	8114.0	5036.0
NF1_E38_STA100894	5376.0	20356.0	7835.0	9557.0	2605.0	7289.0	2645.0	4597.0	4580.0	3143.0	11712.0	10198.0	16433.0	9203.0	1729.0	15697.0	10185.0
NF1_E38_STA100895	3892.0	14997.0	5130.0	7823.0	1979.0	4874.0	1855.0	3864.0	3853.0	2473.0	8461.0	9091.0	14162.0	8311.0	1256.0	8948.0	6318.0
NF1_E38_STA100896	5807.0	25883.0	6286.0	10028.0	2730.0	7399.0	2295.0	4938.0	5243.0	3061.0	11965.0	15246.0	19077.0	14237.0	1600.0	12809.0	8605.0
NF1_E38_STA100897	2765.0	19024.0	6175.0	8890.0	1506.0	6145.0	2270.0	3689.0	3361.0	2883.0	13683.0	13232.0	14068.0	9546.0	1521.0	9004.0	6885.0
NF1_E38_STA100898	3405.0	11592.0	5451.0	6140.0	1448.0	5383.0	2037.0	2536.0	3512.0	2183.0	8888.0	9265.0	11034.0	8375.0	1424.0	7325.0	6209.0
NF1_E39_STA100899	7780.0	21052.0	9193.0	12498.0	3873.0	5535.0	2454.0	4935.0	5924.0	5161.0	10946.0	14535.0	17202.0	12069.0	1871.0	16994.0	11687.0
NF1_E39_STA100900	14499.0	30658.0	16000.0	21672.0	6466.0	11875.0	5250.0	7255.0	11641.0	8970.0	21571.0	19322.0	30954.0	22104.0	3781.0	24314.0	19929.0
NF1_E39_STA101822	10432.0	23958.0	12088.0	16383.0	5186.0	8703.0	3737.0	5588.0	8154.0	6633.0	16027.0	16424.0	24723.0	15727.0	2653.0	17989.0	14634.0
NF1_E39_STA100902	13683.0	35115.0	15016.0	19296.0	5967.0	9994.0	4027.0	6627.0	10149.0	8188.0	17332.0	24351.0	32960.0	24235.0	3466.0	25645.0	18634.0
NF1_E40_STA100903	9840.0	24653.0	12622.0	18831.0	4039.0	9101.0	3263.0	5932.0	7170.0	5690.0	16490.0	21136.0	27780.0	19448.0	2444.0	18495.0	15209.0
NF1_E40_STA100904	4605.0	12050.0	5946.0	7608.0	2079.0	4952.0	1661.0	3203.0	3745.0	2963.0	8607.0	9153.0	12125.0	8897.0	1266.0	9454.0	7658.0
NF1_E40_STA100905	1782.0	3234.0	2367.0	3093.0	608.0	1547.0	754.0	1911.0	1373.0	1098.0	2706.0	4331.0	6684.0	4945.0	790.0	2180.0	1811.0
NF1_E40_STA100906	11661.0	22848.0	12839.0	18653.0	6759.0	9802.0	3681.0	7402.0	9195.0	6731.0	16868.0	20052.0	28824.0	19208.0	3279.0	20998.0	16826.0
NF1_E41_STA100907	6523.0	19807.0	10951.0	12414.0	2802.0	7420.0	3237.0	4714.0	4322.0	5084.0	12982.0	13385.0	18131.0	11391.0	2482.0	16450.0	11640.0
NF1_E41_STA100908	9838.0	23663.0	14978.0	18784.0	4758.0	8946.0	4830.0	6871.0	9258.0	6729.0	19591.0	24153.0	35745.0	24365.0	3959.0	16467.0	13140.0
NF1_E41_STA100909	3690.0	8217.0	5191.0	7354.0	1824.0	3559.0	2002.0	2523.0	3460.0	2249.0	8410.0	8081.0	10447.0	7041.0	1190.0	7671.0	6389.0
NF1_E42_STA100910	4557.0	14815.0	7104.0	7283.0	2066.0	5054.0	2173.0	2858.0	3801.0	3301.0	9425.0	10609.0	12649.0	9325.0	1893.0	11429.0	7511.0
NF1_E42_STA100911	2405.0	8245.0	4733.0	4827.0	1366.0	3041.0	1335.0	1951.0	2329.0	2071.0	5463.0	5223.0	7202.0	4553.0	898.0	7331.0	4808.0
NF1_E42_STA100912	20916.0	49948.0	25219.0	32711.0	8663.0	15425.0	6529.0	13619.0	19181.0	12432.0	33342.0	35990.0	52041.0	38340.0	5177.0	37890.0	27223.0
NF1_E42_STA100913	16160.0	38420.0	18145.0	25666.0	6220.0	11819.0	4441.0	9636.0	12319.0	9278.0	24654.0	27785.0	39889.0	25341.0	3622.0	27862.0	21235.0
NF1_E42_STA100914	6960.0	18827.0	9212.0	12348.0	3192.0	6051.0	2142.0	4497.0	6293.0	4797.0	12043.0	13830.0	18648.0	12835.0	2044.0	13597.0	10774.0
NF1_E43_STA101828	7153.0	19512.0	11140.0	12579.0	2821.0	6255.0	2721.0	3687.0	5103.0	4972.0	13050.0	13186.0	14685.0	10807.0	2167.0	14961.0	11493.0
NF1_E43_STA100916	4695.0	12814.0	9403.0	8851.0	2368.0	5238.0	2668.0	3957.0	4031.0	4243.0	11415.0	10502.0	14100.0	8403.0	1769.0	8595.0	8419.0
NF1_E43_STA100917	3714.0	9129.0	6499.0	7311.0	1896.0	3162.0	2046.0	3277.0	3133.0	2444.0	7443.0	9595.0	12277.0	7476.0	1239.0	5361.0	5290.0
NF1_E43_STA100918	1750.0	5537.0	3774.0	3905.0	1042.0	1682.0	1084.0	1179.0	1187.0	1142.0	3446.0	3963.0	5084.0	3038.0	766.0	3803.0	2985.0
NF1_E44_STA101827	3863.0	7902.0	4538.0	6938.0	1458.0	2241.0	1139.0	1918.0	2686.0	2162.0	6539.0	6874.0	10096.0	5480.0	1056.0	6516.0	5214.0
NF1_E45_STA100920	12340.0	28648.0	17511.0	20735.0	5283.0	10563.0	4552.0	7107.0	9142.0	8106.0	20412.0	19408.0	25763.0	18775.0	2810.0	23200.0	18933.0
NF1_E45_STA100921	10587.0	15942.0	11593.0	16248.0	3872.0	6184.0	2899.0	5277.0	7159.0	4972.0	14204.0	14405.0	23585.0	15539.0	3139.0	13637.0	10431.0
NF1_E46_STA101835	14192.0	33858.0	20170.0	23980.0	4841.0	10214.0	4583.0	6505.0	9779.0	7404.0	22264.0	22629.0	34570.0	19851.0	3901.0	25230.0	19368.0
NF1_E46_STA100923	3299.0	7944.0	5944.0	6275.0	1324.0	2744.0	1384.0	1614.0	2029.0	2231.0	6608.0	5227.0	8333.0	4301.0	1000.0	6009.0	5539.0
NF1_E47_STA100924	7296.0	17779.0	8562.0	12910.0	3180.0	4726.0	2286.0	4522.0	5874.0	4723.0	11227.0	13388.0	19485.0	11839.0	1600.0	11504.0	9035.0
NF1_E47_STA101816	22989.0	66455.0	33433.0	41245.0	10017.0	26788.0	10264.0	17316.0	17603.0	13884.0	39975.0	38419.0	64436.0	35939.0	8268.0	52788.0	35095.0
NF1_E47_STA100926	6890.0	20169.0	9149.0	9956.0	3706.0	6514.0	2427.0	3448.0	5395.0	5203.0	10888.0	13278.0	15815.0	12376.0	2075.0	15211.0	11168.0
NF1_E48_STA100927	10359.0	28675.0	12461.0	13443.0	4917.0	8524.0	3620.0	7145.0	7317.0	6878.0	14161.0	17946.0	27979.0	17126.0	2116.0	24904.0	15778.0
NF1_E48_STA100928	1955.0	5263.0	2231.0	2832.0	608.0	1144.0	805.0	1409.0	1166.0	1021.0	2810.0	4505.0	6690.0	3689.0	398.0	3817.0	2604.0
NF1_E49_STA100929	15005.0	38930.0	16713.0	21674.0	7193.0	13554.0	4742.0	9333.0	11559.0	9199.0	21610.0	24674.0	30745.0	24482.0	3443.0	32639.0	25364.0
NF1_E49_STA100930	11667.0	30263.0	14327.0	20470.0	4907.0	9734.0	3744.0	6923.0	8426.0	6801.0	20863.0	22862.0	27843.0	18896.0	3279.0	26002.0	18381.0
NF1_E49_STA100931	9062.0	23019.0	10590.0	15091.0	3898.0	6835.0	2652.0	5382.0	6437.0	5227.0	15638.0	17644.0	21432.0	14552.0	2372.0	19209.0	13699.0
NF1_E49_STA100932	7375.0	15420.0	7902.0	11402.0	2950.0	5814.0	2207.0	4570.0	5400.0	4187.0	10703.0	12622.0	18045.0	12884.0	1660.0	11616.0	10128.0
NF1_E50_STA101821	8355.0	18931.0	12918.0	16879.0	3714.0	8205.0	3443.0	5011.0	5631.0	4742.0	16234.0	13544.0	19984.0	11991.0	2420.0	14553.0	12775.0
NF1_E50_STA100934	1337.0	3297.0	1229.0	1801.0	444.0	835.0	195.0	364.0	937.0	726.0	1490.0	1554.0	1979.0	1327.0	251.0	2164.0	2008.0
NF1_E51_STA100935	6384.0	26417.0	10694.0	12460.0	4195.0	8941.0	2782.0	5704.0	5954.0	5394.0	12393.0	13471.0	20069.0	11848.0	2480.0	22838.0	14913.0
NF1_E51_STA100936	21355.0	79152.0	25801.0	38301.0	10201.0	21584.0	7846.0	17318.0	20618.0	12791.0	38441.0	47173.0	74441.0	50248.0	6381.0	44162.0	31141.0
NF1_E51_STA100937	8197.0	44469.0	10728.0	15017.0	3502.0	8886.0	3331.0	5959.0	7310.0	6767.0	16184.0	21446.0	22880.0	18948.0	2420.0	25199.0	14288.0
NF1_E51_STA100938	3574.0	15127.0	5834.0	6029.0	1789.0	4118.0	1626.0	2696.0	3032.0	2837.0	8022.0	8322.0	9774.0	6692.0	1203.0	9910.0	6564.0
NF1_E52_STA100939	6373.0	11767.0	8205.0	10093.0	2138.0	4703.0	2225.0	4229.0	5089.0	3184.0	11827.0	14230.0	21924.0	14291.0	1985.0	7690.0	7152.0
NF1_E52_STA100940	2104.0	5017.0	2525.0	4006.0	1031.0	1382.0	771.0	1223.0	1914.0	1229.0	3893.0	4676.0	6069.0	3588.0	674.0	3441.0	3008.0
NF1_E53_STA100941	3838.0	9196.0	4792.0	5859.0	1710.0	3288.0	1144.0	2067.0	2733.0	2906.0	6330.0	6623.0	8326.0	5593.0	940.0	7631.0	5258.0
NF1_E53_STA100942	12541.0	29280.0	12765.0	20174.0	5286.0	10414.0	4552.0	7755.0	10544.0	7646.0	17363.0	21425.0	28770.0	18945.0	3126.0	25620.0	19250.0
NF1_E54_STA100943	2094.0	3254.0	2392.0	3550.0	676.0	1396.0	727.0	1744.0	1831.0	1174.0	3848.0	6202.0	7484.0	5138.0	1010.0	1956.0	2209.0
NF1_E54_STA100944	25717.0	49317.0	30527.0	38810.0	8914.0	23903.0	9356.0	13543.0	21061.0	15836.0	40755.0	38658.0	53326.0	41350.0	4750.0	42959.0	35539.0
NF1_E54_STA100945	1490.0	4086.0	2468.0	2708.0	736.0	1366.0	549.0	909.0	1206.0	1029.0	2858.0	2735.0	3403.0	1787.0	480.0	3592.0	2730.0
NF1_E55_STA101834	5018.0	15127.0	9834.0	11714.0	2205.0	6577.0	2225.0	3382.0	3659.0	3519.0	11702.0	10311.0	12693.0	7911.0	1757.0	12960.0	10241.0
NF1_E55_STA100947	5333.0	11394.0	7770.0	10989.0	2093.0	5288.0	2356.0	3769.0	3756.0	3336.0	11680.0	12083.0	16049.0	10834.0	1647.0	8304.0	7478.0
NF1_E55_STA100948	3897.0	8218.0	4976.0	8437.0	2153.0	3443.0	1730.0	3572.0	4066.0	2732.0	8030.0	10001.0	12270.0	8882.0	1021.0	6448.0	5419.0
NF1_E56_STA100949	6704.0	17453.0	9005.0	10216.0	2833.0	5491.0	2486.0	3531.0	4578.0	5204.0	10584.0	10851.0	13094.0	10295.0	1506.0	15607.0	10559.0
NF1_E57_STA100950	8365.0	27700.0	9438.0	14659.0	3407.0	7704.0	2821.0	4694.0	6007.0	5316.0	15532.0	14981.0	19213.0	15239.0	2475.0	18596.0	13866.0
NF1_E57_STA100951	8298.0	22192.0	11458.0	16060.0	3183.0	10709.0	3499.0	6083.0	7427.0	4990.0	16226.0	13705.0	20017.0	11552.0	2847.0	19270.0	13913.0
NF1_E57_STA100952	10701.0	22942.0	10009.0	15764.0	4911.0	8056.0	3164.0	9043.0	8822.0	5825.0	15865.0	19149.0	29705.0	21742.0	2790.0	15747.0	11580.0
NF1_E57_STA100953	15320.0	46430.0	15930.0	25142.0	7892.0	12994.0	5284.0	11183.0	13710.0	9019.0	23478.0	28585.0	44044.0	29004.0	4505.0	30917.0	21612.0
NF1_E58_STA100954	4337.0	23231.0	7741.0	7842.0	2242.0	6482.0	2266.0	3704.0	4709.0	3635.0	9275.0	9453.0	10693.0	8006.0	1701.0	15768.0	9607.0
NF1_E58_STA100955	6731.0	33303.0	9582.0	12891.0	2875.0	8559.0	2532.0	5047.0	6991.0	4609.0	13961.0	17578.0	16276.0	13811.0	2019.0	17354.0	9721.0
NF1_E58_STA100956	12481.0	47948.0	12478.0	19288.0	6047.0	12199.0	3837.0	10025.0	11244.0	7909.0	22109.0	29577.0	37897.0	27072.0	3833.0	23719.0	16104.0
RAD51D_E10_STA100957	4578.0	51256.0	6859.0	11668.0	3191.0	6805.0	2493.0	8493.0	9519.0	4582.0	16818.0	22128.0	32210.0	20778.0	1559.0	17455.0	11373.0
RAD51D_E9_STA100958	1752.0	22122.0	2998.0	4055.0	1398.0	4032.0	1368.0	3267.0	2616.0	1938.0	7228.0	7864.0	10223.0	6011.0	686.0	8302.0	5345.0
RAD51D_E9_STA100959	4926.0	62399.0	6561.0	14615.0	3196.0	11261.0	3298.0	8017.0	7651.0	4267.0	18648.0	23994.0	28034.0	17861.0	1711.0	25452.0	14843.0
RAD51D_E8_STA100960	1361.0	15740.0	2316.0	3958.0	1228.0	2931.0	965.0	2663.0	2352.0	1306.0	6486.0	8514.0	10683.0	6790.0	519.0	4975.0	4192.0
RAD51D_E8_STA100961	1275.0	17131.0	2867.0	3544.0	1293.0	3754.0	1347.0	3001.0	2548.0	1726.0	8583.0	8544.0	11192.0	7183.0	563.0	6179.0	5048.0
RAD51D_E8_STA100962	57.0	1716.0	454.0	521.0	114.0	618.0	233.0	531.0	338.0	233.0	1692.0	1592.0	1937.0	1109.0	89.0	476.0	515.0
RAD51D_E7_STA100963	7042.0	79602.0	8491.0	17631.0	4007.0	13124.0	3624.0	13760.0	10940.0	4659.0	24386.0	36352.0	51402.0	33362.0	2404.0	21702.0	15661.0
RAD51D_E7_STA101783	6168.0	60572.0	6127.0	13372.0	4062.0	10467.0	2769.0	10664.0	8539.0	4252.0	17042.0	27532.0	35568.0	23421.0	1841.0	20644.0	12636.0
RAD51D_E6_STA100965	1874.0	15926.0	2847.0	5258.0	1307.0	3587.0	935.0	2414.0	2760.0	1652.0	5808.0	7428.0	7586.0	6131.0	745.0	5908.0	4377.0
RAD51D_E6_STA100966	3825.0	35682.0	7769.0	11056.0	1680.0	10136.0	2370.0	6144.0	5282.0	2891.0	16003.0	19249.0	24989.0	15542.0	1775.0	12662.0	8677.0
RAD51D_E5_STA100967	8931.0	72240.0	11240.0	19400.0	4655.0	14660.0	3913.0	9322.0	12180.0	7136.0	22688.0	25113.0	35322.0	25167.0	2664.0	32083.0	19185.0
RAD51D_E5_STA100968	15370.0	142894.0	14004.0	29070.0	8913.0	20719.0	6447.0	19132.0	22264.0	11448.0	36436.0	49269.0	73342.0	54334.0	3432.0	51953.0	30295.0
RAD51D_E5_STA100969	7216.0	73776.0	8727.0	17767.0	4716.0	10500.0	3235.0	12113.0	11677.0	4829.0	18987.0	27814.0	40814.0	31299.0	1990.0	23706.0	16321.0
RAD51D_E4_STA100970	14072.0	135411.0	14655.0	27700.0	8837.0	20432.0	5283.0	17510.0	21730.0	10912.0	36060.0	50840.0	67964.0	48287.0	3748.0	40009.0	26072.0
RAD51D_E4_STA100971	3375.0	29804.0	4980.0	6781.0	2110.0	6605.0	2059.0	4334.0	4409.0	3093.0	9635.0	11595.0	14824.0	8770.0	1209.0	13901.0	9028.0
RAD51D_E3_STA100972	7797.0	104342.0	9007.0	16775.0	6163.0	14307.0	4865.0	14871.0	12543.0	6633.0	21274.0	27519.0	50153.0	29813.0	2662.0	32938.0	19888.0
RAD51D_E3_STA100973	1615.0	27758.0	3183.0	4632.0	1455.0	5520.0	1875.0	3699.0	3344.0	2052.0	8145.0	8511.0	13166.0	7377.0	932.0	12501.0	6380.0
RAD51D_E3_STA100974	5700.0	75752.0	6593.0	13947.0	3823.0	13427.0	3454.0	9223.0	10283.0	5526.0	18488.0	22665.0	32179.0	21012.0	1886.0	34130.0	19273.0
RAD51D_E2_STA100975	2969.0	36560.0	2875.0	5416.0	2070.0	5658.0	1507.0	5477.0	4725.0	2303.0	8146.0	14162.0	18141.0	10599.0	753.0	15394.0	7283.0
RAD51D_E1_STA100976	712.0	12526.0	1009.0	2393.0	970.0	1971.0	522.0	2332.0	1679.0	1052.0	3508.0	5565.0	8304.0	3857.0	479.0	3923.0	2320.0
ERBB2_E0_STA101633	260.0	3441.0	369.0	1023.0	325.0	1179.0	236.0	834.0	823.0	449.0	1756.0	1795.0	3135.0	1626.0	142.0	1659.0	1327.0
ERBB2_E5_STA101346	1600.0	15622.0	2295.0	4156.0	1440.0	4658.0	980.0	4893.0	2996.0	1852.0	6946.0	10559.0	16448.0	7952.0	742.0	6191.0	4437.0
ERBB2_E6_STA101347	253.0	3142.0	466.0	598.0	301.0	776.0	162.0	855.0	539.0	344.0	1225.0	1713.0	2460.0	1017.0	120.0	1946.0	1026.0
ERBB2_E7_STA101348	6880.0	72113.0	6932.0	14385.0	4478.0	14167.0	3200.0	13761.0	14898.0	8276.0	22512.0	35548.0	56966.0	34039.0	2097.0	38506.0	18124.0
ERBB2_E8_STA101349	3074.0	44615.0	3318.0	7510.0	3080.0	8311.0	1915.0	7887.0	6220.0	3402.0	10817.0	16212.0	25802.0	15202.0	980.0	23098.0	11028.0
ERBB2_E9_STA101350	3053.0	35036.0	4302.0	9642.0	2775.0	8483.0	2080.0	10666.0	6770.0	4071.0	14140.0	23256.0	35824.0	20129.0	1396.0	14296.0	8644.0
ERBB2_E10_STA101351	8099.0	102406.0	8394.0	17958.0	7485.0	20587.0	5454.0	20811.0	19383.0	8901.0	33237.0	52472.0	77175.0	44180.0	3613.0	53752.0	28500.0
ERBB2_E11_STA101352	1751.0	16718.0	1719.0	3744.0	1144.0	4028.0	960.0	2997.0	3606.0	1900.0	5608.0	8114.0	10778.0	7127.0	724.0	10588.0	5607.0
ERBB2_E13_STA101354	182.0	2982.0	373.0	577.0	181.0	907.0	271.0	526.0	522.0	260.0	1431.0	1412.0	1712.0	961.0	192.0	1725.0	919.0
ERBB2_E14_STA101355	2565.0	27861.0	3515.0	6385.0	3442.0	7251.0	2034.0	8423.0	5796.0	3729.0	9453.0	16239.0	30129.0	17699.0	1212.0	15631.0	7577.0
ERBB2_E15_STA101356	2759.0	42630.0	6326.0	10702.0	3526.0	11795.0	3224.0	12280.0	7794.0	5693.0	18529.0	23907.0	39731.0	19481.0	1910.0	21776.0	12079.0
ERBB2_E16_STA101357	712.0	10236.0	1476.0	2708.0	1265.0	3159.0	1150.0	3305.0	1857.0	1296.0	5122.0	6368.0	10580.0	5093.0	544.0	5278.0	3607.0
ERBB2_E17_STA101642	795.0	12801.0	819.0	2438.0	717.0	2198.0	492.0	2432.0	1863.0	812.0	3529.0	6757.0	10041.0	5313.0	331.0	4938.0	3234.0
ERBB2_E18_STA101359	4526.0	45931.0	6376.0	13240.0	4049.0	10314.0	3645.0	14564.0	10866.0	4817.0	19883.0	31723.0	51596.0	29270.0	1750.0	19349.0	13689.0
ERBB2_E19_STA101360	2200.0	33374.0	4297.0	9738.0	3144.0	7228.0	1981.0	9897.0	8541.0	3611.0	15497.0	21244.0	37323.0	21525.0	1887.0	14713.0	10134.0
ERBB2_E20_STA101645	5300.0	69464.0	6040.0	11871.0	4684.0	12049.0	3804.0	13553.0	11626.0	5343.0	17809.0	26023.0	50789.0	25559.0	1602.0	32468.0	16721.0
ERBB2_E21_STA101362	430.0	7338.0	1351.0	1635.0	684.0	1089.0	293.0	1469.0	2233.0	533.0	3319.0	3262.0	8682.0	2784.0	524.0	3003.0	3401.0
ERBB2_E22_STA101613	4126.0	61153.0	7301.0	15314.0	3407.0	18424.0	3601.0	12929.0	10885.0	5473.0	23530.0	30156.0	49305.0	24106.0	2322.0	32809.0	18172.0
ERBB2_E22_STA100071	4783.0	69221.0	6928.0	14792.0	5107.0	18464.0	4154.0	12941.0	11873.0	6047.0	28534.0	31493.0	50449.0	29279.0	2220.0	39515.0	19676.0
ERBB2_E23_STA100072	2018.0	23840.0	1579.0	4002.0	1922.0	5067.0	1316.0	5095.0	4334.0	1881.0	9130.0	12650.0	18371.0	9960.0	822.0	13949.0	6538.0
ERBB2_E23_STA100073	2718.0	34924.0	3212.0	7080.0	2885.0	7368.0	1951.0	8903.0	5810.0	3141.0	13274.0	18732.0	30673.0	15320.0	1459.0	17220.0	10236.0
ERBB2_E23_STA100074	180.0	3387.0	544.0	628.0	303.0	1070.0	260.0	734.0	600.0	299.0	1687.0	1824.0	3130.0	1495.0	161.0	1636.0	1025.0
ERBB2_E24_STA100075	1615.0	21206.0	1567.0	3575.0	2019.0	5335.0	1289.0	5203.0	3662.0	1785.0	6006.0	9728.0	17474.0	8721.0	587.0	11983.0	6348.0
ERBB2_E24_STA100076	4322.0	55400.0	5242.0	10451.0	4044.0	13388.0	3135.0	10580.0	8225.0	4507.0	16012.0	22072.0	35307.0	16728.0	1737.0	38125.0	16926.0
ERBB2_E26_STA101363	5501.0	75713.0	6282.0	13716.0	5327.0	14753.0	3108.0	15048.0	12570.0	6708.0	22774.0	36051.0	55536.0	34251.0	2495.0	39339.0	21710.0
ERBB2_E27_STA101364	460.0	5262.0	764.0	1286.0	320.0	1728.0	358.0	1191.0	1018.0	712.0	2193.0	3511.0	4165.0	2370.0	314.0	3041.0	1577.0
ERBB2_E28_STA101365	3267.0	40162.0	4704.0	7691.0	2629.0	9076.0	2681.0	7978.0	7280.0	3760.0	15522.0	18751.0	29274.0	14143.0	1326.0	19587.0	12105.0
ERBB2_E29_STA101366	3553.0	43604.0	4128.0	8628.0	2674.0	9042.0	1525.0	9098.0	8697.0	4024.0	13770.0	22399.0	38157.0	20229.0	1216.0	19312.0	10666.0
ERBB2_E30_STA101367	1306.0	12645.0	1616.0	3197.0	1220.0	2462.0	743.0	4295.0	2406.0	1938.0	4455.0	8234.0	14383.0	8305.0	542.0	5089.0	3510.0
