	C21D00050	D21D00052	D21D00060T	D21D00065	D21D00066T	D21D00074T	K21D00053	M21D00054	M21D00075	N21D00042	N21D00061	O21D00086T	P20D02528	P21D00043	P21D00044	P21D00045	P21D00046	P21D00055	P21D00056	P21D00062	P21D00067	P21D00068	P21D00078	P21D00083	P21D00091	U21D00040	X21D00037	X21D00058T	X21D00069	X21D00077
DDR2_E8_STA100398	1282.0	408.0	2172.0	515.0	1354.0	1127.0	392.0	1751.0	282.0	1003.0	1516.0	926.0	281.0	960.0	1600.0	769.0	988.0	320.0	598.0	468.0	2010.0	853.0	100.0	170.0	94.0	936.0	399.0	795.0	308.0	122.0
DDR2_E8_STA100399	12608.0	4203.0	11977.0	5594.0	10921.0	9703.0	2581.0	10301.0	4662.0	9675.0	9316.0	6906.0	1157.0	7290.0	9726.0	6339.0	8358.0	2435.0	4714.0	3527.0	14439.0	3879.0	675.0	1190.0	934.0	7487.0	3795.0	8077.0	2020.0	1928.0
DDR2_E9_STA100400	23259.0	7475.0	17936.0	8913.0	15050.0	12991.0	3761.0	16481.0	6359.0	16367.0	24839.0	11575.0	1565.0	9277.0	15972.0	10568.0	9825.0	4033.0	5876.0	5365.0	16396.0	6320.0	563.0	1599.0	1036.0	10410.0	5102.0	10812.0	3486.0	2382.0
DDR2_E9_STA100401	28056.0	8990.0	20124.0	11733.0	18131.0	14879.0	4066.0	17589.0	7550.0	16165.0	29289.0	13040.0	1640.0	9308.0	17666.0	11591.0	12071.0	4412.0	7106.0	6593.0	18804.0	7088.0	895.0	1832.0	1174.0	11571.0	5557.0	11840.0	3904.0	2875.0
DDR2_E9_STA100402	35546.0	10503.0	20289.0	13071.0	21265.0	18055.0	4916.0	17167.0	9515.0	16350.0	29484.0	14477.0	1685.0	8672.0	16987.0	12020.0	12540.0	3610.0	7325.0	7638.0	22330.0	7294.0	1299.0	2575.0	1225.0	10950.0	5301.0	12413.0	3691.0	3098.0
DDR2_E9_STA100403	10657.0	4853.0	10256.0	5746.0	9435.0	8271.0	3195.0	7741.0	4604.0	10370.0	11794.0	6173.0	1069.0	6296.0	9104.0	5554.0	5385.0	2452.0	3088.0	3071.0	11398.0	3853.0	859.0	1303.0	909.0	5909.0	2300.0	6670.0	2464.0	2372.0
DDR2_E10_STA100404	6136.0	1669.0	6446.0	2674.0	5204.0	4697.0	1886.0	5716.0	1759.0	4775.0	7525.0	3038.0	660.0	3189.0	5378.0	2875.0	3344.0	1386.0	1895.0	1782.0	7436.0	2672.0	441.0	828.0	373.0	2759.0	1198.0	3397.0	1297.0	908.0
DDR2_E10_STA100405	18495.0	5207.0	11948.0	6919.0	10786.0	9453.0	3447.0	10065.0	4750.0	9627.0	16782.0	8046.0	1182.0	6226.0	9678.0	6654.0	7024.0	2796.0	3833.0	4086.0	13582.0	4925.0	902.0	1623.0	805.0	7277.0	3323.0	9254.0	2505.0	2146.0
DDR2_E10_STA100406	41862.0	10906.0	30130.0	13705.0	23833.0	19555.0	5764.0	26431.0	8326.0	25919.0	28960.0	13182.0	3269.0	19427.0	25838.0	15536.0	16862.0	6717.0	9403.0	8920.0	28953.0	9903.0	1238.0	2609.0	1427.0	18015.0	7093.0	14099.0	5792.0	2775.0
DDR2_E10_STA100407	22436.0	5840.0	16891.0	7440.0	13240.0	10703.0	3107.0	14867.0	4482.0	13935.0	16447.0	7354.0	1834.0	9710.0	14441.0	8546.0	9106.0	3779.0	5111.0	4834.0	15926.0	5548.0	722.0	1446.0	841.0	9850.0	3882.0	7897.0	3228.0	1559.0
DDR2_E10_STA100408	26863.0	7331.0	19255.0	8747.0	15332.0	12705.0	3727.0	18716.0	5835.0	15124.0	24773.0	10360.0	2263.0	9958.0	16583.0	10619.0	12307.0	4849.0	6963.0	6526.0	17861.0	7681.0	968.0	1870.0	1072.0	12257.0	5316.0	10537.0	4202.0	1998.0
DDR2_E10_STA100409	37877.0	12106.0	25502.0	12789.0	22018.0	18693.0	6222.0	21428.0	10420.0	26529.0	37487.0	14297.0	2486.0	17696.0	23764.0	12669.0	14599.0	5730.0	7527.0	9164.0	27999.0	10614.0	1717.0	2431.0	2520.0	14689.0	6087.0	14482.0	5666.0	4143.0
DDR2_E11_STA100410	5162.0	2188.0	7276.0	2698.0	5384.0	5727.0	1818.0	5992.0	2594.0	6597.0	7497.0	3929.0	951.0	5120.0	5754.0	3365.0	4360.0	1750.0	2297.0	1999.0	9021.0	2621.0	413.0	813.0	376.0	4092.0	1851.0	3882.0	1496.0	1126.0
DDR2_E12_STA100411	14701.0	6682.0	14927.0	7737.0	12181.0	12263.0	4985.0	13450.0	5356.0	15796.0	25066.0	8600.0	1814.0	9599.0	13902.0	8089.0	8511.0	3608.0	4893.0	4896.0	19648.0	6286.0	1122.0	1596.0	1045.0	8491.0	3783.0	8770.0	3271.0	2641.0
DDR2_E12_STA100412	1921.0	684.0	2485.0	780.0	1793.0	1659.0	673.0	2415.0	396.0	2118.0	2649.0	1561.0	216.0	1437.0	2023.0	1371.0	1267.0	634.0	731.0	661.0	3313.0	967.0	110.0	218.0	72.0	1443.0	548.0	1345.0	303.0	286.0
DDR2_E13_STA100413	28931.0	8419.0	18645.0	10791.0	16532.0	13713.0	4753.0	15419.0	7554.0	17800.0	24522.0	11908.0	2018.0	10789.0	14531.0	11277.0	12675.0	3864.0	6075.0	6704.0	20262.0	6473.0	1367.0	1846.0	1806.0	12537.0	5206.0	13065.0	3585.0	3333.0
DDR2_E13_STA100414	19595.0	5380.0	11298.0	6893.0	11255.0	8248.0	1912.0	9703.0	4511.0	9930.0	15469.0	6447.0	754.0	5502.0	9711.0	6845.0	7747.0	3040.0	4453.0	4107.0	12385.0	3587.0	662.0	974.0	768.0	6822.0	2998.0	7745.0	2255.0	1432.0
DDR2_E13_STA100415	28311.0	10155.0	17422.0	11707.0	17661.0	14106.0	3224.0	17556.0	7390.0	16720.0	31701.0	10441.0	1885.0	11793.0	17035.0	10670.0	11303.0	4908.0	6015.0	7213.0	20482.0	6978.0	1032.0	1983.0	1437.0	11661.0	5606.0	10498.0	4211.0	2179.0
DDR2_E14_STA100416	17169.0	5879.0	14093.0	6606.0	10538.0	8890.0	2213.0	13241.0	3833.0	12169.0	15004.0	6367.0	1265.0	7586.0	11892.0	6950.0	8629.0	3144.0	4620.0	3895.0	13158.0	4779.0	448.0	1132.0	763.0	8660.0	3785.0	6293.0	1998.0	1266.0
DDR2_E14_STA101731	57874.0	14706.0	36564.0	20866.0	35099.0	25287.0	6000.0	36770.0	12360.0	36702.0	37870.0	16992.0	4001.0	24126.0	32697.0	23390.0	27602.0	8559.0	13618.0	12607.0	37798.0	11905.0	1640.0	2955.0	2135.0	22681.0	9634.0	17074.0	4979.0	3981.0
DDR2_E14_STA100418	50229.0	16680.0	40083.0	19063.0	36299.0	30944.0	9173.0	35626.0	13382.0	40436.0	47212.0	19451.0	3354.0	27745.0	36307.0	20809.0	24100.0	9549.0	12989.0	12985.0	47667.0	14168.0	2071.0	3560.0	2564.0	22862.0	9808.0	17421.0	7803.0	4603.0
DDR2_E14_STA100419	20568.0	6961.0	16701.0	8441.0	15635.0	13898.0	4237.0	15166.0	5870.0	18076.0	19484.0	8900.0	1645.0	12619.0	17174.0	9508.0	10659.0	4041.0	5765.0	5847.0	21869.0	5908.0	799.0	1593.0	954.0	9759.0	4473.0	7227.0	3385.0	2084.0
DDR2_E15_STA100420	13134.0	6053.0	16369.0	8446.0	13898.0	15978.0	6423.0	12900.0	7539.0	16503.0	19906.0	11158.0	2020.0	9555.0	13551.0	9308.0	9527.0	3174.0	5335.0	4887.0	21516.0	6359.0	1204.0	2082.0	1131.0	8817.0	4169.0	10532.0	3734.0	2981.0
DDR2_E15_STA100421	3426.0	1417.0	4598.0	1859.0	3823.0	4156.0	1739.0	3950.0	1988.0	4219.0	4180.0	3122.0	474.0	2912.0	4198.0	2951.0	2551.0	1160.0	1512.0	1218.0	5886.0	1829.0	332.0	522.0	287.0	2645.0	1274.0	2949.0	995.0	799.0
DDR2_E16_STA100422	11038.0	4785.0	13207.0	6132.0	11608.0	11446.0	4154.0	10640.0	5469.0	11669.0	16399.0	8632.0	1288.0	7840.0	10969.0	7246.0	7752.0	3257.0	4531.0	4573.0	16182.0	4689.0	693.0	1514.0	1303.0	7700.0	3532.0	8675.0	2684.0	2573.0
DDR2_E16_STA100423	12109.0	3663.0	12426.0	5597.0	10373.0	10383.0	3406.0	9696.0	4845.0	11086.0	12262.0	7466.0	1351.0	7286.0	8945.0	6649.0	7997.0	3200.0	4669.0	3266.0	15114.0	4353.0	783.0	1398.0	747.0	7721.0	3032.0	7684.0	2346.0	2244.0
DDR2_E16_STA100424	23888.0	7591.0	23124.0	9607.0	19621.0	19294.0	7363.0	21863.0	7349.0	23072.0	26169.0	14396.0	2746.0	15809.0	21611.0	13476.0	14999.0	5931.0	8679.0	6513.0	31911.0	8865.0	1179.0	2787.0	1424.0	14503.0	5644.0	11093.0	5740.0	3223.0
DDR2_E17_STA100425	8277.0	3271.0	10458.0	4389.0	7580.0	7589.0	2742.0	9902.0	3041.0	8470.0	10024.0	6156.0	1374.0	5175.0	8456.0	5341.0	6468.0	2523.0	3702.0	2410.0	11575.0	3450.0	664.0	1286.0	663.0	5687.0	2574.0	5983.0	2055.0	1405.0
DDR2_E17_STA100426	35257.0	10620.0	30121.0	13283.0	24057.0	24974.0	7345.0	26546.0	12729.0	28162.0	42623.0	18116.0	3287.0	19203.0	25653.0	16454.0	16528.0	7225.0	11130.0	8507.0	36753.0	10923.0	1714.0	3223.0	1939.0	17213.0	8214.0	16733.0	7177.0	4775.0
DDR2_E17_STA100427	70220.0	22318.0	45767.0	23400.0	37640.0	40988.0	14308.0	41088.0	20065.0	48462.0	70165.0	29005.0	4778.0	30282.0	40386.0	27098.0	26241.0	11197.0	15474.0	14683.0	53215.0	17467.0	2636.0	4766.0	3990.0	27586.0	12317.0	28270.0	11005.0	7732.0
DDR2_E18_STA100428	10498.0	4353.0	13753.0	5478.0	10496.0	10830.0	3621.0	11466.0	3733.0	11198.0	14474.0	7745.0	1486.0	7120.0	10525.0	6584.0	7159.0	2937.0	4183.0	3631.0	15657.0	4950.0	1124.0	1513.0	883.0	7349.0	3292.0	7003.0	2758.0	2172.0
DDR2_E18_STA100429	37498.0	14769.0	35759.0	18405.0	32847.0	31541.0	9758.0	32658.0	14331.0	30037.0	41445.0	22322.0	3679.0	17821.0	29381.0	20730.0	23102.0	9193.0	13266.0	12097.0	46982.0	13896.0	3063.0	4202.0	2707.0	18946.0	9812.0	21038.0	8181.0	6277.0
DDR2_E18_STA100430	27366.0	9658.0	22137.0	11431.0	19745.0	18876.0	5962.0	18675.0	9515.0	21450.0	28179.0	14356.0	2663.0	12859.0	17593.0	13338.0	14894.0	6340.0	7897.0	7524.0	28568.0	7711.0	1821.0	2618.0	1888.0	15645.0	6933.0	14411.0	4693.0	4432.0
DDR2_E19_STA100431	11919.0	4949.0	14188.0	6413.0	10900.0	11696.0	3412.0	12710.0	4680.0	13299.0	14169.0	7782.0	1970.0	9243.0	13484.0	7650.0	8079.0	3361.0	5274.0	4020.0	17831.0	4998.0	774.0	1430.0	649.0	7462.0	4038.0	6949.0	3075.0	1969.0
DDR2_E19_STA100432	53595.0	16570.0	41604.0	17300.0	33051.0	28190.0	7770.0	38838.0	11287.0	41917.0	57142.0	19202.0	4709.0	26959.0	34802.0	21662.0	23317.0	9701.0	15032.0	11267.0	46753.0	14726.0	2660.0	4158.0	2915.0	25946.0	9972.0	19861.0	9414.0	5119.0
DDR2_E19_STA100433	22953.0	7356.0	16729.0	7733.0	13068.0	10660.0	3019.0	14703.0	4805.0	14140.0	24136.0	8948.0	1767.0	7963.0	13928.0	9192.0	9586.0	3669.0	5160.0	5360.0	17499.0	6171.0	860.0	1780.0	1058.0	10428.0	4537.0	9576.0	3715.0	2081.0
H3F3A_E2_STA100009	18483.0	8143.0	24529.0	9853.0	17620.0	14466.0	7988.0	21979.0	7444.0	19106.0	20720.0	8040.0	2610.0	14086.0	19318.0	13031.0	13050.0	6889.0	7855.0	5354.0	25069.0	10187.0	2044.0	2640.0	1780.0	12229.0	6285.0	17126.0	4682.0	4950.0
H3F3A_E2_STA101614	40375.0	11513.0	28262.0	15587.0	24702.0	22683.0	11337.0	23463.0	12971.0	23637.0	32182.0	11121.0	3207.0	18867.0	21937.0	16477.0	19080.0	8855.0	10369.0	8708.0	33970.0	11053.0	2324.0	3318.0	2745.0	19091.0	10119.0	27559.0	6200.0	9630.0
H3F3A_E2_STA100011	13857.0	4848.0	12931.0	6464.0	11135.0	10131.0	4917.0	10716.0	5614.0	9715.0	15633.0	4543.0	1389.0	8051.0	10002.0	7027.0	7254.0	3743.0	3828.0	3550.0	15401.0	4966.0	1174.0	1425.0	1179.0	7153.0	4111.0	11665.0	2790.0	4538.0
ALK_E29_STA100103	32390.0	8568.0	23886.0	11142.0	23515.0	12909.0	2456.0	20227.0	20.0	10249.0	23404.0	38.0	2011.0	13568.0	10606.0	5933.0	13041.0	2119.0	5516.0	4265.0	23539.0	4408.0	1339.0	2205.0	1619.0	6723.0	5691.0	7648.0	4379.0	1579.0
ALK_E29_STA101368	29755.0	12367.0	24373.0	10677.0	23868.0	11771.0	3482.0	17883.0	7219.0	18913.0	24425.0	4641.0	1887.0	13382.0	18279.0	10857.0	10953.0	4716.0	5115.0	7080.0	22505.0	7657.0	1385.0	2090.0	1339.0	12556.0	4664.0	5634.0	3374.0	2396.0
ALK_E29_STA100104	29358.0	12106.0	20248.0	10169.0	19937.0	9802.0	2416.0	15832.0	6106.0	15495.0	17203.0	4349.0	2037.0	10231.0	14701.0	9563.0	11178.0	4137.0	5385.0	6827.0	19208.0	5707.0	872.0	1464.0	1023.0	11878.0	4495.0	5839.0	2545.0	2065.0
ALK_E29_STA100105	20330.0	13144.0	27878.0	7234.0	16055.0	7596.0	4445.0	12865.0	8268.0	19163.0	17403.0	4981.0	1337.0	12940.0	18794.0	9862.0	12941.0	4758.0	3923.0	6762.0	15788.0	7105.0	836.0	2144.0	887.0	15844.0	3107.0	3824.0	2543.0	2055.0
ALK_E29_STA100106	27017.0	12582.0	21151.0	9285.0	20298.0	9729.0	2799.0	18114.0	4996.0	16822.0	23122.0	3592.0	1784.0	12505.0	17599.0	9496.0	12625.0	4470.0	4847.0	6274.0	19906.0	6234.0	916.0	1434.0	1121.0	12306.0	4275.0	4427.0	3291.0	1362.0
ALK_E29_STA100107	36281.0	17075.0	22158.0	13798.0	25895.0	13078.0	2789.0	19432.0	7663.0	15793.0	22996.0	4674.0	1484.0	11032.0	18059.0	11646.0	14506.0	5668.0	7169.0	8210.0	23465.0	6961.0	983.0	2225.0	1267.0	10951.0	4576.0	4942.0	3311.0	1646.0
ALK_E29_STA100108	35168.0	17778.0	24237.0	12556.0	26553.0	13638.0	2991.0	21451.0	7457.0	18359.0	25749.0	4773.0	1821.0	12944.0	19837.0	12220.0	15266.0	5938.0	7097.0	7899.0	23744.0	7767.0	982.0	1925.0	1318.0	12781.0	5546.0	5494.0	3816.0	1757.0
ALK_E29_STA100109	28902.0	13216.0	34083.0	10888.0	28049.0	14192.0	5069.0	23259.0	7612.0	18732.0	31793.0	5916.0	2497.0	15709.0	21218.0	11696.0	15848.0	5451.0	6277.0	8114.0	27324.0	8274.0	1086.0	2648.0	1682.0	16302.0	5834.0	6859.0	3959.0	2689.0
ALK_E29_STA101369	7151.0	3047.0	6895.0	2934.0	7104.0	4006.0	1539.0	5095.0	1918.0	4621.0	7613.0	1982.0	492.0	3257.0	5048.0	3280.0	4349.0	1588.0	1907.0	2399.0	6694.0	2275.0	306.0	776.0	524.0	4029.0	1479.0	1700.0	880.0	956.0
ALK_E28_STA100110	23552.0	12910.0	28215.0	11961.0	24381.0	21299.0	5770.0	22524.0	12250.0	20837.0	28998.0	9918.0	2629.0	14807.0	20696.0	15637.0	13137.0	6407.0	6738.0	7633.0	27008.0	9967.0	1871.0	3242.0	1829.0	15450.0	6325.0	11903.0	4835.0	5663.0
ALK_E28_STA100111	10449.0	5382.0	16713.0	5629.0	14267.0	11071.0	5033.0	11489.0	6165.0	11752.0	11153.0	4833.0	1449.0	8615.0	10979.0	7940.0	7922.0	3376.0	3685.0	3928.0	16380.0	4678.0	886.0	1649.0	678.0	7199.0	3462.0	5441.0	2605.0	2303.0
ALK_E28_STA100112	14302.0	6913.0	20468.0	7885.0	15815.0	12116.0	5096.0	16884.0	6588.0	14102.0	15213.0	5836.0	1832.0	9254.0	15163.0	10617.0	11765.0	4209.0	5003.0	4672.0	19595.0	6593.0	1293.0	2387.0	968.0	10326.0	5879.0	6953.0	3465.0	2524.0
ALK_E27_STA101615	8158.0	5243.0	8148.0	4281.0	7830.0	5303.0	1693.0	6671.0	4155.0	6790.0	7524.0	3111.0	506.0	2793.0	6385.0	5025.0	5199.0	2075.0	2736.0	2551.0	8850.0	2835.0	607.0	785.0	496.0	4155.0	2075.0	2897.0	1334.0	1495.0
ALK_E27_STA100114	8197.0	3587.0	11823.0	2850.0	7080.0	5780.0	2366.0	11377.0	1960.0	7663.0	10210.0	2574.0	1080.0	5215.0	8532.0	5558.0	5267.0	2329.0	2715.0	1960.0	12203.0	3177.0	621.0	1048.0	468.0	5127.0	2209.0	2756.0	1698.0	782.0
ALK_E27_STA100115	16595.0	8113.0	15129.0	5643.0	11735.0	8524.0	3363.0	12988.0	4012.0	14087.0	17495.0	4054.0	1502.0	7558.0	11948.0	7918.0	7031.0	3450.0	3983.0	4743.0	16438.0	5669.0	1182.0	1004.0	934.0	7415.0	3358.0	3869.0	3187.0	1835.0
ALK_E26_STA100116	6811.0	2157.0	4610.0	2192.0	4335.0	3526.0	701.0	3729.0	2238.0	3072.0	3975.0	1280.0	383.0	1892.0	3283.0	2743.0	2755.0	1054.0	1513.0	1498.0	5309.0	1322.0	268.0	443.0	223.0	2349.0	1299.0	1506.0	895.0	571.0
ALK_E26_STA100117	15230.0	4621.0	11090.0	3508.0	9502.0	7238.0	2517.0	9118.0	3611.0	8764.0	8757.0	3049.0	1247.0	6363.0	7368.0	5964.0	6932.0	2597.0	3290.0	3469.0	12820.0	2910.0	688.0	1309.0	463.0	6699.0	3174.0	3122.0	1853.0	1238.0
ALK_E25_STA100118	18868.0	8478.0	16409.0	6138.0	14462.0	7883.0	2659.0	13854.0	3740.0	13032.0	19269.0	2993.0	1077.0	8092.0	12567.0	6606.0	7835.0	2750.0	3505.0	4729.0	15312.0	4796.0	852.0	1620.0	664.0	7987.0	3115.0	4123.0	2537.0	1230.0
ALK_E25_STA100119	8291.0	3855.0	51.0	3367.0	6482.0	4161.0	1218.0	6143.0	1848.0	5520.0	7605.0	1673.0	575.0	3389.0	5684.0	2972.0	3850.0	1201.0	1638.0	2005.0	6661.0	1967.0	331.0	448.0	400.0	1961.0	1689.0	2145.0	886.0	593.0
ALK_E24_STA100120	21623.0	8926.0	12569.0	6089.0	13736.0	6374.0	1995.0	9625.0	3979.0	9963.0	23062.0	3025.0	872.0	7029.0	9667.0	5862.0	6651.0	2233.0	2783.0	4483.0	10675.0	4000.0	630.0	970.0	927.0	6647.0	3181.0	3557.0	1833.0	1237.0
ALK_E24_STA100121	29060.0	15125.0	22669.0	11388.0	15655.0	9780.0	2433.0	21551.0	4839.0	16456.0	31681.0	3663.0	1781.0	12254.0	20161.0	9529.0	12320.0	4932.0	5803.0	7224.0	21716.0	7608.0	1039.0	2077.0	1092.0	12702.0	4486.0	4965.0	2859.0	1643.0
ALK_E24_STA100122	10172.0	6204.0	7962.0	4479.0	9211.0	3713.0	974.0	7215.0	2176.0	5596.0	11788.0	1471.0	714.0	4775.0	7299.0	3137.0	4020.0	1664.0	1970.0	2683.0	7847.0	2537.0	320.0	747.0	470.0	4824.0	1770.0	1795.0	1020.0	700.0
ALK_E23_STA100123	7199.0	3164.0	5294.0	2502.0	4974.0	1809.0	429.0	5004.0	1296.0	3220.0	6076.0	975.0	376.0	2394.0	4651.0	2437.0	3077.0	1004.0	1381.0	1834.0	4025.0	1797.0	285.0	220.0	188.0	2519.0	1492.0	1307.0	848.0	310.0
ALK_E23_STA100124	16228.0	7945.0	11203.0	5724.0	11695.0	5107.0	1267.0	10817.0	3138.0	8561.0	15192.0	1677.0	1021.0	6911.0	10237.0	4330.0	5656.0	2263.0	2893.0	3833.0	11185.0	3990.0	850.0	1166.0	571.0	6306.0	1365.0	2539.0	1465.0	897.0
ALK_E22_STA100125	3742.0	1663.0	2698.0	1312.0	2807.0	912.0	257.0	3173.0	378.0	2030.0	4221.0	561.0	249.0	1102.0	2696.0	1130.0	1238.0	565.0	666.0	589.0	2370.0	953.0	186.0	268.0	132.0	966.0	569.0	688.0	541.0	201.0
ALK_E21_STA100126	9698.0	4267.0	5848.0	3742.0	7434.0	2949.0	648.0	4987.0	1993.0	3801.0	7088.0	929.0	536.0	2907.0	5023.0	2840.0	4270.0	1399.0	1807.0	2247.0	5606.0	1501.0	435.0	646.0	245.0	3817.0	1443.0	1594.0	673.0	438.0
ALK_E20_STA101611	5067.0	2163.0	2861.0	1621.0	3420.0	1026.0	386.0	2489.0	840.0	2104.0	2663.0	477.0	193.0	1425.0	2681.0	1382.0	1900.0	591.0	939.0	1004.0	2781.0	791.0	155.0	183.0	102.0	2148.0	882.0	1045.0	310.0	172.0
ALK_E20_STA100128	20319.0	13117.0	19358.0	7669.0	15333.0	5774.0	2070.0	14529.0	5059.0	10585.0	23492.0	3113.0	1416.0	11339.0	17754.0	7187.0	8965.0	3142.0	3175.0	6246.0	12671.0	4943.0	931.0	1660.0	717.0	10295.0	3384.0	2774.0	3262.0	1272.0
ALK_E20_STA100129	50385.0	28118.0	35339.0	20637.0	36076.0	15766.0	4393.0	31747.0	10724.0	27312.0	42545.0	5376.0	3256.0	20370.0	34066.0	15069.0	20161.0	6895.0	8447.0	11727.0	29502.0	12067.0	2342.0	3079.0	1632.0	18885.0	7974.0	8429.0	5521.0	2456.0
ALK_E20_STA100130	21769.0	12340.0	15855.0	8292.0	16569.0	5019.0	2609.0	16239.0	4063.0	12265.0	15378.0	2793.0	1523.0	8239.0	14160.0	6520.0	9219.0	2811.0	3971.0	4652.0	13134.0	6206.0	1265.0	1670.0	1078.0	8778.0	3527.0	4418.0	2383.0	911.0
ALK_E19_STA101370	30381.0	17682.0	16908.0	11487.0	18270.0	6259.0	1820.0	15492.0	4813.0	13470.0	30258.0	2690.0	1610.0	10091.0	17534.0	6924.0	10549.0	3604.0	3854.0	6847.0	14263.0	6021.0	1003.0	1604.0	1300.0	10467.0	4454.0	4681.0	2426.0	1574.0
ALK_E18_STA101371	11502.0	5002.0	8043.0	3535.0	7198.0	2127.0	975.0	9091.0	1369.0	5975.0	12490.0	1017.0	657.0	3604.0	7339.0	2717.0	4222.0	1425.0	2086.0	2881.0	6380.0	3311.0	410.0	813.0	506.0	4104.0	1555.0	2312.0	1122.0	661.0
ALK_E17_STA101372	27673.0	11715.0	15468.0	7965.0	15229.0	4628.0	1887.0	14292.0	3599.0	12511.0	20397.0	2367.0	1178.0	7275.0	14262.0	5044.0	9006.0	2595.0	3608.0	6410.0	11008.0	5074.0	819.0	1555.0	924.0	8331.0	4097.0	3789.0	2199.0	1120.0
ALK_E15_STA101374	16315.0	10033.0	9448.0	6261.0	11269.0	3878.0	702.0	8590.0	3224.0	7065.0	12201.0	2016.0	643.0	3766.0	10563.0	4420.0	5746.0	2630.0	2998.0	3846.0	8251.0	3747.0	436.0	1035.0	515.0	4899.0	2072.0	2631.0	1354.0	886.0
ALK_E14_STA101375	5438.0	2668.0	4820.0	1742.0	4497.0	2378.0	633.0	3873.0	1077.0	3332.0	6817.0	967.0	364.0	2655.0	4075.0	1958.0	2463.0	724.0	1499.0	1699.0	5336.0	1791.0	287.0	490.0	242.0	2611.0	1131.0	1542.0	827.0	446.0
ALK_E13_STA101376	2076.0	1069.0	2586.0	818.0	1971.0	656.0	223.0	2206.0	314.0	1339.0	2533.0	311.0	150.0	847.0	1932.0	784.0	1305.0	492.0	737.0	507.0	1677.0	536.0	88.0	174.0	106.0	1332.0	483.0	490.0	252.0	62.0
ALK_E12_STA101377	2487.0	1193.0	1462.0	956.0	1726.0	566.0	101.0	1464.0	380.0	1064.0	1823.0	225.0	119.0	686.0	1198.0	622.0	854.0	281.0	460.0	514.0	1236.0	414.0	60.0	125.0	120.0	939.0	315.0	324.0	221.0	137.0
ALK_E11_STA101378	29865.0	13404.0	23461.0	10688.0	22513.0	13388.0	4004.0	19845.0	7704.0	17525.0	30491.0	4256.0	1683.0	12990.0	19687.0	9945.0	11899.0	4789.0	5863.0	7792.0	22377.0	7336.0	1461.0	2180.0	1035.0	12401.0	5477.0	6439.0	4047.0	2323.0
ALK_E10_STA101379	64418.0	27943.0	49791.0	19991.0	47491.0	18273.0	5426.0	45986.0	11572.0	33617.0	57096.0	8225.0	4081.0	27965.0	43876.0	19845.0	26130.0	10575.0	13443.0	16467.0	45062.0	15596.0	2111.0	4200.0	2193.0	26353.0	10500.0	10538.0	9186.0	3612.0
ALK_E9_STA101380	1962.0	659.0	2232.0	729.0	1733.0	692.0	321.0	1868.0	239.0	1242.0	1628.0	330.0	175.0	713.0	1437.0	898.0	1011.0	333.0	592.0	619.0	2089.0	728.0	94.0	212.0	34.0	952.0	251.0	421.0	270.0	116.0
ALK_E8_STA101381	31743.0	12481.0	19346.0	10401.0	18865.0	10629.0	2737.0	16507.0	6437.0	6934.0	25463.0	4586.0	1482.0	7635.0	13359.0	9476.0	11978.0	4306.0	6197.0	6737.0	21342.0	5581.0	1546.0	2130.0	1161.0	8790.0	4184.0	6272.0	3274.0	2809.0
ALK_E7_STA101382	36418.0	17471.0	28627.0	12895.0	26720.0	13573.0	4077.0	23781.0	8666.0	18768.0	23555.0	5215.0	2560.0	17170.0	23434.0	11257.0	16071.0	5598.0	7142.0	8695.0	26497.0	8606.0	1667.0	2877.0	1001.0	14776.0	6753.0	6899.0	4124.0	2312.0
ALK_E6_STA101383	29777.0	13287.0	17666.0	10384.0	21280.0	7207.0	1843.0	16811.0	4185.0	14225.0	16919.0	2661.0	1645.0	9812.0	15729.0	7858.0	12294.0	4381.0	4947.0	7445.0	17220.0	5713.0	1195.0	1827.0	905.0	12237.0	5105.0	4293.0	2550.0	1304.0
ALK_E5_STA101384	63300.0	27291.0	50514.0	19165.0	44767.0	27665.0	7191.0	38486.0	13720.0	36901.0	59319.0	10232.0	4387.0	25599.0	37707.0	21418.0	22518.0	8639.0	11278.0	15979.0	49025.0	13970.0	2633.0	4379.0	2267.0	23089.0	9657.0	12519.0	8223.0	6968.0
ALK_E4_STA101385	3628.0	1664.0	4106.0	1192.0	2889.0	1499.0	570.0	3845.0	648.0	2145.0	3805.0	834.0	426.0	1619.0	3051.0	1862.0	1798.0	731.0	1122.0	968.0	4229.0	1240.0	145.0	392.0	80.0	2173.0	616.0	946.0	579.0	235.0
ALK_E3_STA101640	52097.0	22621.0	36527.0	16031.0	38262.0	19247.0	4745.0	31734.0	9428.0	29695.0	33195.0	6713.0	3449.0	19544.0	27784.0	19617.0	24150.0	8812.0	11601.0	11904.0	38810.0	10218.0	2035.0	3151.0	1463.0	23847.0	10445.0	8664.0	5676.0	2333.0
ALK_E2_STA101387	9640.0	5237.0	14299.0	5129.0	12794.0	8566.0	2717.0	12548.0	4789.0	10409.0	9493.0	3437.0	1831.0	8161.0	9809.0	7079.0	7791.0	2854.0	4023.0	3635.0	16463.0	3927.0	1044.0	1576.0	807.0	8263.0	3128.0	3890.0	2320.0	1770.0
