	C21D00050	D21D00052	D21D00060T	D21D00065	D21D00066T	D21D00074T	K21D00053	M21D00054	M21D00075	N21D00042	N21D00061	O21D00086T	P20D02528	P21D00043	P21D00044	P21D00045	P21D00046	P21D00055	P21D00056	P21D00062	P21D00067	P21D00068	P21D00078	P21D00083	P21D00091	U21D00040	X21D00037	X21D00058T	X21D00069	X21D00077
NF1_E28_STA100867	10658.0	6828.0	18076.0	7489.0	15293.0	14036.0	6180.0	14985.0	5748.0	14144.0	15477.0	7803.0	1909.0	9009.0	13484.0	7845.0	8345.0	3968.0	4712.0	3354.0	21553.0	5208.0	1115.0	1803.0	821.0	9719.0	4433.0	6593.0	3001.0	2479.0
NF1_E29_STA100868	15006.0	7586.0	18892.0	8574.0	18020.0	13987.0	6251.0	14813.0	6771.0	15620.0	20350.0	6879.0	1692.0	10912.0	14935.0	7815.0	8531.0	4277.0	4832.0	4872.0	20561.0	6451.0	1076.0	1944.0	1190.0	10455.0	4131.0	7321.0	3635.0	3242.0
NF1_E29_STA100869	4045.0	2430.0	4070.0	2198.0	4218.0	3311.0	1340.0	3187.0	1748.0	3585.0	3185.0	1524.0	492.0	2289.0	3025.0	2223.0	2192.0	950.0	1575.0	1084.0	4654.0	1156.0	210.0	444.0	251.0	2790.0	1370.0	1915.0	663.0	842.0
NF1_E30_STA100870	2897.0	1613.0	3523.0	1506.0	3216.0	2479.0	1133.0	2870.0	929.0	2963.0	3146.0	1168.0	275.0	1884.0	2572.0	1662.0	1430.0	724.0	858.0	757.0	3809.0	1052.0	264.0	409.0	228.0	1917.0	783.0	1218.0	471.0	488.0
NF1_E30_STA100871	2648.0	1474.0	2619.0	1333.0	2623.0	2147.0	864.0	2466.0	1015.0	2625.0	1913.0	1358.0	262.0	1184.0	2044.0	1586.0	1566.0	643.0	1050.0	867.0	3173.0	834.0	164.0	250.0	134.0	1578.0	760.0	1239.0	360.0	521.0
NF1_E30_STA100872	1894.0	1175.0	3106.0	1292.0	2514.0	2321.0	966.0	2083.0	917.0	1703.0	3049.0	1059.0	356.0	1228.0	1846.0	1111.0	1107.0	556.0	609.0	785.0	2724.0	754.0	155.0	251.0	167.0	1382.0	648.0	1458.0	420.0	514.0
NF1_E31_STA100873	2695.0	1527.0	3482.0	1770.0	2956.0	3127.0	1449.0	3016.0	1220.0	2507.0	3185.0	1788.0	400.0	1705.0	2738.0	1810.0	1526.0	906.0	954.0	836.0	3615.0	1000.0	150.0	361.0	181.0	1898.0	866.0	2063.0	609.0	718.0
NF1_E32_STA100874	22630.0	13709.0	22510.0	12768.0	23572.0	21055.0	12151.0	18757.0	12392.0	21613.0	32656.0	10085.0	2213.0	15140.0	18795.0	12759.0	10499.0	5508.0	5621.0	6477.0	25841.0	7348.0	1620.0	2512.0	1450.0	13988.0	6119.0	13501.0	4649.0	5687.0
NF1_E32_STA100875	19854.0	13445.0	22965.0	11838.0	22589.0	23973.0	10958.0	19186.0	11803.0	26051.0	24126.0	11512.0	2943.0	15556.0	19653.0	12388.0	11557.0	6328.0	6009.0	7165.0	28425.0	8479.0	1447.0	2751.0	1687.0	13208.0	7020.0	15807.0	5108.0	6056.0
NF1_E32_STA100876	15100.0	7618.0	18169.0	8617.0	16294.0	15930.0	8146.0	13454.0	7325.0	15250.0	20812.0	7230.0	1742.0	9877.0	13681.0	9295.0	7776.0	3872.0	4252.0	4385.0	19819.0	5890.0	1198.0	1674.0	983.0	9985.0	3743.0	10534.0	3432.0	4697.0
NF1_E33_STA101832	8770.0	4491.0	9218.0	4762.0	9145.0	9366.0	5125.0	7327.0	4797.0	7843.0	9153.0	4524.0	894.0	5480.0	7235.0	5826.0	5339.0	2464.0	2996.0	2840.0	10041.0	2538.0	400.0	974.0	456.0	6231.0	2594.0	6731.0	1541.0	2169.0
NF1_E33_STA101823	15209.0	7889.0	15664.0	8272.0	15592.0	15742.0	8555.0	12605.0	8120.0	13542.0	14937.0	7759.0	1570.0	9211.0	12179.0	9983.0	9277.0	4277.0	5252.0	4950.0	16917.0	4492.0	670.0	1694.0	779.0	10706.0	4432.0	11640.0	2527.0	3689.0
NF1_E33_STA100879	4823.0	2829.0	4830.0	2675.0	5176.0	5224.0	2618.0	3424.0	2780.0	4022.0	6118.0	2753.0	464.0	2769.0	3696.0	2859.0	2378.0	1185.0	1317.0	1432.0	5071.0	1543.0	354.0	614.0	308.0	3069.0	1500.0	3936.0	791.0	1500.0
NF1_E34_STA100880	4861.0	2297.0	7062.0	2677.0	5701.0	5270.0	2576.0	5079.0	2436.0	5341.0	6676.0	2589.0	748.0	3388.0	4974.0	2773.0	2880.0	1324.0	1496.0	1656.0	7636.0	1928.0	318.0	872.0	410.0	3606.0	1414.0	2983.0	1028.0	1214.0
NF1_E34_STA100881	8711.0	4958.0	8008.0	5658.0	8666.0	8147.0	3509.0	7384.0	4556.0	7345.0	8086.0	4519.0	952.0	3658.0	7036.0	5693.0	6099.0	2301.0	2934.0	2763.0	11408.0	2834.0	629.0	859.0	654.0	4527.0	2807.0	5400.0	1546.0	2055.0
NF1_E34_STA100882	8279.0	4980.0	9541.0	4894.0	9461.0	8831.0	4046.0	7640.0	5028.0	8969.0	12054.0	4586.0	1083.0	5035.0	7233.0	4859.0	4707.0	2198.0	2732.0	3080.0	10610.0	2986.0	534.0	1186.0	592.0	5965.0	2571.0	5273.0	1646.0	2576.0
NF1_E35_STA100883	1846.0	1114.0	2766.0	914.0	2282.0	1862.0	1137.0	2630.0	737.0	2126.0	2413.0	972.0	338.0	1659.0	2257.0	1255.0	1226.0	822.0	707.0	706.0	3181.0	810.0	162.0	284.0	182.0	1795.0	621.0	1239.0	534.0	360.0
NF1_E35_STA100884	5370.0	3248.0	6823.0	3215.0	6311.0	5976.0	2948.0	5731.0	2920.0	7324.0	6181.0	2896.0	787.0	4329.0	6227.0	3413.0	3827.0	1962.0	1812.0	1901.0	8657.0	2218.0	340.0	835.0	347.0	4218.0	1847.0	3536.0	1458.0	1398.0
NF1_E35_STA100885	8519.0	5123.0	12951.0	5362.0	10601.0	9572.0	4455.0	11640.0	4328.0	10455.0	12046.0	5774.0	1486.0	6136.0	10025.0	6913.0	7431.0	3325.0	3472.0	3713.0	11448.0	4036.0	650.0	1247.0	694.0	7284.0	3265.0	6673.0	2441.0	1966.0
NF1_E36_STA101837	5936.0	2787.0	7079.0	3180.0	6911.0	6175.0	3603.0	6086.0	2601.0	6714.0	7035.0	2916.0	854.0	5067.0	5995.0	3712.0	3676.0	1909.0	1896.0	2105.0	8812.0	2279.0	476.0	769.0	407.0	4671.0	1653.0	3956.0	1102.0	1448.0
NF1_E36_STA100887	2847.0	1319.0	4412.0	1822.0	3976.0	3392.0	1840.0	3327.0	1315.0	3362.0	3332.0	1885.0	488.0	2466.0	3174.0	1822.0	2191.0	1088.0	1084.0	1056.0	5397.0	1268.0	242.0	442.0	252.0	2430.0	1018.0	2125.0	672.0	736.0
NF1_E37_STA100888	2276.0	1043.0	3974.0	1376.0	2986.0	2562.0	1959.0	3377.0	1000.0	2314.0	3112.0	1250.0	250.0	1699.0	2839.0	1167.0	1708.0	866.0	894.0	806.0	4438.0	1017.0	244.0	320.0	160.0	1886.0	412.0	1576.0	458.0	490.0
NF1_E37_STA100889	1346.0	612.0	1979.0	776.0	1254.0	1220.0	696.0	1597.0	632.0	998.0	1468.0	897.0	170.0	713.0	1462.0	834.0	914.0	394.0	556.0	358.0	2041.0	448.0	90.0	299.0	56.0	1076.0	474.0	808.0	286.0	286.0
NF1_E37_STA100890	5099.0	2643.0	7102.0	2797.0	5628.0	5637.0	2523.0	6076.0	2008.0	4394.0	6600.0	2464.0	616.0	3203.0	5557.0	3272.0	3216.0	1651.0	1668.0	1514.0	8049.0	2225.0	518.0	842.0	370.0	3773.0	1845.0	2796.0	1315.0	840.0
NF1_E37_STA100891	15733.0	8436.0	16127.0	7690.0	14922.0	11438.0	4293.0	16244.0	5186.0	15277.0	17192.0	5401.0	1891.0	9169.0	12738.0	8438.0	8562.0	4133.0	5486.0	4342.0	17598.0	4743.0	998.0	1827.0	604.0	9878.0	5239.0	6688.0	3258.0	2064.0
NF1_E37_STA100893	5647.0	3180.0	6578.0	2796.0	6456.0	4775.0	1549.0	6128.0	2066.0	6213.0	8320.0	2367.0	647.0	3542.0	5772.0	2500.0	3118.0	1877.0	1813.0	1955.0	7342.0	2442.0	537.0	742.0	320.0	3752.0	1760.0	2076.0	1042.0	924.0
NF1_E38_STA100894	9656.0	5020.0	8837.0	4938.0	9616.0	6719.0	2740.0	6970.0	4254.0	7141.0	9388.0	2911.0	652.0	4138.0	6738.0	4760.0	5209.0	2449.0	2653.0	2481.0	10649.0	2702.0	450.0	1004.0	542.0	4754.0	2684.0	4144.0	1444.0	1515.0
NF1_E38_STA100895	5785.0	3070.0	6905.0	3011.0	5949.0	4156.0	1936.0	6029.0	2013.0	5769.0	8429.0	2085.0	664.0	3502.0	5368.0	3130.0	3083.0	1752.0	1909.0	2033.0	7293.0	2078.0	442.0	727.0	362.0	3800.0	1717.0	2547.0	1211.0	868.0
NF1_E38_STA100896	7526.0	3349.0	7993.0	3885.0	7023.0	5066.0	2053.0	7184.0	2483.0	7397.0	10557.0	2493.0	720.0	5095.0	6977.0	3652.0	3630.0	2255.0	2340.0	2279.0	8511.0	2164.0	450.0	804.0	364.0	4510.0	1977.0	2733.0	1623.0	846.0
NF1_E38_STA100897	11239.0	3841.0	7917.0	3654.0	7201.0	5275.0	1984.0	7354.0	2594.0	6817.0	8121.0	2959.0	613.0	3543.0	6110.0	4123.0	4311.0	1721.0	2547.0	2189.0	8233.0	1965.0	436.0	613.0	337.0	5704.0	2884.0	3473.0	1172.0	897.0
NF1_E38_STA100898	4726.0	2317.0	5850.0	2067.0	5445.0	3636.0	1492.0	5189.0	1587.0	4210.0	6076.0	2257.0	547.0	2275.0	4191.0	2997.0	2531.0	1357.0	1700.0	1640.0	5596.0	1646.0	254.0	794.0	211.0	3676.0	1771.0	2496.0	993.0	522.0
NF1_E39_STA100899	8259.0	4620.0	8863.0	4651.0	9170.0	8362.0	4643.0	7156.0	4232.0	7882.0	11496.0	4010.0	810.0	5756.0	7688.0	4551.0	4508.0	2049.0	2377.0	2688.0	11383.0	2694.0	520.0	863.0	512.0	5915.0	2341.0	4401.0	1543.0	2308.0
NF1_E39_STA100900	12864.0	7876.0	15699.0	9119.0	16175.0	16578.0	7561.0	12920.0	8202.0	15783.0	16327.0	7386.0	1813.0	9990.0	14514.0	8508.0	8455.0	4809.0	4599.0	4527.0	18559.0	4763.0	1005.0	1905.0	1328.0	10933.0	4361.0	9006.0	3257.0	3529.0
NF1_E39_STA101822	9132.0	5286.0	11229.0	6354.0	11861.0	11132.0	5466.0	8987.0	5377.0	11137.0	11863.0	5073.0	1280.0	7272.0	9821.0	5939.0	5814.0	3392.0	3227.0	3080.0	13150.0	3416.0	640.0	1346.0	831.0	7558.0	3061.0	6337.0	2377.0	2462.0
NF1_E39_STA100902	16852.0	7284.0	18161.0	8734.0	18573.0	16783.0	7857.0	14249.0	8251.0	15243.0	24469.0	8172.0	1929.0	10309.0	14591.0	8622.0	8854.0	4398.0	4731.0	4954.0	20780.0	6179.0	958.0	2138.0	1074.0	11469.0	3701.0	9443.0	3147.0	4544.0
NF1_E40_STA100903	9682.0	5199.0	12149.0	5532.0	11333.0	10717.0	4463.0	10098.0	4338.0	10599.0	14812.0	4495.0	1342.0	7599.0	11238.0	5966.0	5988.0	2930.0	3634.0	2999.0	15583.0	3864.0	598.0	1336.0	521.0	7851.0	2899.0	5556.0	2004.0	1921.0
NF1_E40_STA100904	5091.0	2608.0	6612.0	2960.0	5436.0	5089.0	2820.0	5099.0	2646.0	4630.0	7052.0	2645.0	624.0	3103.0	4690.0	3075.0	2666.0	1504.0	1628.0	1815.0	6399.0	1928.0	275.0	579.0	336.0	3478.0	1574.0	2974.0	1037.0	1202.0
NF1_E40_STA100905	1593.0	950.0	3310.0	954.0	2088.0	2121.0	1525.0	2893.0	787.0	2168.0	2762.0	1146.0	342.0	1400.0	2416.0	1287.0	1169.0	668.0	668.0	714.0	2848.0	982.0	128.0	354.0	119.0	1484.0	618.0	1306.0	464.0	442.0
NF1_E40_STA100906	10249.0	6037.0	12952.0	6239.0	12650.0	12983.0	6688.0	9925.0	6569.0	12197.0	12077.0	6003.0	1357.0	8554.0	10539.0	6172.0	6290.0	3143.0	3121.0	4040.0	15490.0	4044.0	840.0	1280.0	933.0	7891.0	3882.0	7034.0	2385.0	3306.0
NF1_E41_STA100907	11394.0	4437.0	9451.0	4747.0	10409.0	9258.0	4431.0	7626.0	4824.0	8648.0	10976.0	4454.0	868.0	5024.0	7172.0	4851.0	5861.0	2643.0	3065.0	2743.0	10225.0	2575.0	459.0	996.0	741.0	7068.0	2466.0	5711.0	1457.0	2581.0
NF1_E41_STA100908	10521.0	5859.0	15171.0	6321.0	13071.0	11663.0	6230.0	13615.0	4068.0	12319.0	14914.0	5897.0	1657.0	7730.0	11359.0	7025.0	6255.0	3966.0	3985.0	3081.0	15347.0	4689.0	956.0	1690.0	752.0	8152.0	3208.0	6381.0	2178.0	2408.0
NF1_E41_STA100909	3583.0	2372.0	6290.0	2733.0	5314.0	4350.0	1787.0	4918.0	1969.0	4186.0	4727.0	2685.0	584.0	2799.0	5080.0	2411.0	2602.0	1539.0	1543.0	1357.0	5570.0	1486.0	316.0	478.0	253.0	3357.0	1149.0	2843.0	968.0	851.0
NF1_E42_STA100910	6244.0	2938.0	6449.0	3211.0	7039.0	6516.0	2807.0	5506.0	2942.0	5258.0	8204.0	3182.0	741.0	3266.0	5157.0	3654.0	3217.0	1794.0	1981.0	1677.0	7784.0	1842.0	347.0	905.0	408.0	4270.0	1919.0	3711.0	1180.0	1410.0
NF1_E42_STA100911	4440.0	1957.0	4906.0	2286.0	4936.0	4925.0	1847.0	3371.0	2176.0	3561.0	4656.0	2413.0	304.0	2284.0	3260.0	2235.0	2273.0	877.0	1637.0	1150.0	6089.0	1047.0	284.0	552.0	224.0	2573.0	1388.0	2560.0	733.0	1014.0
NF1_E42_STA100912	19993.0	12627.0	27049.0	12376.0	25470.0	25575.0	11965.0	24317.0	11383.0	27482.0	27402.0	11332.0	2989.0	16685.0	23030.0	13840.0	13893.0	7416.0	7778.0	7716.0	33492.0	8585.0	1969.0	3212.0	1601.0	16045.0	6575.0	13658.0	6015.0	5534.0
NF1_E42_STA100913	16307.0	9703.0	20927.0	8827.0	20208.0	19598.0	9478.0	16004.0	9490.0	18838.0	21192.0	8982.0	2289.0	12683.0	17151.0	10074.0	10104.0	4915.0	5553.0	5511.0	25381.0	5935.0	1401.0	2526.0	1202.0	11586.0	5542.0	10086.0	3710.0	4654.0
NF1_E42_STA100914	8238.0	4916.0	10647.0	4776.0	10403.0	10287.0	5119.0	8541.0	4804.0	8875.0	11514.0	4963.0	1184.0	6519.0	9109.0	5077.0	4911.0	2507.0	2757.0	2749.0	12711.0	2872.0	842.0	1337.0	799.0	5775.0	2682.0	5352.0	1997.0	2408.0
NF1_E43_STA101828	6137.0	3088.0	6323.0	3229.0	6083.0	6748.0	3135.0	5526.0	3243.0	5786.0	5639.0	3123.0	840.0	4455.0	5424.0	3450.0	3524.0	1842.0	1677.0	1534.0	7347.0	1911.0	336.0	720.0	420.0	4312.0	1838.0	4154.0	1043.0	1344.0
NF1_E43_STA100916	5595.0	3473.0	7782.0	4041.0	7215.0	6708.0	2967.0	6693.0	3164.0	6857.0	5084.0	3624.0	838.0	3673.0	5861.0	4333.0	4074.0	1900.0	2174.0	1898.0	9716.0	2042.0	593.0	844.0	450.0	4330.0	2175.0	4243.0	1085.0	1510.0
NF1_E43_STA100917	3859.0	2255.0	6476.0	2835.0	5200.0	5164.0	2500.0	4876.0	2211.0	4556.0	4230.0	2568.0	569.0	3092.0	4783.0	2975.0	2695.0	1390.0	1439.0	1359.0	7059.0	1680.0	383.0	545.0	310.0	3304.0	1492.0	3115.0	855.0	1006.0
NF1_E43_STA100918	3170.0	1229.0	3345.0	1686.0	2846.0	2817.0	1245.0	2016.0	1626.0	1978.0	3248.0	1520.0	250.0	1471.0	2128.0	1438.0	1713.0	734.0	766.0	924.0	3475.0	768.0	206.0	308.0	244.0	1948.0	849.0	2124.0	566.0	832.0
NF1_E44_STA101827	1843.0	882.0	2543.0	865.0	1995.0	2284.0	1184.0	1997.0	990.0	1842.0	2100.0	1164.0	296.0	1989.0	1853.0	1251.0	1421.0	683.0	740.0	554.0	2687.0	645.0	124.0	335.0	80.0	1486.0	699.0	1484.0	371.0	608.0
NF1_E45_STA100920	11089.0	5641.0	12025.0	5490.0	12229.0	11552.0	6675.0	10604.0	5998.0	11439.0	13730.0	6198.0	1362.0	7375.0	10603.0	6708.0	6700.0	3092.0	3293.0	3549.0	12345.0	3902.0	903.0	1414.0	730.0	8207.0	3202.0	7479.0	2023.0	2638.0
NF1_E45_STA100921	6116.0	3608.0	9102.0	4554.0	8361.0	8193.0	4147.0	7285.0	3814.0	8596.0	8505.0	3586.0	1283.0	5694.0	8345.0	4866.0	4718.0	2389.0	2292.0	2485.0	9977.0	2835.0	504.0	1400.0	472.0	5322.0	2386.0	5190.0	1764.0	1861.0
NF1_E46_STA101835	10024.0	4286.0	9796.0	4967.0	10226.0	11029.0	6042.0	8187.0	5114.0	9721.0	9736.0	4766.0	1079.0	6082.0	8630.0	5836.0	5218.0	2893.0	3039.0	2552.0	11449.0	2893.0	514.0	951.0	597.0	6661.0	2391.0	6022.0	1472.0	2467.0
NF1_E46_STA100923	3306.0	1458.0	3315.0	1720.0	4145.0	4491.0	1751.0	2429.0	1884.0	2866.0	3387.0	1712.0	348.0	1815.0	2619.0	1841.0	1718.0	916.0	978.0	940.0	4403.0	880.0	114.0	474.0	224.0	2115.0	933.0	2228.0	464.0	1074.0
NF1_E47_STA100924	6319.0	3314.0	9055.0	3574.0	8074.0	8310.0	3590.0	6860.0	3681.0	7125.0	8715.0	3882.0	1069.0	5198.0	6729.0	3925.0	4196.0	2078.0	2604.0	2317.0	10701.0	2257.0	579.0	936.0	308.0	4967.0	2024.0	4272.0	1451.0	1442.0
NF1_E47_STA101816	30407.0	16386.0	30976.0	16622.0	27845.0	29320.0	11801.0	25591.0	15255.0	32410.0	27473.0	14310.0	3458.0	17149.0	22572.0	17985.0	16531.0	7341.0	9387.0	9404.0	34163.0	9170.0	1970.0	4209.0	2180.0	19981.0	10081.0	17163.0	5832.0	5465.0
NF1_E47_STA100926	10089.0	4751.0	9590.0	4980.0	10439.0	9268.0	4632.0	7910.0	4802.0	7807.0	10981.0	4515.0	1104.0	5503.0	7786.0	5498.0	4706.0	2347.0	2882.0	3084.0	11237.0	3099.0	590.0	1176.0	544.0	6495.0	2880.0	6041.0	1836.0	2248.0
NF1_E48_STA100927	14497.0	7905.0	12942.0	7610.0	13308.0	11724.0	6647.0	11575.0	7489.0	12370.0	21329.0	5784.0	1190.0	8668.0	11543.0	7018.0	6865.0	3315.0	3129.0	5002.0	14576.0	4636.0	996.0	1957.0	971.0	8481.0	3828.0	7386.0	2147.0	3996.0
NF1_E48_STA100928	2062.0	962.0	2385.0	1142.0	2238.0	1777.0	848.0	2102.0	842.0	1887.0	2904.0	927.0	217.0	1442.0	2237.0	1096.0	1009.0	536.0	590.0	656.0	2794.0	786.0	146.0	234.0	122.0	1545.0	543.0	1017.0	430.0	420.0
NF1_E49_STA100929	20150.0	12449.0	20835.0	11408.0	21330.0	19184.0	8493.0	17041.0	9462.0	18887.0	23652.0	9162.0	2165.0	10960.0	17114.0	11248.0	10678.0	5086.0	5595.0	6320.0	23737.0	7063.0	1430.0	2317.0	1458.0	12711.0	5876.0	10809.0	4638.0	5274.0
NF1_E49_STA100930	12932.0	5962.0	13305.0	6961.0	13704.0	13226.0	6362.0	10950.0	6205.0	11889.0	12981.0	6189.0	1464.0	8193.0	11256.0	6955.0	6588.0	3461.0	4213.0	3795.0	18818.0	4062.0	848.0	1662.0	920.0	7914.0	3639.0	6549.0	2378.0	3122.0
NF1_E49_STA100931	10170.0	4624.0	10597.0	5532.0	10939.0	10429.0	5178.0	8809.0	4917.0	9436.0	10555.0	4814.0	1226.0	6678.0	8946.0	5329.0	5097.0	2700.0	3246.0	3045.0	14863.0	3342.0	689.0	1241.0	763.0	6280.0	2920.0	5139.0	1965.0	2525.0
NF1_E49_STA100932	6649.0	4116.0	8889.0	4482.0	8790.0	7992.0	4131.0	7514.0	3893.0	8309.0	8197.0	3975.0	940.0	5408.0	7562.0	4399.0	3926.0	2120.0	2729.0	2303.0	11404.0	3214.0	726.0	1136.0	566.0	5328.0	2507.0	4181.0	1852.0	1784.0
NF1_E50_STA101821	6518.0	3276.0	6081.0	3267.0	6150.0	6324.0	2920.0	5622.0	3535.0	6335.0	4991.0	3412.0	898.0	4105.0	5829.0	4340.0	4173.0	1439.0	2397.0	2044.0	8196.0	1837.0	269.0	828.0	359.0	4586.0	1999.0	4385.0	1070.0	1404.0
NF1_E50_STA100934	727.0	338.0	763.0	402.0	1022.0	885.0	366.0	640.0	599.0	796.0	841.0	340.0	92.0	858.0	734.0	449.0	361.0	180.0	206.0	306.0	1021.0	200.0	38.0	108.0	72.0	519.0	200.0	425.0	158.0	268.0
NF1_E51_STA100935	13220.0	6670.0	11443.0	7263.0	12450.0	9682.0	4168.0	9316.0	5904.0	8361.0	12788.0	4645.0	829.0	4603.0	8967.0	5994.0	6113.0	3109.0	3316.0	3505.0	12507.0	3191.0	748.0	1453.0	919.0	5510.0	3165.0	6331.0	1963.0	2600.0
NF1_E51_STA100936	31629.0	16347.0	33050.0	14458.0	30036.0	22941.0	8996.0	30692.0	11220.0	29434.0	33248.0	11041.0	3389.0	17457.0	27204.0	15161.0	16254.0	7951.0	9004.0	7461.0	32780.0	9216.0	2272.0	3793.0	1662.0	17800.0	8049.0	12832.0	5834.0	4010.0
NF1_E51_STA100937	17518.0	6525.0	13115.0	5692.0	12292.0	9875.0	3340.0	10554.0	5360.0	12032.0	14063.0	5058.0	1204.0	8175.0	10832.0	6394.0	6327.0	3119.0	4240.0	3797.0	12697.0	3562.0	741.0	1445.0	829.0	7732.0	3177.0	6276.0	2234.0	2038.0
NF1_E51_STA100938	7864.0	3198.0	7054.0	3639.0	7373.0	5696.0	2194.0	5207.0	2993.0	5389.0	8807.0	3214.0	641.0	3186.0	5440.0	2923.0	3278.0	1757.0	1764.0	2184.0	7429.0	2317.0	414.0	1000.0	418.0	4343.0	1920.0	3715.0	1270.0	1836.0
NF1_E52_STA100939	5130.0	2561.0	9577.0	3318.0	6940.0	6471.0	3173.0	8341.0	2419.0	6136.0	7906.0	3055.0	868.0	3983.0	7162.0	4623.0	3901.0	2015.0	2555.0	1616.0	9388.0	3019.0	388.0	1086.0	406.0	4631.0	1796.0	2985.0	1408.0	1105.0
NF1_E52_STA100940	1680.0	982.0	2116.0	835.0	2160.0	1784.0	798.0	1691.0	874.0	1882.0	1921.0	837.0	201.0	1381.0	1858.0	1085.0	1075.0	519.0	628.0	482.0	2585.0	574.0	92.0	174.0	122.0	1117.0	459.0	915.0	363.0	315.0
NF1_E53_STA100941	4609.0	2342.0	5334.0	2675.0	5399.0	5101.0	2364.0	3772.0	2523.0	4494.0	6563.0	2507.0	568.0	2647.0	4138.0	2607.0	2525.0	1283.0	1405.0	1521.0	6163.0	1661.0	340.0	696.0	443.0	3004.0	1241.0	2758.0	1050.0	1267.0
NF1_E53_STA100942	11787.0	6563.0	12886.0	6489.0	11556.0	11705.0	5148.0	10748.0	6531.0	13667.0	12194.0	4973.0	1408.0	8824.0	10709.0	6407.0	6034.0	2922.0	3905.0	3659.0	15275.0	4181.0	724.0	1220.0	697.0	7625.0	3593.0	6124.0	2471.0	2626.0
NF1_E54_STA100943	1931.0	1230.0	4120.0	1386.0	2780.0	2537.0	1338.0	3323.0	777.0	2500.0	3133.0	1520.0	430.0	1880.0	2960.0	1832.0	1559.0	738.0	955.0	580.0	4035.0	1327.0	193.0	400.0	170.0	1837.0	832.0	1656.0	540.0	492.0
NF1_E54_STA100944	20618.0	12017.0	30132.0	12811.0	25696.0	27012.0	11385.0	27383.0	11746.0	24543.0	25637.0	13757.0	3378.0	14452.0	24799.0	16040.0	14571.0	7533.0	8228.0	8336.0	32009.0	8809.0	1708.0	3419.0	1476.0	18552.0	7937.0	14983.0	5477.0	4908.0
NF1_E54_STA100945	1973.0	966.0	1690.0	986.0	1955.0	2036.0	900.0	1192.0	1076.0	1502.0	1968.0	1024.0	144.0	945.0	1396.0	1162.0	1000.0	402.0	696.0	533.0	2388.0	496.0	118.0	308.0	130.0	1325.0	626.0	1192.0	250.0	533.0
NF1_E55_STA101834	6302.0	2709.0	5974.0	3291.0	5831.0	5574.0	2623.0	4441.0	2788.0	5555.0	6195.0	2872.0	570.0	3398.0	4369.0	3342.0	3478.0	1428.0	1816.0	1673.0	6818.0	1665.0	368.0	712.0	285.0	4086.0	2067.0	3541.0	835.0	1202.0
NF1_E55_STA100947	5037.0	2314.0	7876.0	2709.0	6140.0	5257.0	2859.0	6201.0	2322.0	5597.0	6167.0	3208.0	707.0	3558.0	5266.0	3674.0	3614.0	1737.0	1988.0	1720.0	7518.0	2238.0	355.0	900.0	264.0	4212.0	1921.0	3316.0	1253.0	1062.0
NF1_E55_STA100948	4828.0	3128.0	8548.0	3429.0	6428.0	6899.0	3414.0	6796.0	2737.0	6530.0	6621.0	3725.0	983.0	4415.0	6577.0	3515.0	3271.0	1797.0	2076.0	2006.0	10114.0	2485.0	454.0	968.0	296.0	4151.0	1585.0	3846.0	1416.0	1594.0
NF1_E56_STA100949	7955.0	3983.0	8360.0	4786.0	8242.0	8527.0	3946.0	6555.0	4153.0	7619.0	9191.0	4114.0	1052.0	4643.0	6117.0	4572.0	4177.0	2054.0	2366.0	2483.0	9690.0	2222.0	521.0	809.0	480.0	5175.0	2368.0	4681.0	1366.0	1902.0
NF1_E57_STA100950	12288.0	6119.0	12733.0	6136.0	13199.0	11158.0	4496.0	9921.0	5727.0	10138.0	16633.0	5635.0	1106.0	7220.0	9562.0	5991.0	6317.0	3214.0	3270.0	3374.0	14124.0	3607.0	684.0	1537.0	824.0	7330.0	3349.0	6095.0	2420.0	2498.0
NF1_E57_STA100951	9994.0	5846.0	10207.0	5930.0	10779.0	10064.0	2923.0	8458.0	4972.0	10189.0	8754.0	4791.0	1069.0	5211.0	8350.0	6188.0	6110.0	2503.0	3785.0	3513.0	13501.0	2911.0	822.0	1307.0	714.0	5886.0	3072.0	4820.0	1795.0	1800.0
NF1_E57_STA100952	13958.0	9484.0	18374.0	8206.0	16098.0	14697.0	6281.0	18912.0	6126.0	20290.0	19261.0	7010.0	2440.0	10365.0	15241.0	8862.0	8161.0	4596.0	4895.0	5512.0	20923.0	6807.0	1065.0	1862.0	1134.0	11124.0	4273.0	8100.0	4251.0	2981.0
NF1_E57_STA100953	20172.0	11874.0	23622.0	11272.0	22111.0	17626.0	9532.0	18390.0	9308.0	22419.0	23811.0	9352.0	2667.0	14089.0	18311.0	10974.0	11008.0	5402.0	5739.0	7087.0	29612.0	8165.0	1558.0	2369.0	1684.0	13813.0	5837.0	10911.0	5079.0	4312.0
NF1_E58_STA100954	10048.0	5314.0	7851.0	5034.0	8384.0	8675.0	3045.0	6258.0	4908.0	7079.0	10871.0	4676.0	720.0	4001.0	5527.0	4959.0	4899.0	1986.0	2804.0	2593.0	10392.0	2512.0	649.0	1378.0	570.0	4970.0	3186.0	4954.0	1756.0	1782.0
