	C21D00575	D21D00569T	D21D00578T	D21D00591	D21D00593	D21D00597	D21D00609T	D21D00611T	M21D00568	M21D00589	N21D00564	N21D00580	N21D00608	P21D00567	P21D00573	P21D00584	P21D00586	P21D00588	P21D00594	P21D00595	P21D00596	P21D00598	P21D00599	P21D00605	P21D00606	T21D00581	X21D00548T	X21D00552	X21D00558	X21D00587	X21D00600
NF1_E2_STA100793	9334.0	6961.0	10728.0	8602.0	8414.0	4207.0	886.0	7114.0	9943.0	3110.0	8196.0	12909.0	14660.0	5972.0	16753.0	7156.0	12965.0	12698.0	9965.0	2016.0	6666.0	14038.0	8784.0	5614.0	4776.0	9181.0	5485.0	3107.0	2607.0	4864.0	434.0
NF1_E2_STA100794	13205.0	14221.0	15767.0	11415.0	10625.0	7425.0	1408.0	11504.0	18260.0	8046.0	10666.0	22274.0	22659.0	9242.0	25445.0	12978.0	20572.0	21874.0	13841.0	2865.0	12122.0	22420.0	14584.0	8254.0	7860.0	16009.0	11683.0	5791.0	3926.0	6610.0	496.0
NF1_E2_STA100795	1932.0	1998.0	2169.0	1454.0	1428.0	1158.0	356.0	1730.0	2066.0	982.0	1438.0	2776.0	2719.0	1255.0	3760.0	885.0	2834.0	2758.0	2087.0	408.0	1264.0	2252.0	1776.0	1111.0	820.0	2393.0	1928.0	772.0	606.0	994.0	158.0
NF1_E3_STA100796	1598.0	1148.0	2023.0	1456.0	1244.0	507.0	210.0	1056.0	1737.0	754.0	1215.0	2850.0	2527.0	1009.0	3249.0	1267.0	2600.0	2546.0	1934.0	272.0	1104.0	2446.0	1586.0	990.0	869.0	1400.0	978.0	582.0	524.0	756.0	58.0
NF1_E3_STA100797	8441.0	6844.0	9610.0	7344.0	6510.0	3668.0	709.0	6229.0	9284.0	4719.0	6904.0	11353.0	13811.0	4751.0	15888.0	7246.0	13366.0	13113.0	10662.0	1603.0	5939.0	11922.0	8498.0	4585.0	4593.0	9674.0	5184.0	3175.0	2546.0	4027.0	306.0
NF1_E3_STA100798	2264.0	2282.0	2601.0	1849.0	1753.0	1290.0	197.0	1776.0	2815.0	1136.0	1710.0	3369.0	3674.0	1438.0	4395.0	2135.0	3627.0	3808.0	2934.0	338.0	1634.0	3342.0	2402.0	1586.0	1252.0	2608.0	1868.0	964.0	665.0	1247.0	164.0
NF1_E4_STA100799	11286.0	12372.0	15606.0	10826.0	10266.0	6580.0	1333.0	10352.0	11771.0	7540.0	10458.0	14967.0	20832.0	7023.0	24566.0	11403.0	19994.0	18922.0	12614.0	2170.0	11288.0	20070.0	12246.0	6266.0	7267.0	15453.0	8893.0	2990.0	3922.0	5847.0	555.0
NF1_E4_STA100800	13622.0	16371.0	19398.0	12605.0	10549.0	9048.0	1590.0	12428.0	20267.0	9360.0	13583.0	21630.0	23193.0	10567.0	28634.0	15147.0	20651.0	22916.0	16968.0	3185.0	12786.0	23870.0	14857.0	9754.0	8887.0	20264.0	11073.0	6519.0	4985.0	6157.0	406.0
NF1_E4_STA100801	1562.0	1597.0	2237.0	1660.0	1240.0	1160.0	274.0	1624.0	2162.0	1012.0	1561.0	2917.0	3074.0	1019.0	3340.0	1584.0	2708.0	2566.0	1910.0	394.0	1135.0	2645.0	1990.0	1204.0	878.0	1898.0	1075.0	756.0	612.0	743.0	92.0
NF1_E5_STA100802	3311.0	4118.0	4490.0	3652.0	3016.0	2536.0	440.0	4075.0	4665.0	1867.0	3245.0	6671.0	6133.0	2287.0	7909.0	3099.0	6489.0	4049.0	2657.0	590.0	3385.0	5863.0	2985.0	2178.0	1826.0	5403.0	3984.0	1710.0	1268.0	1533.0	190.0
NF1_E5_STA100803	845.0	638.0	1112.0	989.0	696.0	418.0	107.0	860.0	1074.0	378.0	830.0	1635.0	1718.0	453.0	2176.0	671.0	1664.0	1093.0	834.0	188.0	639.0	1509.0	807.0	532.0	420.0	815.0	542.0	349.0	302.0	371.0	54.0
NF1_E5_STA100804	1157.0	1213.0	1451.0	979.0	758.0	719.0	172.0	1078.0	1490.0	546.0	922.0	2598.0	1826.0	694.0	2205.0	1036.0	1941.0	1794.0	1325.0	168.0	893.0	1923.0	1121.0	767.0	704.0	1501.0	1150.0	426.0	401.0	468.0	84.0
NF1_E6_STA100805	6688.0	6068.0	7175.0	5458.0	5246.0	4327.0	821.0	6005.0	9174.0	3608.0	4957.0	12138.0	10023.0	4585.0	12621.0	6041.0	10176.0	8834.0	7422.0	1676.0	4977.0	9584.0	6224.0	4409.0	3540.0	7983.0	5897.0	2405.0	2797.0	2808.0	445.0
NF1_E6_STA100806	7990.0	8223.0	10338.0	6951.0	6380.0	5414.0	1252.0	7396.0	12004.0	4730.0	6307.0	15057.0	12288.0	6144.0	15152.0	8025.0	12888.0	12713.0	8698.0	2008.0	6950.0	12022.0	8053.0	5198.0	4237.0	11224.0	8321.0	3384.0	3285.0	4007.0	473.0
NF1_E7_STA100807	8277.0	8357.0	11202.0	7989.0	7063.0	5325.0	920.0	7821.0	12825.0	5551.0	7841.0	15654.0	14778.0	6026.0	16790.0	8323.0	14681.0	13812.0	9994.0	2207.0	7477.0	13848.0	8412.0	5880.0	5733.0	12431.0	8534.0	3948.0	3365.0	4157.0	238.0
NF1_E7_STA100808	1750.0	1520.0	2425.0	1867.0	1741.0	604.0	188.0	1443.0	2299.0	687.0	1317.0	2498.0	2668.0	1032.0	3363.0	1758.0	2135.0	2741.0	1598.0	429.0	1205.0	3385.0	1497.0	1145.0	874.0	1394.0	1172.0	764.0	654.0	896.0	53.0
NF1_E8_STA100809	2279.0	1616.0	2479.0	2089.0	1617.0	696.0	174.0	1663.0	2721.0	938.0	2159.0	3081.0	3710.0	1310.0	4048.0	1772.0	3380.0	3746.0	2610.0	430.0	1602.0	3088.0	1923.0	1341.0	1097.0	2058.0	1094.0	847.0	768.0	1282.0	152.0
NF1_E8_STA100810	15627.0	15482.0	20550.0	14996.0	13897.0	8169.0	1181.0	13453.0	18756.0	10821.0	13084.0	20816.0	28191.0	9258.0	31822.0	15236.0	23838.0	25929.0	18232.0	3098.0	14179.0	27019.0	16029.0	9545.0	9837.0	18931.0	11779.0	6668.0	5011.0	7523.0	348.0
NF1_E8_STA100811	2247.0	2646.0	2786.0	2138.0	1981.0	1418.0	314.0	1806.0	3415.0	1375.0	1822.0	4818.0	3803.0	1534.0	3910.0	2421.0	3407.0	3707.0	2826.0	728.0	1999.0	3175.0	1819.0	1559.0	1280.0	3308.0	2097.0	929.0	862.0	1079.0	114.0
NF1_E9_STA100812	1398.0	1510.0	1721.0	1457.0	937.0	591.0	185.0	936.0	1279.0	814.0	1198.0	1543.0	2621.0	652.0	2961.0	1319.0	2131.0	2635.0	1722.0	294.0	1076.0	2343.0	975.0	690.0	847.0	2085.0	932.0	744.0	538.0	856.0	66.0
NF1_E9_STA100813	14825.0	16874.0	20417.0	13914.0	12147.0	8936.0	1338.0	12374.0	18935.0	9428.0	14137.0	20154.0	27415.0	10947.0	31503.0	15919.0	25381.0	23745.0	19379.0	3066.0	13192.0	25532.0	16188.0	9681.0	9996.0	17708.0	12196.0	6125.0	5675.0	7514.0	312.0
NF1_E9_STA101830	2445.0	2634.0	3097.0	2160.0	1980.0	1617.0	408.0	2710.0	4053.0	1477.0	2048.0	4324.0	4225.0	1658.0	5505.0	2459.0	3842.0	4447.0	3639.0	844.0	1854.0	4101.0	2953.0	2139.0	1405.0	3404.0	2519.0	1361.0	1038.0	1354.0	166.0
NF1_E10_STA101819	7923.0	6809.0	9902.0	7354.0	6506.0	4124.0	554.0	7726.0	11179.0	4689.0	7664.0	10718.0	14260.0	4963.0	16277.0	7211.0	10931.0	12755.0	9389.0	1747.0	6699.0	14668.0	10410.0	5880.0	4350.0	7558.0	4490.0	2918.0	2949.0	3783.0	248.0
NF1_E10_STA100816	7735.0	8461.0	9426.0	6575.0	6046.0	4086.0	596.0	6139.0	12071.0	4785.0	7460.0	12606.0	13978.0	5621.0	15144.0	7990.0	11639.0	13665.0	8954.0	1723.0	6727.0	13076.0	8618.0	5620.0	4813.0	8850.0	6154.0	3051.0	2746.0	3615.0	233.0
NF1_E10_STA100817	2239.0	2267.0	2740.0	1945.0	1849.0	1071.0	204.0	1990.0	3689.0	1452.0	2211.0	4343.0	4229.0	1652.0	4117.0	2546.0	3521.0	4182.0	2821.0	579.0	1905.0	3573.0	2204.0	1724.0	1410.0	2766.0	2027.0	928.0	873.0	1208.0	164.0
NF1_E11_STA100818	3574.0	2936.0	4585.0	3315.0	3239.0	2124.0	405.0	2974.0	5628.0	1746.0	2867.0	5909.0	5480.0	2487.0	6500.0	3053.0	5252.0	5181.0	4146.0	628.0	2515.0	5661.0	4114.0	2245.0	1891.0	3558.0	2583.0	1526.0	1432.0	1686.0	149.0
NF1_E11_STA100819	2092.0	2536.0	2841.0	2187.0	1561.0	1377.0	178.0	2096.0	3649.0	1480.0	2250.0	4012.0	4312.0	1694.0	4467.0	2366.0	3509.0	4534.0	2687.0	298.0	1980.0	4315.0	2589.0	2025.0	1533.0	2713.0	1963.0	764.0	1003.0	1110.0	118.0
NF1_E12_STA100820	17192.0	18016.0	22122.0	16110.0	14631.0	11464.0	2311.0	14518.0	19136.0	10752.0	13997.0	23988.0	26082.0	11882.0	31231.0	18638.0	25864.0	25725.0	18705.0	3240.0	13819.0	24538.0	18798.0	9886.0	9711.0	21071.0	15221.0	7265.0	6442.0	8206.0	681.0
NF1_E12_STA100821	15209.0	17299.0	19159.0	13571.0	11701.0	8151.0	1307.0	11783.0	22980.0	10357.0	13351.0	22412.0	24618.0	11142.0	27206.0	14926.0	20952.0	25850.0	15256.0	3061.0	14699.0	23858.0	16171.0	11751.0	9382.0	17239.0	9774.0	6291.0	4972.0	6844.0	228.0
NF1_E12_STA100822	2180.0	2012.0	2342.0	1760.0	1656.0	745.0	192.0	1372.0	1617.0	1186.0	1874.0	2092.0	3879.0	1044.0	3907.0	1896.0	3733.0	3805.0	2013.0	369.0	1885.0	2847.0	1726.0	1127.0	1163.0	2534.0	1234.0	898.0	923.0	1155.0	80.0
NF1_E13_STA103254	11332.0	13564.0	15031.0	13676.0	10908.0	8349.0	1844.0	11729.0	17069.0	9711.0	10181.0	19737.0	23559.0	9391.0	30172.0	16360.0	18794.0	24437.0	16823.0	3089.0	10666.0	19667.0	16340.0	9047.0	8022.0	20061.0	11338.0	5842.0	4636.0	7036.0	668.0
NF1_E13_STA100824	13684.0	14826.0	17461.0	15592.0	12704.0	9150.0	1428.0	13362.0	19606.0	10660.0	12087.0	22481.0	26871.0	10584.0	34496.0	17477.0	21429.0	27280.0	19431.0	3252.0	12007.0	22507.0	18186.0	10200.0	8935.0	19048.0	10939.0	6697.0	5468.0	7703.0	672.0
NF1_E13_STA103210	8615.0	8267.0	10575.0	7561.0	7020.0	4317.0	599.0	7489.0	12366.0	5490.0	6731.0	11618.0	14823.0	5730.0	16789.0	8579.0	12036.0	14557.0	10865.0	1657.0	6899.0	14590.0	9642.0	5769.0	5105.0	9837.0	4890.0	3052.0	2597.0	3518.0	281.0
NF1_E14_STA100826	453.0	367.0	611.0	500.0	382.0	143.0	10.0	457.0	639.0	242.0	638.0	886.0	1127.0	272.0	1261.0	332.0	1104.0	863.0	470.0	177.0	388.0	899.0	352.0	381.0	342.0	599.0	223.0	165.0	271.0	309.0	30.0
NF1_E14_STA100827	7953.0	8607.0	12120.0	7105.0	6574.0	5475.0	915.0	8644.0	12153.0	4129.0	7897.0	14713.0	13895.0	5751.0	17644.0	7769.0	13073.0	8951.0	6693.0	2047.0	7254.0	13245.0	8187.0	5650.0	4233.0	10398.0	6090.0	3639.0	3217.0	3815.0	349.0
NF1_E14_STA100828	6866.0	9233.0	10024.0	7204.0	5986.0	5907.0	984.0	7974.0	11885.0	4084.0	6675.0	14454.0	13049.0	5164.0	15843.0	7860.0	12588.0	10654.0	7786.0	1944.0	7203.0	12610.0	7688.0	4772.0	4156.0	10156.0	7902.0	3483.0	3103.0	3434.0	399.0
NF1_E15_STA100829	6759.0	5530.0	8521.0	6468.0	5818.0	3669.0	1003.0	6209.0	8642.0	3475.0	5252.0	11542.0	11949.0	4875.0	12113.0	6239.0	9571.0	9324.0	8639.0	1414.0	4747.0	9794.0	7560.0	4727.0	3622.0	7911.0	5412.0	2437.0	2525.0	3554.0	279.0
NF1_E15_STA100830	2220.0	2464.0	3004.0	2248.0	2199.0	1435.0	247.0	2293.0	4303.0	1339.0	1951.0	4674.0	4844.0	1702.0	4594.0	2284.0	3414.0	4764.0	3368.0	542.0	2180.0	5014.0	2743.0	1849.0	1455.0	3108.0	2329.0	1260.0	740.0	1520.0	66.0
NF1_E16_STA100831	2259.0	2160.0	2461.0	2085.0	1872.0	1070.0	218.0	1546.0	2096.0	1393.0	2244.0	2566.0	4792.0	1121.0	4830.0	1972.0	3561.0	4291.0	2878.0	450.0	2276.0	3805.0	2253.0	1201.0	1465.0	2748.0	1351.0	1182.0	874.0	1144.0	72.0
NF1_E16_STA100832	5765.0	6182.0	7144.0	5101.0	4418.0	3792.0	748.0	5340.0	8747.0	4182.0	5614.0	9862.0	11208.0	3483.0	11411.0	5870.0	9191.0	10784.0	7515.0	1340.0	4864.0	9730.0	6435.0	4338.0	3665.0	7955.0	4845.0	2760.0	2159.0	2278.0	438.0
NF1_E17_STA100833	4426.0	4942.0	6162.0	4321.0	3402.0	2800.0	476.0	3900.0	7314.0	2807.0	4386.0	8336.0	7919.0	3306.0	10034.0	4907.0	7241.0	7822.0	5543.0	1069.0	4128.0	7585.0	5226.0	3097.0	2642.0	6626.0	3782.0	1956.0	1328.0	2293.0	216.0
NF1_E17_STA100834	3878.0	3383.0	5349.0	3714.0	3251.0	1320.0	335.0	2763.0	4883.0	2046.0	3521.0	5374.0	6588.0	2356.0	8386.0	3196.0	5953.0	6026.0	4411.0	925.0	2649.0	6098.0	3800.0	2034.0	2057.0	3433.0	1796.0	1462.0	1375.0	1830.0	75.0
NF1_E17_STA100835	6335.0	7064.0	8254.0	5690.0	5222.0	4358.0	852.0	6106.0	9714.0	3450.0	5329.0	11641.0	10034.0	4514.0	11901.0	6126.0	9104.0	10073.0	7602.0	1637.0	5241.0	9063.0	6321.0	4516.0	3601.0	8615.0	5461.0	2269.0	2373.0	3396.0	260.0
NF1_E18_STA100836	5847.0	5614.0	9299.0	5625.0	5221.0	2975.0	593.0	6525.0	7518.0	3291.0	5639.0	11370.0	10696.0	3139.0	13338.0	5550.0	10374.0	8041.0	5752.0	1183.0	4642.0	9199.0	5305.0	3872.0	2782.0	8171.0	4584.0	2369.0	2399.0	3154.0	200.0
NF1_E18_STA100837	10651.0	14191.0	16035.0	9799.0	8493.0	8428.0	1050.0	13290.0	18067.0	6639.0	8183.0	22114.0	14860.0	7015.0	20862.0	11038.0	17029.0	13602.0	10334.0	2538.0	10058.0	16996.0	10882.0	7146.0	5611.0	18420.0	12099.0	5375.0	3798.0	3623.0	412.0
NF1_E18_STA100838	8752.0	10063.0	13679.0	9677.0	8159.0	5194.0	716.0	8562.0	13338.0	6028.0	8610.0	13797.0	15255.0	5291.0	19856.0	9782.0	15477.0	12311.0	9856.0	1859.0	9020.0	17646.0	9591.0	6373.0	5172.0	11470.0	7706.0	3834.0	3714.0	4324.0	425.0
NF1_E19_STA100839	2161.0	2210.0	2627.0	1811.0	1879.0	1004.0	132.0	1873.0	1942.0	1589.0	2222.0	2634.0	4499.0	907.0	4885.0	2266.0	3203.0	4077.0	2420.0	352.0	2575.0	3564.0	1876.0	1248.0	1380.0	3806.0	1387.0	1001.0	836.0	1157.0	52.0
NF1_E19_STA100840	2907.0	3719.0	4391.0	2615.0	2100.0	1528.0	302.0	2500.0	3768.0	1867.0	2552.0	4866.0	5867.0	1773.0	6107.0	3149.0	5263.0	5382.0	2955.0	635.0	3262.0	5193.0	2390.0	1922.0	1735.0	5490.0	2115.0	1681.0	1034.0	1418.0	50.0
NF1_E20_STA100841	5803.0	4702.0	7453.0	5294.0	4775.0	3275.0	727.0	4606.0	7880.0	2969.0	4698.0	8342.0	9298.0	4163.0	10506.0	5103.0	8024.0	7213.0	7056.0	1130.0	4209.0	8479.0	6061.0	4136.0	2969.0	5431.0	4068.0	2141.0	2208.0	2733.0	276.0
NF1_E20_STA100842	8871.0	9241.0	11414.0	7824.0	5527.0	5353.0	951.0	7557.0	14259.0	5313.0	7479.0	15176.0	13863.0	6002.0	16174.0	8754.0	11924.0	14105.0	9445.0	2207.0	7783.0	13094.0	9983.0	6286.0	4644.0	10701.0	6812.0	3382.0	2875.0	4146.0	286.0
NF1_E21_STA100843	3158.0	4509.0	4566.0	3550.0	2788.0	1947.0	290.0	3109.0	5661.0	2647.0	3657.0	6737.0	7762.0	2199.0	7754.0	3792.0	6140.0	6556.0	4027.0	1061.0	4018.0	6300.0	3429.0	2665.0	2434.0	5148.0	2787.0	1744.0	1585.0	1832.0	150.0
NF1_E21_STA100844	3662.0	5637.0	5264.0	3897.0	3199.0	3782.0	655.0	4864.0	10286.0	2336.0	3337.0	8323.0	4909.0	3320.0	8590.0	4939.0	5454.0	5595.0	5188.0	946.0	3093.0	6574.0	6626.0	2920.0	1840.0	6447.0	5231.0	1677.0	1500.0	2139.0	122.0
NF1_E21_STA101815	5268.0	7470.0	8171.0	5042.0	4171.0	3257.0	614.0	7316.0	11140.0	3912.0	5127.0	12471.0	9561.0	3448.0	11602.0	5554.0	8735.0	9875.0	6669.0	1377.0	5626.0	10416.0	6304.0	4626.0	3361.0	10653.0	5186.0	2934.0	2046.0	2566.0	125.0
NF1_E21_STA100846	7700.0	8122.0	12125.0	8445.0	6983.0	3893.0	790.0	8029.0	12336.0	4743.0	8153.0	12953.0	13907.0	4697.0	16126.0	7126.0	12494.0	11651.0	9086.0	1662.0	7259.0	16326.0	9499.0	6126.0	4529.0	10061.0	4755.0	3514.0	2946.0	3741.0	200.0
NF1_E21_STA100847	12709.0	14064.0	20409.0	13238.0	11903.0	6076.0	1536.0	12135.0	18634.0	8403.0	13870.0	20960.0	25380.0	7884.0	29082.0	11908.0	20507.0	19277.0	14878.0	2875.0	11691.0	22570.0	14197.0	10096.0	7708.0	14583.0	7417.0	6215.0	5021.0	7013.0	511.0
NF1_E21_STA100848	6463.0	7743.0	9101.0	6483.0	5576.0	4236.0	864.0	6114.0	8819.0	4602.0	6089.0	9482.0	11968.0	3926.0	14305.0	7000.0	11799.0	11283.0	7240.0	1446.0	6223.0	11725.0	7450.0	4907.0	4253.0	8791.0	6018.0	2947.0	2582.0	3759.0	227.0
NF1_E22_STA100849	3475.0	3411.0	4609.0	3251.0	2801.0	1936.0	437.0	2872.0	4476.0	2051.0	3183.0	4673.0	5711.0	2101.0	6829.0	3207.0	5390.0	5360.0	3723.0	543.0	2820.0	5315.0	4069.0	2357.0	1863.0	4182.0	3085.0	1422.0	1610.0	1844.0	114.0
NF1_E22_STA100850	23891.0	28774.0	36697.0	25221.0	21716.0	15557.0	1977.0	22875.0	40118.0	18531.0	23290.0	38520.0	47869.0	16590.0	49290.0	26527.0	37359.0	44395.0	28761.0	6174.0	26967.0	44184.0	29546.0	19484.0	17725.0	30557.0	17462.0	9730.0	7940.0	12162.0	1085.0
NF1_E22_STA100851	2132.0	2537.0	2959.0	1868.0	1559.0	891.0	168.0	1553.0	2451.0	1569.0	1862.0	3699.0	4580.0	1152.0	3880.0	2289.0	3515.0	5043.0	2559.0	486.0	2078.0	3690.0	1975.0	1571.0	1513.0	3172.0	1494.0	894.0	780.0	1246.0	68.0
NF1_E23_STA100852	1315.0	1419.0	1715.0	1080.0	1157.0	630.0	188.0	923.0	1903.0	957.0	1086.0	2395.0	2332.0	912.0	2360.0	1180.0	2089.0	2419.0	1834.0	340.0	1280.0	1895.0	1144.0	1008.0	850.0	2006.0	928.0	529.0	434.0	656.0	72.0
NF1_E23_STA100853	1520.0	1364.0	1628.0	1264.0	1087.0	648.0	143.0	1043.0	1250.0	700.0	1254.0	1804.0	2538.0	805.0	2895.0	1227.0	2184.0	2287.0	1758.0	266.0	1099.0	2132.0	1486.0	863.0	742.0	1591.0	964.0	668.0	385.0	788.0	56.0
NF1_E23_STA100854	4159.0	4333.0	5092.0	3155.0	2967.0	2032.0	318.0	3138.0	6393.0	2505.0	3685.0	6588.0	6735.0	2662.0	7299.0	3841.0	5682.0	7052.0	4000.0	828.0	3398.0	6003.0	3673.0	2699.0	2520.0	4816.0	2859.0	1797.0	1241.0	1843.0	126.0
NF1_E24_STA100855	7911.0	8535.0	9354.0	6856.0	6083.0	4338.0	754.0	6125.0	10078.0	5405.0	7171.0	12004.0	12878.0	5239.0	14684.0	8331.0	11722.0	12773.0	8874.0	1573.0	6772.0	12026.0	6974.0	5151.0	4835.0	10491.0	6146.0	3690.0	2631.0	4129.0	158.0
NF1_E24_STA103211	2951.0	2405.0	3724.0	2911.0	2618.0	1038.0	187.0	2446.0	4047.0	1644.0	2448.0	3310.0	5837.0	1534.0	5636.0	2270.0	4119.0	5220.0	3566.0	591.0	2520.0	5639.0	3797.0	2033.0	1715.0	2263.0	1244.0	1310.0	805.0	1378.0	38.0
NF1_E25_STA100857	1681.0	2066.0	1975.0	1536.0	1240.0	1060.0	130.0	1417.0	2038.0	1110.0	1519.0	2748.0	3256.0	1146.0	3202.0	1807.0	3042.0	3133.0	1797.0	425.0	1676.0	2785.0	1397.0	1126.0	1163.0	2248.0	1240.0	889.0	697.0	907.0	111.0
NF1_E25_STA100858	7529.0	6626.0	9912.0	7007.0	5946.0	3302.0	611.0	5800.0	10027.0	4155.0	7096.0	10663.0	11891.0	4498.0	14535.0	6233.0	11086.0	11031.0	6370.0	1576.0	5462.0	12011.0	8436.0	4555.0	4005.0	6467.0	4157.0	3222.0	2829.0	3844.0	208.0
NF1_E26_STA100859	1270.0	1701.0	1718.0	1264.0	1044.0	740.0	129.0	903.0	2063.0	833.0	1404.0	2411.0	2541.0	925.0	2538.0	1429.0	1755.0	2589.0	1476.0	418.0	1428.0	2396.0	1345.0	985.0	814.0	1641.0	944.0	662.0	458.0	736.0	40.0
NF1_E26_STA100860	15187.0	17780.0	20481.0	13980.0	12288.0	8578.0	1391.0	14093.0	18795.0	10352.0	13108.0	19809.0	24690.0	9083.0	30364.0	15874.0	21902.0	22652.0	16102.0	2464.0	14647.0	26643.0	17785.0	9925.0	7811.0	19704.0	11256.0	6896.0	6182.0	6936.0	416.0
NF1_E26_STA100861	3357.0	3758.0	4682.0	3118.0	2668.0	1313.0	225.0	2719.0	3576.0	2122.0	3274.0	4192.0	6639.0	1660.0	7136.0	3976.0	5586.0	6140.0	3523.0	705.0	3636.0	6417.0	3437.0	2122.0	2134.0	4955.0	2211.0	1644.0	1313.0	1593.0	101.0
NF1_E27_STA100862	2568.0	3170.0	3172.0	2272.0	1672.0	1013.0	248.0	1824.0	3189.0	1733.0	2294.0	3825.0	4855.0	1570.0	4492.0	2767.0	3715.0	5598.0	3520.0	484.0	3097.0	4371.0	2029.0	1823.0	1738.0	3029.0	1545.0	1061.0	829.0	1296.0	32.0
NF1_E27_STA100863	7348.0	9778.0	9291.0	7029.0	6104.0	4140.0	812.0	6159.0	10267.0	4992.0	6973.0	11366.0	13043.0	5430.0	15679.0	7598.0	11553.0	14240.0	7779.0	1875.0	6892.0	12277.0	7182.0	5256.0	4549.0	10869.0	5974.0	4021.0	2900.0	3478.0	302.0
NF1_E27_STA100864	2012.0	1701.0	3008.0	2081.0	1927.0	991.0	252.0	1488.0	2246.0	1092.0	2098.0	2828.0	3729.0	1265.0	4384.0	1677.0	2980.0	2828.0	2078.0	309.0	1648.0	3276.0	1991.0	1105.0	1190.0	2189.0	1089.0	968.0	719.0	1098.0	104.0
NF1_E27_STA100865	6106.0	7564.0	8332.0	5955.0	5209.0	4495.0	680.0	6298.0	10440.0	4424.0	6004.0	11535.0	10744.0	5010.0	12570.0	7847.0	10143.0	10061.0	7369.0	1396.0	5826.0	9466.0	6913.0	4754.0	4048.0	9068.0	5437.0	3010.0	2392.0	3030.0	482.0
NF1_E28_STA100866	1767.0	2112.0	2271.0	1497.0	1105.0	777.0	122.0	1118.0	2120.0	1180.0	1956.0	2890.0	2799.0	1162.0	3019.0	1717.0	2659.0	3839.0	1808.0	464.0	1684.0	2142.0	1099.0	976.0	1040.0	2793.0	1065.0	1003.0	566.0	692.0	40.0
NF1_E28_STA100867	9377.0	12033.0	11628.0	9201.0	7059.0	5525.0	746.0	7188.0	13105.0	6405.0	9270.0	14242.0	17495.0	6973.0	18613.0	9634.0	14928.0	18498.0	10350.0	2060.0	9801.0	16596.0	9544.0	6521.0	5514.0	11475.0	7145.0	4600.0	3024.0	4545.0	370.0
NF1_E29_STA100868	9049.0	9740.0	11475.0	8047.0	6877.0	4984.0	843.0	8006.0	12599.0	6153.0	8439.0	14310.0	14391.0	5904.0	18339.0	9097.0	14902.0	14365.0	9057.0	1907.0	8266.0	14187.0	8375.0	6179.0	5664.0	12161.0	7940.0	4118.0	3212.0	4283.0	364.0
NF1_E29_STA100869	2440.0	1876.0	2607.0	1881.0	1651.0	961.0	237.0	1639.0	3607.0	957.0	2264.0	3221.0	3668.0	1289.0	4980.0	1854.0	3857.0	2844.0	2167.0	295.0	1547.0	3237.0	2394.0	1273.0	988.0	2160.0	1470.0	859.0	990.0	1068.0	60.0
NF1_E30_STA100870	1567.0	2028.0	1873.0	1268.0	1101.0	891.0	154.0	1308.0	2089.0	890.0	1392.0	3344.0	2611.0	1162.0	3099.0	1464.0	2659.0	2362.0	1454.0	502.0	1501.0	2389.0	1102.0	869.0	744.0	2289.0	1305.0	738.0	696.0	663.0	66.0
NF1_E30_STA100871	1579.0	1429.0	2510.0	1719.0	1555.0	653.0	158.0	1447.0	2043.0	979.0	1358.0	2483.0	3425.0	1052.0	3510.0	1323.0	3080.0	2479.0	1512.0	283.0	1511.0	2707.0	1500.0	1108.0	828.0	1642.0	877.0	735.0	787.0	692.0	128.0
NF1_E30_STA100872	1098.0	1011.0	1439.0	1025.0	877.0	576.0	150.0	827.0	1221.0	785.0	983.0	1522.0	1984.0	601.0	2370.0	964.0	1937.0	1856.0	1076.0	244.0	1128.0	1817.0	1102.0	581.0	688.0	1409.0	825.0	576.0	432.0	562.0	64.0
NF1_E31_STA100873	1835.0	1727.0	1785.0	1386.0	1400.0	853.0	138.0	968.0	1654.0	1033.0	1364.0	2100.0	2922.0	914.0	3316.0	1692.0	2823.0	3045.0	1844.0	436.0	1153.0	2184.0	1327.0	1054.0	1107.0	1942.0	1246.0	755.0	626.0	1082.0	74.0
NF1_E32_STA100874	11381.0	13770.0	15924.0	12123.0	9903.0	9715.0	1921.0	12511.0	17471.0	6968.0	8850.0	20942.0	18696.0	9205.0	22615.0	13352.0	16961.0	17705.0	13593.0	3076.0	10555.0	17580.0	13729.0	8699.0	6969.0	16443.0	11589.0	4477.0	5104.0	5975.0	579.0
NF1_E32_STA100875	12896.0	16660.0	16492.0	11143.0	10142.0	9141.0	1532.0	11929.0	20582.0	7690.0	10515.0	20945.0	18575.0	9476.0	23369.0	13410.0	19550.0	19567.0	13570.0	2528.0	10851.0	20113.0	13719.0	9656.0	7116.0	17618.0	11531.0	4972.0	4702.0	5987.0	395.0
NF1_E32_STA100876	7848.0	9211.0	10000.0	7563.0	6388.0	6034.0	942.0	7248.0	11136.0	4996.0	7151.0	14511.0	13600.0	5773.0	15529.0	8701.0	12888.0	12833.0	9507.0	1728.0	6639.0	11681.0	8584.0	5745.0	4987.0	10746.0	7327.0	3332.0	2910.0	3823.0	282.0
