	C21D00575	D21D00569T	D21D00578T	D21D00591	D21D00593	D21D00597	D21D00609T	D21D00611T	M21D00568	M21D00589	N21D00564	N21D00580	N21D00608	P21D00567	P21D00573	P21D00584	P21D00586	P21D00588	P21D00594	P21D00595	P21D00596	P21D00598	P21D00599	P21D00605	P21D00606	T21D00581	X21D00548T	X21D00552	X21D00558	X21D00587	X21D00600
NF1_E33_STA101832	6218.0	5056.0	7529.0	5148.0	4905.0	2698.0	688.0	5077.0	8362.0	2864.0	4806.0	8932.0	10841.0	3999.0	11782.0	5528.0	8159.0	9773.0	9413.0	1259.0	3855.0	8914.0	6639.0	3827.0	3204.0	6229.0	3917.0	2156.0	2226.0	3402.0	186.0
NF1_E33_STA101823	10729.0	8676.0	13047.0	8855.0	8582.0	4546.0	1096.0	8567.0	14605.0	4909.0	8315.0	15604.0	18589.0	6902.0	20281.0	9414.0	13611.0	16917.0	16151.0	2188.0	6616.0	15059.0	11054.0	6480.0	5430.0	10621.0	6410.0	3530.0	3820.0	5840.0	312.0
NF1_E33_STA100879	2670.0	2426.0	2787.0	2031.0	2047.0	1666.0	362.0	2002.0	3231.0	1387.0	1927.0	3651.0	3762.0	1816.0	4536.0	2746.0	3673.0	3351.0	3722.0	694.0	1448.0	3204.0	2651.0	1605.0	1150.0	2848.0	2418.0	953.0	1185.0	1565.0	86.0
NF1_E34_STA100880	2829.0	3073.0	3379.0	2403.0	2123.0	1383.0	314.0	2189.0	4196.0	1765.0	2778.0	4348.0	5175.0	1880.0	4871.0	2701.0	5291.0	4924.0	3245.0	560.0	2388.0	4454.0	2483.0	1989.0	1747.0	3833.0	2402.0	1440.0	995.0	1413.0	94.0
NF1_E34_STA100881	5221.0	4865.0	6750.0	5035.0	4309.0	2456.0	551.0	4037.0	6964.0	2448.0	4455.0	7214.0	6788.0	3233.0	9646.0	4413.0	7134.0	6132.0	5123.0	919.0	3356.0	7378.0	5641.0	2949.0	2197.0	4260.0	3179.0	1924.0	1975.0	1875.0	144.0
NF1_E34_STA100882	5051.0	4947.0	6339.0	4515.0	3975.0	2845.0	847.0	4304.0	6145.0	2714.0	4296.0	7653.0	8077.0	3213.0	9053.0	5060.0	7757.0	7586.0	6084.0	871.0	3892.0	7486.0	4989.0	3248.0	2884.0	6597.0	4569.0	2017.0	1484.0	2176.0	114.0
NF1_E35_STA100883	1498.0	1924.0	1808.0	1368.0	1043.0	775.0	89.0	1206.0	2221.0	976.0	1503.0	2726.0	2850.0	852.0	2699.0	1561.0	2379.0	2813.0	1607.0	287.0	1524.0	2434.0	1204.0	968.0	955.0	2275.0	953.0	788.0	454.0	674.0	98.0
NF1_E35_STA100884	4119.0	4950.0	5891.0	3673.0	3082.0	2297.0	293.0	3786.0	7693.0	2812.0	4106.0	7489.0	6891.0	2973.0	7908.0	5020.0	6497.0	7416.0	5209.0	975.0	3910.0	7355.0	4482.0	3592.0	2599.0	5478.0	3348.0	2184.0	1451.0	1719.0	108.0
NF1_E35_STA100885	6333.0	6348.0	8066.0	6310.0	4736.0	2960.0	588.0	4916.0	5352.0	3973.0	6118.0	7210.0	11699.0	3125.0	12076.0	6502.0	9649.0	10677.0	6773.0	1077.0	5937.0	10250.0	6611.0	3766.0	4196.0	7897.0	4331.0	2896.0	2002.0	3173.0	186.0
NF1_E36_STA101837	4084.0	4496.0	5582.0	4516.0	3863.0	2627.0	291.0	4039.0	7183.0	2803.0	4028.0	7885.0	8482.0	2976.0	8671.0	4485.0	6942.0	7694.0	5381.0	898.0	4070.0	7855.0	4792.0	3203.0	2750.0	5631.0	3524.0	1940.0	1473.0	2312.0	201.0
NF1_E36_STA100887	2265.0	2408.0	2723.0	2193.0	1841.0	1161.0	162.0	1834.0	3521.0	1430.0	1891.0	3805.0	4117.0	1414.0	4767.0	2377.0	3918.0	4090.0	2702.0	532.0	2045.0	3766.0	2483.0	1585.0	1294.0	3096.0	1662.0	1154.0	783.0	1073.0	86.0
NF1_E37_STA100888	1247.0	1818.0	2121.0	1303.0	1078.0	683.0	96.0	878.0	2257.0	935.0	1353.0	3314.0	3025.0	902.0	2943.0	1389.0	2563.0	3188.0	1721.0	326.0	1528.0	2521.0	1309.0	981.0	949.0	2331.0	1117.0	530.0	492.0	562.0	66.0
NF1_E37_STA100889	644.0	838.0	916.0	686.0	527.0	226.0	84.0	582.0	758.0	540.0	630.0	923.0	1688.0	254.0	1721.0	829.0	1528.0	1290.0	851.0	116.0	794.0	1055.0	502.0	484.0	516.0	975.0	396.0	296.0	294.0	382.0	44.0
NF1_E37_STA100890	3267.0	4323.0	5258.0	3226.0	2995.0	1988.0	345.0	3106.0	4999.0	2511.0	3357.0	5964.0	6635.0	1564.0	8568.0	3954.0	5629.0	6457.0	3968.0	963.0	4341.0	6499.0	3506.0	2606.0	2596.0	5492.0	2327.0	1343.0	1361.0	1915.0	32.0
NF1_E37_STA100891	8470.0	11213.0	12064.0	8402.0	7230.0	4876.0	733.0	8498.0	9428.0	6350.0	10153.0	11148.0	15981.0	5655.0	19452.0	9676.0	15573.0	13749.0	8988.0	1758.0	9079.0	15745.0	8515.0	6613.0	5520.0	15419.0	6722.0	4538.0	4008.0	3566.0	358.0
NF1_E37_STA100893	2444.0	4065.0	4663.0	2460.0	2246.0	1868.0	260.0	3093.0	4876.0	2089.0	2961.0	5711.0	5154.0	2202.0	6987.0	3400.0	5531.0	4259.0	2931.0	816.0	3300.0	5273.0	2406.0	2173.0	2191.0	5737.0	2798.0	1579.0	1157.0	1260.0	66.0
NF1_E38_STA100894	4864.0	4980.0	8029.0	5471.0	4479.0	2934.0	433.0	5001.0	7293.0	2795.0	4773.0	7907.0	9473.0	3540.0	10794.0	4857.0	7815.0	6314.0	5252.0	1051.0	4447.0	9222.0	5307.0	3613.0	2667.0	5239.0	3721.0	1841.0	2223.0	1862.0	188.0
NF1_E38_STA100895	3002.0	4128.0	4652.0	3207.0	2491.0	2030.0	290.0	3312.0	5124.0	1984.0	3007.0	6111.0	6253.0	2194.0	6898.0	3498.0	5679.0	4812.0	3166.0	695.0	3326.0	5644.0	2789.0	2620.0	2067.0	4856.0	2797.0	1489.0	1335.0	1394.0	125.0
NF1_E38_STA100896	3720.0	5458.0	5979.0	4208.0	3193.0	2718.0	402.0	4546.0	7064.0	2806.0	3855.0	8229.0	8247.0	2746.0	9115.0	4449.0	7071.0	6715.0	4174.0	957.0	4659.0	7749.0	3899.0	3384.0	2797.0	8374.0	3536.0	2304.0	1716.0	1912.0	120.0
NF1_E38_STA100897	5057.0	4038.0	6514.0	4454.0	3777.0	1775.0	465.0	4558.0	6077.0	2501.0	4590.0	8802.0	7973.0	2742.0	10221.0	4184.0	7847.0	6444.0	4584.0	934.0	3661.0	7845.0	3652.0	3012.0	2195.0	5938.0	2639.0	2031.0	1944.0	1906.0	128.0
NF1_E38_STA100898	3168.0	3259.0	4604.0	3023.0	2584.0	1382.0	277.0	2805.0	2729.0	2119.0	3170.0	4141.0	5968.0	1509.0	5808.0	3282.0	4959.0	5095.0	2859.0	612.0	3291.0	5447.0	2323.0	1796.0	1724.0	4678.0	2546.0	1701.0	1402.0	1513.0	38.0
NF1_E39_STA100899	4282.0	4842.0	5049.0	4220.0	3200.0	3346.0	549.0	3777.0	7128.0	2538.0	3674.0	8135.0	7050.0	3103.0	8734.0	4620.0	6480.0	6826.0	5290.0	1046.0	3635.0	6245.0	4627.0	2933.0	2530.0	5863.0	4385.0	1685.0	1568.0	1963.0	160.0
NF1_E39_STA100900	10681.0	10485.0	12548.0	9409.0	8464.0	6186.0	896.0	8320.0	12340.0	5968.0	8408.0	13015.0	15966.0	7213.0	18840.0	10049.0	14774.0	15061.0	10998.0	1752.0	8159.0	15942.0	11144.0	6828.0	6065.0	11266.0	6870.0	4061.0	3819.0	4223.0	423.0
NF1_E39_STA101822	7015.0	7349.0	8860.0	6666.0	5698.0	4200.0	658.0	5955.0	9340.0	4176.0	6209.0	10628.0	12058.0	5045.0	13483.0	7021.0	10412.0	10776.0	8046.0	1286.0	5984.0	11287.0	7912.0	4852.0	4436.0	8339.0	5150.0	2963.0	2619.0	3048.0	321.0
NF1_E39_STA100902	8091.0	9632.0	11130.0	7747.0	7054.0	5372.0	1009.0	8297.0	12156.0	5419.0	6779.0	14385.0	13853.0	5566.0	16294.0	7989.0	12909.0	12843.0	9230.0	1568.0	6755.0	12802.0	8431.0	5424.0	4998.0	12109.0	7150.0	3228.0	2940.0	3806.0	442.0
NF1_E40_STA100903	6421.0	6570.0	8373.0	5721.0	5159.0	3591.0	544.0	6132.0	9521.0	3999.0	6689.0	11847.0	11598.0	4043.0	13489.0	6652.0	11009.0	10625.0	7355.0	1670.0	5832.0	11512.0	6643.0	4925.0	4689.0	9037.0	4701.0	2731.0	2098.0	3322.0	152.0
NF1_E40_STA100904	2882.0	3065.0	3710.0	2626.0	2476.0	1574.0	299.0	2338.0	3682.0	1688.0	2589.0	4103.0	4964.0	1874.0	6444.0	2808.0	4670.0	4508.0	3132.0	628.0	2284.0	4419.0	2760.0	1786.0	1582.0	4127.0	2406.0	1179.0	1149.0	1275.0	97.0
NF1_E40_STA100905	976.0	1223.0	1394.0	1103.0	1043.0	565.0	72.0	767.0	1691.0	842.0	1015.0	1867.0	2323.0	648.0	2473.0	1482.0	2030.0	2435.0	1369.0	298.0	1267.0	1803.0	888.0	862.0	934.0	2014.0	834.0	574.0	410.0	692.0	22.0
NF1_E40_STA100906	7790.0	8042.0	9858.0	6253.0	5789.0	4523.0	820.0	5935.0	12377.0	4300.0	6152.0	12410.0	10704.0	5759.0	14630.0	7428.0	11503.0	10934.0	8824.0	1565.0	6213.0	11797.0	7580.0	4973.0	3912.0	8913.0	6014.0	2828.0	2569.0	3108.0	320.0
NF1_E41_STA100907	4775.0	4343.0	6725.0	5009.0	4857.0	2576.0	564.0	5215.0	6985.0	2965.0	4833.0	9681.0	10146.0	2769.0	10680.0	4488.0	8438.0	7768.0	6350.0	1188.0	3875.0	8398.0	5166.0	3661.0	3241.0	5894.0	3820.0	2228.0	1709.0	2488.0	380.0
NF1_E41_STA100908	7428.0	7775.0	10041.0	6978.0	6090.0	3994.0	660.0	6413.0	10093.0	4360.0	6929.0	13542.0	15046.0	5398.0	14460.0	8148.0	12294.0	13145.0	8359.0	1867.0	7544.0	11077.0	6055.0	5272.0	4770.0	10385.0	5520.0	3351.0	2750.0	3822.0	286.0
NF1_E41_STA100909	2850.0	3505.0	3767.0	2628.0	2431.0	1436.0	254.0	2298.0	3293.0	1792.0	2638.0	3545.0	5979.0	1754.0	6286.0	2967.0	4519.0	5278.0	3161.0	531.0	2333.0	5061.0	3178.0	2213.0	1859.0	3559.0	2190.0	1462.0	1187.0	1557.0	134.0
NF1_E42_STA100910	3583.0	3855.0	3958.0	3235.0	2871.0	2068.0	417.0	2904.0	3817.0	2368.0	3207.0	4739.0	6636.0	2135.0	6595.0	3586.0	6433.0	5761.0	4002.0	741.0	3020.0	5458.0	3597.0	2208.0	1998.0	4673.0	2831.0	1575.0	1332.0	2089.0	220.0
NF1_E42_STA100911	2673.0	2259.0	2972.0	2090.0	2098.0	1225.0	301.0	1860.0	3331.0	1298.0	2297.0	3660.0	4320.0	1321.0	4700.0	2257.0	3728.0	3741.0	2868.0	565.0	1788.0	4065.0	2885.0	1513.0	1083.0	2580.0	1626.0	997.0	1043.0	1130.0	102.0
NF1_E42_STA100912	13804.0	17580.0	19323.0	13121.0	10954.0	8296.0	1520.0	12645.0	21776.0	9739.0	14800.0	24343.0	26961.0	9012.0	31404.0	16111.0	22379.0	25633.0	16402.0	3193.0	13961.0	23253.0	15230.0	10486.0	8951.0	20439.0	11149.0	6716.0	4741.0	7750.0	374.0
NF1_E42_STA100913	10969.0	11435.0	14209.0	9202.0	7831.0	6270.0	1198.0	8883.0	16451.0	6842.0	9705.0	18180.0	16821.0	7386.0	19927.0	11506.0	16263.0	17584.0	12452.0	2281.0	9297.0	17370.0	10637.0	8229.0	6101.0	13319.0	9577.0	4551.0	3595.0	4786.0	407.0
NF1_E42_STA100914	5040.0	5485.0	7198.0	4819.0	3819.0	3112.0	654.0	4123.0	6903.0	3325.0	5094.0	9278.0	8361.0	3392.0	10528.0	5381.0	7575.0	8818.0	6085.0	1138.0	4251.0	8000.0	5030.0	3784.0	3309.0	6491.0	4886.0	2174.0	1584.0	2352.0	232.0
NF1_E43_STA101828	3788.0	3707.0	4502.0	3494.0	3259.0	2000.0	379.0	3042.0	4768.0	2175.0	3392.0	5516.0	7095.0	2533.0	7684.0	3734.0	5888.0	6159.0	5360.0	700.0	2866.0	5821.0	4324.0	2541.0	2075.0	4589.0	3280.0	1756.0	1309.0	1786.0	136.0
NF1_E43_STA100916	4689.0	3964.0	6344.0	4186.0	3397.0	1779.0	361.0	3029.0	5900.0	2553.0	4033.0	6028.0	8019.0	2683.0	8918.0	3802.0	6476.0	7409.0	5615.0	962.0	3286.0	6668.0	4618.0	2674.0	2564.0	4463.0	2507.0	1745.0	1794.0	2047.0	116.0
NF1_E43_STA100917	2985.0	2749.0	3639.0	2842.0	2263.0	1247.0	237.0	2253.0	4218.0	1689.0	2594.0	5088.0	5612.0	1962.0	6048.0	2793.0	4646.0	5611.0	3725.0	799.0	2327.0	4671.0	2924.0	2042.0	1857.0	3521.0	1934.0	1306.0	1214.0	1569.0	88.0
NF1_E43_STA100918	1522.0	1140.0	1855.0	1492.0	1215.0	658.0	186.0	1460.0	1923.0	752.0	1234.0	2657.0	2471.0	824.0	3291.0	1187.0	2324.0	2325.0	1884.0	412.0	902.0	2141.0	1847.0	1011.0	804.0	1429.0	1159.0	580.0	566.0	896.0	108.0
NF1_E44_STA101827	1618.0	1477.0	2196.0	1490.0	1702.0	927.0	178.0	1613.0	3103.0	1105.0	1644.0	2981.0	3508.0	1166.0	3015.0	1690.0	2692.0	4006.0	2570.0	322.0	1184.0	2744.0	1834.0	1352.0	1112.0	2078.0	1572.0	846.0	622.0	866.0	48.0
NF1_E45_STA100920	7815.0	7511.0	10200.0	7297.0	6744.0	4473.0	869.0	6637.0	9519.0	4790.0	7034.0	10312.0	14346.0	5836.0	15256.0	7757.0	11374.0	13521.0	9911.0	1588.0	6527.0	12882.0	8144.0	5026.0	4353.0	9075.0	5881.0	3400.0	2530.0	4092.0	212.0
NF1_E45_STA100921	5851.0	6360.0	6872.0	4634.0	4212.0	3297.0	741.0	4665.0	9256.0	3694.0	4469.0	8864.0	9549.0	4486.0	10347.0	6573.0	8463.0	9778.0	7342.0	1228.0	5238.0	9565.0	6225.0	3722.0	3414.0	7476.0	4280.0	2494.0	1722.0	2705.0	78.0
NF1_E46_STA101835	7333.0	6735.0	8949.0	6686.0	6447.0	3964.0	698.0	6809.0	11545.0	4539.0	6074.0	12854.0	13794.0	4940.0	13438.0	6646.0	10547.0	12082.0	10804.0	1610.0	6035.0	12663.0	8193.0	5118.0	4242.0	8666.0	5189.0	2658.0	2465.0	3631.0	262.0
NF1_E46_STA100923	2172.0	1740.0	2803.0	1895.0	1921.0	1015.0	194.0	1930.0	3052.0	1148.0	1790.0	3690.0	4074.0	1247.0	4224.0	1887.0	3508.0	3364.0	3369.0	466.0	1526.0	3908.0	2152.0	1511.0	1118.0	2092.0	1468.0	1001.0	733.0	1114.0	38.0
NF1_E47_STA100924	4534.0	5535.0	5759.0	3889.0	3595.0	2807.0	362.0	3728.0	6571.0	2745.0	4540.0	8541.0	8178.0	3057.0	9945.0	5024.0	7822.0	8367.0	5858.0	1265.0	3778.0	8363.0	4582.0	3347.0	2603.0	6267.0	3771.0	2357.0	2040.0	2320.0	114.0
NF1_E47_STA101816	20211.0	18517.0	27990.0	18366.0	16287.0	10408.0	1970.0	19853.0	28410.0	11237.0	18287.0	29572.0	33547.0	13697.0	35862.0	20067.0	29054.0	29371.0	23960.0	3500.0	16137.0	32494.0	23926.0	14301.0	11065.0	23232.0	13129.0	7577.0	7781.0	10119.0	562.0
NF1_E47_STA100926	4231.0	5084.0	5467.0	4878.0	4096.0	3050.0	694.0	4133.0	6174.0	2842.0	3839.0	6855.0	8121.0	2892.0	9618.0	5208.0	8133.0	7164.0	5984.0	976.0	3900.0	7479.0	5121.0	2873.0	2604.0	6178.0	4183.0	2371.0	2135.0	2622.0	160.0
NF1_E48_STA100927	6262.0	7873.0	9750.0	6375.0	5363.0	5625.0	1211.0	7286.0	10762.0	4118.0	6214.0	14071.0	10207.0	5450.0	13714.0	7234.0	11063.0	8900.0	8242.0	1292.0	5975.0	9948.0	6320.0	4403.0	3377.0	10470.0	7510.0	2704.0	2822.0	2846.0	324.0
NF1_E48_STA100928	1168.0	1189.0	1373.0	976.0	750.0	714.0	130.0	986.0	1368.0	546.0	1042.0	2318.0	1885.0	776.0	2043.0	1028.0	1807.0	1629.0	1186.0	276.0	1170.0	1872.0	810.0	807.0	602.0	1690.0	992.0	424.0	475.0	408.0	74.0
NF1_E49_STA100929	10597.0	11543.0	13323.0	10074.0	8858.0	6949.0	1168.0	9463.0	12867.0	6528.0	9034.0	15409.0	16029.0	6939.0	19647.0	11334.0	16914.0	14656.0	10468.0	2438.0	8278.0	15909.0	10519.0	7034.0	5989.0	13950.0	9902.0	4900.0	4387.0	4811.0	499.0
NF1_E49_STA100930	7468.0	7615.0	9281.0	6982.0	6138.0	4153.0	783.0	7071.0	11209.0	4367.0	7319.0	12683.0	12258.0	5066.0	14142.0	7170.0	12352.0	11527.0	7784.0	1632.0	6082.0	12178.0	8334.0	5147.0	4201.0	8433.0	6048.0	3211.0	3277.0	3588.0	189.0
NF1_E49_STA100931	5691.0	6030.0	6918.0	5211.0	4488.0	3196.0	610.0	5220.0	8405.0	3243.0	5478.0	9958.0	9062.0	3889.0	10673.0	5608.0	9176.0	8905.0	5962.0	1215.0	4629.0	8913.0	6119.0	3905.0	3251.0	6576.0	4778.0	2368.0	2404.0	2650.0	130.0
NF1_E49_STA100932	4563.0	5317.0	6247.0	4325.0	3506.0	2797.0	558.0	3928.0	6924.0	2998.0	4203.0	7986.0	8035.0	3550.0	8678.0	4789.0	6834.0	7761.0	4743.0	878.0	4428.0	7609.0	5166.0	3541.0	2755.0	6378.0	3338.0	1867.0	1975.0	1917.0	106.0
NF1_E50_STA101821	5416.0	4631.0	6661.0	4770.0	4438.0	2530.0	606.0	5290.0	7806.0	3120.0	4919.0	8438.0	10268.0	3339.0	10342.0	4690.0	7607.0	8631.0	7025.0	1147.0	4070.0	8831.0	6237.0	3818.0	3245.0	5369.0	3520.0	2459.0	1701.0	2656.0	148.0
NF1_E50_STA100934	402.0	593.0	684.0	509.0	494.0	316.0	58.0	658.0	1381.0	320.0	456.0	1002.0	896.0	329.0	1193.0	587.0	705.0	995.0	709.0	85.0	384.0	1019.0	859.0	436.0	283.0	646.0	489.0	253.0	200.0	290.0	10.0
NF1_E51_STA100935	5056.0	5509.0	7762.0	5623.0	5171.0	3622.0	858.0	5173.0	8953.0	2824.0	4983.0	9955.0	9223.0	3532.0	11860.0	5027.0	9422.0	6893.0	6550.0	1263.0	4559.0	9025.0	6517.0	3689.0	3063.0	6744.0	4617.0	2264.0	2260.0	2490.0	375.0
NF1_E51_STA100936	15089.0	19859.0	25248.0	16774.0	14440.0	10640.0	1685.0	18416.0	27179.0	11250.0	16111.0	35560.0	34651.0	10870.0	37328.0	17607.0	28008.0	24601.0	18286.0	3988.0	18959.0	29355.0	17347.0	12856.0	10746.0	30861.0	13852.0	7789.0	6015.0	7433.0	585.0
NF1_E51_STA100937	6350.0	7491.0	9493.0	6065.0	5708.0	4703.0	644.0	7964.0	9532.0	4333.0	6385.0	13763.0	14363.0	3638.0	15651.0	7803.0	11843.0	9741.0	8712.0	1413.0	5955.0	12513.0	7300.0	5076.0	4253.0	11577.0	7587.0	3457.0	2106.0	3391.0	264.0
NF1_E51_STA100938	3108.0	3406.0	4097.0	2907.0	2594.0	1973.0	492.0	3289.0	3213.0	1855.0	2818.0	5464.0	6144.0	1604.0	6721.0	3295.0	5983.0	5044.0	3525.0	640.0	2473.0	5499.0	3015.0	2208.0	1875.0	4591.0	3210.0	1430.0	1327.0	1746.0	229.0
NF1_E52_STA100939	3573.0	4303.0	5452.0	4103.0	2802.0	1790.0	304.0	3239.0	5360.0	2524.0	3751.0	5642.0	9027.0	2540.0	8323.0	4107.0	6456.0	7639.0	3965.0	811.0	4023.0	6496.0	3468.0	2826.0	2788.0	6110.0	2791.0	1938.0	1334.0	2274.0	172.0
NF1_E52_STA100940	1198.0	1405.0	1695.0	967.0	909.0	654.0	70.0	1050.0	1808.0	727.0	1061.0	2438.0	2173.0	896.0	2143.0	1150.0	2080.0	2258.0	1449.0	329.0	1081.0	2195.0	1065.0	928.0	701.0	1455.0	941.0	588.0	318.0	623.0	62.0
NF1_E53_STA100941	2765.0	2940.0	3154.0	2308.0	2003.0	1488.0	350.0	2193.0	2873.0	1391.0	2645.0	3427.0	4616.0	1766.0	4629.0	2432.0	4000.0	4017.0	2917.0	534.0	2106.0	4229.0	2455.0	1647.0	1590.0	3012.0	1988.0	1062.0	948.0	1166.0	66.0
NF1_E53_STA100942	7516.0	8643.0	10051.0	6274.0	5763.0	4846.0	753.0	6425.0	13019.0	4301.0	6071.0	12377.0	10762.0	5849.0	14299.0	7130.0	10665.0	11498.0	8027.0	1844.0	6318.0	12582.0	8785.0	5520.0	3482.0	9072.0	6288.0	2829.0	2935.0	3475.0	246.0
NF1_E54_STA100943	1432.0	1838.0	1711.0	1308.0	899.0	528.0	144.0	1065.0	1810.0	1027.0	1408.0	2010.0	2907.0	1025.0	2754.0	1509.0	2435.0	3194.0	1542.0	446.0	1700.0	2093.0	966.0	950.0	868.0	2080.0	809.0	583.0	619.0	648.0	30.0
NF1_E54_STA100944	18780.0	18927.0	23148.0	16585.0	14650.0	8622.0	1513.0	13609.0	18113.0	11857.0	18254.0	22336.0	31090.0	11288.0	34146.0	18026.0	26614.0	28274.0	18683.0	2839.0	16293.0	28718.0	16793.0	10986.0	11122.0	21302.0	10762.0	7193.0	5812.0	8474.0	414.0
NF1_E54_STA100945	1073.0	868.0	1181.0	900.0	672.0	436.0	152.0	870.0	1508.0	426.0	1000.0	1580.0	1676.0	727.0	1994.0	880.0	1634.0	1283.0	1264.0	206.0	610.0	1463.0	1166.0	667.0	422.0	908.0	722.0	336.0	476.0	502.0	42.0
NF1_E55_STA101834	3816.0	2844.0	4483.0	3403.0	3016.0	1746.0	458.0	3197.0	5336.0	1634.0	3372.0	6501.0	5538.0	2511.0	7087.0	2911.0	5537.0	5805.0	4096.0	752.0	2664.0	5256.0	3987.0	1929.0	1739.0	3963.0	2579.0	1429.0	1383.0	2193.0	168.0
NF1_E55_STA100947	3831.0	3723.0	4485.0	3368.0	2925.0	1458.0	251.0	2580.0	4856.0	2175.0	3386.0	5844.0	6683.0	2253.0	6909.0	3282.0	5864.0	8214.0	3973.0	706.0	3158.0	5588.0	3268.0	2114.0	2159.0	4423.0	2410.0	1977.0	1317.0	2020.0	205.0
NF1_E55_STA100948	3742.0	4140.0	4461.0	3213.0	2499.0	1743.0	170.0	2220.0	4819.0	2112.0	3205.0	5309.0	6114.0	2278.0	6722.0	3968.0	5946.0	6115.0	3825.0	698.0	3307.0	5498.0	2965.0	2327.0	2128.0	4902.0	2686.0	1615.0	944.0	1751.0	111.0
NF1_E56_STA100949	4745.0	4139.0	5239.0	4014.0	3189.0	2332.0	605.0	3600.0	5277.0	2603.0	3882.0	6384.0	7689.0	3203.0	9843.0	4656.0	7497.0	6849.0	5563.0	802.0	3289.0	6524.0	4359.0	2705.0	2480.0	5432.0	3277.0	1705.0	1492.0	2223.0	162.0
NF1_E57_STA100950	5850.0	5814.0	7767.0	5366.0	5138.0	4002.0	606.0	5380.0	7660.0	3294.0	5501.0	8912.0	10231.0	3745.0	12114.0	5697.0	9801.0	8471.0	6175.0	1159.0	4674.0	9009.0	6092.0	3637.0	3533.0	7043.0	5050.0	2544.0	2446.0	3243.0	352.0
NF1_E57_STA100951	6309.0	5878.0	9457.0	6909.0	6570.0	3504.0	815.0	5880.0	11416.0	3745.0	6687.0	9070.0	10981.0	4303.0	14159.0	6377.0	9989.0	10120.0	6686.0	1546.0	5635.0	11377.0	8537.0	4417.0	3247.0	5818.0	3635.0	2639.0	2849.0	3025.0	184.0
NF1_E57_STA100952	8606.0	11898.0	11833.0	7335.0	6458.0	5400.0	814.0	7414.0	12197.0	5588.0	9008.0	15354.0	15037.0	6530.0	16413.0	9349.0	14115.0	16564.0	8403.0	1858.0	8745.0	14306.0	7795.0	6494.0	5713.0	14073.0	7289.0	4112.0	3260.0	4403.0	387.0
NF1_E57_STA100953	10508.0	13026.0	15327.0	11289.0	9266.0	7422.0	1067.0	10653.0	17567.0	7547.0	10186.0	20643.0	17745.0	8569.0	20468.0	12866.0	18108.0	17984.0	10487.0	2437.0	10306.0	16448.0	12358.0	8083.0	6884.0	16323.0	9683.0	4688.0	3731.0	5284.0	657.0
NF1_E58_STA100954	4166.0	4325.0	5842.0	4470.0	3406.0	2555.0	653.0	4072.0	6701.0	2193.0	3982.0	7498.0	6253.0	3381.0	9321.0	4056.0	6253.0	5511.0	4707.0	688.0	3265.0	5950.0	5046.0	2639.0	1962.0	5065.0	3176.0	1816.0	1630.0	2170.0	149.0
NF1_E58_STA100955	5516.0	6235.0	7293.0	5622.0	4247.0	3326.0	444.0	5553.0	6708.0	3790.0	5793.0	9505.0	9759.0	3144.0	12853.0	5851.0	9033.0	8238.0	6335.0	1209.0	5736.0	9093.0	6441.0	3663.0	3270.0	9473.0	4560.0	2944.0	2619.0	2850.0	289.0
NF1_E58_STA100956	9772.0	13609.0	13948.0	9621.0	7175.0	6034.0	742.0	9158.0	12871.0	6528.0	9411.0	16482.0	18482.0	6353.0	22852.0	11207.0	15959.0	16125.0	9664.0	2021.0	12039.0	16452.0	10925.0	6913.0	6453.0	19648.0	8307.0	4503.0	4214.0	5215.0	534.0
RAD51D_E10_STA100957	4572.0	10015.0	9806.0	5890.0	4825.0	4967.0	540.0	7359.0	9017.0	3957.0	5873.0	16687.0	13484.0	3226.0	18309.0	7364.0	13362.0	6952.0	5256.0	1449.0	8214.0	12260.0	4380.0	5342.0	4736.0	13831.0	8105.0	3194.0	2119.0	2676.0	366.0
RAD51D_E9_STA100958	2380.0	3750.0	5385.0	3608.0	3092.0	2641.0	402.0	3930.0	4569.0	1492.0	2655.0	7804.0	6463.0	1601.0	8795.0	3267.0	6378.0	2886.0	2534.0	765.0	3072.0	6683.0	2544.0	2304.0	1886.0	4393.0	3332.0	1345.0	1217.0	1063.0	149.0
RAD51D_E9_STA100959	4365.0	8782.0	10161.0	6461.0	5384.0	5485.0	617.0	8826.0	9875.0	4118.0	5246.0	14844.0	13360.0	2892.0	18334.0	7322.0	14025.0	6903.0	5193.0	1462.0	7785.0	12528.0	5442.0	5238.0	4312.0	12584.0	8234.0	3009.0	2306.0	1805.0	258.0
RAD51D_E8_STA100960	1441.0	2923.0	3206.0	1948.0	1759.0	1631.0	209.0	2512.0	2469.0	1168.0	2113.0	4614.0	4378.0	1114.0	5717.0	2115.0	4817.0	2612.0	1660.0	480.0	2689.0	4235.0	1344.0	1667.0	1498.0	4252.0	2569.0	1045.0	896.0	782.0	95.0
RAD51D_E8_STA100961	1865.0	3353.0	4436.0	2620.0	2358.0	2098.0	307.0	3296.0	2679.0	1592.0	2638.0	5203.0	6039.0	1184.0	7555.0	2706.0	6435.0	3066.0	2178.0	557.0	3477.0	5122.0	1874.0	2052.0	1785.0	5250.0	3040.0	1406.0	1197.0	1150.0	102.0
